\nPosition,Name + ID,Name,ID,Salary,GameInfo,TeamAbbrev 
\nRB,Wayne Gallman (9212917),Wayne Gallman,9212917,3500,NYG@DAL 08:30PM ET,NYG
\nWR,Jermaine Kearse (9213262),Jermaine Kearse,9213262,3400,NYJ@BUF 01:00PM ET,NYJ
\nRB,Andre Ellington (9213081),Andre Ellington,9213081,3400,ARI@DET 01:00PM ET,ARI
\nDST,Buccaneers  (9213359),Buccaneers ,9213359,3400,Postponed,TB
\nWR,Ryan Grant (9213377),Ryan Grant,9213377,3400,PHI@WAS 01:00PM ET,WAS
\nRB,Marlon Mack (9212694),Marlon Mack,9212694,3400,IND@LAR 04:05PM ET,IND
\nDST,Falcons  (9212173),Falcons ,9212173,3300,ATL@CHI 01:00PM ET,ATL
\nWR,Victor Cruz (9212320),Victor Cruz,9212320,3300,ATL@CHI 01:00PM ET,CHI
\nWR,John Ross (9212378),John Ross,9212378,3300,BAL@CIN 01:00PM ET,CIN
\nRB,Dwayne Washington (9212521),Dwayne Washington,9212521,3300,ARI@DET 01:00PM ET,DET
\nWR,Jaron Brown (9213095),Jaron Brown,9213095,3300,ARI@DET 01:00PM ET,ARI
\nWR,Seth Roberts (9212760),Seth Roberts,9212760,3300,OAK@TEN 01:00PM ET,OAK
\nTE,Jared Cook (9212772),Jared Cook,9212772,3300,OAK@TEN 01:00PM ET,OAK
\nWR,Phillip Dorsett (9212706),Phillip Dorsett,9212706,3300,IND@LAR 04:05PM ET,IND
\nWR,Aldrick Robinson (9213210),Aldrick Robinson,9213210,3300,CAR@SF 04:25PM ET,SF
\nWR,Russell Shepard (9213454),Russell Shepard,9213454,3300,CAR@SF 04:25PM ET,CAR
\nWR,Roger Lewis (9212923),Roger Lewis,9212923,3300,NYG@DAL 08:30PM ET,NYG
\nTE,Charles Clay (9212227),Charles Clay,9212227,3200,NYJ@BUF 01:00PM ET,BUF
\nWR,Kendall Wright (9212316),Kendall Wright,9212316,3200,ATL@CHI 01:00PM ET,CHI
\nRB,Ryan Mathews (9213024),Ryan Mathews,9213024,3200,PHI@WAS 01:00PM ET,PHI
\nDST,Rams  (9212842),Rams ,9212842,3200,IND@LAR 04:05PM ET,LAR
\nWR,Marquise Goodwin (9213200),Marquise Goodwin,9213200,3200,CAR@SF 04:25PM ET,SF
\nWR,Tavarres King (9212939),Tavarres King,9212939,3200,NYG@DAL 08:30PM ET,NYG
\nDST,Bengals  (9212398),Bengals ,9212398,3100,BAL@CIN 01:00PM ET,CIN
\nTE,C.J. Fiedorowicz (9212273),C.J. Fiedorowicz,9212273,3100,JAX@HOU 01:00PM ET,HOU
\nTE,Cameron Brate (9213357),Cameron Brate,9213357,3100,Postponed,TB
\nWR,Tajae Sharpe (9212659),Tajae Sharpe,9212659,3100,OAK@TEN 01:00PM ET,TEN
\nRB,Elijah Hood (9212744),Elijah Hood,9212744,3100,OAK@TEN 01:00PM ET,OAK
\nWR,Brian Quick (9213375),Brian Quick,9213375,3100,PHI@WAS 01:00PM ET,WAS
\nWR,Pharoh Cooper (9212820),Pharoh Cooper,9212820,3100,IND@LAR 04:05PM ET,LAR
\nRB,Orleans Darkwa (9212905),Orleans Darkwa,9212905,3100,NYG@DAL 08:30PM ET,NYG
\nRB,Mike Tolbert (9212177),Mike Tolbert,9212177,3000,NYJ@BUF 01:00PM ET,BUF
\nRB,Joe Banyard (9212179),Joe Banyard,9212179,3000,NYJ@BUF 01:00PM ET,BUF
\nRB,Patrick DiMarco (9212181),Patrick DiMarco,9212181,3000,NYJ@BUF 01:00PM ET,BUF
\nRB,Taiwan Jones (9212183),Taiwan Jones,9212183,3000,NYJ@BUF 01:00PM ET,BUF
\nRB,Cedric O'Neal (9212187),Cedric O'Neal,9212187,3000,NYJ@BUF 01:00PM ET,BUF
\nRB,Jordan Johnson (9212189),Jordan Johnson,9212189,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Daikiel Shorts (9212195),Daikiel Shorts,9212195,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Andre Holmes (9212197),Andre Holmes,9212197,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Philly Brown (9212199),Philly Brown,9212199,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Walter Powell (9212201),Walter Powell,9212201,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Rod Streater (9212203),Rod Streater,9212203,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Brandon Reilly (9212205),Brandon Reilly,9212205,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Jeremy Butler (9212207),Jeremy Butler,9212207,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Rashad Ross (9212209),Rashad Ross,9212209,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Dezmin Lewis (9212211),Dezmin Lewis,9212211,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Brandon Tate (9212215),Brandon Tate,9212215,3000,NYJ@BUF 01:00PM ET,BUF
\nWR,Damore'ea Stringfellow (9212876),Damore'ea Stringfellow,9212876,3000,NYJ@BUF 01:00PM ET,NYJ
\nRB,Julian Howsare (9212959),Julian Howsare,9212959,3000,NYJ@BUF 01:00PM ET,NYJ
\nRB,Anthony Firkser (9212963),Anthony Firkser,9212963,3000,NYJ@BUF 01:00PM ET,NYJ
\nRB,Marcus Murphy (9212965),Marcus Murphy,9212965,3000,NYJ@BUF 01:00PM ET,NYJ
\nRB,Algernon Brown (9212973),Algernon Brown,9212973,3000,NYJ@BUF 01:00PM ET,NYJ
\nRB,Romar Morris (9212975),Romar Morris,9212975,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Deshon Foxx (9212979),Deshon Foxx,9212979,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Chris Harper (9212983),Chris Harper,9212983,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Gabe Marks (9212985),Gabe Marks,9212985,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Myles White (9212987),Myles White,9212987,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Frankie Hammond Jr. (9212989),Frankie Hammond Jr.,9212989,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Quincy Enunwa (9212991),Quincy Enunwa,9212991,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Chad Hansen (9212993),Chad Hansen,9212993,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Marquess Wilson (9212995),Marquess Wilson,9212995,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Jalin Marshall (9212997),Jalin Marshall,9212997,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Lucky Whitehead (9212999),Lucky Whitehead,9212999,3000,NYJ@BUF 01:00PM ET,NYJ
\nWR,Kaelin Clay (9213446),Kaelin Clay,9213446,3000,NYJ@BUF 01:00PM ET,BUF
\nRB,Kelvin Taylor (9212119),Kelvin Taylor,9212119,3000,ATL@CHI 01:00PM ET,ATL
\nRB,Derrick Coleman (9212121),Derrick Coleman,9212121,3000,ATL@CHI 01:00PM ET,ATL
\nRB,Terron Ward (9212123),Terron Ward,9212123,3000,ATL@CHI 01:00PM ET,ATL
\nRB,Brian Hill (9212127),Brian Hill,9212127,3000,ATL@CHI 01:00PM ET,ATL
\nRB,Tyler Renew (9212129),Tyler Renew,9212129,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Marvin Hall (9212131),Marvin Hall,9212131,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Nick Williams (9212133),Nick Williams,9212133,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Justin Hardy (9212135),Justin Hardy,9212135,3000,ATL@CHI 01:00PM ET,ATL
\nWR,B.J. Daniels (9212137),B.J. Daniels,9212137,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Andre Roberts (9212143),Andre Roberts,9212143,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Bra'Lon Cherry (9212145),Bra'Lon Cherry,9212145,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Josh Magee (9212149),Josh Magee,9212149,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Deante Burton (9212151),Deante Burton,9212151,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Reginald Davis III (9212153),Reginald Davis III,9212153,3000,ATL@CHI 01:00PM ET,ATL
\nWR,Anthony Dable (9212157),Anthony Dable,9212157,3000,ATL@CHI 01:00PM ET,ATL
\nTE,Austin Hooper (9212161),Austin Hooper,9212161,3000,ATL@CHI 01:00PM ET,ATL
\nRB,Ka'Deem Carey (9212288),Ka'Deem Carey,9212288,3000,ATL@CHI 01:00PM ET,CHI
\nRB,Michael Burton (9212292),Michael Burton,9212292,3000,ATL@CHI 01:00PM ET,CHI
\nRB,Josh Rounds (9212294),Josh Rounds,9212294,3000,ATL@CHI 01:00PM ET,CHI
\nRB,Tarik Cohen (9212298),Tarik Cohen,9212298,3000,ATL@CHI 01:00PM ET,CHI
\nRB,Freddie Stevenson (9212300),Freddie Stevenson,9212300,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Tanner Gentry (9212302),Tanner Gentry,9212302,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Josh Bellamy (9212306),Josh Bellamy,9212306,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Titus Davis (9212308),Titus Davis,9212308,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Deonte Thompson (9212314),Deonte Thompson,9212314,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Rueben Randle (9212318),Rueben Randle,9212318,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Alton Howard (9212322),Alton Howard,9212322,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Daniel Braverman (9212324),Daniel Braverman,9212324,3000,ATL@CHI 01:00PM ET,CHI
\nWR,Tre McBride (9212647),Tre McBride,9212647,3000,ATL@CHI 01:00PM ET,CHI
\nRB,Taquan Mizzell (9213543),Taquan Mizzell,9213543,3000,ATL@CHI 01:00PM ET,CHI
\nRB,Tra Carson (9212346),Tra Carson,9212346,3000,BAL@CIN 01:00PM ET,CIN
\nRB,Darrin Laufasa (9212350),Darrin Laufasa,9212350,3000,BAL@CIN 01:00PM ET,CIN
\nRB,Jarveon Williams (9212352),Jarveon Williams,9212352,3000,BAL@CIN 01:00PM ET,CIN
\nRB,Stanley Williams (9212354),Stanley Williams,9212354,3000,BAL@CIN 01:00PM ET,CIN
\nRB,Cedric Peerman (9212358),Cedric Peerman,9212358,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Jake Kumerow (9212362),Jake Kumerow,9212362,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Josh Malone (9212366),Josh Malone,9212366,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Kermit Whitfield (9212368),Kermit Whitfield,9212368,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Alonzo Russell (9212372),Alonzo Russell,9212372,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Chris Brown (9212374),Chris Brown,9212374,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Cody Core (9212380),Cody Core,9212380,3000,BAL@CIN 01:00PM ET,CIN
\nWR,Alex Erickson (9212382),Alex Erickson,9212382,3000,BAL@CIN 01:00PM ET,CIN
\nRB,Bobby Rainey (9213531),Bobby Rainey,9213531,3000,BAL@CIN 01:00PM ET,BAL
\nRB,Javorius Allen (9213535),Javorius Allen,9213535,3000,BAL@CIN 01:00PM ET,BAL
\nRB,Kenneth Dixon (9213539),Kenneth Dixon,9213539,3000,BAL@CIN 01:00PM ET,BAL
\nRB,Ricky Ortiz (9213541),Ricky Ortiz,9213541,3000,BAL@CIN 01:00PM ET,BAL
\nRB,Lorenzo Taliaferro (9213545),Lorenzo Taliaferro,9213545,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Chris Moore (9213547),Chris Moore,9213547,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Vince Mayle (9213549),Vince Mayle,9213549,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Quincy Adeboyejo (9213551),Quincy Adeboyejo,9213551,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Tim White (9213553),Tim White,9213553,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Chris Matthews (9213555),Chris Matthews,9213555,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Kenny Bell (9213557),Kenny Bell,9213557,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Michael Campanaro (9213559),Michael Campanaro,9213559,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Griff Whalen (9213561),Griff Whalen,9213561,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Keenan Reynolds (9213567),Keenan Reynolds,9213567,3000,BAL@CIN 01:00PM ET,BAL
\nWR,C.J. Board (9213569),C.J. Board,9213569,3000,BAL@CIN 01:00PM ET,BAL
\nWR,Reggie Davis (9212147),Reggie Davis,9212147,3000,PIT@CLE 01:00PM ET,CLE
\nRB,Matthew Dayes (9212404),Matthew Dayes,9212404,3000,PIT@CLE 01:00PM ET,CLE
\nRB,Danny Vitale (9212408),Danny Vitale,9212408,3000,PIT@CLE 01:00PM ET,CLE
\nRB,Brandon Wilds (9212412),Brandon Wilds,9212412,3000,PIT@CLE 01:00PM ET,CLE
\nRB,Terrence Magee (9212414),Terrence Magee,9212414,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Rannell Hall (9212416),Rannell Hall,9212416,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Jordan Payton (9212420),Jordan Payton,9212420,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Richard Mullaney (9212422),Richard Mullaney,9212422,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Rashard Higgins (9212424),Rashard Higgins,9212424,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Mario Alford (9212426),Mario Alford,9212426,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Ricardo Louis (9212430),Ricardo Louis,9212430,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Rasheed Bailey (9212432),Rasheed Bailey,9212432,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Jordan Leslie (9212434),Jordan Leslie,9212434,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Josh Boyce (9212438),Josh Boyce,9212438,3000,PIT@CLE 01:00PM ET,CLE
\nWR,Justin Thomas (9212808),Justin Thomas,9212808,3000,PIT@CLE 01:00PM ET,PIT
\nRB,Terrell Watson (9213126),Terrell Watson,9213126,3000,PIT@CLE 01:00PM ET,PIT
\nRB,Trey Williams (9213130),Trey Williams,9213130,3000,PIT@CLE 01:00PM ET,PIT
\nRB,Brandon Brown-Dukes (9213132),Brandon Brown-Dukes,9213132,3000,PIT@CLE 01:00PM ET,PIT
\nRB,DeAngelo Williams (9213136),DeAngelo Williams,9213136,3000,PIT@CLE 01:00PM ET,PIT
\nRB,Roosevelt Nix (9213138),Roosevelt Nix,9213138,3000,PIT@CLE 01:00PM ET,PIT
\nRB,Knile Davis (9213142),Knile Davis,9213142,3000,PIT@CLE 01:00PM ET,PIT
\nWR,Darrius Heyward-Bey (9213148),Darrius Heyward-Bey,9213148,3000,PIT@CLE 01:00PM ET,PIT
\nWR,Marcus Tucker (9213152),Marcus Tucker,9213152,3000,PIT@CLE 01:00PM ET,PIT
\nWR,Demarcus Ayers (9213154),Demarcus Ayers,9213154,3000,PIT@CLE 01:00PM ET,PIT
\nWR,Cobi Hamilton (9213156),Cobi Hamilton,9213156,3000,PIT@CLE 01:00PM ET,PIT
\nTE,Jesse James (9213174),Jesse James,9213174,3000,PIT@CLE 01:00PM ET,PIT
\nWR,Kasen Williams (9213284),Kasen Williams,9213284,3000,PIT@CLE 01:00PM ET,CLE
\nRB,Tion Green (9212511),Tion Green,9212511,3000,ARI@DET 01:00PM ET,DET
\nRB,Mike James (9212517),Mike James,9212517,3000,ARI@DET 01:00PM ET,DET
\nRB,Matt Asiata (9212519),Matt Asiata,9212519,3000,ARI@DET 01:00PM ET,DET
\nWR,Keshawn Martin (9212527),Keshawn Martin,9212527,3000,ARI@DET 01:00PM ET,DET
\nWR,Ryan Spadola (9212529),Ryan Spadola,9212529,3000,ARI@DET 01:00PM ET,DET
\nWR,TJ Jones (9212531),TJ Jones,9212531,3000,ARI@DET 01:00PM ET,DET
\nWR,Jared Abbrederis (9212533),Jared Abbrederis,9212533,3000,ARI@DET 01:00PM ET,DET
\nWR,Jace Billingsley (9212535),Jace Billingsley,9212535,3000,ARI@DET 01:00PM ET,DET
\nWR,Michael Rector (9212539),Michael Rector,9212539,3000,ARI@DET 01:00PM ET,DET
\nWR,Dontez Ford (9212541),Dontez Ford,9212541,3000,ARI@DET 01:00PM ET,DET
\nWR,Noel Thomas (9212543),Noel Thomas,9212543,3000,ARI@DET 01:00PM ET,DET
\nRB,T.J. Logan (9213071),T.J. Logan,9213071,3000,ARI@DET 01:00PM ET,ARI
\nRB,James Summers (9213073),James Summers,9213073,3000,ARI@DET 01:00PM ET,ARI
\nRB,Elijhaa Penny (9213079),Elijhaa Penny,9213079,3000,ARI@DET 01:00PM ET,ARI
\nWR,Chris Hubert (9213085),Chris Hubert,9213085,3000,ARI@DET 01:00PM ET,ARI
\nWR,Carlton Agudosi (9213087),Carlton Agudosi,9213087,3000,ARI@DET 01:00PM ET,ARI
\nWR,Krishawn Hogan (9213089),Krishawn Hogan,9213089,3000,ARI@DET 01:00PM ET,ARI
\nWR,Jeremy Ross (9213093),Jeremy Ross,9213093,3000,ARI@DET 01:00PM ET,ARI
\nWR,Aaron Dobson (9213101),Aaron Dobson,9213101,3000,ARI@DET 01:00PM ET,ARI
\nWR,Brittan Golden (9213105),Brittan Golden,9213105,3000,ARI@DET 01:00PM ET,ARI
\nWR,Chad Williams (9213107),Chad Williams,9213107,3000,ARI@DET 01:00PM ET,ARI
\nRB,Dare Ogunbowale (9212235),Dare Ogunbowale,9212235,3000,JAX@HOU 01:00PM ET,HOU
\nRB,Akeem Hunt (9212237),Akeem Hunt,9212237,3000,JAX@HOU 01:00PM ET,HOU
\nRB,Tyler Ervin (9212243),Tyler Ervin,9212243,3000,JAX@HOU 01:00PM ET,HOU
\nRB,Jay Prosch (9212245),Jay Prosch,9212245,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Dres Anderson (9212247),Dres Anderson,9212247,3000,JAX@HOU 01:00PM ET,HOU
\nWR,DeAndrew White (9212251),DeAndrew White,9212251,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Devin Street (9212255),Devin Street,9212255,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Justin Hardee (9212257),Justin Hardee,9212257,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Riley McCarron (9212261),Riley McCarron,9212261,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Chris Thompson (9212263),Chris Thompson,9212263,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Wendall Williams (9212265),Wendall Williams,9212265,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Marcus Leak (9212269),Marcus Leak,9212269,3000,JAX@HOU 01:00PM ET,HOU
\nWR,Andy Jones (9212487),Andy Jones,9212487,3000,JAX@HOU 01:00PM ET,HOU
\nRB,Jordan Todman (9212971),Jordan Todman,9212971,3000,JAX@HOU 01:00PM ET,HOU
\nRB,Tyler Gaffney (9213474),Tyler Gaffney,9213474,3000,JAX@HOU 01:00PM ET,JAX
\nRB,Tommy Bohanon (9213476),Tommy Bohanon,9213476,3000,JAX@HOU 01:00PM ET,JAX
\nRB,Tim Cook (9213478),Tim Cook,9213478,3000,JAX@HOU 01:00PM ET,JAX
\nRB,Marquez Williams (9213480),Marquez Williams,9213480,3000,JAX@HOU 01:00PM ET,JAX
\nRB,Corey Grant (9213482),Corey Grant,9213482,3000,JAX@HOU 01:00PM ET,JAX
\nRB,I'Tavius Mathers (9213486),I'Tavius Mathers,9213486,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Keelan Cole (9213490),Keelan Cole,9213490,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Dede Westbrook (9213492),Dede Westbrook,9213492,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Arrelious Benn (9213494),Arrelious Benn,9213494,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Kenneth Walker III (9213496),Kenneth Walker III,9213496,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Amba Etta-Tawo (9213498),Amba Etta-Tawo,9213498,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Larry Pinkard (9213500),Larry Pinkard,9213500,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Rashad Greene Sr. (9213504),Rashad Greene Sr.,9213504,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Jamal Robinson (9213506),Jamal Robinson,9213506,3000,JAX@HOU 01:00PM ET,JAX
\nWR,Shane Wynn (9213510),Shane Wynn,9213510,3000,JAX@HOU 01:00PM ET,JAX
\nRB,Senorise Perry (9212848),Senorise Perry,9212848,3000,Postponed,MIA
\nRB,De'Veon Smith (9212856),De'Veon Smith,9212856,3000,Postponed,MIA
\nRB,Storm Johnson (9212858),Storm Johnson,9212858,3000,Postponed,MIA
\nWR,Isaiah Ford (9212860),Isaiah Ford,9212860,3000,Postponed,MIA
\nWR,Rashawn Scott (9212862),Rashawn Scott,9212862,3000,Postponed,MIA
\nWR,Jakeem Grant (9212864),Jakeem Grant,9212864,3000,Postponed,MIA
\nWR,Francis Owusu (9212872),Francis Owusu,9212872,3000,Postponed,MIA
\nWR,Drew Morgan (9212874),Drew Morgan,9212874,3000,Postponed,MIA
\nWR,Leonte Carroo (9212878),Leonte Carroo,9212878,3000,Postponed,MIA
\nWR,Jordan Westerkamp (9212880),Jordan Westerkamp,9212880,3000,Postponed,MIA
\nWR,Malcolm Lewis (9212882),Malcolm Lewis,9212882,3000,Postponed,MIA
\nWR,Mitch Mathews (9212884),Mitch Mathews,9212884,3000,Postponed,MIA
\nRB,Austin Johnson (9213309),Austin Johnson,9213309,3000,Postponed,TB
\nRB,Peyton Barber (9213311),Peyton Barber,9213311,3000,Postponed,TB
\nRB,Russell Hansbrough (9213315),Russell Hansbrough,9213315,3000,Postponed,TB
\nRB,Quayvon Hicks (9213317),Quayvon Hicks,9213317,3000,Postponed,TB
\nRB,Blake Sims (9213321),Blake Sims,9213321,3000,Postponed,TB
\nWR,Donteea Dye (9213323),Donteea Dye,9213323,3000,Postponed,TB
\nWR,Vincent Jackson (9213325),Vincent Jackson,9213325,3000,Postponed,TB
\nWR,Chris Godwin (9213327),Chris Godwin,9213327,3000,Postponed,TB
\nWR,Bernard Reedy (9213329),Bernard Reedy,9213329,3000,Postponed,TB
\nWR,Freddie Martino (9213331),Freddie Martino,9213331,3000,Postponed,TB
\nWR,Shaq Hill (9213335),Shaq Hill,9213335,3000,Postponed,TB
\nWR,Josh Huff (9213339),Josh Huff,9213339,3000,Postponed,TB
\nWR,Bobo Wilson (9213341),Bobo Wilson,9213341,3000,Postponed,TB
\nWR,Derel Walker (9213343),Derel Walker,9213343,3000,Postponed,TB
\nTE,O.J. Howard (9213351),O.J. Howard,9213351,3000,Postponed,TB
\nRB,Akeem Judd (9212625),Akeem Judd,9212625,3000,OAK@TEN 01:00PM ET,TEN
\nRB,Khalfani Muhammad (9212627),Khalfani Muhammad,9212627,3000,OAK@TEN 01:00PM ET,TEN
\nRB,Brandon Radcliff (9212629),Brandon Radcliff,9212629,3000,OAK@TEN 01:00PM ET,TEN
\nRB,Joe Bacci (9212631),Joe Bacci,9212631,3000,OAK@TEN 01:00PM ET,TEN
\nRB,Jalston Fowler (9212633),Jalston Fowler,9212633,3000,OAK@TEN 01:00PM ET,TEN
\nRB,David Fluellen (9212635),David Fluellen,9212635,3000,OAK@TEN 01:00PM ET,TEN
\nWR,Harry Douglas (9212639),Harry Douglas,9212639,3000,OAK@TEN 01:00PM ET,TEN
\nWR,Eric Weems (9212641),Eric Weems,9212641,3000,OAK@TEN 01:00PM ET,TEN
\nWR,Darius Jennings (9212643),Darius Jennings,9212643,3000,OAK@TEN 01:00PM ET,TEN
\nWR,Mekale McKay (9212645),Mekale McKay,9212645,3000,OAK@TEN 01:00PM ET,TEN
\nWR,KeVonn Mabon (9212649),KeVonn Mabon,9212649,3000,OAK@TEN 01:00PM ET,TEN
\nWR,Jonathan Krause (9212655),Jonathan Krause,9212655,3000,OAK@TEN 01:00PM ET,TEN
\nWR,Giovanni Pascascio (9212661),Giovanni Pascascio,9212661,3000,OAK@TEN 01:00PM ET,TEN
\nRB,Jamize Olawale (9212736),Jamize Olawale,9212736,3000,OAK@TEN 01:00PM ET,OAK
\nRB,George Atkinson III (9212738),George Atkinson III,9212738,3000,OAK@TEN 01:00PM ET,OAK
\nRB,John Crockett (9212746),John Crockett,9212746,3000,OAK@TEN 01:00PM ET,OAK
\nWR,Cordarrelle Patterson (9212750),Cordarrelle Patterson,9212750,3000,OAK@TEN 01:00PM ET,OAK
\nWR,Ishmael Zamora (9212754),Ishmael Zamora,9212754,3000,OAK@TEN 01:00PM ET,OAK
\nWR,Isaac Whitney (9212756),Isaac Whitney,9212756,3000,OAK@TEN 01:00PM ET,OAK
\nWR,Johnny Holton (9212758),Johnny Holton,9212758,3000,OAK@TEN 01:00PM ET,OAK
\nWR,K.J. Brent (9212762),K.J. Brent,9212762,3000,OAK@TEN 01:00PM ET,OAK
\nWR,Keon Hatcher (9212764),Keon Hatcher,9212764,3000,OAK@TEN 01:00PM ET,OAK
\nWR,Jaydon Mickens (9212766),Jaydon Mickens,9212766,3000,OAK@TEN 01:00PM ET,OAK
\nRB,Corey Clement (9213020),Corey Clement,9213020,3000,PHI@WAS 01:00PM ET,PHI
\nRB,Byron Marshall (9213030),Byron Marshall,9213030,3000,PHI@WAS 01:00PM ET,PHI
\nWR,Marcus Johnson (9213032),Marcus Johnson,9213032,3000,PHI@WAS 01:00PM ET,PHI
\nWR,David Watford (9213034),David Watford,9213034,3000,PHI@WAS 01:00PM ET,PHI
\nWR,Paul Turner (9213036),Paul Turner,9213036,3000,PHI@WAS 01:00PM ET,PHI
\nWR,Bryce Treggs (9213042),Bryce Treggs,9213042,3000,PHI@WAS 01:00PM ET,PHI
\nWR,Mack Hollins (9213048),Mack Hollins,9213048,3000,PHI@WAS 01:00PM ET,PHI
\nWR,Shelton Gibson (9213050),Shelton Gibson,9213050,3000,PHI@WAS 01:00PM ET,PHI
\nWR,Greg Ward Jr. (9213052),Greg Ward Jr.,9213052,3000,PHI@WAS 01:00PM ET,PHI
\nRB,Kenny Hilliard (9213369),Kenny Hilliard,9213369,3000,PHI@WAS 01:00PM ET,WAS
\nRB,Mack Brown (9213371),Mack Brown,9213371,3000,PHI@WAS 01:00PM ET,WAS
\nWR,Maurice Harris (9213381),Maurice Harris,9213381,3000,PHI@WAS 01:00PM ET,WAS
\nWR,Kendal Thompson (9213385),Kendal Thompson,9213385,3000,PHI@WAS 01:00PM ET,WAS
\nWR,Zach Pascal (9213391),Zach Pascal,9213391,3000,PHI@WAS 01:00PM ET,WAS
\nWR,Levern Jacobs (9213393),Levern Jacobs,9213393,3000,PHI@WAS 01:00PM ET,WAS
\nWR,James Quick (9213395),James Quick,9213395,3000,PHI@WAS 01:00PM ET,WAS
\nWR,Robert Davis (9213397),Robert Davis,9213397,3000,PHI@WAS 01:00PM ET,WAS
\nTE,Vernon Davis (9213409),Vernon Davis,9213409,3000,PHI@WAS 01:00PM ET,WAS
\nDST,Redskins  (9213413),Redskins ,9213413,3000,PHI@WAS 01:00PM ET,WAS
\nRB,Troymaine Pope (9212682),Troymaine Pope,9212682,3000,IND@LAR 04:05PM ET,IND
\nRB,Dalton Crossan (9212684),Dalton Crossan,9212684,3000,IND@LAR 04:05PM ET,IND
