"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","ValueWR"
"QB","Jake Rudock (7988849)","Jake Rudock",7988849,5000,"Det@Dal 08:30PM ET","Det","Jake","Rudock","Dal",0,0,0,0,0,0,0
"RB","Ameer Abdullah (7988979)","Ameer Abdullah",7988979,5000,"Det@Dal 08:30PM ET","Det","Ameer","Abdullah","Dal",0,0,9,0.00965250965250965,0,0,0
"RB","Derrick Henry (7988886)","Derrick Henry",7988886,4900,"Ten@Jax 01:00PM ET","Ten","Derrick","Henry","Jax",7.08,5.5,9,0.0269662921348315,5.80553828427066,5.98398229108252,0
"WR","Rishard Matthews (7989024)","Rishard Matthews",7989024,4900,"Ten@Jax 01:00PM ET","Ten","Rishard","Matthews","Jax",12.52,11,1,0.197752808988764,10.9711747545602,11.3305848020821,1
"TE","Kyle Rudolph (7989189)","Kyle Rudolph",7989189,4900,"Min@GB 01:00PM ET","Min","Kyle","Rudolph","GB",12.67,10.7,1,0.22265625,10.8637186141577,11.2125707981189,0
"WR","Terrelle Pryor Sr. (7989044)","Terrelle Pryor Sr.",7989044,4900,"SD@Cle 01:00PM ET","Cle","Terrelle","Pryor","SD",11.15,13.5,1,0.254032258064516,11.8198205072983,12.2673972902245,0
"WR","Pierre Garcon (7989057)","Pierre Garcon",7989057,4900,"Was@Chi 01:00PM ET","Was","Pierre","Garcon","Chi",12.62,14.6,1,0.18664047151277,13.0019981019298,13.4851806436389,1
"RB","Alfred Morris (7988972)","Alfred Morris",7988972,4900,"Det@Dal 08:30PM ET","Dal","Alfred","Morris","Det",0,0,9,0.00900900900900901,0,0,0
"WR","Cole Beasley (7989153)","Cole Beasley",7989153,4900,"Det@Dal 08:30PM ET","Dal","Cole","Beasley","Det",11.99,10.1,1,0.211711711711712,10.2664259810956,10.5956695069722,1
"WR","Robby Anderson (7989016)","Robby Anderson",7989016,4800,"NYJ@NE 01:00PM ET","NYJ","Robby","Anderson","NE",10.5,11.6,4,0.132796780684105,10.514970498751,10.8981413333361,0
"WR","Travis Benjamin (7989045)","Travis Benjamin",7989045,4800,"SD@Cle 01:00PM ET","SD","Travis","Benjamin","Cle",8.04,7.6,3,0.150515463917526,7.34200117324822,7.59125919563382,1
"RB","Frank Gore (7988920)","Frank Gore",7988920,4800,"Ind@Oak 04:05PM ET","Ind","Frank","Gore","Oak",12.99,14.8,5,0.0905660377358491,13.2570220243351,13.7465203637438,0
"WR","Tyler Lockett (7989097)","Tyler Lockett",7989097,4800,"Ari@Sea 04:25PM ET","Sea","Tyler","Lockett","Ari",11.56,10.7,4,0.155902004454343,10.4306143376217,10.7811735079408,1
"WR","Brandon LaFell (7989112)","Brandon LaFell",7989112,4800,"Cin@Hou 08:25PM ET","Cin","Brandon","LaFell","Hou",9.64,8.8,2,0.182730923694779,8.63023060727204,8.91833686769542,1
"TE","Tyler Eifert (7989236)","Tyler Eifert",7989236,4800,"Cin@Hou 08:25PM ET","Cin","Tyler","Eifert","Hou",0,0,5,0.0943775100401606,0,0,0
"WR","Mike Wallace (7989124)","Mike Wallace",7989124,4800,"Bal@Pit 04:30PM ET","Bal","Mike","Wallace","Pit",12.2,12.6,1,0.186851211072664,11.7315625058398,12.1465430027555,1
"WR","Cameron Meredith (7989061)","Cameron Meredith",7989061,4700,"Was@Chi 01:00PM ET","Chi","Cameron","Meredith","Was",11.46,12.3,1,0.169921875,11.2768425761427,11.6826338742351,1
"RB","C.J. Prosise (7988935)","C.J. Prosise",7988935,4700,"Ari@Sea 04:25PM ET","Sea","C.J.","Prosise","Ari",0,0,6,0.044543429844098,0,0,0
"WR","Allen Robinson (7989028)","Allen Robinson",7989028,4600,"Ten@Jax 01:00PM ET","Jax","Allen","Robinson","Ten",12.44,13.8,1,0.23758865248227,12.4891416550989,12.9450618327971,1
"RB","Adrian Peterson (7988887)","Adrian Peterson",7988887,4600,"Min@GB 01:00PM ET","Min","Adrian","Peterson","GB",0,0,10,0.01171875,0,0,0
"WR","Adam Thielen (7989038)","Adam Thielen",7989038,4600,"Min@GB 01:00PM ET","Min","Adam","Thielen","GB",11.21,12.7,3,0.15234375,11.400608228367,11.820553569151,1
"RB","Mike Gillislee (7988853)","Mike Gillislee",7988853,4500,"Mia@Buf 01:00PM ET","Buf","Mike","Gillislee","Mia",6.66,3.6,10,0.0268948655256724,4.59043060329392,4.70411496188865,0
"WR","Ted Ginn Jr. (7989067)","Ted Ginn Jr.",7989067,4500,"Atl@Car 01:00PM ET","Car","Ted","Ginn","Atl",10.59,9.9,3,0.156862745098039,9.60951250478765,9.93402419327859,0
"TE","Jimmy Graham (7989220)","Jimmy Graham",7989220,4500,"Ari@Sea 04:25PM ET","Sea","Jimmy","Graham","Ari",12.48,10,2,0.191536748329621,10.4022882421108,10.7273358368929,0
"RB","Mark Ingram (7988862)","Mark Ingram",7988862,4400,"TB@NO 04:25PM ET","NO","Mark","Ingram","TB",12.5,13.1,6,0.0795262267343486,12.1252572912808,12.5569884234131,0
"TE","Antonio Gates (7989192)","Antonio Gates",7989192,4400,"SD@Cle 01:00PM ET","SD","Antonio","Gates","Cle",12.8,10.9,4,0.14639175257732,11.0250983686632,11.3806354284556,0
"WR","J.J. Nelson (7989094)","J.J. Nelson",7989094,4400,"Ari@Sea 04:25PM ET","Ari","J.J.","Nelson","Sea",11.18,11.8,4,0.109826589595376,10.89095147136,11.279961377725,1
"RB","Terrance West (7988959)","Terrance West",7988959,4400,"Bal@Pit 04:30PM ET","Bal","Terrance","West","Pit",9.51,6.7,7,0.0674740484429066,7.41762046561418,7.63363631525928,0
"WR","Jeremy Maclin (7989136)","Jeremy Maclin",7989136,4400,"Den@KC 08:30PM ET","KC","Jeremy","Maclin","Den",9.31,10.7,4,0.134575569358178,9.55270026356232,9.90671954136354,0
"WR","Marqise Lee (7989026)","Marqise Lee",7989026,4300,"Ten@Jax 01:00PM ET","Jax","Marqise","Lee","Ten",12.06,12.4,2,0.164893617021277,11.5662809110051,11.9745919103452,1
"TE","Delanie Walker (7989179)","Delanie Walker",7989179,4300,"Ten@Jax 01:00PM ET","Ten","Delanie","Walker","Jax",13.66,10.5,2,0.195505617977528,11.1393449765173,11.479789920034,0
"RB","Alfred Blue (7988949)","Alfred Blue",7988949,4300,"Cin@Hou 08:25PM ET","Hou","Alfred","Blue","Cin",3.46,3.7,10,0.0155642023346304,3.39716961307827,3.51921741000157,0
"RB","Fitzgerald Toussaint (7988956)","Fitzgerald Toussaint",7988956,4300,"Bal@Pit 04:30PM ET","Pit","Fitzgerald","Toussaint","Bal",0,0,13,0.00184842883548983,0,0,0
"WR","DeVante Parker (7988991)","DeVante Parker",7988991,4200,"Mia@Buf 01:00PM ET","Mia","DeVante","Parker","Buf",10.75,10.7,2,0.178048780487805,10.1145652709603,10.466370079973,1
"RB","Jacquizz Rodgers (7988863)","Jacquizz Rodgers",7988863,4200,"TB@NO 04:25PM ET","TB","Jacquizz","Rodgers","NO",0,0,9,0.0275049115913556,0,0,0
"WR","Chris Hogan (7989012)","Chris Hogan",7989012,4200,"NYJ@NE 01:00PM ET","NE","Chris","Hogan","NYJ",10.33,9.1,4,0.103112840466926,9.06544133532343,9.36281368584744,1
"RB","Kenneth Dixon (7988962)","Kenneth Dixon",7988962,4200,"Bal@Pit 04:30PM ET","Bal","Kenneth","Dixon","Pit",10.19,10.6,8,0.0570934256055363,9.84073429741449,10.1899578921576,0
"WR","Marvin Jones Jr. (7989154)","Marvin Jones Jr.",7989154,4200,"Det@Dal 08:30PM ET","Det","Marvin","Jones","Dal",9.82,12.4,2,0.193050193050193,10.6922686772749,11.1040244058416,0
"RB","Dion Lewis (7988873)","Dion Lewis",7988873,4100,"NYJ@NE 01:00PM ET","NE","Dion","Lewis","NYJ",10.71,12.7,8,0.0408560311284047,11.2055162119093,11.6262304654672,0
"TE","Martellus Bennett (7989173)","Martellus Bennett",7989173,4100,"NYJ@NE 01:00PM ET","NE","Martellus","Bennett","NYJ",9.9,8.7,3,0.140077821011673,8.67635054071674,8.96061456992156,0
"RB","Isaiah Crowell (7988899)","Isaiah Crowell",7988899,4100,"SD@Cle 01:00PM ET","Cle","Isaiah","Crowell","SD",10.58,12.7,6,0.0907258064516129,11.1547922876303,11.5757064585094,0
"WR","Aldrick Robinson (7989068)","Aldrick Robinson",7989068,4100,"Atl@Car 01:00PM ET","Atl","Aldrick","Robinson","Car",5.35,1.3,6,0.0628930817610063,2.80674747256945,2.84327126137978,0
"WR","Tyler Boyd (7989119)","Tyler Boyd",7989119,4100,"Cin@Hou 08:25PM ET","Cin","Tyler","Boyd","Hou",8.13,8,3,0.14859437751004,7.59842939666371,7.86131860105469,0
"RB","Charcandrick West (7988970)","Charcandrick West",7988970,4100,"Den@KC 08:30PM ET","KC","Charcandrick","West","Den",4.86,5.1,7,0.062111801242236,4.71801807074559,4.88610646396853,0
"WR","Anquan Boldin (7989147)","Anquan Boldin",7989147,4100,"Det@Dal 08:30PM ET","Det","Anquan","Boldin","Dal",10.26,12.9,3,0.166023166023166,11.140589227324,11.5688802955306,1
"RB","Tim Hightower (7988858)","Tim Hightower",7988858,4000,"TB@NO 04:25PM ET","NO","Tim","Hightower","TB",9.26,10.5,8,0.0423011844331641,9.42253523168999,9.76974660761627,0
"WR","Quincy Enunwa (7989011)","Quincy Enunwa",7989011,4000,"NYJ@NE 01:00PM ET","NYJ","Quincy","Enunwa","NE",9.3,8.6,2,0.187122736418511,8.38691220585429,8.66865653381152,1
"RB","Jerick McKinnon (7988892)","Jerick McKinnon",7988892,4000,"Min@GB 01:00PM ET","Min","Jerick","McKinnon","GB",10.35,8.8,5,0.087890625,8.9072612706419,9.19427567492646,0
"WR","Randall Cobb (7989033)","Randall Cobb",7989033,4000,"Min@GB 01:00PM ET","GB","Randall","Cobb","Min",9.36,10.2,3,0.160940325497288,9.29556988964168,9.6323002932847,1
"RB","Jeremy Langford (7988906)","Jeremy Langford",7988906,4000,"Was@Chi 01:00PM ET","Chi","Jeremy","Langford","Was",1.91,3.1,9,0.044921875,2.46041687137989,2.56419391844503,0
"WR","Tavon Austin (7989104)","Tavon Austin",7989104,4000,"SF@LA 04:25PM ET","LA","Tavon","Austin","SF",9.37,11.2,2,0.193018480492813,9.85275088110363,10.2238898722528,1
"RB","Jamaal Charles (7988964)","Jamaal Charles",7988964,4000,"Den@KC 08:30PM ET","KC","Jamaal","Charles","Den",0,0,14,0.0062111801242236,0,0,0
"RB","Damien Williams (7988855)","Damien Williams",7988855,3900,"Mia@Buf 01:00PM ET","Mia","Damien","Williams","Buf",2.65,5.4,6,0.0609756097560976,4.02169510334264,4.20350928075433,0
"WR","Kenny Stills (7988985)","Kenny Stills",7988985,3900,"Mia@Buf 01:00PM ET","Mia","Kenny","Stills","Buf",9.24,6.6,3,0.158536585365854,7.25694286161377,7.46993152758056,1
"TE","Cameron Brate (7989171)","Cameron Brate",7989171,3900,"TB@NO 04:25PM ET","TB","Cameron","Brate","NO",13.1,10.1,2,0.163064833005894,10.6995302576316,11.0270667971503,0
"WR","Allen Hurns (7989023)","Allen Hurns",7989023,3900,"Ten@Jax 01:00PM ET","Jax","Allen","Hurns","Ten",0,0,3,0.138297872340426,0,0,1
"WR","Cordarrelle Patterson (7989036)","Cordarrelle Patterson",7989036,3900,"Min@GB 01:00PM ET","Min","Cordarrelle","Patterson","GB",8.84,7.3,4,0.130859375,7.48816465424061,7.72586522645961,1
"WR","Corey Coleman (7989051)","Corey Coleman",7989051,3900,"SD@Cle 01:00PM ET","Cle","Corey","Coleman","SD",7.86,11.8,4,0.120967741935484,9.59554048208123,9.98965596926432,1
"WR","Phillip Dorsett (7989083)","Phillip Dorsett",7989083,3900,"Ind@Oak 04:05PM ET","Ind","Phillip","Dorsett","Oak",7.09,8,3,0.10377358490566,7.19263800243181,7.45712654539232,0
"WR","John Brown (7989093)","John Brown",7989093,3900,"Ari@Sea 04:25PM ET","Ari","John","Brown","Sea",9.14,8.6,3,0.132947976878613,8.32448276058784,8.60647314063269,1
"RB","DuJuan Harris (7988940)","DuJuan Harris",7988940,3900,"SF@LA 04:25PM ET","SF","DuJuan","Harris","LA",0,1.1,11,0.0207373271889401,0.60860706624608,0.646473428583894,0
"WR","Will Fuller V (7989120)","Will Fuller V",7989120,3900,"Cin@Hou 08:25PM ET","Hou","Will","Fuller V","Cin",0,0,0,0,0,0,0
"RB","Charles Sims (7988864)","Charles Sims",7988864,3800,"TB@NO 04:25PM ET","TB","Charles","Sims","NO",9.53,7.9,7,0.0530451866404715,8.08935912763184,8.34665297967997,0
"RB","James White (7988874)","James White",7988874,3800,"NYJ@NE 01:00PM ET","NE","James","White","NYJ",7.32,7.9,2,0.167315175097276,7.22705241488905,7.48774486139744,0
"RB","T.J. Yeldon (7988885)","T.J. Yeldon",7988885,3800,"Ten@Jax 01:00PM ET","Jax","T.J.","Yeldon","Ten",9.87,10,4,0.125886524822695,9.38390791620192,9.71296923566332,0
"RB","Cameron Artis-Payne (7988919)","Cameron Artis-Payne",7988919,3800,"Atl@Car 01:00PM ET","Car","Cameron","Artis-Payne","Atl",0,0,11,0.00217864923747277,0,0,0
"WR","Eli Rogers (7989131)","Eli Rogers",7989131,3800,"Bal@Pit 04:30PM ET","Pit","Eli","Rogers","Bal",9.26,8.5,3,0.101663585951941,8.31597692942439,8.59434037382737,1
"TE","Ladarius Green (7989244)","Ladarius Green",7989244,3800,"Bal@Pit 04:30PM ET","Pit","Ladarius","Green","Bal",0,9.4,6,0.0609981515711645,5.20082402064832,5.52440929880782,0
"WR","Adam Humphries (7989000)","Adam Humphries",7989000,3700,"TB@NO 04:25PM ET","TB","Adam","Humphries","NO",10.82,10,3,0.145383104125737,9.75458274747145,10.0821831326626,1
"RB","Chris Thompson (7988904)","Chris Thompson",7988904,3700,"Was@Chi 01:00PM ET","Was","Chris","Thompson","Chi",8.1,8.9,6,0.0903732809430255,8.08467511169578,8.37859202003866,0
"TE","C.J. Fiedorowicz (7989238)","C.J. Fiedorowicz",7989238,3700,"Cin@Hou 08:25PM ET","Hou","C.J.","Fiedorowicz","Cin",9.73,10.3,3,0.14591439688716,9.49526589693362,9.83486970170018,0
"RB","Devontae Booker (7988969)","Devontae Booker",7988969,3700,"Den@KC 08:30PM ET","Den","Devontae","Booker","KC",6.69,9.7,3,0.0678642714570858,7.97713894619146,8.30076336116582,0
"WR","Michael Floyd (7989010)","Michael Floyd",7989010,3600,"NYJ@NE 01:00PM ET","NE","Michael","Floyd","NYJ",4.03,0,0,0,1.57244165264862,1.56624421569168,0
"RB","Chris Ivory (7988879)","Chris Ivory",7988879,3600,"Ten@Jax 01:00PM ET","Jax","Chris","Ivory","Ten",6.65,7.1,7,0.0390070921985816,6.52300579192956,6.75718940894554,0
"RB","Robert Turbin (7988922)","Robert Turbin",7988922,3600,"Ind@Oak 04:05PM ET","Ind","Robert","Turbin","Oak",4.68,5.3,7,0.0547169811320755,4.7584407750474,4.93369077002124,0
"RB","Jalen Richard (7988928)","Jalen Richard",7988928,3600,"Ind@Oak 04:05PM ET","Oak","Jalen","Richard","Ind",5.15,6.8,6,0.0649819494584837,5.77174599721679,5.99790916282571,0
"RB","Justin Forsett (7988963)","Justin Forsett",7988963,3600,"Den@KC 08:30PM ET","Den","Justin","Forsett","KC",9.37,11,10,0.0179640718562874,9.74209505087707,10.1063492488739,0
"TE","Eric Ebron (7989263)","Eric Ebron",7989263,3600,"Det@Dal 08:30PM ET","Det","Eric","Ebron","Dal",9.43,11,4,0.133204633204633,9.76550609285199,10.129668021316,0
"RB","Christine Michael (7988891)","Christine Michael",7988891,3500,"Min@GB 01:00PM ET","GB","Christine","Michael","Min",4.48,4.9,0,0,4.45909230801122,4.62088028178993,0
"RB","Duke Johnson Jr. (7988902)","Duke Johnson Jr.",7988902,3500,"SD@Cle 01:00PM ET","Cle","Duke","Johnson","SD",8.85,8.7,2,0.151209677419355,8.26665730615568,8.55253605218552,0
"TE","Hunter Henry (7989199)","Hunter Henry",7989199,3500,"SD@Cle 01:00PM ET","SD","Hunter","Henry","Cle",9.15,6.4,6,0.101030927835052,7.11117046842483,7.31741274553858,0
"WR","Deonte Thompson (7989056)","Deonte Thompson",7989056,3500,"Was@Chi 01:00PM ET","Chi","Deonte","Thompson","Was",7.27,5.8,8,0.06640625,6.0456569958644,6.23413600555071,1
"RB","Andre Ellington (7988930)","Andre Ellington",7988930,3500,"Ari@Sea 04:25PM ET","Ari","Andre","Ellington","Sea",2.73,2.7,8,0.0327552986512524,2.5590561179173,2.64780256172873,0
"WR","Jeremy Kerley (7989103)","Jeremy Kerley",7989103,3500,"SF@LA 04:25PM ET","SF","Jeremy","Kerley","LA",10.02,10.9,1,0.225806451612903,9.94038675715873,10.3001989719735,1
"RB","Rex Burkhead (7988947)","Rex Burkhead",7988947,3500,"Cin@Hou 08:25PM ET","Cin","Rex","Burkhead","Hou",5.87,6.4,9,0.0301204819277108,5.83136684046268,6.04265318537265,0
"RB","Darren McFadden (7988971)","Darren McFadden",7988971,3500,"Det@Dal 08:30PM ET","Dal","Darren","McFadden","Det",3.49,3.5,13,0.00225225225225225,3.29821930383916,3.41333617284371,0
"WR","Robert Woods (7988986)","Robert Woods",7988986,3400,"Mia@Buf 01:00PM ET","Buf","Robert","Woods","Mia",8.31,7.4,2,0.171149144254279,7.33669503190879,7.5786530482442,1
"WR","Russell Shepard (7988994)","Russell Shepard",7988994,3400,"TB@NO 04:25PM ET","TB","Russell","Shepard","NO",4.05,4.4,5,0.0589390962671906,4.01467359829125,4.15991085417461,1
"WR","Charles Johnson (7989031)","Charles Johnson",7989031,3400,"Min@GB 01:00PM ET","Min","Charles","Johnson","GB",4.28,1.7,6,0.064453125,2.61056221780321,2.66250106625416,0
"RB","Ronnie Hillman (7988896)","Ronnie Hillman",7988896,3400,"SD@Cle 01:00PM ET","SD","Ronnie","Hillman","Cle",7.17,1.5,0,0,3.62753824270184,3.66814798216781,0
"WR","Devin Funchess (7989077)","Devin Funchess",7989077,3400,"Atl@Car 01:00PM ET","Car","Devin","Funchess","Atl",6.02,6.3,4,0.119825708061002,5.83456653028669,6.04217980478836,0
"WR","Torrey Smith (7989102)","Torrey Smith",7989102,3400,"SF@LA 04:25PM ET","SF","Torrey","Smith","LA",0,0,3,0.119815668202765,0,0,0
"RB","Dwayne Washington (7988980)","Dwayne Washington",7988980,3400,"Det@Dal 08:30PM ET","Det","Dwayne","Washington","Dal",9.07,4.7,8,0.0250965250965251,6.13938118886585,6.28722575022861,0
"TE","Jason Witten (7989258)","Jason Witten",7989258,3400,"Det@Dal 08:30PM ET","Dal","Jason","Witten","Det",10.38,9.6,2,0.207207207207207,9.3615901125356,9.67609755466304,0
"WR","Danny Amendola (7989008)","Danny Amendola",7989008,3300,"NYJ@NE 01:00PM ET","NE","Danny","Amendola","NYJ",0,0,7,0.0583657587548638,0,0,1
"RB","DeAndre Washington (7988926)","DeAndre Washington",7988926,3300,"Ind@Oak 04:05PM ET","Oak","DeAndre","Washington","Ind",0,0,8,0.036101083032491,0,0,0
"WR","Brian Quick (7989101)","Brian Quick",7989101,3300,"SF@LA 04:25PM ET","LA","Brian","Quick","SF",8.2,6.7,4,0.141683778234086,6.90647938249514,7.12450978360764,1
"TE","Ryan Griffin (7989234)","Ryan Griffin",7989234,3300,"Cin@Hou 08:25PM ET","Hou","Ryan","Griffin","Cin",6.95,5.9,4,0.138132295719844,5.97612602044479,6.1685395308825,0
"TE","Charles Clay (7989158)","Charles Clay",7989158,3200,"Mia@Buf 01:00PM ET","Buf","Charles","Clay","Mia",9.16,8,1,0.185819070904645,8.00031895056646,8.26162419464338,0
"WR","Tajae Sharpe (7989029)","Tajae Sharpe",7989029,3200,"Ten@Jax 01:00PM ET","Ten","Tajae","Sharpe","Jax",7,7.5,3,0.186516853932584,6.88088186390303,7.128296828282,0
"RB","Matt Jones (7988910)","Matt Jones",7988910,3200,"Was@Chi 01:00PM ET","Was","Matt","Jones","Chi",0,0,9,0.0216110019646365,0,0,0
"WR","Joshua Bellamy (7989060)","Joshua Bellamy",7989060,3200,"Was@Chi 01:00PM ET","Chi","Joshua","Bellamy","Was",0,0,0,0,0,0,0
"WR","Quinton Patton (7989106)","Quinton Patton",7989106,3200,"SF@LA 04:25PM ET","SF","Quinton","Patton","LA",0,0,2,0.147465437788018,0,0,1
"RB","Zach Zenner (7988978)","Zach Zenner",7988978,3200,"Det@Dal 08:30PM ET","Det","Zach","Zenner","Dal",6.1,3.5,0,0,4.31659962974807,4.42770277407331,0
"WR","Terrance Williams (7989152)","Terrance Williams",7989152,3200,"Det@Dal 08:30PM ET","Dal","Terrance","Williams","Det",6.99,7.5,4,0.123873873873874,6.87698002357388,7.12441036620833,1
"WR","Marquise Goodwin (7988983)","Marquise Goodwin",7988983,3100,"Mia@Buf 01:00PM ET","Buf","Marquise","Goodwin","Mia",7.4,5.6,3,0.141809290953545,5.98572508991683,6.16711938912962,1
"RB","Travaris Cadet (7988861)","Travaris Cadet",7988861,3100,"TB@NO 04:25PM ET","NO","Travaris","Cadet","TB",5.99,1.2,5,0.0862944162436548,3.00113733852195,3.03323452240563,0
"TE","Coby Fleener (7989170)","Coby Fleener",7989170,3100,"TB@NO 04:25PM ET","NO","Coby","Fleener","TB",8.54,9.4,4,0.120135363790186,8.5329956617449,8.84344790972766,0
"WR","Kendall Wright (7989022)","Kendall Wright",7989022,3100,"Ten@Jax 01:00PM ET","Ten","Kendall","Wright","Jax",6.16,6.9,5,0.0853932584269663,6.22115978557451,6.4492121439565,1
"RB","James Starks (7988888)","James Starks",7988888,3100,"Min@GB 01:00PM ET","GB","James","Starks","Min",0,0,7,0.0452079566003617,0,0,0
"RB","Matt Asiata (7988889)","Matt Asiata",7988889,3100,"Min@GB 01:00PM ET","Min","Matt","Asiata","GB",4.07,1.3,7,0.0625,2.30731191043787,2.34580411594917,0
"WR","Justin Hardy (7989073)","Justin Hardy",7989073,3100,"Atl@Car 01:00PM ET","Atl","Justin","Hardy","Car",4.52,3,9,0.0524109014675052,3.42346928217551,3.51979020798518,0
"RB","Reggie Bush (7988850)","Reggie Bush",7988850,3000,"Mia@Buf 01:00PM ET","Buf","Reggie","Bush","Mia",0,2.5,9,0.0293398533007335,1.383197877832,1.46925779223612,0
"RB","Jerome Felton (7988851)","Jerome Felton",7988851,3000,"Mia@Buf 01:00PM ET","Buf","Jerome","Felton","Mia",0,0,0,0,0,0,0
"RB","Jonathan Williams (7988856)","Jonathan Williams",7988856,3000,"Mia@Buf 01:00PM ET","Buf","Jonathan","Williams","Mia",0,0,15,0.00488997555012225,0,0,0
"RB","Kenyan Drake (7988857)","Kenyan Drake",7988857,3000,"Mia@Buf 01:00PM ET","Mia","Kenyan","Drake","Buf",0,1.4,10,0.024390243902439,0.77459081158592,0.822784363652229,0
"WR","Brandon Tate (7988982)","Brandon Tate",7988982,3000,"Mia@Buf 01:00PM ET","Buf","Brandon","Tate","Mia",0,0,10,0.0268948655256724,0,0,0
"WR","Justin Hunter (7988984)","Justin Hunter",7988984,3000,"Mia@Buf 01:00PM ET","Buf","Justin","Hunter","Mia",6.01,2.5,7,0.0562347188264059,3.7282039156529,3.80502149851577,0
"WR","Rashawn Scott (7988988)","Rashawn Scott",7988988,3000,"Mia@Buf 01:00PM ET","Mia","Rashawn","Scott","Buf",0,0,0,0,0,0,0
"WR","Dezmin Lewis (7988989)","Dezmin Lewis",7988989,3000,"Mia@Buf 01:00PM ET","Buf","Dezmin","Lewis","Mia",0,0,17,0.00244498777506112,0,0,0
"WR","Jakeem Grant (7988992)","Jakeem Grant",7988992,3000,"Mia@Buf 01:00PM ET","Mia","Jakeem","Grant","Buf",0,0,13,0.0024390243902439,0,0,0
"WR","Leonte Carroo (7988993)","Leonte Carroo",7988993,3000,"Mia@Buf 01:00PM ET","Mia","Leonte","Carroo","Buf",1.69,0,12,0.0121951219512195,0.659411015626842,0.656812090451349,0
"RB","John Kuhn (7988859)","John Kuhn",7988859,3000,"TB@NO 04:25PM ET","NO","John","Kuhn","TB",2.48,2.2,0,0,2.18487053412208,2.25678945143959,0
"RB","Marcus Murphy (7988865)","Marcus Murphy",7988865,3000,"TB@NO 04:25PM ET","NO","Marcus","Murphy","TB",0,0,14,0.00169204737732657,0,0,0
"RB","Daniel Lasco (7988866)","Daniel Lasco",7988866,3000,"TB@NO 04:25PM ET","NO","Daniel","Lasco","TB",0,0,12,0.00676818950930626,0,0,0
"RB","Peyton Barber (7988867)","Peyton Barber",7988867,3000,"TB@NO 04:25PM ET","TB","Peyton","Barber","NO",0,0,13,0.0137524557956778,0,0,0
"WR","Josh Huff (7988995)","Josh Huff",7988995,3000,"TB@NO 04:25PM ET","TB","Josh","Huff","NO",0,0,15,0.00589390962671906,0,0,0
"WR","Brandon Coleman (7988996)","Brandon Coleman",7988996,3000,"TB@NO 04:25PM ET","NO","Brandon","Coleman","TB",4.94,1.3,7,0.0575296108291032,2.64677201907418,2.68392631635904,0
"WR","Freddie Martino (7988997)","Freddie Martino",7988997,3000,"TB@NO 04:25PM ET","TB","Freddie","Martino","NO",2.92,5.1,11,0.0196463654223969,3.96106104688993,4.13213282167526,0
"WR","Tommylee Lewis (7989002)","Tommylee Lewis",7989002,3000,"TB@NO 04:25PM ET","NO","Tommylee","Lewis","TB",0,0,11,0.0186125211505922,0,0,0
"WR","Jake Lampman (7989004)","Jake Lampman",7989004,3000,"TB@NO 04:25PM ET","NO","Jake","Lampman","TB",0,0,0,0,0,0,0
"WR","Donteea Dye (7989005)","Donteea Dye",7989005,3000,"TB@NO 04:25PM ET","TB","Donteea","Dye","NO",0,0,0,0,0,0,0
"RB","James Develin (7988869)","James Develin",7988869,3000,"NYJ@NE 01:00PM ET","NE","James","Develin","NYJ",0,0,0,0,0,0,0
"RB","Brandon Bolden (7988872)","Brandon Bolden",7988872,3000,"NYJ@NE 01:00PM ET","NE","Brandon","Bolden","NYJ",0,0,11,0.00778210116731518,0,0,0
"RB","Brandon Wilds (7988875)","Brandon Wilds",7988875,3000,"NYJ@NE 01:00PM ET","NYJ","Brandon","Wilds","NE",0,1.1,0,0,0.60860706624608,0.646473428583894,0
"RB","D.J. Foster (7988876)","D.J. Foster",7988876,3000,"NYJ@NE 01:00PM ET","NE","D.J.","Foster","NYJ",0,0,12,0.00389105058365759,0,0,0
"RB","Khiry Robinson (7988877)","Khiry Robinson",7988877,3000,"NYJ@NE 01:00PM ET","NYJ","Khiry","Robinson","NE",1.61,0,0,0,0.628196292993618,0.625720393861936,0
"WR","Matthew Slater (7989007)","Matthew Slater",7989007,3000,"NYJ@NE 01:00PM ET","NE","Matthew","Slater","NYJ",0,0,13,0.00194552529182879,0,0,0
"WR","Charone Peake (7989013)","Charone Peake",7989013,3000,"NYJ@NE 01:00PM ET","NYJ","Charone","Peake","NE",3.43,4.3,6,0.0523138832997988,3.71743158277049,3.86017989391721,0
"WR","Devin Smith (7989014)","Devin Smith",7989014,3000,"NYJ@NE 01:00PM ET","NYJ","Devin","Smith","NE",0,0,0,0,0,0,0
"WR","Jalin Marshall (7989017)","Jalin Marshall",7989017,3000,"NYJ@NE 01:00PM ET","NYJ","Jalin","Marshall","NE",0,0,8,0.0402414486921529,0,0,0
"RB","Denard Robinson (7988880)","Denard Robinson",7988880,3000,"Ten@Jax 01:00PM ET","Jax","Denard","Robinson","Ten",0,0,13,0.00709219858156028,0,0,0
"RB","Jalston Fowler (7988881)","Jalston Fowler",7988881,3000,"Ten@Jax 01:00PM ET","Ten","Jalston","Fowler","Jax",0,0,0,0,0,0,0
