Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
620296790,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Bilal Powell (7988870),Rob Kelley (7988908),Antonio Brown (7989126),Julio Jones (7989069),Tyrell Williams (7989049),C.J. Uzomah (7989240),Anquan Boldin (7989147),Raiders  (7989695),,WR,Kelvin Benjamin (7989075),Kelvin Benjamin,7989075,5500,Atl@Car 01:00PM ET,Car
620296791,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Todd Gurley (7988944),Frank Gore (7988920),Antonio Brown (7989126),Julio Jones (7989069),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Corey Coleman (7989051),Dolphins  (7989679),,QB,Carson Palmer (7988816),Carson Palmer,7988816,5500,Ari@Sea 04:25PM ET,Ari
620296792,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Antonio Brown (7989126),Tyrell Williams (7989049),Marqise Lee (7989026),C.J. Uzomah (7989240),Jeremy Hill (7988953),Dolphins  (7989679),,RB,DeAngelo Williams (7988954),DeAngelo Williams,7988954,5500,Bal@Pit 04:30PM ET,Pit
620296793,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Joe Flacco (7988833),Le'Veon Bell (7988957),Todd Gurley (7988944),Antonio Brown (7989126),Steve Smith Sr. (7989122),Anquan Boldin (7989147),C.J. Uzomah (7989240),Spencer Ware (7988967),Raiders  (7989695),,QB,Tyrod Taylor (7988771),Tyrod Taylor,7988771,5400,Mia@Buf 01:00PM ET,Buf
620296794,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Spencer Ware (7988967),Antonio Brown (7989126),Michael Crabtree (7989079),Allen Robinson (7989028),Greg Olsen (7989208),Dwayne Washington (7988980),Raiders  (7989695),,RB,Doug Martin (7988860),Doug Martin,7988860,5400,TB@NO 04:25PM ET,TB
620296795,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Ben Roethlisberger (7988834),Todd Gurley (7988944),Spencer Ware (7988967),Antonio Brown (7989126),Michael Crabtree (7989079),Marqise Lee (7989026),Greg Olsen (7989208),Frank Gore (7988920),Cowboys  (7989706),,WR,Davante Adams (7989034),Davante Adams,7989034,5400,Min@GB 01:00PM ET,GB
620296796,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Tyrod Taylor (7988771),Le'Veon Bell (7988957),Todd Gurley (7988944),Tyrell Williams (7989049),Sammy Watkins (7988990),Adam Thielen (7989038),Greg Olsen (7989208),Spencer Ware (7988967),Cowboys  (7989706),,WR,Donte Moncrief (7989084),Donte Moncrief,7989084,5400,Ind@Oak 04:05PM ET,Ind
620296797,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Marvin Jones Jr. (7989154),Jeremy Kerley (7989103),Greg Olsen (7989208),Spencer Ware (7988967),Raiders  (7989695),,RB,Theo Riddick (7988974),Theo Riddick,7988974,5400,Det@Dal 08:30PM ET,Det
620296798,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Colin Kaepernick (7988821),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Crabtree (7989079),Tyrell Williams (7989049),Jeremy Kerley (7989103),Greg Olsen (7989208),Frank Gore (7988920),Steelers  (7989702),,RB,Matt Forte (7988868),Matt Forte,7988868,5300,NYJ@NE 01:00PM ET,NYJ
620296799,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Crabtree (7989079),Tyrell Williams (7989049),Mohamed Sanu (7989071),C.J. Uzomah (7989240),Allen Robinson (7989028),Cowboys  (7989706),,WR,Brandon Marshall (7989006),Brandon Marshall,7989006,5300,NYJ@NE 01:00PM ET,NYJ
620296800,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Todd Gurley (7988944),Jeremy Hill (7988953),Mike Evans (7988999),Tyrell Williams (7989049),Corey Coleman (7989051),Greg Olsen (7989208),Spencer Ware (7988967),Dolphins  (7989679),,QB,Andy Dalton (7988827),Andy Dalton,7988827,5300,Cin@Hou 08:25PM ET,Cin
620296801,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),DeAndre Hopkins (7989116),Jeremy Kerley (7989103),C.J. Uzomah (7989240),Spencer Ware (7988967),Cowboys  (7989706),,RB,Jeremy Hill (7988953),Jeremy Hill,7988953,5300,Cin@Hou 08:25PM ET,Cin
620296802,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Russell Wilson (7988818),Le'Veon Bell (7988957),DeMarco Murray (7988878),Tyrell Williams (7989049),Corey Coleman (7989051),Jermaine Kearse (7989092),Greg Olsen (7989208),Todd Gurley (7988944),Raiders  (7989695),,QB,Trevor Siemian (7988842),Trevor Siemian,7988842,5300,Den@KC 08:30PM ET,Den
620296803,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Crabtree (7989079),Tyrell Williams (7989049),Adam Humphries (7989000),Eric Ebron (7989263),Spencer Ware (7988967),Raiders  (7989695),,RB,Spencer Ware (7988967),Spencer Ware,7988967,5300,Den@KC 08:30PM ET,KC
620296804,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Barkley (7988803),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Steve Smith Sr. (7989122),Cameron Meredith (7989061),Greg Olsen (7989208),Frank Gore (7988920),Cowboys  (7989706),,QB,Matt Moore (7988768),Matt Moore,7988768,5200,Mia@Buf 01:00PM ET,Mia
620296805,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Tyrell Williams (7989049),Allen Robinson (7989028),Marvin Jones Jr. (7989154),Jesse James (7989249),Todd Gurley (7988944),Dolphins  (7989679),,WR,Malcolm Mitchell (7989015),Malcolm Mitchell,7989015,5200,NYJ@NE 01:00PM ET,NE
620296806,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Drew Brees (7988774),Le'Veon Bell (7988957),Todd Gurley (7988944),Willie Snead (7988998),Allen Robinson (7989028),Bryan Walters (7989020),Greg Olsen (7989208),Spencer Ware (7988967),Dolphins  (7989679),,RB,Rob Kelley (7988908),Rob Kelley,7988908,5200,Was@Chi 01:00PM ET,Was
620296807,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Le'Veon Bell (7988957),Spencer Ware (7988967),Michael Crabtree (7989079),Mohamed Sanu (7989071),Corey Coleman (7989051),Greg Olsen (7989208),Frank Gore (7988920),Dolphins  (7989679),,RB,Jonathan Stewart (7988913),Jonathan Stewart,7988913,5200,Atl@Car 01:00PM ET,Car
620296808,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),DeMarco Murray (7988878),Michael Crabtree (7989079),Tyrell Williams (7989049),Marqise Lee (7989026),Greg Olsen (7989208),Mark Ingram (7988862),Cowboys  (7989706),,TE,Greg Olsen (7989208),Greg Olsen,7989208,5200,Atl@Car 01:00PM ET,Car
620296809,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Crabtree (7989079),Donte Moncrief (7989084),Corey Coleman (7989051),Greg Olsen (7989208),Justin Forsett (7988963),Cowboys  (7989706),,WR,DeAndre Hopkins (7989116),DeAndre Hopkins,7989116,5200,Cin@Hou 08:25PM ET,Hou
620296810,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Todd Gurley (7988944),Jeremy Hill (7988953),T.Y. Hilton (7989080),Tyrell Williams (7989049),Mike Wallace (7989124),Greg Olsen (7989208),Frank Gore (7988920),Cowboys  (7989706),,QB,Robert Griffin III (7988798),Robert Griffin III,7988798,5100,SD@Cle 01:00PM ET,Cle
620296811,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Trevor Siemian (7988842),Le'Veon Bell (7988957),Bilal Powell (7988870),Demaryius Thomas (7989137),Michael Crabtree (7989079),Jeremy Kerley (7989103),Greg Olsen (7989208),Spencer Ware (7988967),Cowboys  (7989706),,WR,Mohamed Sanu (7989071),Mohamed Sanu,7989071,5100,Atl@Car 01:00PM ET,Atl
620296812,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Jeremy Kerley (7989103),Bryan Walters (7989020),Greg Olsen (7989208),Mark Ingram (7988862),Cowboys  (7989706),,RB,Thomas Rawls (7988934),Thomas Rawls,7988934,5100,Ari@Sea 04:25PM ET,Sea
620296813,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Tyrell Williams (7989049),Allen Robinson (7989028),Vernon Davis (7989200),Bilal Powell (7988870),Raiders  (7989695),,WR,Steve Smith Sr. (7989122),Steve Smith Sr.,7989122,5100,Bal@Pit 04:30PM ET,Bal
620296814,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Philip Rivers (7988797),Le'Veon Bell (7988957),DeMarco Murray (7988878),Tyrell Williams (7989049),Steve Smith Sr. (7989122),Jeremy Kerley (7989103),Vernon Davis (7989200),Todd Gurley (7988944),Cowboys  (7989706),,QB,Tony Romo (7988845),Tony Romo,7988845,5100,Det@Dal 08:30PM ET,Dal
620296815,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Le'Veon Bell (7988957),Spencer Ware (7988967),Mike Evans (7988999),Tyrell Williams (7989049),Marqise Lee (7989026),C.J. Uzomah (7989240),Frank Gore (7988920),Cowboys  (7989706),,QB,T.J. Yates (7988769),T.J. Yates,7988769,5000,Mia@Buf 01:00PM ET,Mia
620296816,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andy Dalton (7988827),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Crabtree (7989079),Brandon LaFell (7989112),Marvin Jones Jr. (7989154),Greg Olsen (7989208),Jeremy Hill (7988953),Dolphins  (7989679),,QB,Ryan Tannehill (7988770),Ryan Tannehill,7988770,5000,Mia@Buf 01:00PM ET,Mia
620296817,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Joe Flacco (7988833),Le'Veon Bell (7988957),Todd Gurley (7988944),DeAndre Hopkins (7989116),Steve Smith Sr. (7989122),Jeremy Kerley (7989103),Greg Olsen (7989208),Jordan Howard (7988911),Dolphins  (7989679),,QB,EJ Manuel (7988772),EJ Manuel,7988772,5000,Mia@Buf 01:00PM ET,Buf
620296818,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Barkley (7988803),Le'Veon Bell (7988957),Todd Gurley (7988944),Michael Crabtree (7989079),Tyrell Williams (7989049),Cameron Meredith (7989061),Vernon Davis (7989200),Jordan Howard (7988911),Dolphins  (7989679),,QB,Cardale Jones (7988773),Cardale Jones,7988773,5000,Mia@Buf 01:00PM ET,Buf
620296819,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Le'Veon Bell (7988957),Todd Gurley (7988944),Mohamed Sanu (7989071),Steve Smith Sr. (7989122),Marqise Lee (7989026),Greg Olsen (7989208),Mark Ingram (7988862),Raiders  (7989695),,WR,Sammy Watkins (7988990),Sammy Watkins,7988990,5000,Mia@Buf 01:00PM ET,Buf
620296820,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Trevor Siemian (7988842),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Tyrell Williams (7989049),Tavon Austin (7989104),Greg Olsen (7989208),Mark Ingram (7988862),Dolphins  (7989679),,QB,Luke McCown (7988775),Luke McCown,7988775,5000,TB@NO 04:25PM ET,NO
620296821,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andy Dalton (7988827),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Tyrell Williams (7989049),Brandon LaFell (7989112),Jesse James (7989249),Jordan Howard (7988911),Cowboys  (7989706),,QB,Mike Glennon (7988776),Mike Glennon,7988776,5000,TB@NO 04:25PM ET,TB
620296822,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Todd Gurley (7988944),Larry Fitzgerald (7989089),DeAndre Hopkins (7989116),Marqise Lee (7989026),Greg Olsen (7989208),Spencer Ware (7988967),Steelers  (7989702),,QB,Ryan Griffin (7988777),Ryan Griffin,7988777,5000,TB@NO 04:25PM ET,TB
620296823,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Todd Gurley (7988944),Jordan Howard (7988911),Mike Evans (7988999),Michael Crabtree (7989079),Marqise Lee (7989026),Greg Olsen (7989208),Jeremy Hill (7988953),Raiders  (7989695),,QB,Ryan Fitzpatrick (7988780),Ryan Fitzpatrick,7988780,5000,NYJ@NE 01:00PM ET,NYJ
620296824,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Tyrell Williams (7989049),Corey Coleman (7989051),Eric Ebron (7989263),Bryan Walters (7989020),Dolphins  (7989679),,QB,Bryce Petty (7988781),Bryce Petty,7988781,5000,NYJ@NE 01:00PM ET,NYJ
620296825,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Philip Rivers (7988797),Le'Veon Bell (7988957),Todd Gurley (7988944),Tyrell Williams (7989049),DeAndre Hopkins (7989116),Adam Thielen (7989038),C.J. Uzomah (7989240),Jordan Howard (7988911),Raiders  (7989695),,QB,Jimmy Garoppolo (7988782),Jimmy Garoppolo,7988782,5000,NYJ@NE 01:00PM ET,NE
620296826,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Drew Brees (7988774),Le'Veon Bell (7988957),Todd Gurley (7988944),Tyrell Williams (7989049),Willie Snead (7988998),Mike Wallace (7989124),Jesse James (7989249),Jeremy Hill (7988953),Raiders  (7989695),,QB,Christian Hackenberg (7988783),Christian Hackenberg,7988783,5000,NYJ@NE 01:00PM ET,NYJ
620296827,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Todd Gurley (7988944),Spencer Ware (7988967),T.Y. Hilton (7989080),Michael Crabtree (7989079),Adam Thielen (7989038),Greg Olsen (7989208),Mark Ingram (7988862),Dolphins  (7989679),,QB,Matt Cassel (7988784),Matt Cassel,7988784,5000,Ten@Jax 01:00PM ET,Ten
620296828,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Sam Bradford (7988791),Ezekiel Elliott (7988981),Todd Gurley (7988944),Michael Crabtree (7989079),Tyrell Williams (7989049),Adam Thielen (7989038),Greg Olsen (7989208),Bilal Powell (7988870),Raiders  (7989695),,QB,Chad Henne (7988785),Chad Henne,7988785,5000,Ten@Jax 01:00PM ET,Jax
620296829,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Barkley (7988803),Le'Veon Bell (7988957),Todd Gurley (7988944),Alshon Jeffery (7989059),Sammy Watkins (7988990),J.J. Nelson (7989094),Greg Olsen (7989208),Jeremy Hill (7988953),Raiders  (7989695),,QB,Blake Bortles (7988786),Blake Bortles,7988786,5000,Ten@Jax 01:00PM ET,Jax
620296830,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Tyrod Taylor (7988771),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Michael Crabtree (7989079),Sammy Watkins (7988990),Corey Coleman (7989051),Vernon Davis (7989200),Todd Gurley (7988944),Raiders  (7989695),,QB,Brandon Allen (7988787),Brandon Allen,7988787,5000,Ten@Jax 01:00PM ET,Jax
620296831,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),DeMarco Murray (7988878),Demaryius Thomas (7989137),Sammy Watkins (7988990),Marqise Lee (7989026),Eric Ebron (7989263),Todd Gurley (7988944),Raiders  (7989695),,QB,Shaun Hill (7988789),Shaun Hill,7988789,5000,Min@GB 01:00PM ET,Min
620296832,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Sam Bradford (7988791),Le'Veon Bell (7988957),Jeremy Hill (7988953),Julian Edelman (7989009),Tyrell Williams (7989049),Adam Thielen (7989038),Greg Olsen (7989208),Frank Gore (7988920),Dolphins  (7989679),,QB,Sam Bradford (7988791),Sam Bradford,7988791,5000,Min@GB 01:00PM ET,Min
620296833,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Joe Flacco (7988833),DeMarco Murray (7988878),Todd Gurley (7988944),Demaryius Thomas (7989137),Michael Crabtree (7989079),Mike Wallace (7989124),Greg Olsen (7989208),Spencer Ware (7988967),Raiders  (7989695),,QB,Brett Hundley (7988792),Brett Hundley,7988792,5000,Min@GB 01:00PM ET,GB
620296834,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Tyrell Williams (7989049),J.J. Nelson (7989094),Bryan Walters (7989020),Greg Olsen (7989208),Jordan Howard (7988911),Dolphins  (7989679),,QB,Taylor Heinicke (7988793),Taylor Heinicke,7988793,5000,Min@GB 01:00PM ET,Min
620296835,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Sam Bradford (7988791),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Steve Smith Sr. (7989122),Adam Thielen (7989038),Jesse James (7989249),Spencer Ware (7988967),Dolphins  (7989679),,QB,Joe Callahan (7988794),Joe Callahan,7988794,5000,Min@GB 01:00PM ET,GB
620296836,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Jeremy Hill (7988953),Donte Moncrief (7989084),Steve Smith Sr. (7989122),Marqise Lee (7989026),Greg Olsen (7989208),Spencer Ware (7988967),Dolphins  (7989679),,QB,Josh McCown (7988795),Josh McCown,7988795,5000,SD@Cle 01:00PM ET,Cle
620296837,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Trevor Siemian (7988842),Le'Veon Bell (7988957),Jordan Howard (7988911),Emmanuel Sanders (7989135),Steve Smith Sr. (7989122),Adam Thielen (7989038),Greg Olsen (7989208),Spencer Ware (7988967),Raiders  (7989695),,QB,Kellen Clemens (7988796),Kellen Clemens,7988796,5000,SD@Cle 01:00PM ET,SD
620296838,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Tyrell Williams (7989049),Mohamed Sanu (7989071),Tavon Austin (7989104),Jesse James (7989249),Spencer Ware (7988967),Raiders  (7989695),,QB,Cody Kessler (7988799),Cody Kessler,7988799,5000,SD@Cle 01:00PM ET,Cle
620296839,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Le'Veon Bell (7988957),DeMarco Murray (7988878),Michael Crabtree (7989079),Marvin Jones Jr. (7989154),Corey Coleman (7989051),Eric Ebron (7989263),Todd Gurley (7988944),Steelers  (7989702),,QB,Kevin Hogan (7988800),Kevin Hogan,7988800,5000,SD@Cle 01:00PM ET,Cle
620296840,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Barkley (7988803),Le'Veon Bell (7988957),DeMarco Murray (7988878),Julian Edelman (7989009),DeAndre Hopkins (7989116),Cameron Meredith (7989061),Jesse James (7989249),Todd Gurley (7988944),Raiders  (7989695),,RB,Kenneth Farrow (7988900),Kenneth Farrow,7988900,5000,SD@Cle 01:00PM ET,SD
620296841,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Jameis Winston (7988778),Le'Veon Bell (7988957),Todd Gurley (7988944),Emmanuel Sanders (7989135),Terrelle Pryor Sr. (7989044),Adam Humphries (7989000),Greg Olsen (7989208),Frank Gore (7988920),Dolphins  (7989679),,QB,Colt McCoy (7988801),Colt McCoy,7988801,5000,Was@Chi 01:00PM ET,Was
620296842,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Trevor Siemian (7988842),Le'Veon Bell (7988957),DeMarco Murray (7988878),Michael Crabtree (7989079),Emmanuel Sanders (7989135),J.J. Nelson (7989094),C.J. Uzomah (7989240),Todd Gurley (7988944),Raiders  (7989695),,QB,Matt Barkley (7988803),Matt Barkley,7988803,5000,Was@Chi 01:00PM ET,Chi
620296843,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Barkley (7988803),Le'Veon Bell (7988957),Spencer Ware (7988967),Alshon Jeffery (7989059),Tyrell Williams (7989049),DeAndre Hopkins (7989116),Greg Olsen (7989208),Mike Wallace (7989124),Dolphins  (7989679),,QB,David Fales (7988804),David Fales,7988804,5000,Was@Chi 01:00PM ET,Chi
620296844,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Todd Gurley (7988944),Jordan Howard (7988911),Tyrell Williams (7989049),Mohamed Sanu (7989071),Mike Wallace (7989124),Greg Olsen (7989208),Bilal Powell (7988870),Dolphins  (7989679),,QB,Nate Sudfeld (7988805),Nate Sudfeld,7988805,5000,Was@Chi 01:00PM ET,Was
620296845,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Carson Palmer (7988816),Le'Veon Bell (7988957),Todd Gurley (7988944),Julian Edelman (7989009),Tyrell Williams (7989049),J.J. Nelson (7989094),Coby Fleener (7989170),Spencer Ware (7988967),Dolphins  (7989679),,QB,Derek Anderson (7988806),Derek Anderson,7988806,5000,Atl@Car 01:00PM ET,Car
620296846,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andy Dalton (7988827),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Sammy Watkins (7988990),Brandon LaFell (7989112),C.J. Uzomah (7989240),Spencer Ware (7988967),Falcons  (7989692),,QB,Matt Schaub (7988808),Matt Schaub,7988808,5000,Atl@Car 01:00PM ET,Atl
620296847,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),DeMarco Murray (7988878),Todd Gurley (7988944),Michael Crabtree (7989079),Mohamed Sanu (7989071),Adam Thielen (7989038),Greg Olsen (7989208),Jeremy Hill (7988953),Steelers  (7989702),,QB,Joe Webb (7988809),Joe Webb,7988809,5000,Atl@Car 01:00PM ET,Car
620296848,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Trevor Siemian (7988842),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Michael Crabtree (7989079),Adam Thielen (7989038),Eric Ebron (7989263),Jeremy Hill (7988953),Falcons  (7989692),,RB,Tevin Coleman (7988918),Tevin Coleman,7988918,5000,Atl@Car 01:00PM ET,Atl
620296849,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Todd Gurley (7988944),T.Y. Hilton (7989080),Sammy Watkins (7988990),Marqise Lee (7989026),Jesse James (7989249),Frank Gore (7988920),Falcons  (7989692),,QB,Scott Tolzien (7988811),Scott Tolzien,7988811,5000,Ind@Oak 04:05PM ET,Ind
620296850,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Ryan (7988807),Le'Veon Bell (7988957),Todd Gurley (7988944),DeAndre Hopkins (7989116),Mohamed Sanu (7989071),Adam Thielen (7989038),Eric Ebron (7989263),Spencer Ware (7988967),Texans  (7989700),,QB,Matt McGloin (7988813),Matt McGloin,7988813,5000,Ind@Oak 04:05PM ET,Oak
620296851,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Andrew Luck (7988812),Le'Veon Bell (7988957),Spencer Ware (7988967),T.Y. Hilton (7989080),J.J. Nelson (7989094),Bryan Walters (7989020),Greg Olsen (7989208),Frank Gore (7988920),Steelers  (7989702),,QB,Connor Cook (7988815),Connor Cook,7988815,5000,Ind@Oak 04:05PM ET,Oak
620296852,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Le'Veon Bell (7988957),Todd Gurley (7988944),Mike Evans (7988999),Marqise Lee (7989026),Marvin Jones Jr. (7989154),Vernon Davis (7989200),Jeremy Hill (7988953),Falcons  (7989692),,QB,Drew Stanton (7988817),Drew Stanton,7988817,5000,Ari@Sea 04:25PM ET,Ari
620296853,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matthew Stafford (7988847),Le'Veon Bell (7988957),Todd Gurley (7988944),Golden Tate (7989150),Michael Crabtree (7989079),Mike Wallace (7989124),Jesse James (7989249),Spencer Ware (7988967),Falcons  (7989692),,QB,Zac Dysert (7988819),Zac Dysert,7988819,5000,Ari@Sea 04:25PM ET,Ari
620296854,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Blake Bortles (7988786),Le'Veon Bell (7988957),Ezekiel Elliott (7988981),Michael Crabtree (7989079),Steve Smith Sr. (7989122),Marqise Lee (7989026),Jesse James (7989249),Todd Gurley (7988944),Texans  (7989700),,QB,Trevone Boykin (7988820),Trevone Boykin,7988820,5000,Ari@Sea 04:25PM ET,Sea
620296855,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Matt Barkley (7988803),Le'Veon Bell (7988957),Bilal Powell (7988870),Michael Crabtree (7989079),DeAndre Hopkins (7989116),Cameron Meredith (7989061),Greg Olsen (7989208),Jeremy Hill (7988953),Steelers  (7989702),,QB,Christian Ponder (7988822),Christian Ponder,7988822,5000,SF@LA 04:25PM ET,SF
620296856,NFL $40K Play-Action [$40000 Guaranteed] (Sat-Mon),35182063,$3,Derek Carr (7988814),Le'Veon Bell (7988957),Todd Gurley (7988944),Demaryius Thomas (7989137),Michael Crabtree (7989079),Tavon Austin (7989104),C.J. Uzomah (7989240),Spencer Ware (7988967),Steelers  (7989702),,QB,Case Keenum (7988823),Case Keenum,7988823,5000,SF@LA 04:25PM ET,LA
