Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
2489,769704261,capnbucko (20/150),0,141.65,OF Denard Span 1B Ian Desmond OF Hunter Pence P Justin Verlander OF Brandon Belt P Chris Sale SS Brandon Crawford 2B Wilmer Flores 3B T.J. Rivera C Tom Murphy,,,
2489,769709942,I-ENJOY-TOAST (110/150),0,141.65,1B Miguel Cabrera P Justin Verlander OF Alex Presley C Matt Wieters 2B Eric Sogard P Chris Sale 3B Anthony Rendon OF Brian Goodwin OF Bryce Harper SS Trevor Story,,,
2489,769713313,squirrelpatroldk (98/150),0,141.65,SS José Reyes C René Rivera OF Denard Span OF Hunter Pence P Justin Verlander P Chris Sale 1B Buster Posey 3B Wilmer Flores 2B Joe Panik OF Austin Slater,,,
2489,769713332,squirrelpatroldk (117/150),0,141.65,C René Rivera OF Dexter Fowler P Justin Verlander P Chris Sale 2B Wilmer Flores 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Yoenis Céspedes SS Aledmys Díaz,,,
2489,769715453,mavngoose (4/21),0,141.65,OF Brandon Moss OF Denard Span 1B Miguel Cabrera P Justin Verlander P Chris Sale 2B Wilmer Flores 3B Nolan Arenado OF Stephen Piscotty SS Trevor Story C Tom Murphy,,,
2489,769729285,Kung_Fury (3/3),0,141.65,OF Dexter Fowler P Justin Verlander OF José Martínez C Matt Wieters P Chris Sale SS Brandon Crawford 2B Wilmer Flores 1B Matt Carpenter 3B Jedd Gyorko OF Andrew Benintendi,,,
2489,769731265,ericjay1 (1/3),0,141.65,OF Brandon Moss 1B Miguel Cabrera OF Ian Desmond 3B Pablo Sandoval P Justin Verlander OF Brandon Belt 2B Eric Sogard P Chris Sale SS Brandon Crawford C Tom Murphy,,,
2489,769731403,ericjay1 (2/3),0,141.65,OF Brandon Moss 1B Miguel Cabrera OF Ian Desmond 3B Pablo Sandoval P Justin Verlander OF Brandon Belt 2B Eric Sogard P Chris Sale SS Brandon Crawford C Tom Murphy,,,
2489,769732262,btwice80 (9/135),0,141.65,C René Rivera 2B Ian Kinsler OF Dexter Fowler P Justin Verlander P Chris Sale 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Yoenis Céspedes SS Aledmys Díaz,,,
2489,769732313,btwice80 (40/135),0,141.65,C René Rivera 2B Ian Kinsler OF Dexter Fowler P Justin Verlander P Chris Sale 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Yoenis Céspedes SS Aledmys Díaz,,,
2489,769732952,BIGB44,0,141.65,OF Dexter Fowler 2B Daniel Murphy C Buster Posey 1B Eric Thames P Sonny Gray OF Keon Broxton OF Bryce Harper SS Trea Turner 3B Ryon Healy P Jeff Hoffman,,,
2489,769739576,jasonweisker (5/20),0,141.65,OF Denard Span P Justin Verlander OF Justin Upton P Chris Sale SS Brandon Crawford 2B Wilmer Flores 1B Matt Carpenter OF J.D. Martinez C Jett Bandy 3B T.J. Rivera,,,
2489,769741024,btwice80 (71/135),0,141.65,C René Rivera 2B Ian Kinsler OF Dexter Fowler P Justin Verlander P Chris Sale 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko OF Yoenis Céspedes SS Aledmys Díaz,,,
2527,769710915,cody804,0,141.6,OF Denard Span P Gio González OF Eduardo Núñez 1B Brandon Belt C Salvador Perez OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu SS Trevor Story P Matt Strahm,,,
2528,769433063,ThatStunna (14/92),0,141.55,1B Miguel Cabrera OF Ian Desmond P Justin Verlander OF Brandon Belt P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu OF Bryce Harper SS Trevor Story C Tom Murphy,,,
2528,769554892,BLAYTONN (8/29),0,141.55,1B Mark Reynolds OF Dexter Fowler P Justin Verlander OF Juan Lagares C Matt Wieters OF Charlie Blackmon P Sonny Gray SS Didi Gregorius 3B Nolan Arenado 2B DJ LeMahieu,,,
2528,769564300,BLAYTONN (17/29),0,141.55,1B Mark Reynolds OF Dexter Fowler P Justin Verlander OF Juan Lagares C Matt Wieters OF Charlie Blackmon P Sonny Gray SS Didi Gregorius 3B Nolan Arenado 2B DJ LeMahieu,,,
2528,769564358,BLAYTONN (25/29),0,141.55,1B Mark Reynolds OF Dexter Fowler P Justin Verlander OF Juan Lagares C Matt Wieters OF Charlie Blackmon P Sonny Gray SS Didi Gregorius 3B Nolan Arenado 2B DJ LeMahieu,,,
2528,769590574,fallfromgrace (101/150),0,141.55,1B Miguel Cabrera OF Ian Desmond P Justin Verlander OF Brandon Belt P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu OF Bryce Harper SS Trevor Story C Tom Murphy,,,
2528,769619039,mtimmer,0,141.55,P Ricky Nolasco OF Ian Desmond 1B Mark Reynolds SS Freddy Galvis OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu C Gary Sánchez OF Mallex Smith P Jeff Hoffman,,,
2528,769628550,TepZac,0,141.55,C René Rivera OF Denard Span 1B Ian Desmond P Justin Verlander OF Brandon Belt P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu OF Bryce Harper SS Trevor Story,,,
2528,769660514,tigerj88 (1/2),0,141.55,OF Dexter Fowler P Justin Verlander OF Eduardo Núñez P Alex Cobb OF Brandon Belt 1B Buster Posey SS Brandon Crawford C Gary Sánchez 2B Joe Panik 3B Ryon Healy,,,
2528,769739784,bdz1083 (1/2),0,141.55,1B Miguel Cabrera P Justin Verlander 2B Daniel Murphy SS Eric Sogard C Alex Avila P Sonny Gray 3B Nolan Arenado OF Aaron Altherr OF J.D. Martinez OF Bryce Harper,,,
2528,769739898,bdz1083 (2/2),0,141.55,1B Miguel Cabrera P Justin Verlander 2B Daniel Murphy SS Eric Sogard C Alex Avila P Sonny Gray 3B Nolan Arenado OF Aaron Altherr OF J.D. Martinez OF Bryce Harper,,,
2538,769209308,SlowQueen (50/75),0,141.5,OF Ian Desmond OF Hunter Pence P Chris Sale 1B Buster Posey SS Brandon Crawford 2B Joe Panik 3B T.J. Rivera OF Austin Slater P Michael Wacha C Tom Murphy,,,
2538,769214888,jlazar84,0,141.5,C René Rivera OF Denard Span P Chris Sale 2B Wilmer Flores 3B Nolan Arenado 1B Matt Carpenter OF Jackie Bradley Jr. SS Trevor Story OF Austin Slater P Michael Wacha,,,
2538,769252488,MrTuttle05,0,141.5,OF Denard Span 1B Miguel Cabrera OF Ian Desmond P Chris Sale 2B Wilmer Flores 3B Nolan Arenado SS Trevor Story OF Mallex Smith P Michael Wacha C Tom Murphy,,,
2538,769280074,Awesemo (44/150),0,141.5,1B Miguel Cabrera 2B Ian Kinsler OF Alex Presley OF Brandon Belt P Chris Sale C Alex Avila OF Keon Broxton 3B Nolan Arenado SS José Iglesias P Michael Wacha,,,
2538,769280128,Awesemo (98/150),0,141.5,1B Miguel Cabrera OF Ian Desmond P Chris Sale 3B Nolan Arenado OF Raimel Tapia SS Trevor Story OF Mallex Smith P Michael Wacha C Tom Murphy 2B Chad Pinder,,,
2538,769493155,pistolpete22,0,141.5,OF Chris Young OF Hunter Pence P Chris Sale 3B Wilmer Flores 2B Starlin Castro 1B Matt Carpenter C Gary Sánchez OF Mallex Smith P Michael Wacha SS Aledmys Díaz,,,
2538,769530508,youdacao (11/150),0,141.5,1B Miguel Cabrera OF Ian Desmond P Chris Sale 3B Nolan Arenado OF Raimel Tapia SS Trevor Story OF Mallex Smith P Michael Wacha C Tom Murphy 2B Chad Pinder,,,
2538,769550724,atlanticblue39,0,141.5,OF Denard Span 1B Ian Desmond SS Alcides Escobar 2B Daniel Murphy P Chris Sale 3B Anthony Rendon C Josh Phegley OF Michael A. Taylor OF J.D. Martinez P Michael Wacha,,,
2538,769624314,robseykdotcom (13/17),0,141.5,OF Dexter Fowler P Chris Sale 2B Wilmer Flores 3B Nolan Arenado 1B Matt Carpenter OF Brian Goodwin OF Stephen Piscotty SS Trevor Story P Michael Wacha C Tom Murphy,,,
2538,769626281,Msteinberg09 (51/100),0,141.5,OF Denard Span 1B Miguel Cabrera 3B Evan Longoria P Chris Sale C Buster Posey SS Brandon Crawford OF Corey Dickerson OF Mallex Smith P Michael Wacha 2B Daniel Robertson,,,
2538,769678004,ocdobv (46/150),0,141.5,OF Denard Span 1B Miguel Cabrera 3B Eduardo Núñez OF Alex Presley OF Brandon Belt P Chris Sale C Buster Posey SS Brandon Crawford P Michael Wacha 2B Paul DeJong,,,
2538,769705972,capnmorgan (9/11),0,141.5,2B Ian Kinsler OF Dexter Fowler OF Colby Rasmus P Chris Sale C Buster Posey 1B Matt Carpenter OF Stephen Piscotty SS José Iglesias 3B Jedd Gyorko P Michael Wacha,,,
2538,769707992,LaBete_DU_GEVAUDANz (37/117),0,141.5,1B Miguel Cabrera OF Ian Desmond OF Dexter Fowler P Chris Sale 3B Jedd Gyorko C Gary Sánchez OF Raimel Tapia SS Trevor Story P Michael Wacha 2B Paul DeJong,,,
2538,769720794,BMWBDW (3/7),0,141.5,1B Miguel Cabrera OF Hunter Pence 2B Dustin Pedroia OF Alex Presley OF José Martínez P Chris Sale C Buster Posey 3B Nolan Arenado P Michael Wacha SS Chad Pinder,,,
2538,769727955,markdog6987 (19/35),0,141.5,1B Miguel Cabrera OF Ian Desmond P Chris Sale C Sandy Leon 2B Wilmer Flores 3B Nolan Arenado OF Kole Calhoun SS Trevor Story OF Mallex Smith P Michael Wacha,,,
2553,769233366,dacoltz (123/150),0,141.45,C René Rivera OF Juan Lagares SS Eric Sogard P Chris Sale OF Keon Broxton 2B Wilmer Flores 3B Nolan Arenado 1B T.J. Rivera OF Yoenis Céspedes P Jordan Montgomery,,,
2553,769444268,rayofhope (45/150),0,141.45,P Ricky Nolasco OF Denard Span 2B Ian Kinsler OF Ian Desmond P Justin Verlander 1B Brandon Belt C Buster Posey OF Charlie Blackmon 3B Nolan Arenado SS Trevor Story,,,
2553,769454399,drbrow24,0,141.45,1B Miguel Cabrera OF Colby Rasmus 2B Eric Sogard P Chris Sale SS Brandon Crawford OF J.D. Martinez 3B Jedd Gyorko C Jett Bandy OF Mallex Smith P Jordan Montgomery,,,
2553,769461643,nepats55,0,141.45,1B Miguel Cabrera 2B Ian Kinsler SS Eric Sogard P Chris Sale 3B Wilmer Flores OF Brian Goodwin OF J.D. Martinez OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
2553,769530083,suidmach (45/150),0,141.45,1B Miguel Cabrera 2B Ian Kinsler OF Dexter Fowler 3B Chase Headley OF Alex Presley P Chris Sale C Alex Avila OF Stephen Piscotty SS Aledmys Díaz P Jordan Montgomery,,,
2553,769616873,brdmc3 (7/50),0,141.45,1B Miguel Cabrera 2B Ian Kinsler OF Justin Upton OF Alex Presley P Chris Sale SS Brandon Crawford 3B Wilmer Flores OF J.D. Martinez C Tom Murphy P Jordan Montgomery,,,
2553,769620405,kmikef84 (12/27),0,141.45,OF Dexter Fowler C Matt Wieters SS Eric Sogard P Chris Sale 2B Wilmer Flores 1B Matt Carpenter OF Brian Goodwin OF Stephen Piscotty 3B Jedd Gyorko P Jordan Montgomery,,,
2553,769629492,Acekilla7676 (1/2),0,141.45,C René Rivera 1B Miguel Cabrera 2B Ian Kinsler OF Eric Young Jr. P Chris Sale OF Eric Thames 3B Anthony Rendon SS Trevor Story OF Austin Slater P Jordan Montgomery,,,
2553,769638656,Acekilla7676 (2/2),0,141.45,C René Rivera 1B Miguel Cabrera 2B Ian Kinsler OF Eric Young Jr. P Chris Sale OF Eric Thames 3B Anthony Rendon SS Trevor Story OF Austin Slater P Jordan Montgomery,,,
2553,769647336,GetSnuggled (54/54),0,141.45,2B Eric Sogard P Chris Sale 1B Eric Thames 3B Anthony Rendon OF Keon Broxton OF Michael A. Taylor OF Brian Goodwin C Jett Bandy SS Orlando Arcia P Jordan Montgomery,,,
2553,769650922,Callowhill1 (19/86),0,141.45,1B Miguel Cabrera 3B Evan Longoria 2B Eric Sogard P Chris Sale SS Brandon Crawford OF Eric Thames OF Jorge Bonifacio C Jett Bandy OF Mallex Smith P Jordan Montgomery,,,
2553,769651160,magneto999 (83/150),0,141.45,P Ricky Nolasco OF Denard Span OF Ian Desmond 1B Mark Reynolds OF Hunter Pence P Justin Verlander 3B Eduardo Núñez C Buster Posey SS Brandon Crawford 2B DJ LeMahieu,,,
2553,769655472,dean78904 (4/20),0,141.45,1B Miguel Cabrera 2B Ian Kinsler OF Hunter Pence P Chris Sale SS Brandon Crawford OF Brian Goodwin 3B Jedd Gyorko OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
2553,769659833,schwantoes (2/2),0,141.45,1B Miguel Cabrera 2B Ian Kinsler SS Eric Sogard P Chris Sale 3B Wilmer Flores OF Brian Goodwin OF J.D. Martinez OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
2553,769709946,I-ENJOY-TOAST (114/150),0,141.45,1B Miguel Cabrera C Matt Wieters P Chris Sale 3B Anthony Rendon 2B Wilmer Flores OF Michael A. Taylor OF Brian Goodwin OF Raimel Tapia SS Trevor Story P Jordan Montgomery,,,
2553,769710741,FantasyGuruDrew (10/100),0,141.45,P Ricky Nolasco 2B Ian Kinsler OF Ian Desmond 1B Mark Reynolds P Justin Verlander OF Charlie Blackmon SS Brandon Crawford 3B Nolan Arenado OF Mookie Betts C Tom Murphy,,,
2553,769712275,kylemid,0,141.45,C Yadier Molina 1B Miguel Cabrera 2B Ian Kinsler P Chris Sale 3B Anthony Rendon OF Keon Broxton OF Brian Goodwin OF Stephen Piscotty SS Aledmys Díaz P Jordan Montgomery,,,
2553,769714790,NIKETWP (13/20),0,141.45,1B Miguel Cabrera 2B Ian Kinsler SS Eric Sogard P Chris Sale OF Eric Thames OF Brian Goodwin 3B Jedd Gyorko OF Mallex Smith C Tom Murphy P Jordan Montgomery,,,
2553,769718415,price.kiefer73 (4/4),0,141.45,1B Miguel Cabrera 2B Ian Kinsler OF Justin Upton OF Alex Presley P Chris Sale SS Brandon Crawford 3B Wilmer Flores OF J.D. Martinez C Tom Murphy P Jordan Montgomery,,,
2553,769740925,Badtouch,0,141.45,1B Miguel Cabrera 2B Ian Kinsler C Matt Wieters SS Eric Sogard P Chris Sale OF Eric Thames OF Brian Goodwin 3B Jedd Gyorko OF Jorge Bonifacio P Jordan Montgomery,,,
2573,769378856,ganondorf (127/150),0,141.4,2B Ian Kinsler P Justin Verlander 1B Ryan Zimmerman OF Charlie Blackmon OF Eric Thames 3B Nolan Arenado OF Bryce Harper C Jett Bandy P Jeff Hoffman SS Aledmys Díaz,,,
2573,769497046,PrimetimeJerick (3/80),0,141.4,1B Miguel Cabrera P Justin Verlander OF Brandon Belt C Matt Wieters OF Eric Thames 3B Nolan Arenado 2B DJ LeMahieu SS Trea Turner OF Yoenis Céspedes P Jeff Hoffman,,,
2573,769544393,beedydagoat (2/2),0,141.4,1B Miguel Cabrera P Justin Verlander OF Justin Upton OF Charlie Blackmon C Alex Avila 3B Nolan Arenado 2B DJ LeMahieu OF J.D. Martinez P Jeff Hoffman SS Aledmys Díaz,,,
2573,769704790,cowboys282 (3/5),0,141.4,1B Miguel Cabrera 2B Ian Kinsler OF Ian Desmond P Justin Verlander OF Charlie Blackmon C Alex Avila 3B Nolan Arenado OF J.D. Martinez SS Trevor Story P Jeff Hoffman,,,
2573,769708018,LaBete_DU_GEVAUDANz (63/117),0,141.4,OF Ian Desmond 1B Mark Reynolds P Justin Verlander C Austin Romine OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu OF J.D. Martinez P Jeff Hoffman SS Aledmys Díaz,,,
2573,769731213,Tomahawkswr83 (2/2),0,141.4,1B Miguel Cabrera P Justin Verlander C Salvador Perez OF Charlie Blackmon 2B Starlin Castro 3B Jedd Gyorko OF Bryce Harper OF Aaron Judge SS Chad Pinder P Jeff Hoffman,,,
2579,769209321,SlowQueen (63/75),0,141.35,OF Hunter Pence OF Eduardo Núñez 1B Lucas Duda P Chris Sale C Buster Posey SS Brandon Crawford 2B Wilmer Flores 3B T.J. Rivera OF Yoenis Céspedes P Matt Strahm,,,
2579,769384754,chess_is_ok (17/60),0,141.35,OF Hunter Pence OF Brandon Belt P Chris Sale 1B Eric Hosmer C Buster Posey 3B Jedd Gyorko 2B Joe Panik OF Austin Slater P Matt Strahm SS Chad Pinder,,,
2579,769497193,tomjk321 (42/150),0,141.35,OF Brandon Moss OF Brandon Belt 3B Mike Moustakas P Chris Sale C Salvador Perez 1B Eric Hosmer SS Brandon Crawford 2B Whit Merrifield OF Yoenis Céspedes P Matt Strahm,,,
2579,769497222,tomjk321 (70/150),0,141.35,2B Michael Martínez 3B Evan Longoria 1B Brandon Belt OF Steven Souza Jr. P Chris Sale C Buster Posey SS Brandon Crawford OF Corey Dickerson OF Mallex Smith P Matt Strahm,,,
2579,769605219,anilprao88 (48/150),0,141.35,1B Victor Martinez SS José Reyes OF Jay Bruce OF Juan Lagares P Chris Sale C Buster Posey 2B Wilmer Flores 3B Nolan Arenado OF Yoenis Céspedes P Matt Strahm,,,
2579,769640270,TBirdSCIL (2/3),0,141.35,OF Dexter Fowler 2B Daniel Murphy P Chris Sale C Salvador Perez 1B Matt Carpenter OF Corey Dickerson OF Stephen Piscotty 3B Jedd Gyorko P Matt Strahm SS Aledmys Díaz,,,
2579,769647004,dafong (8/20),0,141.35,OF Hunter Pence OF Brandon Belt P Chris Sale 1B Buster Posey 2B Wilmer Flores 3B Nolan Arenado SS Trevor Story OF Mallex Smith C Tom Murphy P Matt Strahm,,,
2579,769647008,dafong (12/20),0,141.35,OF Denard Span 1B Miguel Cabrera OF Hunter Pence OF Eduardo Núñez P Chris Sale 2B Wilmer Flores 3B Nolan Arenado SS Trevor Story C Tom Murphy P Matt Strahm,,,
2579,769655582,chess_is_ok (37/60),0,141.35,OF Hunter Pence OF Dexter Fowler OF Eduardo Núñez 1B Mitch Moreland P Chris Sale C Salvador Perez SS Brandon Crawford 2B Wilmer Flores 3B Ryon Healy P Matt Strahm,,,
2579,769661275,brifi15,0,141.35,2B Ian Kinsler OF Hunter Pence C Matt Wieters P Chris Sale OF Charlie Blackmon 1B Eric Thames SS Didi Gregorius 3B Jedd Gyorko OF Mallex Smith P Matt Strahm,,,
2579,769662698,fobulass,0,141.35,C Yadier Molina OF Ian Desmond 1B Mark Reynolds OF Juan Lagares P Chris Sale 2B Wilmer Flores 3B Nolan Arenado OF Stephen Piscotty P Matt Strahm SS Aledmys Díaz,,,
2579,769689934,npl77 (11/12),0,141.35,OF Brandon Belt OF Juan Lagares P Chris Sale C Buster Posey 2B DJ LeMahieu 1B Matt Carpenter OF Stephen Piscotty 3B Jedd Gyorko P Matt Strahm SS Aledmys Díaz,,,
2579,769691316,Lewsgiff (5/110),0,141.35,1B Victor Martinez 2B Ian Kinsler SS Alcides Escobar OF Colby Rasmus OF Justin Upton P Chris Sale C Alex Avila 3B Nolan Arenado OF J.D. Martinez P Matt Strahm,,,
2579,769694754,domoshotme (19/20),0,141.35,OF Lorenzo Cain OF Colby Rasmus 3B Mike Moustakas P Chris Sale C Salvador Perez 1B Eric Hosmer 2B DJ LeMahieu OF Jorge Bonifacio SS Trevor Story P Matt Strahm,,,
2579,769695704,jhp83,0,141.35,3B Pablo Sandoval OF Colby Rasmus C Matt Wieters SS Eric Sogard P Chris Sale 2B Starlin Castro 1B Matt Carpenter OF J.D. Martinez OF Aaron Judge P Matt Strahm,,,
2594,769603367,jimmydean813 (11/25),0,141.25,1B Miguel Cabrera OF Ian Desmond P Gio González SS Alcides Escobar 2B Eric Sogard P Chris Sale OF Stephen Piscotty 3B Jedd Gyorko OF Mallex Smith C Tom Murphy,,,
2594,769625597,croyboy1221,0,141.25,1B Miguel Cabrera P Gio González OF Colby Rasmus 3B Evan Longoria C Matt Wieters 2B Eric Sogard P Chris Sale OF Keon Broxton OF Stephen Piscotty SS Trevor Story,,,
2594,769651645,drumm035 (1/12),0,141.25,1B Miguel Cabrera 2B Ian Kinsler P Gio González OF Dexter Fowler OF Alex Presley P Chris Sale OF J.D. Martinez 3B Jedd Gyorko C Tom Murphy SS Aledmys Díaz,,,
2594,769690856,ttt1971,0,141.25,1B Miguel Cabrera OF Charlie Blackmon C Alex Avila P Sonny Gray 3B Nolan Arenado 2B DJ LeMahieu OF Kole Calhoun OF Mookie Betts SS Trea Turner P Matt Strahm,,,
2594,769734389,planetXcometh,0,141.25,1B Ian Desmond 2B Daniel Murphy OF Juan Lagares C Buster Posey SS Brandon Crawford P Sonny Gray 3B Nolan Arenado OF Odúbel Herrera OF Bryce Harper P Zach Davies,,,
2599,769502518,tinderella (43/150),0,141.2,C Yadier Molina OF Dexter Fowler OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu 1B Matt Carpenter OF Stephen Piscotty P Jeff Hoffman SS Aledmys Díaz P Jordan Montgomery,,,
2599,769619947,milliondollarsmile (4/6),0,141.2,SS Alcides Escobar 1B Mark Reynolds OF Alex Gordon C Salvador Perez OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu OF Jorge Bonifacio P Jeff Hoffman P Jordan Montgomery,,,
2599,769657790,ojfields826 (3/12),0,141.2,1B Mark Reynolds C Matt Wieters SS Eric Sogard OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu OF Brian Goodwin OF Stephen Piscotty P Jeff Hoffman P Jordan Montgomery,,,
2599,769725368,Ceegar,0,141.2,OF Ian Desmond 1B Mark Reynolds SS Eric Sogard OF Charlie Blackmon OF Eric Thames 2B Wilmer Flores 3B Nolan Arenado C Tom Murphy P Jeff Hoffman P Jordan Montgomery,,,
2603,769444281,rayofhope (58/150),0,141.15,1B Miguel Cabrera P Justin Verlander 2B Daniel Murphy C Buster Posey 3B Anthony Rendon OF Brian Goodwin OF J.D. Martinez OF Bryce Harper SS Trea Turner P Michael Wacha,,,
2603,769444311,rayofhope (88/150),0,141.15,OF Hunter Pence P Justin Verlander 1B Buster Posey OF Charlie Blackmon 3B Nolan Arenado 2B DJ LeMahieu OF Bryce Harper SS Trevor Story P Michael Wacha C Tom Murphy,,,
2603,769444362,rayofhope (139/150),0,141.15,OF Denard Span OF Ian Desmond 1B Mark Reynolds P Justin Verlander 3B Eduardo Núñez OF Brandon Belt C Buster Posey SS Brandon Crawford 2B DJ LeMahieu P Michael Wacha,,,
2603,769648986,maxgruber (4/15),0,141.15,OF Denard Span OF Ian Desmond 1B Mark Reynolds P Justin Verlander 3B Eduardo Núñez OF Brandon Belt C Buster Posey SS Brandon Crawford 2B DJ LeMahieu P Michael Wacha,,,
2603,769710785,FantasyGuruDrew (54/100),0,141.15,1B Victor Martinez 2B Ian Kinsler OF Ian Desmond P Gio González OF Hunter Pence C Buster Posey P Sonny Gray 3B Nolan Arenado OF J.D. Martinez SS Trevor Story,,,
2603,769723913,Purplepain777,0,141.15,OF Ian Desmond 1B Ryan Zimmerman 2B Daniel Murphy OF Charlie Blackmon 3B Anthony Rendon C Gary Sánchez OF Mookie Betts SS Trea Turner P Michael Wacha P Nick Pivetta,,,
2609,769502520,tinderella (45/150),0,141.1,1B Miguel Cabrera 2B Ian Kinsler OF Ian Desmond P Justin Verlander OF Charlie Blackmon 3B Nolan Arenado OF J.D. Martinez SS Trevor Story C Tom Murphy P Jordan Montgomery,,,
2609,769520255,brownguy1,0,141.1,1B Miguel Cabrera 2B Ian Kinsler P Justin Verlander OF Juan Lagares SS Eric Sogard 3B Nolan Arenado C Gary Sánchez OF Aaron Judge OF Yoenis Céspedes P Jordan Montgomery,,,
2609,769592679,franciscolora0524 (149/150),0,141.1,1B Miguel Cabrera OF Ian Desmond P Justin Verlander C Alex Avila 3B Nolan Arenado 2B DJ LeMahieu OF J.D. Martinez OF Raimel Tapia SS Trevor Story P Jordan Montgomery,,,
2609,769604956,Jephrey66,0,141.1,2B Daniel Murphy 3B Mike Moustakas OF Steven Souza Jr. C Buster Posey OF Charlie Blackmon 1B Tommy Joseph SS Andrelton Simmons OF Aaron Judge P Nick Pivetta P Jordan Montgomery,,,
2609,769657546,tycella315,0,141.1,1B Miguel Cabrera P Justin Verlander OF Brandon Belt SS Brandon Crawford C Alex Avila 2B Wilmer Flores 3B Nolan Arenado OF J.D. Martinez OF Mookie Betts P Jordan Montgomery,,,
2609,769714601,rhansen19,0,141.1,C Yadier Molina OF Dexter Fowler P Justin Verlander OF Alex Gordon 2B Daniel Murphy 3B Nolan Arenado 1B Matt Carpenter OF Aaron Judge SS Trevor Story P Jordan Montgomery,,,
2615,769515702,getchia,0,141,P Gio González 1B Mark Reynolds 2B Eric Sogard OF Charlie Blackmon OF Eric Thames OF Keon Broxton 3B Nolan Arenado C Jett Bandy SS Trevor Story P Jeff Hoffman,,,
2616,769587154,Dinkpiece (25/50),0,140.95,1B Miguel Cabrera OF Eduardo Núñez OF Brandon Belt C Buster Posey SS Brandon Crawford 2B Wilmer Flores 3B Nolan Arenado OF Mookie Betts P Michael Wacha P Jordan Montgomery,,,
2616,769682872,DoubleMSquared (2/9),0,140.95,C René Rivera 1B Miguel Cabrera 2B Ian Kinsler OF Ian Desmond OF Alex Presley P Chris Sale 3B Nolan Arenado OF J.D. Martinez SS Trevor Story P Robert Gsellman,,,
2616,769689480,Gas_House (29/150),0,140.95,1B Miguel Cabrera OF Ian Desmond OF Alex Presley P Chris Sale 3B Nolan Arenado 2B DJ LeMahieu SS Trevor Story P Robert Gsellman OF Austin Slater C Tom Murphy,,,
2619,769460099,thehat14,0,140.9,1B Miguel Cabrera OF Hunter Pence OF Colby Rasmus P Chris Sale C Sandy Leon SS Brandon Crawford P Sonny Gray 3B Ryon Healy 2B Chad Pinder OF Andrew Benintendi,,,
2619,769477751,crystalkali (82/150),0,140.9,P Gio González P Justin Verlander OF Khris Davis C Buster Posey 1B Yonder Alonso OF Charlie Blackmon OF Kole Calhoun SS Trevor Story 3B Ryon Healy 2B Chad Pinder,,,
2619,769562524,darcmaniluk (21/150),0,140.9,1B Victor Martinez OF Denard Span OF Colby Rasmus 3B Evan Longoria P Chris Sale C Buster Posey SS Brandon Crawford P Sonny Gray OF Mallex Smith 2B Daniel Robertson,,,
2619,769615105,hishboo (64/76),0,140.9,P Gio González OF Hunter Pence P Justin Verlander OF Brandon Belt 1B Buster Posey OF Charlie Blackmon 2B Wilmer Flores 3B Nolan Arenado SS Trevor Story C Tom Murphy,,,
2619,769619663,tholdwth28 (7/20),0,140.9,OF Colby Rasmus 3B Michael Martínez 1B Logan Morrison OF Brandon Belt P Chris Sale C Buster Posey SS Brandon Crawford P Sonny Gray OF Mallex Smith 2B Daniel Robertson,,,
2619,769620786,salmonc (66/150),0,140.9,1B Miguel Cabrera 2B Ian Kinsler P Chris Sale OF Eric Thames P Sonny Gray OF Keon Broxton OF J.D. Martinez 3B Nicholas Castellanos C Jett Bandy SS Orlando Arcia,,,
2619,769644094,djiz1010 (8/21),0,140.9,OF Denard Span 1B Miguel Cabrera OF Hunter Pence 3B Evan Longoria OF Brandon Belt P Chris Sale SS Brandon Crawford P Sonny Gray 2B Wilmer Flores C Jett Bandy,,,
2619,769659621,Gimpels (5/6),0,140.9,C Jesús Sucre P Chris Sale OF Charlie Blackmon P Sonny Gray OF Keon Broxton 2B Wilmer Flores 3B Nolan Arenado SS Orlando Arcia OF Mallex Smith 1B T.J. Rivera,,,
2619,769702564,justy45,0,140.9,1B Miguel Cabrera P Gio González OF Justin Upton 2B Daniel Murphy C Alex Avila 3B Anthony Rendon OF J.D. Martinez OF Bryce Harper SS Trea Turner P Nick Pivetta,,,
2619,769710965,KINGOFNY21 (1/3),0,140.9,2B Ian Kinsler OF Ian Desmond P Gio González P Justin Verlander OF Brandon Belt C Matt Wieters 3B Nolan Arenado 1B Matt Carpenter OF Aaron Judge SS Aledmys Díaz,,,
