"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","FullName","Projection"
"WR","Markus Wheaton (7572051)","Markus Wheaton",7572051,3600,"Pit@Mia 01:00PM ET","Pit","Markus","Wheaton","Mia","Markus Wheaton",6.55
"WR","Tyler Lockett (7572090)","Tyler Lockett",7572090,3600,"Atl@Sea 04:25PM ET","Sea","Tyler","Lockett","Atl","Tyler Lockett",8.52
"WR","Nelson Agholor (7571991)","Nelson Agholor",7571991,3500,"Phi@Was 01:00PM ET","Phi","Nelson","Agholor","Was","Nelson Agholor",8.62
"TE","Coby Fleener (7572147)","Coby Fleener",7572147,3500,"Car@NO 01:00PM ET","NO","Coby","Fleener","Car","Coby Fleener",12.4
"RB","Chris Ivory (7571900)","Chris Ivory",7571900,3500,"Jax@Chi 01:00PM ET","Jax","Chris","Ivory","Chi","Chris Ivory",8.16
"RB","Dwayne Washington (7571916)","Dwayne Washington",7571916,3500,"LA@Det 01:00PM ET","Det","Dwayne","Washington","LA","Dwayne Washington",8.29
"RB","Jay Ajayi (7571923)","Jay Ajayi",7571923,3500,"Pit@Mia 01:00PM ET","Mia","Jay","Ajayi","Pit","Jay Ajayi",6.41
"WR","Brice Butler (7572094)","Brice Butler",7572094,3500,"Dal@GB 04:25PM ET","Dal","Brice","Butler","GB","Brice Butler",12.08
"RB","Derrick Henry (7571881)","Derrick Henry",7571881,3400,"Cle@Ten 01:00PM ET","Ten","Derrick","Henry","Cle","Derrick Henry",5.24
"WR","Rishard Matthews (7571998)","Rishard Matthews",7571998,3400,"Cle@Ten 01:00PM ET","Ten","Rishard","Matthews","Cle","Rishard Matthews",8.96
"TE","Eric Ebron (7572163)","Eric Ebron",7572163,3400,"LA@Det 01:00PM ET","Det","Eric","Ebron","LA","Eric Ebron",10.92
"RB","Charcandrick West (7571943)","Charcandrick West",7571943,3400,"KC@Oak 04:05PM ET","KC","Charcandrick","West","Oak","Charcandrick West",5.85
"RB","C.J. Spiller (7571944)","C.J. Spiller",7571944,3400,"Atl@Sea 04:25PM ET","Sea","C.J.","Spiller","Atl","C.J. Spiller",3.66
"RB","James Starks (7571952)","James Starks",7571952,3400,"Dal@GB 04:25PM ET","GB","James","Starks","Dal","James Starks",3.75
"WR","Torrey Smith (7571971)","Torrey Smith",7571971,3300,"SF@Buf 01:00PM ET","SF","Torrey","Smith","Buf","Torrey Smith",7.55
"WR","Andre Johnson (7571992)","Andre Johnson",7571992,3300,"Cle@Ten 01:00PM ET","Ten","Andre","Johnson","Cle","Andre Johnson",7.52
"TE","Gary Barnidge (7572131)","Gary Barnidge",7572131,3300,"Cle@Ten 01:00PM ET","Cle","Gary","Barnidge","Ten","Gary Barnidge",10.97
"RB","Bobby Rainey (7571883)","Bobby Rainey",7571883,3300,"Bal@NYG 01:00PM ET","NYG","Bobby","Rainey","Bal","Bobby Rainey",9.28
"RB","Paul Perkins (7571888)","Paul Perkins",7571888,3300,"Bal@NYG 01:00PM ET","NYG","Paul","Perkins","Bal","Paul Perkins",0
"RB","Kenneth Dixon (7571889)","Kenneth Dixon",7571889,3300,"Bal@NYG 01:00PM ET","Bal","Kenneth","Dixon","NYG","Kenneth Dixon",4.93
"WR","Kenny Stills (7572052)","Kenny Stills",7572052,3300,"Pit@Mia 01:00PM ET","Mia","Kenny","Stills","Pit","Kenny Stills",8.44
"RB","Alfred Morris (7571953)","Alfred Morris",7571953,3300,"Dal@GB 04:25PM ET","Dal","Alfred","Morris","GB","Alfred Morris",3.02
"RB","Chris Thompson (7571870)","Chris Thompson",7571870,3200,"Phi@Was 01:00PM ET","Was","Chris","Thompson","Phi","Chris Thompson",7.93
"RB","Wendell Smallwood (7571873)","Wendell Smallwood",7571873,3200,"Phi@Was 01:00PM ET","Phi","Wendell","Smallwood","Was","Wendell Smallwood",0
"WR","Dorial Green-Beckham (7571989)","Dorial Green-Beckham",7571989,3200,"Phi@Was 01:00PM ET","Phi","Dorial","Green-Beckham","Was","Dorial Green-Beckham",6.02
"WR","Brian Quick (7572041)","Brian Quick",7572041,3200,"LA@Det 01:00PM ET","LA","Brian","Quick","Det","Brian Quick",8.41
"WR","Brandon LaFell (7572061)","Brandon LaFell",7572061,3200,"Cin@NE 01:00PM ET","Cin","Brandon","LaFell","NE","Brandon LaFell",10.49
"WR","Andrew Hawkins (7571994)","Andrew Hawkins",7571994,3100,"Cle@Ten 01:00PM ET","Cle","Andrew","Hawkins","Ten","Andrew Hawkins",7.79
"RB","Tim Hightower (7571890)","Tim Hightower",7571890,3100,"Car@NO 01:00PM ET","NO","Tim","Hightower","Car","Tim Hightower",2.14
"RB","John Kuhn (7571892)","John Kuhn",7571892,3100,"Car@NO 01:00PM ET","NO","John","Kuhn","Car","John Kuhn",0
"WR","Marqise Lee (7572035)","Marqise Lee",7572035,3100,"Jax@Chi 01:00PM ET","Jax","Marqise","Lee","Chi","Marqise Lee",8.08
"WR","Chris Conley (7572074)","Chris Conley",7572074,3100,"KC@Oak 04:05PM ET","KC","Chris","Conley","Oak","Chris Conley",8.45
"WR","Seth Roberts (7572077)","Seth Roberts",7572077,3100,"KC@Oak 04:05PM ET","Oak","Seth","Roberts","KC","Seth Roberts",8.72
"WR","Jermaine Kearse (7572085)","Jermaine Kearse",7572085,3100,"Atl@Sea 04:25PM ET","Sea","Jermaine","Kearse","Atl","Jermaine Kearse",8.62
"TE","Dwayne Allen (7572205)","Dwayne Allen",7572205,3100,"Ind@Hou 08:30PM ET","Ind","Dwayne","Allen","Hou","Dwayne Allen",9.3
"RB","Reggie Bush (7571859)","Reggie Bush",7571859,3000,"SF@Buf 01:00PM ET","Buf","Reggie","Bush","SF","Reggie Bush",0
"RB","Jerome Felton (7571860)","Jerome Felton",7571860,3000,"SF@Buf 01:00PM ET","Buf","Jerome","Felton","SF","Jerome Felton",0
"RB","Shaun Draughn (7571861)","Shaun Draughn",7571861,3000,"SF@Buf 01:00PM ET","SF","Shaun","Draughn","Buf","Shaun Draughn",3.93
"RB","Mike Gillislee (7571863)","Mike Gillislee",7571863,3000,"SF@Buf 01:00PM ET","Buf","Mike","Gillislee","SF","Mike Gillislee",4.1
"RB","Jonathan Williams (7571865)","Jonathan Williams",7571865,3000,"SF@Buf 01:00PM ET","Buf","Jonathan","Williams","SF","Jonathan Williams",0
"RB","Mike Davis (7571866)","Mike Davis",7571866,3000,"SF@Buf 01:00PM ET","SF","Mike","Davis","Buf","Mike Davis",0
"WR","Brandon Tate (7571970)","Brandon Tate",7571970,3000,"SF@Buf 01:00PM ET","Buf","Brandon","Tate","SF","Brandon Tate",0
"WR","Keshawn Martin (7571973)","Keshawn Martin",7571973,3000,"SF@Buf 01:00PM ET","SF","Keshawn","Martin","Buf","Keshawn Martin",0
"WR","Marquise Goodwin (7571974)","Marquise Goodwin",7571974,3000,"SF@Buf 01:00PM ET","Buf","Marquise","Goodwin","SF","Marquise Goodwin",8.18
"WR","Justin Hunter (7571975)","Justin Hunter",7571975,3000,"SF@Buf 01:00PM ET","Buf","Justin","Hunter","SF","Justin Hunter",3.02
"WR","Rod Streater (7571976)","Rod Streater",7571976,3000,"SF@Buf 01:00PM ET","SF","Rod","Streater","Buf","Rod Streater",2.09
"WR","Walt Powell (7571977)","Walt Powell",7571977,3000,"SF@Buf 01:00PM ET","Buf","Walt","Powell","SF","Walt Powell",0
"WR","Quinton Patton (7571979)","Quinton Patton",7571979,3000,"SF@Buf 01:00PM ET","SF","Quinton","Patton","Buf","Quinton Patton",5.48
"WR","Aaron Burbridge (7571980)","Aaron Burbridge",7571980,3000,"SF@Buf 01:00PM ET","SF","Aaron","Burbridge","Buf","Aaron Burbridge",0
"RB","Kenjon Barner (7571869)","Kenjon Barner",7571869,3000,"Phi@Was 01:00PM ET","Phi","Kenjon","Barner","Was","Kenjon Barner",0
"RB","Rob Kelley (7571871)","Rob Kelley",7571871,3000,"Phi@Was 01:00PM ET","Was","Rob","Kelley","Phi","Rob Kelley",0
"WR","Ryan Grant (7571983)","Ryan Grant",7571983,3000,"Phi@Was 01:00PM ET","Was","Ryan","Grant","Phi","Ryan Grant",0
"WR","Josh Huff (7571985)","Josh Huff",7571985,3000,"Phi@Was 01:00PM ET","Phi","Josh","Huff","Was","Josh Huff",4.94
"WR","Josh Doctson (7571986)","Josh Doctson",7571986,3000,"Phi@Was 01:00PM ET","Was","Josh","Doctson","Phi","Josh Doctson",0
"WR","Rashad Ross (7571987)","Rashad Ross",7571987,3000,"Phi@Was 01:00PM ET","Was","Rashad","Ross","Phi","Rashad Ross",0
"WR","Bryce Treggs (7571990)","Bryce Treggs",7571990,3000,"Phi@Was 01:00PM ET","Phi","Bryce","Treggs","Was","Bryce Treggs",0
"RB","Jalston Fowler (7571875)","Jalston Fowler",7571875,3000,"Cle@Ten 01:00PM ET","Ten","Jalston","Fowler","Cle","Jalston Fowler",0
"RB","Malcolm Johnson (7571876)","Malcolm Johnson",7571876,3000,"Cle@Ten 01:00PM ET","Cle","Malcolm","Johnson","Ten","Malcolm Johnson",0
"RB","Antonio Andrews (7571877)","Antonio Andrews",7571877,3000,"Cle@Ten 01:00PM ET","Ten","Antonio","Andrews","Cle","Antonio Andrews",0
"RB","George Atkinson III (7571879)","George Atkinson III",7571879,3000,"Cle@Ten 01:00PM ET","Cle","George","Atkinson III","Ten","George Atkinson III",0
"WR","Harry Douglas (7571993)","Harry Douglas",7571993,3000,"Cle@Ten 01:00PM ET","Ten","Harry","Douglas","Cle","Harry Douglas",0
"WR","Marc Mariani (7571995)","Marc Mariani",7571995,3000,"Cle@Ten 01:00PM ET","Ten","Marc","Mariani","Cle","Marc Mariani",0
"WR","Kendall Wright (7571997)","Kendall Wright",7571997,3000,"Cle@Ten 01:00PM ET","Ten","Kendall","Wright","Cle","Kendall Wright",7.08
"WR","Jordan Payton (7571999)","Jordan Payton",7571999,3000,"Cle@Ten 01:00PM ET","Cle","Jordan","Payton","Ten","Jordan Payton",0
"WR","Ricardo Louis (7572000)","Ricardo Louis",7572000,3000,"Cle@Ten 01:00PM ET","Cle","Ricardo","Louis","Ten","Ricardo Louis",5.54
"WR","Rashard Higgins (7572003)","Rashard Higgins",7572003,3000,"Cle@Ten 01:00PM ET","Cle","Rashard","Higgins","Ten","Rashard Higgins",1.6
"RB","Kyle Juszczyk (7571884)","Kyle Juszczyk",7571884,3000,"Bal@NYG 01:00PM ET","Bal","Kyle","Juszczyk","NYG","Kyle Juszczyk",0
"RB","Javorius Allen (7571887)","Javorius Allen",7571887,3000,"Bal@NYG 01:00PM ET","Bal","Javorius","Allen","NYG","Javorius Allen",4.82
"WR","Devin Hester (7572005)","Devin Hester",7572005,3000,"Bal@NYG 01:00PM ET","Bal","Devin","Hester","NYG","Devin Hester",0
"WR","Dwayne Harris (7572007)","Dwayne Harris",7572007,3000,"Bal@NYG 01:00PM ET","NYG","Dwayne","Harris","Bal","Dwayne Harris",1.57
"WR","Kamar Aiken (7572009)","Kamar Aiken",7572009,3000,"Bal@NYG 01:00PM ET","Bal","Kamar","Aiken","NYG","Kamar Aiken",8.44
"WR","Tavarres King (7572010)","Tavarres King",7572010,3000,"Bal@NYG 01:00PM ET","NYG","Tavarres","King","Bal","Tavarres King",0
"WR","Chris Moore (7572012)","Chris Moore",7572012,3000,"Bal@NYG 01:00PM ET","Bal","Chris","Moore","NYG","Chris Moore",0
"WR","Breshad Perriman (7572013)","Breshad Perriman",7572013,3000,"Bal@NYG 01:00PM ET","Bal","Breshad","Perriman","NYG","Breshad Perriman",8.63
"WR","Roger Lewis (7572015)","Roger Lewis",7572015,3000,"Bal@NYG 01:00PM ET","NYG","Roger","Lewis","Bal","Roger Lewis",0
"RB","Mike Tolbert (7571891)","Mike Tolbert",7571891,3000,"Car@NO 01:00PM ET","Car","Mike","Tolbert","NO","Mike Tolbert",2.66
"RB","Travaris Cadet (7571895)","Travaris Cadet",7571895,3000,"Car@NO 01:00PM ET","NO","Travaris","Cadet","Car","Travaris Cadet",4.84
"RB","Marcus Murphy (7571897)","Marcus Murphy",7571897,3000,"Car@NO 01:00PM ET","NO","Marcus","Murphy","Car","Marcus Murphy",0
"RB","Daniel Lasco (7571898)","Daniel Lasco",7571898,3000,"Car@NO 01:00PM ET","NO","Daniel","Lasco","Car","Daniel Lasco",0
"WR","Brenton Bersin (7572017)","Brenton Bersin",7572017,3000,"Car@NO 01:00PM ET","Car","Brenton","Bersin","NO","Brenton Bersin",0
"WR","Brandon Coleman (7572018)","Brandon Coleman",7572018,3000,"Car@NO 01:00PM ET","NO","Brandon","Coleman","Car","Brandon Coleman",5.48
"WR","Damiere Byrd (7572021)","Damiere Byrd",7572021,3000,"Car@NO 01:00PM ET","Car","Damiere","Byrd","NO","Damiere Byrd",0
"WR","Tommylee Lewis (7572024)","Tommylee Lewis",7572024,3000,"Car@NO 01:00PM ET","NO","Tommylee","Lewis","Car","Tommylee Lewis",0
"RB","Joique Bell (7571901)","Joique Bell",7571901,3000,"Jax@Chi 01:00PM ET","Chi","Joique","Bell","Jax","Joique Bell",0
"RB","Denard Robinson (7571902)","Denard Robinson",7571902,3000,"Jax@Chi 01:00PM ET","Jax","Denard","Robinson","Chi","Denard Robinson",0
"RB","Corey Grant (7571903)","Corey Grant",7571903,3000,"Jax@Chi 01:00PM ET","Jax","Corey","Grant","Chi","Corey Grant",0
"RB","Ka'Deem Carey (7571905)","Ka'Deem Carey",7571905,3000,"Jax@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Jax","Ka'Deem Carey",3.93
"RB","Paul Lasike (7571907)","Paul Lasike",7571907,3000,"Jax@Chi 01:00PM ET","Chi","Paul","Lasike","Jax","Paul Lasike",0
"WR","Bryan Walters (7572028)","Bryan Walters",7572028,3000,"Jax@Chi 01:00PM ET","Jax","Bryan","Walters","Chi","Bryan Walters",0
"WR","Arrelious Benn (7572029)","Arrelious Benn",7572029,3000,"Jax@Chi 01:00PM ET","Jax","Arrelious","Benn","Chi","Arrelious Benn",0
"WR","Deonte Thompson (7572030)","Deonte Thompson",7572030,3000,"Jax@Chi 01:00PM ET","Chi","Deonte","Thompson","Jax","Deonte Thompson",1.59
"WR","Joshua Bellamy (7572033)","Joshua Bellamy",7572033,3000,"Jax@Chi 01:00PM ET","Chi","Joshua","Bellamy","Jax","Joshua Bellamy",0
"WR","Rashad Greene (7572036)","Rashad Greene",7572036,3000,"Jax@Chi 01:00PM ET","Jax","Rashad","Greene","Chi","Rashad Greene",1.97
"RB","Chase Reynolds (7571909)","Chase Reynolds",7571909,3000,"LA@Det 01:00PM ET","LA","Chase","Reynolds","Det","Chase Reynolds",0
"RB","Benny Cunningham (7571910)","Benny Cunningham",7571910,3000,"LA@Det 01:00PM ET","LA","Benny","Cunningham","Det","Benny Cunningham",3.15
"RB","Michael Burton (7571912)","Michael Burton",7571912,3000,"LA@Det 01:00PM ET","Det","Michael","Burton","LA","Michael Burton",0
"RB","Zach Zenner (7571913)","Zach Zenner",7571913,3000,"LA@Det 01:00PM ET","Det","Zach","Zenner","LA","Zach Zenner",3.05
"RB","Malcolm Brown (7571914)","Malcolm Brown",7571914,3000,"LA@Det 01:00PM ET","LA","Malcolm","Brown","Det","Malcolm Brown",0
"WR","Andre Roberts (7572039)","Andre Roberts",7572039,3000,"LA@Det 01:00PM ET","Det","Andre","Roberts","LA","Andre Roberts",1.53
"WR","Bradley Marquez (7572045)","Bradley Marquez",7572045,3000,"LA@Det 01:00PM ET","LA","Bradley","Marquez","Det","Bradley Marquez",0
"WR","Nelson Spruce (7572046)","Nelson Spruce",7572046,3000,"LA@Det 01:00PM ET","LA","Nelson","Spruce","Det","Nelson Spruce",0
"WR","Pharoh Cooper (7572047)","Pharoh Cooper",7572047,3000,"LA@Det 01:00PM ET","LA","Pharoh","Cooper","Det","Pharoh Cooper",0
"WR","Mike Thomas (7572048)","Mike Thomas",7572048,3000,"LA@Det 01:00PM ET","LA","Mike","Thomas","Det","Mike Thomas",0
"RB","Isaiah Pead (7571919)","Isaiah Pead",7571919,3000,"Pit@Mia 01:00PM ET","Mia","Isaiah","Pead","Pit","Isaiah Pead",0
"RB","Fitzgerald Toussaint (7571920)","Fitzgerald Toussaint",7571920,3000,"Pit@Mia 01:00PM ET","Pit","Fitzgerald","Toussaint","Mia","Fitzgerald Toussaint",0
"RB","Roosevelt Nix (7571922)","Roosevelt Nix",7571922,3000,"Pit@Mia 01:00PM ET","Pit","Roosevelt","Nix","Mia","Roosevelt Nix",0
"RB","Damien Williams (7571924)","Damien Williams",7571924,3000,"Pit@Mia 01:00PM ET","Mia","Damien","Williams","Pit","Damien Williams",3.82
"RB","Kenyan Drake (7571925)","Kenyan Drake",7571925,3000,"Pit@Mia 01:00PM ET","Mia","Kenyan","Drake","Pit","Kenyan Drake",2.6
"WR","Darrius Heyward-Bey (7572049)","Darrius Heyward-Bey",7572049,3000,"Pit@Mia 01:00PM ET","Pit","Darrius","Heyward-Bey","Mia","Darrius Heyward-Bey",3.25
"WR","Jakeem Grant (7572056)","Jakeem Grant",7572056,3000,"Pit@Mia 01:00PM ET","Mia","Jakeem","Grant","Pit","Jakeem Grant",0
"WR","Eli Rogers (7572057)","Eli Rogers",7572057,3000,"Pit@Mia 01:00PM ET","Pit","Eli","Rogers","Mia","Eli Rogers",0
"WR","Leonte Carroo (7572058)","Leonte Carroo",7572058,3000,"Pit@Mia 01:00PM ET","Mia","Leonte","Carroo","Pit","Leonte Carroo",0
"TE","Jesse James (7572172)","Jesse James",7572172,3000,"Pit@Mia 01:00PM ET","Pit","Jesse","James","Mia","Jesse James",9.82
"RB","James Develin (7571926)","James Develin",7571926,3000,"Cin@NE 01:00PM ET","NE","James","Develin","Cin","James Develin",0
"RB","Brandon Bolden (7571928)","Brandon Bolden",7571928,3000,"Cin@NE 01:00PM ET","NE","Brandon","Bolden","Cin","Brandon Bolden",0
"RB","Rex Burkhead (7571929)","Rex Burkhead",7571929,3000,"Cin@NE 01:00PM ET","Cin","Rex","Burkhead","NE","Rex Burkhead",0
"RB","D.J. Foster (7571933)","D.J. Foster",7571933,3000,"Cin@NE 01:00PM ET","NE","D.J.","Foster","Cin","D.J. Foster",0
"WR","Matthew Slater (7572059)","Matthew Slater",7572059,3000,"Cin@NE 01:00PM ET","NE","Matthew","Slater","Cin","Matthew Slater",0
"WR","James Wright (7572064)","James Wright",7572064,3000,"Cin@NE 01:00PM ET","Cin","James","Wright","NE","James Wright",1.87
"WR","Malcolm Mitchell (7572066)","Malcolm Mitchell",7572066,3000,"Cin@NE 01:00PM ET","NE","Malcolm","Mitchell","Cin","Malcolm Mitchell",4.06
"WR","Alex Erickson (7572067)","Alex Erickson",7572067,3000,"Cin@NE 01:00PM ET","Cin","Alex","Erickson","NE","Alex Erickson",0
"WR","Cody Core (7572068)","Cody Core",7572068,3000,"Cin@NE 01:00PM ET","Cin","Cody","Core","NE","Cody Core",0
"WR","Tyler Boyd (7572069)","Tyler Boyd",7572069,3000,"Cin@NE 01:00PM ET","Cin","Tyler","Boyd","NE","Tyler Boyd",7.63
"RB","Taiwan Jones (7571935)","Taiwan Jones",7571935,3000,"KC@Oak 04:05PM ET","Oak","Taiwan","Jones","KC","Taiwan Jones",0
"RB","Anthony Sherman (7571936)","Anthony Sherman",7571936,3000,"KC@Oak 04:05PM ET","KC","Anthony","Sherman","Oak","Anthony Sherman",0
"RB","Knile Davis (7571938)","Knile Davis",7571938,3000,"KC@Oak 04:05PM ET","KC","Knile","Davis","Oak","Knile Davis",0
"RB","Jamize Olawale (7571940)","Jamize Olawale",7571940,3000,"KC@Oak 04:05PM ET","Oak","Jamize","Olawale","KC","Jamize Olawale",0
"WR","Albert Wilson (7572072)","Albert Wilson",7572072,3000,"KC@Oak 04:05PM ET","KC","Albert","Wilson","Oak","Albert Wilson",5.38
"WR","Andre Holmes (7572073)","Andre Holmes",7572073,3000,"KC@Oak 04:05PM ET","Oak","Andre","Holmes","KC","Andre Holmes",3.06
"WR","De'Anthony Thomas (7572075)","De'Anthony Thomas",7572075,3000,"KC@Oak 04:05PM ET","KC","De'Anthony","Thomas","Oak","De'Anthony Thomas",0
"WR","Demarcus Robinson (7572078)","Demarcus Robinson",7572078,3000,"KC@Oak 04:05PM ET","KC","Demarcus","Robinson","Oak","Demarcus Robinson",0
"WR","Johnny Holton (7572079)","Johnny Holton",7572079,3000,"KC@Oak 04:05PM ET","Oak","Johnny","Holton","KC","Johnny Holton",0
"WR","Tyreek Hill (7572080)","Tyreek Hill",7572080,3000,"KC@Oak 04:05PM ET","KC","Tyreek","Hill","Oak","Tyreek Hill",4.8
"RB","Patrick DiMarco (7571945)","Patrick DiMarco",7571945,3000,"Atl@Sea 04:25PM ET","Atl","Patrick","DiMarco","Sea","Patrick DiMarco",0
"RB","C.J. Prosise (7571950)","C.J. Prosise",7571950,3000,"Atl@Sea 04:25PM ET","Sea","C.J.","Prosise","Atl","C.J. Prosise",0
"RB","Alex Collins (7571951)","Alex Collins",7571951,3000,"Atl@Sea 04:25PM ET","Sea","Alex","Collins","Atl","Alex Collins",2.72
"WR","Eric Weems (7572081)","Eric Weems",7572081,3000,"Atl@Sea 04:25PM ET","Atl","Eric","Weems","Sea","Eric Weems",0
"WR","Aldrick Robinson (7572083)","Aldrick Robinson",7572083,3000,"Atl@Sea 04:25PM ET","Atl","Aldrick","Robinson","Sea","Aldrick Robinson",3.63
"WR","Justin Hardy (7572087)","Justin Hardy",7572087,3000,"Atl@Sea 04:25PM ET","Atl","Justin","Hardy","Sea","Justin Hardy",4.1
"WR","Paul Richardson (7572088)","Paul Richardson",7572088,3000,"Atl@Sea 04:25PM ET","Sea","Paul","Richardson","Atl","Paul Richardson",4.42
"WR","Tanner McEvoy (7572089)","Tanner McEvoy",7572089,3000,"Atl@Sea 04:25PM ET","Sea","Tanner","McEvoy","Atl","Tanner McEvoy",0
"WR","Taylor Gabriel (7572091)","Taylor Gabriel",7572091,3000,"Atl@Sea 04:25PM ET","Atl","Taylor","Gabriel","Sea","Taylor Gabriel",0
"RB","Lance Dunbar (7571954)","Lance Dunbar",7571954,3000,"Dal@GB 04:25PM ET","Dal","Lance","Dunbar","GB","Lance Dunbar",0
"RB","Rod Smith (7571956)","Rod Smith",7571956,3000,"Dal@GB 04:25PM ET","Dal","Rod","Smith","GB","Rod Smith",0
"RB","Keith Smith (7571957)","Keith Smith",7571957,3000,"Dal@GB 04:25PM ET","Dal","Keith","Smith","GB","Keith Smith",0
"RB","Aaron Ripkowski (7571958)","Aaron Ripkowski",7571958,3000,"Dal@GB 04:25PM ET","GB","Aaron","Ripkowski","Dal","Aaron Ripkowski",0
"RB","Darius Jackson (7571959)","Darius Jackson",7571959,3000,"Dal@GB 04:25PM ET","Dal","Darius","Jackson","GB","Darius Jackson",0
"WR","Jared Abbrederis (7572098)","Jared Abbrederis",7572098,3000,"Dal@GB 04:25PM ET","GB","Jared","Abbrederis","Dal","Jared Abbrederis",0
"WR","Ty Montgomery (7572099)","Ty Montgomery",7572099,3000,"Dal@GB 04:25PM ET","GB","Ty","Montgomery","Dal","Ty Montgomery",1.66
"WR","Trevor Davis (7572101)","Trevor Davis",7572101,3000,"Dal@GB 04:25PM ET","GB","Trevor","Davis","Dal","Trevor Davis",0
"WR","Lucky Whitehead (7572102)","Lucky Whitehead",7572102,3000,"Dal@GB 04:25PM ET","Dal","Lucky","Whitehead","GB","Lucky Whitehead",0
"WR","Jeff Janis (7572103)","Jeff Janis",7572103,3000,"Dal@GB 04:25PM ET","GB","Jeff","Janis","Dal","Jeff Janis",0
"RB","Robert Turbin (7571962)","Robert Turbin",7571962,3000,"Ind@Hou 08:30PM ET","Ind","Robert","Turbin","Hou","Robert Turbin",0
"RB","Jonathan Grimes (7571963)","Jonathan Grimes",7571963,3000,"Ind@Hou 08:30PM ET","Hou","Jonathan","Grimes","Ind","Jonathan Grimes",0
"RB","Jordan Todman (7571964)","Jordan Todman",7571964,3000,"Ind@Hou 08:30PM ET","Ind","Jordan","Todman","Hou","Jordan Todman",0
"RB","Alfred Blue (7571966)","Alfred Blue",7571966,3000,"Ind@Hou 08:30PM ET","Hou","Alfred","Blue","Ind","Alfred Blue",2.96
"RB","Jay Prosch (7571967)","Jay Prosch",7571967,3000,"Ind@Hou 08:30PM ET","Hou","Jay","Prosch","Ind","Jay Prosch",0
"RB","Tyler Ervin (7571968)","Tyler Ervin",7571968,3000,"Ind@Hou 08:30PM ET","Hou","Tyler","Ervin","Ind","Tyler Ervin",0
"RB","Josh Ferguson (7571969)","Josh Ferguson",7571969,3000,"Ind@Hou 08:30PM ET","Ind","Josh","Ferguson","Hou","Josh Ferguson",7.7
"WR","Devin Street (7572105)","Devin Street",7572105,3000,"Ind@Hou 08:30PM ET","Ind","Devin","Street","Hou","Devin Street",0
"WR","Keith Mumphery (7572106)","Keith Mumphery",7572106,3000,"Ind@Hou 08:30PM ET","Hou","Keith","Mumphery","Ind","Keith Mumphery",0
"WR","Quan Bray (7572108)","Quan Bray",7572108,3000,"Ind@Hou 08:30PM ET","Ind","Quan","Bray","Hou","Quan Bray",3.89
"WR","Braxton Miller (7572109)","Braxton Miller",7572109,3000,"Ind@Hou 08:30PM ET","Hou","Braxton","Miller","Ind","Braxton Miller",5.26
"WR","Chester Rogers (7572112)","Chester Rogers",7572112,3000,"Ind@Hou 08:30PM ET","Ind","Chester","Rogers","Hou","Chester Rogers",7.53
"WR","Jaelen Strong (7572113)","Jaelen Strong",7572113,3000,"Ind@Hou 08:30PM ET","Hou","Jaelen","Strong","Ind","Jaelen Strong",5.14
"TE","Charles Clay (7572116)","Charles Clay",7572116,2900,"SF@Buf 01:00PM ET","Buf","Charles","Clay","SF","Charles Clay",9.16
"TE","Will Tye (7572141)","Will Tye",7572141,2900,"Bal@NYG 01:00PM ET","NYG","Will","Tye","Bal","Will Tye",7.42
"TE","Richard Rodgers (7572203)","Richard Rodgers",7572203,2900,"Dal@GB 04:25PM ET","GB","Richard","Rodgers","Dal","Richard Rodgers",8.73
"TE","Jordan Cameron (7572168)","Jordan Cameron",7572168,2800,"Pit@Mia 01:00PM ET","Mia","Jordan","Cameron","Pit","Jordan Cameron",0
"TE","Jacob Tamme (7572191)","Jacob Tamme",7572191,2800,"Atl@Sea 04:25PM ET","Atl","Jacob","Tamme","Sea","Jacob Tamme",7.74
"TE","Lance Kendricks (7572160)","Lance Kendricks",7572160,2700,"LA@Det 01:00PM ET","LA","Lance","Kendricks","Det","Lance Kendricks",9.08
"TE","Clive Walford (7572187)","Clive Walford",7572187,2600,"KC@Oak 04:05PM ET","Oak","Clive","Walford","KC","Clive Walford",8.16
"TE","Kyle Nelson (7572115)","Kyle Nelson",7572115,2500,"SF@Buf 01:00PM ET","SF","Kyle","Nelson","Buf","Kyle Nelson",0
"TE","Garrett Celek (7572117)","Garrett Celek",7572117,2500,"SF@Buf 01:00PM ET","SF","Garrett","Celek","Buf","Garrett Celek",4.45
"TE","Vance McDonald (7572118)","Vance McDonald",7572118,2500,"SF@Buf 01:00PM ET","SF","Vance","McDonald","Buf","Vance McDonald",6.69
"TE","Gerald Christian (7572119)","Gerald Christian",7572119,2500,"SF@Buf 01:00PM ET","Buf","Gerald","Christian","SF","Gerald Christian",0
"TE","Blake Bell (7572120)","Blake Bell",7572120,2500,"SF@Buf 01:00PM ET","SF","Blake","Bell","Buf","Blake Bell",0
"TE","Je'Ron Hamm (7572121)","Je'Ron Hamm",7572121,2500,"SF@Buf 01:00PM ET","SF","Je'Ron","Hamm","Buf","Je'Ron Hamm",0
"TE","Nick O'Leary (7572122)","Nick O'Leary",7572122,2500,"SF@Buf 01:00PM ET","Buf","Nick","O'Leary","SF","Nick O'Leary",0
