"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual","Projection_reg","Projection_reg_split","RankTargets","RollingTargetPctg"
"RB","Kenneth Farrow (7941988)","Kenneth Farrow",7941988,4400,"Oak@SD 04:25PM ET","SD","Kenneth","Farrow","Oak",12.59,15.1,6.3,13.4444465552559,13.9135715514738,8,0.0196936542669584
"RB","Jamaal Charles (7941926)","Jamaal Charles",7941926,4300,"Ten@KC 01:00PM ET","KC","Jamaal","Charles","Ten",0,0,0,0,0,13,0.00657894736842105
"TE","Kyle Rudolph (7942203)","Kyle Rudolph",7942203,4300,"Ind@Min 01:00PM ET","Min","Kyle","Rudolph","Ind",12.1,11.3,17.7,11.2460850198037,11.6392069911121,1,0.220806794055202
"RB","Fitzgerald Toussaint (7941993)","Fitzgerald Toussaint",7941993,4300,"Pit@Cin 01:00PM ET","Pit","Fitzgerald","Toussaint","Cin",2.24,0,0,0.991067638483828,1.02623974869495,13,0.00200400801603206
"WR","Cameron Meredith (7942005)","Cameron Meredith",7942005,4200,"GB@Chi 01:00PM ET","Chi","Cameron","Meredith","GB",10.04,11.7,22.4,10.5432425861301,10.9112092118071,1,0.157446808510638
"RB","Jacquizz Rodgers (7941891)","Jacquizz Rodgers",7941891,4200,"TB@Dal 08:30PM ET","TB","Jacquizz","Rodgers","Dal",4.28,0,0,1.89364709496017,1.96085094839928,9,0.0293501048218029
"RB","Devontae Booker (7941980)","Devontae Booker",7941980,4200,"NE@Den 04:25PM ET","Den","Devontae","Booker","NE",8.04,8.3,5.3,7.88538111752495,8.16082538186454,5,0.0649350649350649
"RB","T.J. Yeldon (7941908)","T.J. Yeldon",7941908,4100,"Jax@Hou 01:00PM ET","Jax","T.J.","Yeldon","Hou",11.09,10.4,11.2,10.3299015584078,10.6909861992881,4,0.117977528089888
"WR","Will Fuller V (7942033)","Will Fuller V",7942033,4100,"Jax@Hou 01:00PM ET","Hou","Will","Fuller V","Jax",0,0,0,0,0,0,0
"RB","Isaiah Crowell (7941913)","Isaiah Crowell",7941913,4100,"Cle@Buf 01:00PM ET","Cle","Isaiah","Crowell","Buf",11.6,12.7,2.8,11.7549150082974,12.1653525821799,6,0.0920770877944325
"WR","Corey Coleman (7942043)","Corey Coleman",7942043,4100,"Cle@Buf 01:00PM ET","Cle","Corey","Coleman","Buf",10.84,11,5.4,10.5321700924038,10.9001149259974,4,0.119914346895075
"RB","Tim Hightower (7941954)","Tim Hightower",7941954,4100,"NO@Ari 04:05PM ET","NO","Tim","Hightower","Ari",7.28,9.1,19.8,7.96629770790365,8.24418944629696,8,0.0406654343807763
"TE","Antonio Gates (7942225)","Antonio Gates",7942225,4100,"Oak@SD 04:25PM ET","SD","Antonio","Gates","Oak",11.22,11.6,2.1,11.0131763997234,11.3978735820271,4,0.150984682713348
"RB","Jeremy Langford (7941882)","Jeremy Langford",7941882,4000,"GB@Chi 01:00PM ET","Chi","Jeremy","Langford","GB",3.97,3.7,3.2,3.68590944213159,3.81475724397393,9,0.0468085106382979
"WR","Marqise Lee (7942030)","Marqise Lee",7942030,4000,"Jax@Hou 01:00PM ET","Jax","Marqise","Lee","Hou",11.09,11,6,10.6427803199132,11.0146506122356,2,0.168539325842697
"RB","Darren Sproles (7941917)","Darren Sproles",7941917,4000,"Phi@Bal 01:00PM ET","Phi","Darren","Sproles","Bal",0,0,0,0,0,4,0.132382892057026
"RB","Shane Vereen (7941937)","Shane Vereen",7941937,4000,"Det@NYG 01:00PM ET","NYG","Shane","Vereen","Det",7.2,7.6,4,7.14870553133727,7.39837699433175,10,0.032258064516129
"RB","Jerick McKinnon (7941952)","Jerick McKinnon",7941952,4000,"Ind@Min 01:00PM ET","Min","Jerick","McKinnon","Ind",8.45,7.3,16.1,7.54531728813137,7.80922321904934,5,0.0764331210191083
"WR","Michael Floyd (7942090)","Michael Floyd",7942090,4000,"NO@Ari 04:05PM ET","Ari","Michael","Floyd","NO",0,0,0,0,0,3,0.134301270417423
"TE","Martellus Bennett (7942220)","Martellus Bennett",7942220,4000,"NE@Den 04:25PM ET","NE","Martellus","Bennett","Den",10.55,9.7,5.5,9.72595824523138,10.0659806352412,3,0.141078838174274
"RB","Ryan Mathews (7941918)","Ryan Mathews",7941918,3900,"Phi@Bal 01:00PM ET","Phi","Ryan","Mathews","Bal",10.83,9.9,25.3,9.95413462054364,10.3021487414773,8,0.0244399185336049
"RB","Terrance West (7941921)","Terrance West",7941921,3900,"Phi@Bal 01:00PM ET","Bal","Terrance","West","Phi",8.63,6.2,16.2,7.05134558917829,7.29830415607033,7,0.0636363636363636
"TE","Delanie Walker (7942184)","Delanie Walker",7942184,3900,"Ten@KC 01:00PM ET","Ten","Delanie","Walker","KC",10.97,11.4,11.5,10.7982732517123,11.1754497581397,1,0.194711538461538
"WR","J.J. Nelson (7942093)","J.J. Nelson",7942093,3900,"NO@Ari 04:05PM ET","Ari","J.J.","Nelson","NO",10.58,13.6,14.8,11.7729434223173,12.1835436017491,6,0.0834845735027223
"RB","DuJuan Harris (7941965)","DuJuan Harris",7941965,3900,"SF@Atl 04:05PM ET","SF","DuJuan","Harris","Atl",0,1.1,0,0.573611062759817,0.593384757070571,10,0.0224438902743142
"RB","Dion Lewis (7941976)","Dion Lewis",7941976,3900,"NE@Den 04:25PM ET","NE","Dion","Lewis","Den",7.36,10.7,12.4,8.83603634472092,9.14394596708677,8,0.037344398340249
"RB","Charles Sims (7941893)","Charles Sims",7941893,3800,"TB@Dal 08:30PM ET","TB","Charles","Sims","Dal",9.82,7.4,4.9,8.20360779513353,8.49082284845969,7,0.0461215932914046
"TE","Cameron Brate (7942160)","Cameron Brate",7942160,3800,"TB@Dal 08:30PM ET","TB","Cameron","Brate","Dal",11.5,10.1,18.3,10.3548629507705,10.716992518245,2,0.157232704402516
"RB","Kenneth Dixon (7941923)","Kenneth Dixon",7941923,3800,"Phi@Bal 01:00PM ET","Bal","Kenneth","Dixon","Phi",11.73,12,9.6,11.4474071048461,11.8473026572516,8,0.0581818181818182
"RB","Wendell Smallwood (7941925)","Wendell Smallwood",7941925,3800,"Phi@Bal 01:00PM ET","Phi","Wendell","Smallwood","Bal",0,0,0,0,0,8,0.0244399185336049
"RB","Paul Perkins (7941944)","Paul Perkins",7941944,3800,"Det@NYG 01:00PM ET","NYG","Paul","Perkins","Det",6.94,3.1,5.6,4.68708018343738,4.85177678353706,8,0.0403225806451613
"WR","Phillip Dorsett (7942082)","Phillip Dorsett",7942082,3800,"Ind@Min 01:00PM ET","Ind","Phillip","Dorsett","Min",9.15,10,12,9.26298035193166,9.58641299878064,3,0.109311740890688
"WR","John Brown (7942091)","John Brown",7942091,3800,"NO@Ari 04:05PM ET","Ari","John","Brown","NO",5.93,9.9,19.1,7.78617416136027,8.05724929120705,4,0.114337568058076
"WR","Chris Hogan (7942123)","Chris Hogan",7942123,3800,"NE@Den 04:25PM ET","NE","Chris","Hogan","Den",8.07,8.3,2.8,7.89865434482607,8.17456966421313,4,0.105809128630705
"WR","Travis Benjamin (7942129)","Travis Benjamin",7942129,3800,"Oak@SD 04:25PM ET","SD","Travis","Benjamin","Oak",6.12,8,13.6,6.87945518950042,7.11935910508079,3,0.153172866520788
"WR","Adam Humphries (7942020)","Adam Humphries",7942020,3700,"TB@Dal 08:30PM ET","TB","Adam","Humphries","Dal",8.9,9.8,12.9,9.04807720392052,9.36398917489317,3,0.146750524109015
"RB","Chris Ivory (7941898)","Chris Ivory",7941898,3700,"Jax@Hou 01:00PM ET","Jax","Chris","Ivory","Hou",8.06,8.2,4.4,7.84208347547481,8.116044167939,7,0.0393258426966292
"TE","Eric Ebron (7942198)","Eric Ebron",7942198,3700,"Det@NYG 01:00PM ET","Det","Eric","Ebron","NYG",8.97,10.4,7.6,9.3919268291285,9.71972357998747,5,0.127348643006263
"TE","Ladarius Green (7942233)","Ladarius Green",7942233,3700,"Pit@Cin 01:00PM ET","Pit","Ladarius","Green","Cin",11.42,9.2,12.2,9.85014953570947,10.1948444792274,6,0.0501002004008016
"TE","C.J. Fiedorowicz (7942163)","C.J. Fiedorowicz",7942163,3600,"Jax@Hou 01:00PM ET","Hou","C.J.","Fiedorowicz","Jax",0,0,0,0,0,2,0.161637931034483
"RB","Kenjon Barner (7941919)","Kenjon Barner",7941919,3600,"Phi@Bal 01:00PM ET","Phi","Kenjon","Barner","Bal",6.2,7.1,5.1,6.44553232004538,6.67051390525566,12,0.0142566191446029
"RB","James White (7941978)","James White",7941978,3600,"NE@Den 04:25PM ET","NE","James","White","Den",8.23,7.3,6.5,7.44798028792314,7.70843181515965,2,0.161825726141079
"WR","Eli Rogers (7942145)","Eli Rogers",7942145,3600,"Pit@Cin 01:00PM ET","Pit","Eli","Rogers","Cin",7.56,8.4,18.5,7.72515594095788,7.99486093311165,4,0.0981963927855711
"RB","Christine Michael (7941881)","Christine Michael",7941881,3500,"GB@Chi 01:00PM ET","GB","Christine","Michael","Chi",7.15,5.4,10.5,5.97936136031577,6.18870034294295,0,0
"WR","Robert Woods (7942039)","Robert Woods",7942039,3500,"Cle@Buf 01:00PM ET","Buf","Robert","Woods","Cle",8.91,6.9,1.5,7.54025426574502,7.80419260642938,2,0.177083333333333
"WR","Dorial Green-Beckham (7942053)","Dorial Green-Beckham",7942053,3500,"Phi@Bal 01:00PM ET","Phi","Dorial","Green-Beckham","Bal",8.77,8.3,2.1,8.20836298185227,8.4952695856803,3,0.134419551934827
"RB","Dwayne Washington (7941945)","Dwayne Washington",7941945,3500,"Det@NYG 01:00PM ET","Det","Dwayne","Washington","NYG",11.05,11.3,6,10.7815220642644,11.1581571089113,8,0.0187891440501044
"RB","Andre Ellington (7941958)","Andre Ellington",7941958,3500,"NO@Ari 04:05PM ET","Ari","Andre","Ellington","NO",2.56,3,1.9,2.69704253722258,2.79116749181787,9,0.029038112522686
"WR","Torrey Smith (7942102)","Torrey Smith",7942102,3500,"SF@Atl 04:05PM ET","SF","Torrey","Smith","Atl",0,0,0,0,0,3,0.129675810473815
"RB","Rex Burkhead (7941992)","Rex Burkhead",7941992,3500,"Pit@Cin 01:00PM ET","Cin","Rex","Burkhead","Pit",7.55,6.4,7,6.67780232683966,6.91139812917017,9,0.0252631578947368
"WR","Marquess Wilson (7942004)","Marquess Wilson",7942004,3400,"GB@Chi 01:00PM ET","Chi","Marquess","Wilson","GB",0,0,0,0,0,10,0.0340425531914894
"WR","Russell Shepard (7942016)","Russell Shepard",7942016,3400,"TB@Dal 08:30PM ET","TB","Russell","Shepard","Dal",5.77,4.5,2.9,4.89947476220609,5.07096673548629,6,0.0566037735849057
"TE","Jason Witten (7942155)","Jason Witten",7942155,3400,"TB@Dal 08:30PM ET","Dal","Jason","Witten","TB",9.04,10.5,14.1,9.47504415308201,9.80573764095879,2,0.202469135802469
"WR","Allen Hurns (7942026)","Allen Hurns",7942026,3400,"Jax@Hou 01:00PM ET","Jax","Allen","Hurns","Hou",0,0,0,0,0,3,0.146067415730337
"RB","Matt Asiata (7941948)","Matt Asiata",7941948,3400,"Ind@Min 01:00PM ET","Min","Matt","Asiata","Ind",5.08,6.3,3,5.53282681879633,5.7258414803114,6,0.0658174097664544
"WR","Jeremy Kerley (7942103)","Jeremy Kerley",7942103,3400,"SF@Atl 04:05PM ET","SF","Jeremy","Kerley","Atl",9.89,10.9,7.8,10.0597047676174,10.4109352494673,1,0.224438902743142
"WR","Aldrick Robinson (7942104)","Aldrick Robinson",7942104,3400,"SF@Atl 04:05PM ET","Atl","Aldrick","Robinson","SF",9.31,8.7,18.1,8.65586691427605,8.95844294325337,8,0.0551876379690949
"RB","DeAndre Washington (7941985)","DeAndre Washington",7941985,3400,"Oak@SD 04:25PM ET","Oak","DeAndre","Washington","SD",0,0,4.4,0,0,9,0.0324427480916031
"RB","James Starks (7941880)","James Starks",7941880,3300,"GB@Chi 01:00PM ET","GB","James","Starks","Chi",0,0,0,0,0,7,0.0478011472275335
"WR","Joshua Bellamy (7942003)","Joshua Bellamy",7942003,3300,"GB@Chi 01:00PM ET","Chi","Joshua","Bellamy","GB",0,0,0,0,0,0,0
"WR","Paul Turner (7942050)","Paul Turner",7942050,3300,"Phi@Bal 01:00PM ET","Phi","Paul","Turner","Bal",4.56,2,0,3.0604597547885,3.1680122934781,10,0.0203665987780041
"TE","Dennis Pitta (7942177)","Dennis Pitta",7942177,3300,"Phi@Bal 01:00PM ET","Bal","Dennis","Pitta","Phi",8.21,8.1,3.6,7.85630315172953,8.13082151085737,2,0.170909090909091
"WR","Tajae Sharpe (7942065)","Tajae Sharpe",7942065,3300,"Ten@KC 01:00PM ET","Ten","Tajae","Sharpe","KC",8.26,8.1,3,7.8784251972314,8.15372864810503,2,0.1875
"WR","Victor Cruz (7942069)","Victor Cruz",7942069,3300,"Det@NYG 01:00PM ET","NYG","Victor","Cruz","Det",6.64,7.7,3.9,6.9530850819672,7.19576112598261,3,0.108870967741935
"RB","Robert Turbin (7941949)","Robert Turbin",7941949,3300,"Ind@Min 01:00PM ET","Ind","Robert","Turbin","Min",4.26,4.9,19.4,4.43997482905315,4.59494746590549,7,0.0546558704453441
"WR","Justin Hardy (7942109)","Justin Hardy",7942109,3300,"SF@Atl 04:05PM ET","Atl","Justin","Hardy","SF",5.84,5.8,2.6,5.60834960917031,5.80430962235278,9,0.0507726269315673
"WR","Danny Amendola (7942115)","Danny Amendola",7942115,3300,"NE@Den 04:25PM ET","NE","Danny","Amendola","Den",0,0,0,0,0,7,0.0622406639004149
"WR","Terrance Williams (7942014)","Terrance Williams",7942014,3200,"TB@Dal 08:30PM ET","Dal","Terrance","Williams","TB",8.35,7.9,6,7.81395195863298,8.08707335750161,4,0.125925925925926
"RB","Denard Robinson (7941901)","Denard Robinson",7941901,3200,"Jax@Hou 01:00PM ET","Jax","Denard","Robinson","Hou",0,0,0,0,0,13,0.00749063670411985
"RB","Duke Johnson Jr. (7941915)","Duke Johnson",7941915,3200,"Cle@Buf 01:00PM ET","Cle","Duke","Johnson","Buf",9.19,9,0,8.75921338582424,9.06529802033279,3,0.145610278372591
"WR","Kendall Wright (7942059)","Kendall Wright",7942059,3200,"Ten@KC 01:00PM ET","Ten","Kendall","Wright","KC",6.22,7.5,3.9,6.6629669792497,6.89545303545311,5,0.0865384615384615
"WR","Albert Wilson (7942060)","Albert Wilson",7942060,3200,"Ten@KC 01:00PM ET","KC","Albert","Wilson","Ten",6.07,2.8,0,4.14571721095214,4.29136038895407,5,0.105263157894737
"WR","Cordarrelle Patterson (7942084)","Cordarrelle Patterson",7942084,3200,"Ind@Min 01:00PM ET","Min","Cordarrelle","Patterson","Ind",6.26,7.7,9.9,6.78495753615298,7.02166688290043,4,0.125265392781316
"TE","Coby Fleener (7942210)","Coby Fleener",7942210,3200,"NO@Ari 04:05PM ET","NO","Coby","Fleener","Ari",8.13,8.6,3,8.081640180181,8.36389043538411,4,0.125693160813309
"WR","Quinton Patton (7942110)","Quinton Patton",7942110,3200,"SF@Atl 04:05PM ET","SF","Quinton","Patton","Atl",8.21,10.6,2.3,9.15996465800184,9.47942323147231,2,0.154613466334165
"RB","Jalen Richard (7941989)","Jalen Richard",7941989,3200,"Oak@SD 04:25PM ET","Oak","Jalen","Richard","SD",4.55,6.5,8.9,5.40262605697828,5.59091396313545,6,0.0591603053435115
"WR","Eddie Royal (7941999)","Eddie Royal",7941999,3100,"GB@Chi 01:00PM ET","Chi","Eddie","Royal","GB",0,0,0,0,0,5,0.0957446808510638
"WR","Marquise Goodwin (7942037)","Marquise Goodwin",7942037,3100,"Cle@Buf 01:00PM ET","Buf","Marquise","Goodwin","Cle",6.58,5.3,7.3,5.67502358134354,5.87361490949509,3,0.140625
"WR","Breshad Perriman (7942052)","Breshad Perriman",7942052,3100,"Phi@Bal 01:00PM ET","Bal","Breshad","Perriman","Phi",8.2,5.1,0,6.28748493510238,6.50791801866992,4,0.0963636363636364
"WR","Nelson Agholor (7942055)","Nelson Agholor",7942055,3100,"Phi@Bal 01:00PM ET","Phi","Nelson","Agholor","Bal",5.23,5,2,4.92128897204034,5.0932899973346,5,0.128309572301426
"WR","Chris Conley (7942062)","Chris Conley",7942062,3100,"Ten@KC 01:00PM ET","KC","Chris","Conley","Ten",7.54,6.2,3.1,6.5690849972375,6.79892856407144,3,0.135964912280702
"TE","Vance McDonald (7942214)","Vance McDonald",7942214,3100,"SF@Atl 04:05PM ET","SF","Vance","McDonald","Atl",0,0,0,0,0,4,0.109725685785536
"RB","Ka'Deem Carey (7941883)","Ka'Deem Carey",7941883,3000,"GB@Chi 01:00PM ET","Chi","Ka'Deem","Carey","GB",1.88,2.3,0.1,2.03115749664088,2.10202194347758,13,0.0148936170212766
"RB","Aaron Ripkowski (7941884)","Aaron Ripkowski",7941884,3000,"GB@Chi 01:00PM ET","GB","Aaron","Ripkowski","Chi",0,2.6,0,1.3558079665232,1.40254578943953,0,0
"RB","Joe Kerridge (7941885)","Joe Kerridge",7941885,3000,"GB@Chi 01:00PM ET","GB","Joe","Kerridge","Chi",0,0,0,0,0,0,0
"RB","Paul Lasike (7941886)","Paul Lasike",7941886,3000,"GB@Chi 01:00PM ET","Chi","Paul","Lasike","GB",0,0,0,0,0,0,0
"WR","Deonte Thompson (7942000)","Deonte Thompson",7942000,3000,"GB@Chi 01:00PM ET","Chi","Deonte","Thompson","GB",2.73,4.2,22,3.39801501493965,3.51638058435506,8,0.051063829787234
"WR","Trevor Davis (7942008)","Trevor Davis",7942008,3000,"GB@Chi 01:00PM ET","GB","Trevor","Davis","Chi",0,0,0,0,0,10,0.0152963671128107
"WR","Daniel Braverman (7942009)","Daniel Braverman",7942009,3000,"GB@Chi 01:00PM ET","Chi","Daniel","Braverman","GB",0,0,0,0,0,14,0.00425531914893617
"WR","Jeff Janis (7942010)","Jeff Janis",7942010,3000,"GB@Chi 01:00PM ET","GB","Jeff","Janis","Chi",2.59,1.3,0,1.82382594025853,1.88786260414831,8,0.0344168260038241
"WR","Geronimo Allison (7942011)","Geronimo Allison",7942011,3000,"GB@Chi 01:00PM ET","GB","Geronimo","Allison","Chi",0,0,1.7,0,0,10,0.0152963671128107
"RB","Darren McFadden (7941888)","Darren McFadden",7941888,3000,"TB@Dal 08:30PM ET","Dal","Darren","McFadden","TB",4.01,0,1.8,1.77418804925007,1.83715240726195,0,0
"RB","Lance Dunbar (7941892)","Lance Dunbar",7941892,3000,"TB@Dal 08:30PM ET","Dal","Lance","Dunbar","TB",0,2.4,4,1.25151504602142,1.29465765179034,7,0.0395061728395062
"RB","Keith Smith (7941894)","Keith Smith",7941894,3000,"TB@Dal 08:30PM ET","Dal","Keith","Smith","TB",0,0,0,0,0,0,0
"RB","Darius Jackson (7941895)","Darius Jackson",7941895,3000,"TB@Dal 08:30PM ET","Dal","Darius","Jackson","TB",0,0,0,0,0,0,0
"RB","Peyton Barber (7941897)","Peyton Barber",7941897,3000,"TB@Dal 08:30PM ET","TB","Peyton","Barber","Dal",0,0,0,0,0,12,0.0146750524109015
"WR","Brice Butler (7942013)","Brice Butler",7942013,3000,"TB@Dal 08:30PM ET","Dal","Brice","Butler","TB",3.6,1.9,3.1,2.58357002090168,2.67425118949852,6,0.0691358024691358
"WR","Josh Huff (7942017)","Josh Huff",7942017,3000,"TB@Dal 08:30PM ET","TB","Josh","Huff","Dal",2.96,0,0,1.30962509371077,1.35610252506119,15,0.00419287211740042
"WR","Freddie Martino (7942018)","Freddie Martino",7942018,3000,"TB@Dal 08:30PM ET","TB","Freddie","Martino","Dal",2.66,5.1,3.5,3.83636229349506,3.96980721162972,11,0.0188679245283019
"WR","Lucky Whitehead (7942021)","Lucky Whitehead",7942021,3000,"TB@Dal 08:30PM ET","Dal","Lucky","Whitehead","TB",0,0,-0.4,0,0,11,0.00740740740740741
"WR","Vince Mayle (7942022)","Vince Mayle",7942022,3000,"TB@Dal 08:30PM ET","Dal","Vince","Mayle","TB",0,0,0,0,0,0,0
"WR","Donteea Dye (7942023)","Donteea Dye",7942023,3000,"TB@Dal 08:30PM ET","TB","Donteea","Dye","Dal",0,0,0,0,0,0,0
"RB","Jonathan Grimes (7941899)","Jonathan Grimes",7941899,3000,"Jax@Hou 01:00PM ET","Hou","Jonathan","Grimes","Jax",1.54,2.1,3.5,1.77643466672637,1.83836527254433,9,0.021551724137931
"RB","Jay Prosch (7941903)","Jay Prosch",7941903,3000,"Jax@Hou 01:00PM ET","Hou","Jay","Prosch","Jax",0,1.1,0,0.573611062759817,0.593384757070571,0,0
"RB","Corey Grant (7941904)","Corey Grant",7941904,3000,"Jax@Hou 01:00PM ET","Jax","Corey","Grant","Hou",0,0,0,0,0,15,0.00374531835205993
"RB","Tyler Ervin (7941905)","Tyler Ervin",7941905,3000,"Jax@Hou 01:00PM ET","Hou","Tyler","Ervin","Jax",0,0,0,0,0,11,0.0107758620689655
"RB","Bronson Hill (7941906)","Bronson Hill",7941906,3000,"Jax@Hou 01:00PM ET","Jax","Bronson","Hill","Hou",0,0,0,0,0,0,0
"RB","Akeem Hunt (7941907)","Akeem Hunt",7941907,3000,"Jax@Hou 01:00PM ET","Hou","Akeem","Hunt","Jax",0,0,1.5,0,0,13,0.00431034482758621
"WR","Bryan Walters (7942024)","Bryan Walters",7942024,3000,"Jax@Hou 01:00PM ET","Jax","Bryan","Walters","Hou",2.95,1.6,4.6,2.13954404862468,2.21462619880521,10,0.0262172284644195
"WR","Arrelious Benn (7942025)","Arrelious Benn",7942025,3000,"Jax@Hou 01:00PM ET","Jax","Arrelious","Benn","Hou",1.87,1.6,0,1.66170786578426,1.71983203425586,11,0.0187265917602996
"WR","Keith Mumphery (7942027)","Keith Mumphery",7942027,3000,"Jax@Hou 01:00PM ET","Hou","Keith","Mumphery","Jax",5.95,5.2,2.1,5.34413934776907,5.53104091135003,12,0.00862068965517241
"WR","Braxton Miller (7942029)","Braxton Miller",7942029,3000,"Jax@Hou 01:00PM ET","Hou","Braxton","Miller","Jax",0,0,0,0,0,6,0.0603448275862069
"WR","Shane Wynn (7942031)","Shane Wynn",7942031,3000,"Jax@Hou 01:00PM ET","Jax","Shane","Wynn","Hou",0,0,0,0,0,14,0.00561797752808989
"RB","Reggie Bush (7941909)","Reggie Bush",7941909,3000,"Cle@Buf 01:00PM ET","Buf","Reggie","Bush","Cle",0,2.5,0,1.30366150627231,1.34860172061493,9,0.03125
"RB","Jerome Felton (7941910)","Jerome Felton",7941910,3000,"Cle@Buf 01:00PM ET","Buf","Jerome","Felton","Cle",0,0,2.2,0,0,0,0
"RB","George Atkinson III (7941914)","George Atkinson III",7941914,3000,"Cle@Buf 01:00PM ET","Cle","George","Atkinson III","Buf",0,0,0,0,0,0,0
"RB","Jonathan Williams (7941916)","Jonathan Williams",7941916,3000,"Cle@Buf 01:00PM ET","Buf","Jonathan","Williams","Cle",0,0,1,0,0,15,0.00520833333333333
"WR","Andrew Hawkins (7942034)","Andrew Hawkins",7942034,3000,"Cle@Buf 01:00PM ET","Cle","Andrew","Hawkins","Buf",4.97,5.1,4.3,4.85840079568151,5.02811695247139,5,0.100642398286938
"WR","Brandon Tate (7942035)","Brandon Tate",7942035,3000,"Cle@Buf 01:00PM ET","Buf","Brandon","Tate","Cle",0,0,3,0,0,10,0.0286458333333333
"WR","Justin Hunter (7942038)","Justin Hunter",7942038,3000,"Cle@Buf 01:00PM ET","Buf","Justin","Hunter","Cle",3.23,2.3,2.6,2.6284527251914,2.72051464916427,7,0.0520833333333333
"WR","Dezmin Lewis (7942040)","Dezmin Lewis",7942040,3000,"Cle@Buf 01:00PM ET","Buf","Dezmin","Lewis","Cle",0,0,0,0,0,17,0.00260416666666667
"WR","Ricardo Louis (7942042)","Ricardo Louis",7942042,3000,"Cle@Buf 01:00PM ET","Cle","Ricardo","Louis","Buf",2,0,0,0.884881820074846,0.916285489906208,7,0.0685224839400428
"WR","Rashard Higgins (7942044)","Rashard Higgins",7942044,3000,"Cle@Buf 01:00PM ET","Cle","Rashard","Higgins","Buf",0,1.4,0,0.730050443512494,0.755216963544364,8,0.0235546038543897
"TE","Gary Barnidge (7942168)","Gary Barnidge",7942168,3000,"Cle@Buf 01:00PM ET","Cle","Gary","Barnidge","Buf",7.41,7.5,5.5,7.18947166219423,7.4406429019473,2,0.15203426124197
"RB","Kyle Juszczyk (7941920)","Kyle Juszczyk",7941920,3000,"Phi@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Phi",0,3.6,4.5,1.87727256903213,1.94198647768551,0,0
"RB","Javorius Allen (7941922)","Javorius Allen",7941922,3000,"Phi@Bal 01:00PM ET","Bal","Javorius","Allen","Phi",0,0,0,0,0,12,0.0109090909090909
"RB","Lorenzo Taliaferro (7941924)","Lorenzo Taliaferro",7941924,3000,"Phi@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Phi",0,0,0,0,0,14,0.00545454545454545
"WR","Devin Hester (7942046)","Devin Hester",7942046,3000,"Phi@Bal 01:00PM ET","Bal","Devin","Hester","Phi",0,0,0,0,0,0,0
"WR","Kamar Aiken (7942048)","Kamar Aiken",7942048,3000,"Phi@Bal 01:00PM ET","Bal","Kamar","Aiken","Phi",4.29,5.1,9.9,4.55754097685606,4.71657988590328,5,0.0854545454545454
"WR","Chris Moore (7942051)","Chris Moore",7942051,3000,"Phi@Bal 01:00PM ET","Bal","Chris","Moore","Phi",0,0,0,0,0,9,0.0309090909090909
"WR","Bryce Treggs (7942054)","Bryce Treggs",7942054,3000,"Phi@Bal 01:00PM ET","Phi","Bryce","Treggs","Bal",0,0,0.4,0,0,11,0.0162932790224033
"RB","Anthony Sherman (7941928)","Anthony Sherman",7941928,3000,"Ten@KC 01:00PM ET","KC","Anthony","Sherman","Ten",0,0,0,0,0,0,0
"RB","Knile Davis (7941929)","Knile Davis",7941929,3000,"Ten@KC 01:00PM ET","KC","Knile","Davis","Ten",0,0,0,0,0,11,0.0087719298245614
"RB","Jalston Fowler (7941931)","Jalston Fowler",7941931,3000,"Ten@KC 01:00PM ET","Ten","Jalston","Fowler","KC",0,0,0.3,0,0,0,0
"RB","David Fluellen (7941932)","David Fluellen",7941932,3000,"Ten@KC 01:00PM ET","Ten","David","Fluellen","KC",0,0,0,0,0,0,0
"RB","Antonio Andrews (7941933)","Antonio Andrews",7941933,3000,"Ten@KC 01:00PM ET","Ten","Antonio","Andrews","KC",0,1,0,0.521464602508924,0.539440688245974,0,0
"WR","Harry Douglas (7942056)","Harry Douglas",7942056,3000,"Ten@KC 01:00PM ET","Ten","Harry","Douglas","KC",3.04,0,0,1.34502036651377,1.39275394465744,7,0.0408653846153846
"WR","Marc Mariani (7942057)","Marc Mariani",7942057,3000,"Ten@KC 01:00PM ET","Ten","Marc","Mariani","KC",0,0,0,0,0,0,0
"WR","Tre McBride (7942063)","Tre McBride",7942063,3000,"Ten@KC 01:00PM ET","Ten","Tre","McBride","KC",0,0,0,0,0,0,0
"WR","De'Anthony Thomas (7942064)","De'Anthony Thomas",7942064,3000,"Ten@KC 01:00PM ET","KC","De'Anthony","Thomas","Ten",0,0,1.8,0,0,9,0.0153508771929825
"WR","Demarcus Robinson (7942066)","Demarcus Robinson",7942066,3000,"Ten@KC 01:00PM ET","KC","Demarcus","Robinson","Ten",0,0,0,0,0,0,0
"RB","Bobby Rainey (7941938)","Bobby Rainey",7941938,3000,"Det@NYG 01:00PM ET","NYG","Bobby","Rainey","Det",0,0,0,0,0,6,0.0463709677419355
"RB","Joique Bell (7941940)","Joique Bell",7941940,3000,"Det@NYG 01:00PM ET","Det","Joique","Bell","NYG",0,3.5,0,1.82512610878123,1.88804240886091,13,0.00208768267223382
"RB","Michael Burton (7941941)","Michael Burton",7941941,3000,"Det@NYG 01:00PM ET","Det","Michael","Burton","NYG",0,0,0,0,0,0,0
