"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","FreqInd","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs","Projection_dfn_floor","Projection_dfn_ceiling","Actual"
"QB","Jimmy Garoppolo (7642358)","Jimmy Garoppolo",7642358,5000,"NE@Buf 01:00PM ET","NE","Jimmy","Garoppolo","Buf",0,0,11,0.00431034482758621,0,0,0,16.1,21.4,NA,NA,-0.3,NA,NA,"Garoppolo, Jimmy",1,1,0,10,6,1.1,23.7,-0.1
"QB","Cardale Jones (7642359)","Cardale Jones",7642359,5000,"NE@Buf 01:00PM ET","Buf","Cardale","Jones","NE",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Jones, Cardale",NA,NA,NA,NA,NA,0,0,0
"QB","Kellen Clemens (7642360)","Kellen Clemens",7642360,5000,"SD@Den 04:05PM ET","SD","Kellen","Clemens","Den",0,0,NA,NA,0,0,0,NA,-0.1,NA,NA,NA,NA,NA,"Clemens, Kellen",NA,NA,NA,NA,NA,-0.1,-0.1,0
"QB","Austin Davis (7642362)","Austin Davis",7642362,5000,"SD@Den 04:05PM ET","Den","Austin","Davis","SD",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Davis, Austin",NA,NA,NA,NA,NA,0,0,0
"QB","Paxton Lynch (7642364)","Paxton Lynch",7642364,5000,"SD@Den 04:05PM ET","Den","Paxton","Lynch","SD",0,0,NA,NA,0,0,0,NA,NA,NA,10.4,13.7,NA,NA,"Lynch, Paxton",NA,NA,NA,NA,NA,9.7,14.4,0
"QB","Derek Anderson (7642365)","Derek Anderson",7642365,5000,"Ari@Car 01:00PM ET","Car","Derek","Anderson","Ari",0,0,NA,NA,0,0,0,NA,NA,0.1,14.9,8.5,NA,NA,"Anderson, Derek",NA,NA,NA,NA,NA,0.4,15.2,0
"QB","Drew Stanton (7642367)","Drew Stanton",7642367,5000,"Ari@Car 01:00PM ET","Ari","Drew","Stanton","Car",0,0,NA,NA,0,0,0,NA,0.4,NA,-0.5,12.8,0.4,NA,"Stanton, Drew",NA,NA,NA,NA,NA,-3.1,9.6,0
"QB","Joe Webb (7642368)","Joe Webb",7642368,5000,"Ari@Car 01:00PM ET","Car","Joe","Webb","Ari",0,0,10,0.00423728813559322,0,0,0,NA,NA,NA,1.3,NA,NA,NA,"Webb, Joe",1,1,0,10,8,1.3,1.3,0
"QB","Mark Sanchez (7642371)","Mark Sanchez",7642371,5000,"Phi@Dal 08:30PM ET","Dal","Mark","Sanchez","Phi",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Sanchez, Mark",NA,NA,NA,NA,NA,0,0,0
"QB","Chase Daniel (7642372)","Chase Daniel",7642372,5000,"Phi@Dal 08:30PM ET","Phi","Chase","Daniel","Dal",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Daniel, Chase",NA,NA,NA,NA,NA,0,0,0
"TE","Travis Kelce (7642574)","Travis Kelce",7642574,4900,"KC@Ind 01:00PM ET","KC","Travis","Kelce","Ind",12.78,13.3,2,0.165094339622642,12.3181439484794,12.2062064791569,1,13.4,8.4,20.9,13.3,NA,6.2,4.4,"Kelce, Travis",27,35,2,1,2,5.1,17.1,26.1
"WR","Davante Adams (7642528)","Davante Adams",7642528,4900,"GB@Atl 04:25PM ET","GB","Davante","Adams","Atl",16.41,12.7,3,0.19047619047619,13.2952521976494,13.3756145782027,1,14,4.6,10.3,NA,19.5,5.4,41.2,"Adams, Davante",30,48,5,2,1,2.2,29.4,19.4
"RB","Jonathan Stewart (7642447)","Jonathan Stewart",7642447,4900,"Ari@Car 01:00PM ET","Car","Jonathan","Stewart","Ari",12.05,10.9,9,0.0211864406779661,10.6696570429932,10.6480802649901,0,6.4,3.6,NA,NA,NA,20.5,NA,"Stewart, Jonathan",3,5,0,9,8,1.1,19.2,24
"WR","Quincy Enunwa (7642510)","Quincy Enunwa",7642510,4800,"NYJ@Cle 01:00PM ET","NYJ","Quincy","Enunwa","Cle",10.48,10,2,0.196,9.57913626175174,9.53374345279784,1,18.4,15.2,7.7,12,9.1,7.2,15.3,"Enunwa, Quincy",32,49,2,1,1,7.8,16.4,19.3
"RB","James White (7642435)","James White",7642435,4800,"NE@Buf 01:00PM ET","NE","James","White","Buf",10.68,12.4,2,0.176724137931034,11.0344974263758,10.8751514988672,0,9.4,4.9,2.4,11.2,12.9,26.6,11.2,"White, James",28,41,3,2,2,3.5,19,4.9
"WR","Cole Beasley (7642566)","Cole Beasley",7642566,4800,"Phi@Dal 08:30PM ET","Dal","Cole","Beasley","Phi",9.83,9.2,2,0.223404255319149,8.88145609586525,8.84808115179958,1,14.5,12.5,14.3,10.3,15.3,23.8,NA,"Beasley, Cole",33,42,3,1,1,10.5,19.7,9.3
"RB","Frank Gore (7642375)","Frank Gore",7642375,4700,"KC@Ind 01:00PM ET","Ind","Frank","Gore","KC",14,11,4,0.0982456140350877,11.4378174943633,11.4979240462603,1,11.8,15.3,15.3,20.5,8.9,14.8,19.3,"Gore, Frank",22,28,2,3,3,11.1,19.1,14.2
"WR","Tyrell Williams (7642551)","Tyrell Williams",7642551,4700,"SD@Den 04:05PM ET","SD","Tyrell","Williams","Den",11.33,11,2,0.184,10.4649010262463,10.4061551616941,1,9.1,15.1,12.9,9,25.7,5.8,24,"Williams, Tyrell",31,46,2,2,2,6.8,22.2,1.4
"WR","John Brown (7642557)","John Brown",7642557,4700,"Ari@Car 01:00PM ET","Ari","John","Brown","Car",12.82,12.5,2,0.164335664335664,11.871891633904,11.8026866988892,0,1.8,2.4,13,27.4,2.1,10.4,NA,"Brown, John",24,47,0,3,4,-0.5,19.5,14.9
"RB","Latavius Murray (7642387)","Latavius Murray",7642387,4500,"Oak@TB 01:00PM ET","Oak","Latavius","Murray","TB",12.28,10.2,6,0.0625,10.3502419648494,10.3747363870276,1,14.2,22.1,10.8,4.4,NA,NA,20.3,"Murray, Latavius",12,17,0,6,6,7.2,21.6,12.1
"WR","Corey Coleman (7642516)","Corey Coleman",7642516,4500,"NYJ@Cle 01:00PM ET","Cle","Corey","Coleman","NYJ",0,0,7,0.0493827160493827,0,0,1,8.9,30.4,NA,NA,NA,NA,NA,"Coleman, Corey",7,12,2,7,2,4.4,34.9,0
"WR","Chris Hogan (7642540)","Chris Hogan",7642540,4400,"NE@Buf 01:00PM ET","NE","Chris","Hogan","Buf",8.48,7.2,4,0.112068965517241,7.23746243348316,7.24637350539222,0,15,9.9,1.3,NA,18.6,4.9,3.5,"Hogan, Chris",15,26,1,5,5,0.5,14.7,19.1
"RB","James Starks (7642420)","James Starks",7642420,4300,"GB@Atl 04:25PM ET","GB","James","Starks","Atl",0,0,7,0.0396825396825397,0,0,0,2.3,2.9,1.8,NA,8.2,NA,NA,"Starks, James",6,10,0,6,5,0.8,6.8,0
"WR","Anquan Boldin (7642498)","Anquan Boldin",7642498,4200,"Det@Hou 01:00PM ET","Det","Anquan","Boldin","Hou",10.26,9.6,3,0.172690763052209,9.26855693879062,9.23384703371423,1,6.5,14.8,12.2,9.1,8.8,20,11.8,"Boldin, Anquan",34,43,5,1,1,7.4,16.4,1.4
"WR","Mohamed Sanu (7642524)","Mohamed Sanu",7642524,4100,"GB@Atl 04:25PM ET","Atl","Mohamed","Sanu","GB",9.63,13.2,2,0.170731707317073,11.1127176687421,10.8656800531379,0,21,4.9,6.1,4.2,6.3,15.7,3.6,"Sanu, Mohamed",24,42,2,2,3,2.1,15.6,23.4
"WR","Michael Floyd (7642554)","Michael Floyd",7642554,4100,"Ari@Car 01:00PM ET","Ari","Michael","Floyd","Car",7.11,9.6,4,0.15034965034965,8.12073413932679,7.94580509124848,0,9.1,8.8,10.5,12.6,NA,10.2,11.5,"Floyd, Michael",20,43,3,4,2,4.8,13.1,0
"WR","Robert Woods (7642539)","Robert Woods",7642539,4000,"NE@Buf 01:00PM ET","Buf","Robert","Woods","NE",10.73,12.2,2,0.198979591836735,10.9375098753442,10.7906276419586,1,6,2,11.1,15.9,4.6,16,NA,"Woods, Robert",25,39,1,2,3,3.3,15.2,9
"TE","Martellus Bennett (7642618)","Martellus Bennett",7642618,4000,"NE@Buf 01:00PM ET","NE","Martellus","Bennett","Buf",9.58,0,3,0.172413793103448,3.49083886313127,3.91728311391171,1,4.4,25.4,3.6,18.9,30.7,9.8,1.5,"Bennett, Martellus",28,40,4,2,1,1.9,25.1,7.5
"RB","Ryan Mathews (7642457)","Ryan Mathews",7642457,4000,"Phi@Dal 08:30PM ET","Phi","Ryan","Mathews","Dal",10.53,8.7,8,0.0397727272727273,8.84851042771218,8.87189027680352,1,13.7,16.5,-0.5,NA,17.5,6,8.3,"Mathews, Ryan",7,7,1,7,2,3.3,17.2,8.1
"WR","Phillip Dorsett (7642470)","Phillip Dorsett",7642470,3900,"KC@Ind 01:00PM ET","Ind","Phillip","Dorsett","KC",7.21,6.3,5,0.0912280701754386,6.25625810933351,6.25470735438714,0,13.4,4,5.7,13.7,4.6,3.2,NA,"Dorsett, Phillip",13,26,1,6,5,2.6,12.2,8.3
"RB","Thomas Rawls (7642399)","Thomas Rawls",7642399,3900,"Sea@NO 01:00PM ET","Sea","Thomas","Rawls","NO",0,0,7,0.0317460317460317,0,0,0,8.8,3.8,NA,NA,NA,NA,NA,"Rawls, Thomas",6,6,0,5,4,2.8,9.8,0
"WR","Tyler Lockett (7642493)","Tyler Lockett",7642493,3900,"Sea@NO 01:00PM ET","Sea","Tyler","Lockett","NO",7.12,10.2,4,0.137566137566138,8.46999890287055,8.26480101460753,0,4.7,13.9,NA,2.3,NA,5.5,3.3,"Lockett, Tyler",15,26,0,4,4,0.2,9.7,7.2
"RB","Duke Johnson Jr. (7642418)","Duke Johnson",7642418,3900,"NYJ@Cle 01:00PM ET","Cle","Duke","Johnson","NYJ",9.08,9.8,3,0.168724279835391,8.95378583477647,8.85631140015101,1,8,9.6,13.1,13.4,4.2,17.4,7.3,"Johnson, Duke",29,41,0,3,5,6,14.9,17.6
"WR","Ted Ginn Jr. (7642553)","Ted Ginn",7642553,3900,"Ari@Car 01:00PM ET","Car","Ted","Ginn","Ari",7.68,8.5,4,0.110169491525424,7.69479712479324,7.6015500284185,0,3.5,6.6,9.7,3.4,0.5,11,NA,"Ginn, Ted",15,26,1,5,4,1.7,9.8,10.3
"RB","C.J. Spiller (7642394)","C.J. Spiller",7642394,3800,"Sea@NO 01:00PM ET","Sea","C.J.","Spiller","NO",0,0,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Spiller, C.J.",0,0,0,11,6,5.8,10.4,0
"RB","Dwayne Washington (7642412)","Dwayne Washington",7642412,3800,"Det@Hou 01:00PM ET","Det","Dwayne","Washington","Hou",0,0,12,0.00803212851405622,0,0,0,6.1,3.1,4.5,2.4,NA,NA,NA,"Washington, Dwayne",2,2,0,10,8,2.4,5.7,0
"RB","Mike Gillislee (7642434)","Mike Gillislee",7642434,3800,"NE@Buf 01:00PM ET","Buf","Mike","Gillislee","NE",12.52,10.2,10,0.0255102040816327,10.4376951305228,10.4728729159774,0,0.6,8.8,2,5.3,6.6,12,2,"Gillislee, Mike",4,5,1,8,3,1.2,9.5,18.4
"WR","Devin Funchess (7642562)","Devin Funchess",7642562,3800,"Ari@Car 01:00PM ET","Car","Devin","Funchess","Ari",6.49,5.1,6,0.0932203389830508,5.30265684903179,5.33048396489889,0,1.9,9.9,NA,7.6,NA,12.8,NA,"Funchess, Devin",7,22,2,6,2,1.1,11.8,6.8
"WR","Brice Butler (7642564)","Brice Butler",7642564,3800,"Phi@Dal 08:30PM ET","Dal","Brice","Butler","Phi",4.91,2,5,0.106382978723404,2.94121561987137,3.05739949249564,0,2.6,NA,NA,15.1,4,9,NA,"Butler, Brice",10,20,3,6,1,-0.8,11,2.9
"RB","Zach Zenner (7642410)","Zach Zenner",7642410,3700,"Det@Hou 01:00PM ET","Det","Zach","Zenner","Hou",5.38,5,NA,NA,4.84058247751871,4.82411803495295,0,NA,NA,NA,4.4,5.2,9.7,8.9,"Zenner, Zach",NA,NA,NA,NA,NA,4.4,9.7,1.7
"RB","Isaiah Crowell (7642416)","Isaiah Crowell",7642416,3700,"NYJ@Cle 01:00PM ET","Cle","Isaiah","Crowell","NYJ",9.29,9.4,6,0.0740740740740741,8.79989343364692,8.73224292876908,1,15.8,24.8,7.9,25.4,5,5.6,16.9,"Crowell, Isaiah",13,18,0,6,5,5.9,23.1,14.3
"RB","Devontae Booker (7642445)","Devontae Booker",7642445,3700,"SD@Den 04:05PM ET","Den","Devontae","Booker","SD",16.07,14.9,6,0.0546218487394958,14.4386367789612,14.3912464670286,0,-0.2,6.1,3.5,3,9.9,7.3,15.7,"Booker, Devontae",9,13,0,6,5,1.3,11.7,18.4
"TE","Hunter Henry (7642630)","Hunter Henry",7642630,3700,"SD@Den 04:05PM ET","SD","Hunter","Henry","Den",7.8,6.5,5,0.116,6.58645410216094,6.60092862182849,1,3,NA,11.6,16.1,16.4,20.3,2.6,"Henry, Hunter",20,29,3,3,1,4.3,19.1,3.4
"RB","Darren Sproles (7642454)","Darren Sproles",7642454,3700,"Phi@Dal 08:30PM ET","Phi","Darren","Sproles","Dal",9.45,9.2,4,0.119318181818182,8.74298858354897,8.69269831429578,0,5.6,6.8,27.7,NA,10.8,3.4,6.9,"Sproles, Darren",17,21,1,3,2,1.3,19.1,15.3
"WR","Terrance Williams (7642565)","Terrance Williams",7642565,3700,"Phi@Dal 08:30PM ET","Dal","Terrance","Williams","Phi",9.1,7,3,0.138297872340426,7.34817615092596,7.39492390473931,0,6.4,NA,11.8,14.4,12,11.5,NA,"Williams, Terrance",20,26,1,3,4,8.3,14.2,4.5
"WR","Marquise Goodwin (7642536)","Marquise Goodwin",7642536,3600,"NE@Buf 01:00PM ET","Buf","Marquise","Goodwin","NE",0,0,3,0.168367346938776,0,0,0,NA,22.2,1.6,2.2,9.3,4.2,19.3,"Goodwin, Marquise",13,33,3,4,1,0.8,18.8,0
"RB","Fozzy Whittaker (7642448)","Fozzy Whittaker",7642448,3600,"Ari@Car 01:00PM ET","Car","Fozzy","Whittaker","Ari",4.81,3.6,5,0.101694915254237,3.82643248521599,3.85626100895182,0,2.7,18.1,10.6,18.2,6.4,1.3,NA,"Whittaker, Fozzy",20,24,1,3,4,2.1,17,2
"TE","Jason Witten (7642639)","Jason Witten",7642639,3600,"Phi@Dal 08:30PM ET","Dal","Jason","Witten","Phi",8.63,7.9,1,0.228723404255319,7.69534502394321,7.67510022085854,1,15.6,8.1,4.5,11.7,7.3,8.2,NA,"Witten, Jason",28,43,0,2,5,5.4,13.1,9.6
"TE","Zach Ertz (7642641)","Zach Ertz",7642641,3600,"Phi@Dal 08:30PM ET","Phi","Zach","Ertz","Dal",9.01,10.1,5,0.107954545454545,9.1010891022754,8.98514169653373,1,11.8,NA,NA,NA,6.7,3.2,2.4,"Ertz, Zach",13,19,0,5,7,1.7,10.3,5.9
"TE","Jack Doyle (7642577)","Jack Doyle",7642577,3500,"KC@Ind 01:00PM ET","Ind","Jack","Doyle","KC",13.32,12.3,2,0.129824561403509,11.9388787685101,11.9021688337614,1,18.5,7.7,12.5,1.6,2.8,15.3,22.8,"Doyle, Jack",32,37,4,2,2,3.6,19.6,5.6
"RB","Bilal Powell (7642414)","Bilal Powell",7642414,3500,"NYJ@Cle 01:00PM ET","NYJ","Bilal","Powell","Cle",8.92,11.2,3,0.132,9.70193244815582,9.52566981726326,0,6.8,1.3,12.1,14,11.1,5.2,1.8,"Powell, Bilal",24,33,0,3,6,2.4,12.5,14.9
"WR","Chris Conley (7642469)","Chris Conley",7642469,3400,"KC@Ind 01:00PM ET","KC","Chris","Conley","Ind",7.43,7.4,3,0.14622641509434,6.97006179420878,6.92199515834346,0,8.3,3.5,7.4,13,NA,5.6,4.9,"Conley, Chris",20,31,0,3,5,3.8,10.5,8.9
"RB","DeAndre Washington (7642389)","DeAndre Washington",7642389,3400,"Oak@TB 01:00PM ET","Oak","DeAndre","Washington","TB",5.78,6.4,7,0.0551470588235294,5.79278647746941,5.72246168628133,0,3.4,6.2,7.2,6.6,10.2,4.9,3.2,"Washington, DeAndre",12,15,0,6,6,3.5,8.4,3.2
"TE","Coby Fleener (7642591)","Coby Fleener",7642591,3400,"Sea@NO 01:00PM ET","NO","Coby","Fleener","Sea",10.27,9.7,3,0.141263940520446,9.32980430096713,9.29042053930705,1,1.6,4.9,26.9,4.9,NA,25.6,6.4,"Fleener, Coby",21,38,2,4,3,0.3,23.1,7.6
"RB","Knile Davis (7642422)","Knile Davis",7642422,3400,"GB@Atl 04:25PM ET","GB","Knile","Davis","Atl",4.64,4.1,11,0.0141509433962264,4.05250389423122,4.04917005204529,0,NA,NA,NA,3.2,NA,NA,NA,"Davis, Knile",2,3,0,10,5,-0.7,2.9,2.8
"WR","Russell Shepard (7642478)","Russell Shepard",7642478,3300,"Oak@TB 01:00PM ET","TB","Russell","Shepard","Oak",9.33,5.9,7,0.0427350427350427,6.79834715168838,6.91164209256381,0,0.9,3.6,1.6,NA,NA,NA,18.7,"Shepard, Russell",8,10,1,7,3,-2.8,12.8,10.4
"RB","Justin Forsett (7642403)","Justin Forsett",7642403,3300,"Det@Hou 01:00PM ET","Det","Justin","Forsett","Hou",0,2.5,9,0.0120481927710843,1.44008700683627,1.31211208883112,0,8.6,7.6,9.2,NA,NA,NA,NA,"Forsett, Justin",2,3,0,10,8,3,10,0
"TE","Gary Barnidge (7642604)","Gary Barnidge",7642604,3300,"NYJ@Cle 01:00PM ET","Cle","Gary","Barnidge","NYJ",10.68,10.6,2,0.172839506172839,9.99763478145364,9.93043079490878,1,NA,7.7,13.6,12.7,12.6,8.9,12.6,"Barnidge, Gary",31,42,0,2,5,4.9,14.6,7.2
"RB","Don Jackson (7642426)","Don Jackson",7642426,3300,"GB@Atl 04:25PM ET","GB","Don","Jackson","Atl",0,3,12,0.00793650793650794,1.72810440820353,1.57453450659734,0,NA,NA,NA,NA,NA,NA,NA,"Jackson, Don",0,2,0,13,5,0.6,0.6,1
"RB","Reggie Bush (7642427)","Reggie Bush",7642427,3300,"NE@Buf 01:00PM ET","Buf","Reggie","Bush","NE",7.02,1.1,11,0.0153061224489796,3.19164337895592,3.44782279086651,0,-0.4,NA,NA,NA,0.3,0.6,10.4,"Bush, Reggie",1,3,0,12,7,-2.4,7.9,4.6
"WR","Danny Amendola (7642533)","Danny Amendola",7642533,3300,"NE@Buf 01:00PM ET","NE","Danny","Amendola","Buf",5.45,7.5,6,0.0732758620689655,6.3061766576764,6.16485327806109,0,7.8,20,4.3,NA,3.1,5,NA,"Amendola, Danny",13,17,2,6,3,-1.1,12.6,11.9
"WR","Corey Brown (7642559)","Corey Brown",7642559,3300,"Ari@Car 01:00PM ET","Car","Corey","Brown","Ari",0,4,3,0.11864406779661,2.30413921093804,2.09937934212979,0,2.1,4.5,9.7,15.8,3.3,4.3,NA,"Brown, Corey",17,28,1,4,4,1.4,11.8,1.3
"WR","Chester Rogers (7642474)","Chester Rogers",7642474,3200,"KC@Ind 01:00PM ET","Ind","Chester","Rogers","KC",0,0,7,0.0736842105263158,0,0,0,NA,NA,NA,5.9,5.4,10.3,5,"Rogers, Chester",12,21,0,7,7,0.5,8.4,0
"TE","Cameron Brate (7642586)","Cameron Brate",7642586,3200,"Oak@TB 01:00PM ET","TB","Cameron","Brate","Oak",12.7,12.1,4,0.141025641025641,11.5977511299735,11.5436805002014,0,6,4.6,21.6,11.7,4.8,NA,5.9,"Brate, Cameron",20,33,2,3,2,2.4,15.8,11.2
"WR","Dontrelle Inman (7642545)","Dontrelle Inman",7642545,3200,"SD@Den 04:05PM ET","SD","Dontrelle","Inman","Den",6.08,5.9,3,0.132,5.61408553319395,5.58270992970232,0,1.6,1.7,6.2,28,1.3,2.1,8.8,"Inman, Dontrelle",17,33,1,5,6,-2.5,16.7,11.2
"RB","Alfred Morris (7642456)","Alfred Morris",7642456,3200,"Phi@Dal 08:30PM ET","Dal","Alfred","Morris","Phi",3.04,3.7,9,0.0159574468085106,3.23906886864786,3.1849885915005,0,3.5,6.7,9.1,3.4,3.3,0.2,NA,"Morris, Alfred",1,3,0,10,5,1.3,7.5,0.6
"RB","Jalen Richard (7642390)","Jalen Richard",7642390,3100,"Oak@TB 01:00PM ET","Oak","Jalen","Richard","TB",3.5,6,5,0.0698529411764706,4.73156748247798,4.58022672704552,0,17.5,3.7,5.1,3,15.7,3.3,1.1,"Richard, Jalen",14,19,0,5,6,0.4,13.7,5.7
"WR","Jermaine Kearse (7642488)","Jermaine Kearse",7642488,3100,"Sea@NO 01:00PM ET","Sea","Jermaine","Kearse","NO",8.13,9.7,3,0.158730158730159,8.55001357371234,8.41536982283826,0,10.7,3.1,3.1,5.3,NA,6.5,8.1,"Kearse, Jermaine",20,30,0,3,4,3.2,9.1,9.7
"WR","Justin Hunter (7642537)","Justin Hunter",7642537,3100,"NE@Buf 01:00PM ET","Buf","Justin","Hunter","NE",11.02,9.1,7,0.0408163265306122,9.25747456205591,9.28219029095562,0,NA,NA,NA,NA,NA,NA,NA,"Hunter, Justin",4,8,2,8,2,4.5,10.1,1.7
"WR","Jaron Brown (7642556)","Jaron Brown",7642556,3100,"Ari@Car 01:00PM ET","Ari","Jaron","Brown","Car",0,0,5,0.0734265734265734,0,0,0,2.8,15.8,7.9,1.7,NA,7.5,NA,"Brown, Jaron",11,21,1,5,3,0.2,11.7,0
"WR","Nelson Agholor (7642571)","Nelson Agholor",7642571,3100,"Phi@Dal 08:30PM ET","Phi","Nelson","Agholor","Dal",7.63,7.5,2,0.1875,7.10054291254343,7.05626008268818,0,15.7,8.2,5.1,NA,5.2,6.4,3,"Agholor, Nelson",18,33,1,2,2,2.8,11.7,5.5
"RB","Anthony Sherman (7642377)","Anthony Sherman",7642377,3000,"KC@Ind 01:00PM ET","KC","Anthony","Sherman","Ind",0,0,NA,NA,0,0,0,NA,NA,1.3,NA,NA,NA,1,"Sherman, Anthony",NA,NA,NA,NA,NA,0.1,1.4,0
"RB","Robert Turbin (7642378)","Robert Turbin",7642378,3000,"KC@Ind 01:00PM ET","Ind","Robert","Turbin","KC",2.11,2.1,8,0.0385964912280702,1.97853216728808,1.96495780496822,0,3.9,7,6.9,2.5,NA,6.4,3.2,"Turbin, Robert",9,11,0,8,7,3,7,6.4
"RB","Jordan Todman (7642379)","Jordan Todman",7642379,3000,"KC@Ind 01:00PM ET","Ind","Jordan","Todman","KC",0,0,12,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Todman, Jordan",0,0,0,12,7,0,0,0
"RB","Josh Ferguson (7642381)","Josh Ferguson",7642381,3000,"KC@Ind 01:00PM ET","Ind","Josh","Ferguson","KC",3.51,4.7,6,0.087719298245614,3.98636612082618,3.90201746289291,0,4.4,8.6,6.1,10.1,3.3,NA,NA,"Ferguson, Josh",19,25,0,4,7,1.7,9.1,0
"RB","Charcandrick West (7642382)","Charcandrick West",7642382,3000,"KC@Ind 01:00PM ET","KC","Charcandrick","West","Ind",4.5,6.7,7,0.0660377358490566,5.49918003469811,5.35652031587562,0,8.3,7.3,4.1,NA,NA,1.9,1.8,"West, Charcandrick",11,14,0,7,5,1.7,7.7,8
"WR","Devin Street (7642467)","Devin Street",7642467,3000,"KC@Ind 01:00PM ET","Ind","Devin","Street","KC",0,1,NA,NA,0.576034802734509,0.524844835532448,0,NA,NA,NA,NA,NA,NA,NA,"Street, Devin",NA,NA,NA,NA,NA,3,3,0
"WR","Albert Wilson (7642468)","Albert Wilson",7642468,3000,"KC@Ind 01:00PM ET","KC","Albert","Wilson","Ind",4.2,6.3,5,0.0849056603773585,5.15944965651251,5.02391172047543,0,3.1,3.1,NA,10.2,NA,3.6,1.4,"Wilson, Albert",12,18,0,6,5,0.9,7.7,0
"WR","De'Anthony Thomas (7642472)","De'Anthony Thomas",7642472,3000,"KC@Ind 01:00PM ET","KC","De'Anthony","Thomas","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,3.4,3.2,"Thomas, De'Anthony",NA,NA,NA,NA,NA,3.2,3.4,0.2
"WR","Tevaun Smith (7642473)","Tevaun Smith",7642473,3000,"KC@Ind 01:00PM ET","Ind","Tevaun","Smith","KC",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Smith, Tevaun",NA,NA,NA,NA,NA,0,0,0
"WR","Demarcus Robinson (7642475)","Demarcus Robinson",7642475,3000,"KC@Ind 01:00PM ET","KC","Demarcus","Robinson","Ind",0,0,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Robinson, Demarcus",NA,NA,NA,NA,NA,0,0,0
"WR","Tyreek Hill (7642476)","Tyreek Hill",7642476,3000,"KC@Ind 01:00PM ET","KC","Tyreek","Hill","Ind",6.6,3.6,6,0.080188679245283,4.47868734586369,4.58819595403553,0,7.9,2.7,5.3,13.2,NA,4,13.1,"Hill, Tyreek",14,17,3,5,1,3.1,12.3,21.5
"RB","Antone Smith (7642383)","Antone Smith",7642383,3000,"Oak@TB 01:00PM ET","TB","Antone","Smith","Oak",0,2.3,NA,NA,1.32488004628937,1.20714312172463,0,NA,NA,NA,NA,NA,NA,NA,"Smith, Antone",NA,NA,NA,NA,NA,6.7,6.7,3.5
"RB","Taiwan Jones (7642385)","Taiwan Jones",7642385,3000,"Oak@TB 01:00PM ET","Oak","Taiwan","Jones","TB",0,0,12,0.00735294117647059,0,0,0,2.9,NA,NA,NA,NA,NA,NA,"Jones, Taiwan",2,2,0,12,6,-0.7,2.6,0
"RB","Jamize Olawale (7642388)","Jamize Olawale",7642388,3000,"Oak@TB 01:00PM ET","Oak","Jamize","Olawale","TB",0,2.1,NA,NA,1.20967308574247,1.10217415461814,0,6.2,5.9,NA,NA,9.4,NA,1.2,"Olawale, Jamize",NA,NA,NA,NA,NA,-0.1,7.7,8.8
"RB","Peyton Barber (7642391)","Peyton Barber",7642391,3000,"Oak@TB 01:00PM ET","TB","Peyton","Barber","Oak",4.25,3.8,13,0,3.73758205919154,3.73224474184217,0,NA,NA,NA,NA,0.6,NA,14.4,"Barber, Peyton",0,0,0,12,6,-2.3,17.3,0.1
"WR","Cecil Shorts III (7642479)","Cecil Shorts III",7642479,3000,"Oak@TB 01:00PM ET","TB","Cecil","Shorts III","Oak",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shorts III, Cecil",NA,NA,NA,NA,NA,NA,NA,0
"WR","Andre Holmes (7642480)","Andre Holmes",7642480,3000,"Oak@TB 01:00PM ET","Oak","Andre","Holmes","TB",2.72,3.3,8,0.0404411764705882,2.89205072665614,2.84420195202116,0,NA,7.6,1.8,NA,3.3,9.1,1.5,"Holmes, Andre",7,11,2,8,2,0.2,7.5,1
"WR","Freddie Martino (7642481)","Freddie Martino",7642481,3000,"Oak@TB 01:00PM ET","TB","Freddie","Martino","Oak",0,0,12,0.00427350427350427,0,0,0,NA,NA,NA,NA,NA,NA,NA,"Martino, Freddie",0,1,0,12,6,0,0,0
"WR","Adam Humphries (7642483)","Adam Humphries",7642483,3000,"Oak@TB 01:00PM ET","TB","Adam","Humphries","Oak",10,12.2,2,0.14957264957265,10.6715064964208,10.4921290330697,0,7.1,12.7,22,1.4,4.1,NA,4.3,"Humphries, Adam",24,35,0,2,6,1,16.2,8.8
