Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
41,770911130,youdacao (26/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Yolmer Sánchez,0.54%,7
41,770911131,youdacao (27/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Joe Ross,0.54%,10.9
41,770911132,youdacao (28/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Jonathan Schoop,0.49%,2
41,770911133,youdacao (29/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Ryan Zimmerman,0.49%,2
41,770911134,youdacao (30/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Tucker Barnhart,0.49%,4
41,770911135,youdacao (31/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Colby Rasmus,0.49%,0
41,770911136,youdacao (32/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Ben Lively,0.44%,14.1
41,770911137,youdacao (33/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Mike Foltynewicz,0.44%,12.1
41,770911138,youdacao (34/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Max Kepler,0.44%,3
41,770911139,youdacao (35/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Josh Harrison,0.44%,0
41,770911140,youdacao (36/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Chris Owings,0.44%,16
41,770911141,youdacao (37/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Kurt Suzuki,0.38%,7
41,770911142,youdacao (38/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Elias Díaz,0.38%,3
41,770911143,youdacao (39/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Scooter Gennett,0.38%,20
41,770911144,youdacao (40/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Brandon Phillips,0.38%,9
41,770911145,youdacao (41/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Seth Smith,0.38%,26
41,770911146,youdacao (42/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Orlando Arcia,0.38%,0
41,770911147,youdacao (43/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Kris Bryant,0.33%,0
41,770911148,youdacao (44/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Logan Morrison,0.33%,34
41,770911149,youdacao (45/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,José Ureña,0.33%,12.7
41,770911150,youdacao (46/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Albert Almora Jr.,0.33%,0
41,770911151,youdacao (47/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Justin Upton,0.33%,5
41,770911152,youdacao (48/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Hernán Pérez,0.33%,14
41,770911153,youdacao (49/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Ian Happ,0.33%,16
41,770911154,youdacao (50/50),0,148.35,C Yadier Molina OF Dexter Fowler OF Tommy Pham 3B Logan Forsythe 2B Jason Kipnis 1B Matt Carpenter P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Corey Seager,,Adam Frazier,0.33%,2
129,770777073,mattymo77 (3/7),0,147.2,OF José Bautista C Russell Martin OF Dexter Fowler 2B Jason Kipnis 1B Matt Carpenter P Jameson Taillon P Jimmy Nelson SS Francisco Lindor 3B José Ramírez OF Michael Conforto,,Tyler Flowers,0.27%,0
129,770778803,mattymo77 (5/7),0,147.2,OF José Bautista C Russell Martin OF Dexter Fowler 2B Jason Kipnis 1B Matt Carpenter P Jameson Taillon P Jimmy Nelson SS Francisco Lindor 3B José Ramírez OF Michael Conforto,,Brian Goodwin,0.27%,2
131,770903804,justinwtownsend,0,145.9,C Manny Piña 3B Justin Turner 2B Jason Kipnis 1B Eric Thames OF Corey Dickerson OF Bryce Harper P Jimmy Nelson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,Zack Cozart,0.27%,0
132,770808573,Skwirlman,0,145.55,OF José Bautista P J.A. Happ OF Mark Trumbo 1B Kendrys Morales OF Eric Thames C Chris Herrmann P Jimmy Nelson 3B Travis Shaw 2B José Ramírez SS Corey Seager,,Brandon Drury,0.27%,10
132,770880701,Primetime2133,0,145.55,C Russell Martin P J.A. Happ OF Dexter Fowler OF Jay Bruce 1B Eric Thames 2B Jonathan Schoop P Jimmy Nelson SS Orlando Arcia 3B José Ramírez OF Cody Bellinger,,Aledmys Díaz,0.27%,5
134,770836212,Larrioto (2/10),0,145.35,OF Tommy Pham 2B Eric Sogard 1B Anthony Rizzo C Alex Avila OF Odúbel Herrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Mallex Smith SS Corey Seager,,Kiké Hernández,0.27%,16
135,770839696,jdm68a (1/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Paul DeJong,0.27%,0
135,770839740,jdm68a (2/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Joe Mauer,0.27%,2
135,770839747,jdm68a (3/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Ender Inciarte,0.22%,8
135,770839912,jdm68a (4/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Chris Iannetta,0.22%,0
135,770839958,jdm68a (5/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Adam Duvall,0.22%,19
135,770840015,jdm68a (6/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Kennys Vargas,0.22%,6
135,770840095,jdm68a (7/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Nicholas Castellanos,0.22%,0
135,770840106,jdm68a (8/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Odúbel Herrera,0.22%,8
135,770840113,jdm68a (9/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Dixon Machado,0.22%,6
135,770840120,jdm68a (10/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Scott Schebler,0.22%,4
135,770840125,jdm68a (11/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Keon Broxton,0.16%,3
135,770840143,jdm68a (12/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Brian Dozier,0.16%,0
135,770840156,jdm68a (13/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Steven Souza Jr.,0.16%,23
135,770840166,jdm68a (14/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Tim Beckham,0.16%,0
135,770840408,jdm68a (15/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Tommy La Stella,0.16%,0
135,770840472,jdm68a (16/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Hyun Soo Kim,0.16%,2
135,770840478,jdm68a (17/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Luis Perdomo,0.16%,11.5
135,770840495,jdm68a (18/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Jeremy Hazelbaker,0.16%,6
135,770841105,jdm68a (19/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Ryan Goins,0.16%,12
135,770841401,jdm68a (20/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Derek Norris,0.16%,14
135,770841418,jdm68a (21/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Daniel Robertson,0.11%,0
135,770842294,jdm68a (22/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Yangervis Solarte,0.11%,3
135,770842318,jdm68a (23/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Trey Mancini,0.11%,24
135,770849270,jdm68a (24/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Tommy Joseph,0.11%,5
135,770849431,jdm68a (25/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Nick Markakis,0.11%,9
135,770849471,jdm68a (26/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Jason Heyward,0.11%,0
135,770849477,jdm68a (27/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,T.J. Rivera,0.11%,16
135,770849486,jdm68a (28/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Cameron Rupp,0.05%,4
135,770849520,jdm68a (29/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Chris Taylor,0.05%,0
135,770849534,jdm68a (30/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Yoenis Céspedes,0.05%,0
135,770849545,jdm68a (31/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,José Pirela,0.05%,0
135,770849567,jdm68a (32/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Erick Aybar,0.05%,7
135,770849625,jdm68a (33/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Ryan Braun,0.05%,0
135,770849634,jdm68a (34/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,J.T. Realmuto,0.05%,0
135,770849669,jdm68a (35/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Chase Utley,0.05%,0
135,770849704,jdm68a (36/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Eddie Rosario,0.05%,8
135,770849715,jdm68a (37/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Addison Russell,0.05%,0
135,770849913,jdm68a (38/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Dansby Swanson,0.05%,5
135,770849943,jdm68a (39/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Hunter Renfroe,0.05%,2
135,770849953,jdm68a (40/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Rio Ruiz,0.05%,2
135,770850069,jdm68a (41/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Travis d'Arnaud,0.05%,5
135,770850665,jdm68a (42/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Willy García,0.05%,5
135,770850671,jdm68a (43/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Randal Grichuk,0.05%,0
135,770851248,jdm68a (44/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Yan Gomes,0.05%,0
135,770851271,jdm68a (45/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Maikel Franco,0.05%,18
135,770851279,jdm68a (46/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Jordy Mercer,0.05%,14
135,770851293,jdm68a (47/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Josh Bell,0.05%,2
135,770851299,jdm68a (48/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Derek Dietrich,0.05%,6
135,770851305,jdm68a (49/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Yasmani Grandal,0.05%,0
135,770851318,jdm68a (50/50),0,144.35,SS Troy Tulowitzki 3B Justin Turner OF Giancarlo Stanton 2B Jason Kipnis 1B Paul Goldschmidt P Jimmy Nelson P Jacob deGrom OF Joc Pederson C Austin Barnes OF Lewis Brinson,,Aaron Altherr,0.05%,19
185,770955259,mc10nw (1/2),0,143.55,1B Edwin Encarnación OF José Bautista P J.A. Happ OF Jay Bruce 3B Josh Donaldson C Chris Herrmann P Jimmy Nelson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez,,Michael A. Taylor,0.05%,0
185,770955464,mc10nw (2/2),0,143.55,1B Edwin Encarnación OF José Bautista P J.A. Happ OF Jay Bruce 3B Josh Donaldson C Chris Herrmann P Jimmy Nelson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez,,Bronson Arroyo,0.05%,-1.45
187,770826717,hross10564 (3/3),0,142.9,OF José Bautista C Russell Martin OF Giancarlo Stanton 2B Logan Forsythe 1B Justin Bour 3B Manny Machado P Jimmy Nelson P Jacob Faria SS Corey Seager OF Cody Bellinger,,Jon Jay,0.05%,15
187,770840907,k4uvadx,0,142.9,C Manny Piña SS Eric Sogard 2B Jason Kipnis 1B Eric Thames P Jimmy Nelson OF Joc Pederson P Jacob Faria 3B José Ramírez OF Yasiel Puig OF Cody Bellinger,,A.J. Ellis,0.05%,0
189,770868110,cedric8 (1/2),0,142.55,2B Ian Kinsler P J.A. Happ OF Seth Smith OF Dexter Fowler C Chris Herrmann 1B Matt Carpenter OF Marcell Ozuna 3B Miguel Sanó P Jimmy Nelson SS Corey Seager,,Nick Ahmed,0.05%,7
189,770877222,cedric8 (2/2),0,142.55,2B Ian Kinsler P J.A. Happ OF Seth Smith OF Dexter Fowler C Chris Herrmann 1B Matt Carpenter OF Marcell Ozuna 3B Miguel Sanó P Jimmy Nelson SS Corey Seager,,Wil Myers,0.05%,6
191,770905682,beastmodejonny,0,142.3,1B Edwin Encarnación C Russell Martin 2B Ian Kinsler P J.A. Happ SS Eric Sogard OF J.D. Martinez OF Ender Inciarte OF Bryce Harper P Mike Foltynewicz 3B José Ramírez,,Cory Spangenberg,0.05%,8
192,770836214,Larrioto (4/10),0,142.25,P Kenta Maeda 1B Anthony Rizzo OF Corey Dickerson C Willson Contreras 3B Manny Machado P Jacob deGrom OF Joc Pederson 2B Javier Báez SS Corey Seager OF Yasiel Puig,,Franchy Cordero,0.05%,0
193,770774437,TheNumbersGuy81,0,141.9,3B Justin Turner OF Eric Thames C Chris Herrmann 1B Matt Carpenter P Jimmy Nelson OF Joc Pederson P Trevor Bauer 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
194,770911581,OB-Jr (2/2),0,141.25,OF Dexter Fowler C Matt Wieters 1B Matt Carpenter 3B Manny Machado P Jimmy Nelson SS Francisco Lindor P Joe Ross 2B José Ramírez OF Trey Mancini OF Cody Bellinger,,,
195,770825937,atpro15,0,140.9,1B Miguel Cabrera 2B Ian Kinsler OF Giancarlo Stanton C Alex Avila SS Chris Owings OF J.D. Martinez OF Marcell Ozuna P Jimmy Nelson P Jacob Faria 3B José Ramírez,,,
196,770888742,nickperks11,0,140.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager 1B Cody Bellinger,,,
197,770944599,shively88,0,140.2,1B Joey Votto OF Dexter Fowler 3B Justin Turner 2B Eric Sogard C Alex Avila OF Billy Hamilton P Jameson Taillon P Jimmy Nelson OF Joc Pederson SS Francisco Lindor,,,
198,770955471,Wulfgar17,0,139.9,1B Edwin Encarnación OF José Bautista 3B Josh Donaldson 2B Jason Kipnis C Alex Avila OF Eric Thames P Jimmy Nelson P Trevor Bauer SS Corey Seager OF Cody Bellinger,,,
199,770911801,CactusJack2,0,139.55,P J.A. Happ 3B Justin Turner 1B Anthony Rizzo 2B Jason Kipnis C Chris Herrmann P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
