Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
284,770963759,scout326 (2/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963760,scout326 (3/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963761,scout326 (4/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963762,scout326 (5/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963763,scout326 (6/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963764,scout326 (7/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963765,scout326 (8/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963766,scout326 (9/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963767,scout326 (10/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963768,scout326 (11/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963769,scout326 (12/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963770,scout326 (13/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963771,scout326 (14/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963772,scout326 (15/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963773,scout326 (16/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963774,scout326 (17/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963775,scout326 (18/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963776,scout326 (19/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963777,scout326 (20/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963778,scout326 (21/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963779,scout326 (22/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963780,scout326 (23/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963781,scout326 (24/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963782,scout326 (25/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963783,scout326 (26/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963784,scout326 (27/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963785,scout326 (28/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963786,scout326 (29/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963787,scout326 (30/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963788,scout326 (31/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963789,scout326 (32/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963790,scout326 (33/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963791,scout326 (34/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963792,scout326 (35/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963793,scout326 (36/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963794,scout326 (37/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963795,scout326 (38/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963796,scout326 (39/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963797,scout326 (40/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963798,scout326 (41/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963799,scout326 (42/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963800,scout326 (43/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963801,scout326 (44/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963802,scout326 (45/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963803,scout326 (46/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963804,scout326 (47/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963805,scout326 (48/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963806,scout326 (49/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
284,770963807,scout326 (50/50),0,130.2,C Yadier Molina P J.A. Happ OF Tommy Pham 1B Anthony Rizzo 2B Jason Kipnis 3B Manny Machado P Jacob deGrom OF Joc Pederson OF Mallex Smith SS Corey Seager,,,
334,770952068,tfotsch (2/8),0,130.15,C Yadier Molina OF Adam Jones OF Mark Trumbo 2B Logan Forsythe 1B Justin Bour P Jimmy Nelson P Robbie Ray 3B Travis Shaw SS Orlando Arcia OF Lewis Brinson,,,
335,770933367,dlstrong3585,0,129.9,1B Joey Votto OF Matt Kemp C Manny Piña 3B Justin Turner OF Tommy Pham SS Eric Sogard OF Avisaíl García 2B Jonathan Schoop P Jimmy Nelson P Jacob Faria,,,
336,770911362,igotthis911,0,129.4,OF José Bautista 3B Justin Turner C Alex Avila 1B Paul Goldschmidt P Buck Farmer P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Cody Bellinger,,,
337,770818201,samiheno (6/50),0,129.35,C Yadier Molina 1B Miguel Cabrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez OF Yasiel Puig,,,
337,770818209,samiheno (14/50),0,129.35,C Yadier Molina 1B Miguel Cabrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez OF Yasiel Puig,,,
337,770818217,samiheno (22/50),0,129.35,C Yadier Molina 1B Miguel Cabrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez OF Yasiel Puig,,,
337,770818225,samiheno (30/50),0,129.35,C Yadier Molina 1B Miguel Cabrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez OF Yasiel Puig,,,
337,770818233,samiheno (38/50),0,129.35,C Yadier Molina 1B Miguel Cabrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez OF Yasiel Puig,,,
337,770818241,samiheno (46/50),0,129.35,C Yadier Molina 1B Miguel Cabrera 3B Manny Machado P Jimmy Nelson P Jacob deGrom OF Joc Pederson OF Kevin Pillar SS Francisco Lindor 2B José Ramírez OF Yasiel Puig,,,
343,770740873,YanniD,0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770741365,homegrown (1/2),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770765812,mrussell1982 (1/2),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770774034,mrussell1982 (2/2),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770790607,packmanmatt (1/5),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770790609,packmanmatt (2/5),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770790610,packmanmatt (3/5),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770790611,packmanmatt (4/5),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770790612,packmanmatt (5/5),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770818202,samiheno (7/50),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770818210,samiheno (15/50),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770818218,samiheno (23/50),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770818226,samiheno (31/50),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770818234,samiheno (39/50),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770818242,samiheno (47/50),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770950027,homegrown (2/2),0,128.55,C Yadier Molina P J.A. Happ OF Giancarlo Stanton 3B Manny Machado P Jimmy Nelson OF Joc Pederson 2B José Ramírez SS Corey Seager OF Yasiel Puig 1B Cody Bellinger,,,
343,770772683,fallfromgrace (5/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772689,fallfromgrace (11/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772695,fallfromgrace (17/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772701,fallfromgrace (23/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772707,fallfromgrace (29/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772713,fallfromgrace (35/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772719,fallfromgrace (41/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770772725,fallfromgrace (47/50),0,128.55,P J.A. Happ 3B Justin Turner 2B Jason Kipnis OF Eric Thames 1B Paul Goldschmidt P Jimmy Nelson OF Joc Pederson C Austin Barnes SS Francisco Lindor OF Yasiel Puig,,,
343,770818200,samiheno (5/50),0,128.55,C Yadier Molina P J.A. Happ 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
343,770818208,samiheno (13/50),0,128.55,C Yadier Molina P J.A. Happ 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
343,770818216,samiheno (21/50),0,128.55,C Yadier Molina P J.A. Happ 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
343,770818224,samiheno (29/50),0,128.55,C Yadier Molina P J.A. Happ 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
343,770818232,samiheno (37/50),0,128.55,C Yadier Molina P J.A. Happ 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
343,770818240,samiheno (45/50),0,128.55,C Yadier Molina P J.A. Happ 2B Jason Kipnis 1B Paul Goldschmidt 3B Manny Machado P Jimmy Nelson OF Joc Pederson SS Corey Seager OF Yasiel Puig OF Cody Bellinger,,,
373,770757824,brettf99 (1/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770757826,brettf99 (2/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770757829,brettf99 (3/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770758221,brettf99 (4/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770758226,brettf99 (5/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770803396,jroc24 (1/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770803417,jroc24 (2/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770803437,jroc24 (3/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770803581,jroc24 (4/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770803584,jroc24 (5/5),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833873,hencoup (1/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833874,hencoup (2/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833875,hencoup (3/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833876,hencoup (4/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833877,hencoup (5/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833878,hencoup (6/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833879,hencoup (7/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833880,hencoup (8/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833881,hencoup (9/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833882,hencoup (10/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833883,hencoup (11/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833884,hencoup (12/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833885,hencoup (13/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833886,hencoup (14/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833887,hencoup (15/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833888,hencoup (16/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833889,hencoup (17/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
373,770833890,hencoup (18/50),0,128.35,C Yadier Molina 3B Justin Turner 2B Jason Kipnis OF Gregory Polanco P Jimmy Nelson P Jacob deGrom OF Joc Pederson SS Francisco Lindor OF Yasiel Puig 1B Cody Bellinger,,,
