Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
2911,772868395,crystalkali (72/150),0,132.65,P Luis Severino 3B Manny Machado 1B Trey Mancini OF Ben Gamel SS Jean Segura 2B Robinson Canó OF Mitch Haniger C Mike Zunino OF Nick Markakis P Andrew Moore,,,
2911,772895631,suidmach (67/150),0,132.65,P Luis Severino P Jake Arrieta 1B Anthony Rizzo 2B Ian Kinsler SS Addison Russell C Willson Contreras 3B Nicholas Castellanos OF Mark Zagunis OF Daniel Robertson OF Alex Presley,,,
2911,772980278,B3TdaR3NT,0,132.65,P Luis Severino OF Aaron Judge 1B Anthony Rizzo OF Nelson Cruz C Willson Contreras 3B Kyle Seager OF Nick Markakis SS Javier Báez 2B Kiké Hernández P Andrew Moore,,,
2911,772982973,ehafner (120/150),0,132.65,P Luis Severino 1B Matt Adams OF Ender Inciarte 2B Robinson Canó OF Matt Kemp C Mike Zunino 3B Kyle Seager OF Nick Markakis SS Dansby Swanson P Andrew Moore,,,
2911,772991586,RealJB17 (3/10),0,132.65,P Luis Severino 3B Kris Bryant 2B Jonathan Schoop 1B Matt Adams OF Ian Happ OF Matt Kemp C Willson Contreras SS Didi Gregorius OF Hunter Pence P Andrew Moore,,,
2911,773017470,tomjk321 (46/150),0,132.65,P Luis Severino 1B Anthony Rizzo 3B Kris Bryant 2B Jonathan Schoop OF Ender Inciarte C Willson Contreras OF Nick Markakis SS Javier Báez OF Albert Almora Jr. P Andrew Moore,,,
2911,773054210,windchimesRrude (10/150),0,132.65,P Luis Severino P Jake Arrieta 1B Matt Adams OF Matt Kemp 2B Joe Panik SS Brandon Crawford OF Nick Markakis C Kurt Suzuki OF Hunter Pence 3B Kelby Tomlinson,,,
2911,773055828,Tyvek,0,132.65,P Luis Severino OF Brett Gardner SS Francisco Lindor OF Trey Mancini 2B Brandon Phillips OF Austin Jackson 1B Buster Posey C Willson Contreras 3B Kyle Seager P Andrew Moore,,,
2911,773082958,jimmydean813 (6/47),0,132.65,P Luis Severino OF Aaron Judge 1B Anthony Rizzo 3B Manny Machado C Willson Contreras OF Nick Markakis SS Dansby Swanson 2B Javier Báez OF Albert Almora Jr. P Andrew Moore,,,
2911,773100111,WHKO (3/3),0,132.65,P Luis Severino 3B Kris Bryant SS Francisco Lindor 1B Matt Adams 2B Jason Kipnis OF Matt Kemp C Willson Contreras OF Nick Markakis OF Albert Almora Jr. P Andrew Moore,,,
2911,773109249,Petenjen22,0,132.65,P Luis Severino OF Aaron Judge 3B Manny Machado 1B Matt Adams OF Matt Kemp 2B Brandon Phillips SS Didi Gregorius OF Nick Markakis C Martín Maldonado P Andrew Moore,,,
2911,773112469,invertedcheese (7/150),0,132.65,P Luis Severino P Jake Arrieta OF Matt Kemp 2B Brandon Phillips 1B Buster Posey SS Brandon Crawford OF Nick Markakis C Kurt Suzuki OF Hunter Pence 3B Kelby Tomlinson,,,
2911,773120031,d4vis24 (85/150),0,132.65,P Luis Severino 3B José Ramírez SS Francisco Lindor 2B Jason Kipnis OF Austin Jackson 1B Buster Posey OF Austin Slater C Nick Hundley OF Hunter Pence P Andrew Moore,,,
2911,773123819,herberocha (2/2),0,132.65,P Luis Severino 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor 2B Brandon Phillips C Buster Posey OF Hyun Soo Kim OF Hunter Pence OF Gorkys Hernández P Andrew Moore,,,
2930,772704333,ganondorf (149/150),0,132.55,P Luis Severino P Hyun-Jin Ryu 3B Kris Bryant 1B Matt Adams OF Ian Happ 2B Brandon Phillips SS Dansby Swanson C Kurt Suzuki OF Albert Almora Jr. OF Mark Zagunis,,,
2930,772808617,teamtouchdownthere (3/43),0,132.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado OF Aaron Hicks OF Ian Happ OF Austin Jackson SS Addison Russell 1B Chris Carter 2B Javier Báez C Martín Maldonado,,,
2930,772845809,tinderella (82/150),0,132.55,P Luis Severino P Hyun-Jin Ryu 1B Matt Adams 2B Robinson Canó OF Matt Kemp OF Mitch Haniger 3B Kyle Seager OF Nick Markakis SS Dansby Swanson C Kurt Suzuki,,,
2930,772862453,l800Eddie (46/55),0,132.55,P Luis Severino P Mike Clevinger 1B Anthony Rizzo OF J.D. Martinez 2B Robinson Canó C Buster Posey OF Austin Slater SS Brandon Crawford OF Hunter Pence 3B Kelby Tomlinson,,,
2930,772952044,rikkidee (48/150),0,132.55,P Luis Severino P Hyun-Jin Ryu SS Francisco Lindor 1B Matt Adams OF Matt Kemp C Buster Posey OF Austin Slater 2B Joe Panik OF Hunter Pence 3B Kelby Tomlinson,,,
2930,773011792,moabecho,0,132.55,P Luis Severino P Hyun-Jin Ryu 1B Matt Adams 3B Justin Turner SS Jean Segura OF Kole Calhoun OF Cameron Maybin 2B Logan Forsythe OF Kiké Hernández C Austin Barnes,,,
2930,773018836,kfalik (1/3),0,132.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado SS Francisco Lindor OF Matt Kemp C Buster Posey OF Nick Markakis 1B Miguel Cabrera 2B Logan Forsythe OF Hunter Pence,,,
2930,773039148,tomdemas (98/100),0,132.55,P Luis Severino P Hyun-Jin Ryu OF Aaron Judge 1B Matt Adams OF Mitch Haniger C Welington Castillo OF Nick Markakis SS Dansby Swanson 2B Kiké Hernández 3B Ronald Torreyes,,,
2930,773065585,Guzzi52314 (2/4),0,132.55,P Luis Severino P Hyun-Jin Ryu 3B Kris Bryant OF J.D. Martinez 1B Matt Adams OF Nick Markakis C Kurt Suzuki 2B Logan Forsythe SS Javier Báez OF Hunter Pence,,,
2930,773068649,MBaughman1 (1/2),0,132.55,P Luis Severino P Mike Clevinger OF Aaron Judge 1B Cody Bellinger OF Austin Slater C Willson Contreras OF Nick Markakis SS Dansby Swanson 2B Javier Báez 3B Ronald Torreyes,,,
2930,773093690,franciscolora0524 (80/150),0,132.55,P Luis Severino P Mike Clevinger 2B José Ramírez 1B Edwin Encarnación 3B Justin Turner C Buster Posey OF Austin Slater OF Hunter Pence SS Kelby Tomlinson OF Gorkys Hernández,,,
2930,773093707,franciscolora0524 (97/150),0,132.55,P Luis Severino P Mike Clevinger OF Ben Gamel SS Jean Segura 2B Robinson Canó OF Yoenis Céspedes OF Mitch Haniger C Buster Posey 3B Kyle Seager 1B Miguel Cabrera,,,
2930,773112502,invertedcheese (40/150),0,132.55,P Luis Severino P Hyun-Jin Ryu OF J.D. Martinez 2B Ian Kinsler OF Justin Upton SS Addison Russell C Willson Contreras 1B Miguel Cabrera OF Albert Almora Jr. 3B Nicholas Castellanos,,,
2930,773119386,msass,0,132.55,P Luis Severino P Mike Clevinger OF Brett Gardner SS Francisco Lindor 1B Matt Holliday 2B Robinson Canó OF Marcell Ozuna OF Justin Upton C Willson Contreras 3B Cliff Pennington,,,
2944,772725066,EZBreezy2310 (1/3),0,132.45,P Jaime García P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Christian Yelich OF Marcell Ozuna C Willson Contreras,,,
2944,773032308,adam_melons,0,132.45,P Jaime García P Steven Matz 2B José Ramírez 3B Kris Bryant 1B Matt Adams SS Jean Segura OF Ender Inciarte OF Matt Kemp C Alex Avila OF Nick Markakis,,,
2944,773038707,shipper21 (96/150),0,132.45,P Jaime García P Steven Matz 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant SS Francisco Lindor OF Ian Happ OF Austin Jackson C Yan Gomes OF Mark Zagunis,,,
2944,773049054,Rogan13,0,132.45,P Jaime García P Steven Matz OF Aaron Judge 3B José Ramírez C Gary Sánchez SS Jean Segura 2B Robinson Canó OF Yoenis Céspedes OF Curtis Granderson 1B Danny Valencia,,,
2944,773050275,Chaimkazen,0,132.45,P Jaime García P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Ian Happ OF Jay Bruce OF Seth Smith C Willson Contreras SS Javier Báez,,,
2944,773059451,PuTuOnTilT,0,132.45,P Jaime García P Steven Matz OF Aaron Judge 1B Anthony Rizzo OF J.D. Martinez 3B Manny Machado 2B Ian Happ C Alex Avila OF Cameron Maybin SS Ronald Torreyes,,,
2944,773144189,CobysCrew317,0,132.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant OF J.D. Martinez 1B Matt Adams OF Mark Trumbo 2B Ian Happ C Welington Castillo SS Dansby Swanson,,,
2944,773153416,apple-bottom_jeans (24/47),0,132.45,P Jaime García P Steven Matz OF Aaron Judge 3B Manny Machado OF Nelson Cruz 1B Carlos Santana SS Jean Segura 2B Robinson Canó OF Mitch Haniger C Willson Contreras,,,
2944,773153893,dmipr3z,0,132.45,P Daniel Norris P Jaime García OF Aaron Judge OF Cody Bellinger 3B Kris Bryant 2B Chris Taylor C Buster Posey 1B Albert Pujols SS Andrelton Simmons OF Hunter Pence,,,
2953,772795327,juanshen (79/150),0,132.4,P Daniel Norris P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey SS Dansby Swanson OF Hunter Pence 3B Kelby Tomlinson,,,
2953,773030986,BarOfSoap (76/150),0,132.4,P Daniel Norris P Steven Matz 3B Kris Bryant OF J.D. Martinez OF Justin Upton C Alex Avila SS Addison Russell 1B Miguel Cabrera 2B Javier Báez OF Albert Almora Jr.,,,
2953,773044206,BamCatfish23,0,132.4,P Jake Arrieta P Wade Miley 1B Anthony Rizzo 3B Manny Machado 2B Jonathan Schoop OF Trey Mancini OF Mark Trumbo OF Ian Happ SS Addison Russell C Willson Contreras,,,
2953,773151159,jakinson (1/2),0,132.4,P Jake Arrieta P Wade Miley OF Aaron Judge 3B Kris Bryant OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Matt Kemp 1B Albert Pujols C Mike Zunino,,,
2957,772960769,ThatStunna (11/92),0,132.3,P Jake Arrieta OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Aaron Hicks C Yan Gomes 2B Logan Forsythe P Andrew Moore,,,
2957,772983495,chess_is_ok (52/80),0,132.3,P Steven Matz P Jesse Chávez OF J.D. Martinez 2B Ian Kinsler OF Yoenis Céspedes OF Justin Upton C Alex Avila SS Addison Russell 3B Yunel Escobar 1B Miguel Cabrera,,,
2957,772991969,smohrchi,0,132.3,P Jake Arrieta OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 2B Javier Báez C Austin Barnes P Andrew Moore,,,
2957,773040491,Jrex1978,0,132.3,P Jake Arrieta OF Aaron Judge OF Cody Bellinger 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Curtis Granderson C Martín Maldonado P Andrew Moore,,,
2957,773046311,FirstAwake (2/2),0,132.3,P Jake Arrieta OF Aaron Judge OF Cody Bellinger 1B Anthony Rizzo 2B Jason Kipnis OF Mitch Haniger SS Addison Russell C Mike Zunino 3B Kyle Seager P Andrew Moore,,,
2957,773059273,jasonlohre,0,132.3,P Wade Miley P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Starlin Castro OF Aaron Hicks SS Jean Segura C Buster Posey,,,
2957,773113768,PigskinABlanket (53/75),0,132.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Manny Machado OF Brett Gardner 2B Jonathan Schoop OF Aaron Hicks C Willson Contreras SS Javier Báez P Andrew Moore,,,
2957,773124141,rm23stpe (1/2),0,132.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Manny Machado 2B Jonathan Schoop OF Nelson Cruz OF Yoenis Céspedes SS Addison Russell C Mike Zunino P Andrew Moore,,,
2957,773133936,jbh67 (3/4),0,132.3,P Jake Arrieta 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Chris Taylor 2B Jason Kipnis OF Austin Jackson OF Cameron Maybin C Welington Castillo P Andrew Moore,,,
2957,773139066,rm23stpe (2/2),0,132.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Manny Machado 2B Jonathan Schoop OF Nelson Cruz OF Yoenis Céspedes SS Addison Russell C Mike Zunino P Andrew Moore,,,
2967,772831492,edouble99,0,132.25,P Luis Severino P Jaime García 3B Kris Bryant OF Brett Gardner OF Nick Markakis C J.T. Realmuto 1B Miguel Cabrera 2B Logan Forsythe SS Javier Báez OF Kiké Hernández,,,
2967,773072292,pwalker52 (2/2),0,132.25,P Luis Severino P Jaime García OF Aaron Judge 3B Kris Bryant OF Ender Inciarte 1B Chris Carter OF Nick Markakis C Kurt Suzuki SS JT Riddle 2B Cliff Pennington,,,
2967,773144716,Henry10190620,0,132.25,P Luis Severino P Jaime García 2B Starlin Castro OF Ian Happ C Willson Contreras SS Didi Gregorius OF Curtis Granderson OF Nick Markakis 1B Miguel Cabrera 3B Nicholas Castellanos,,,
2970,772704240,ganondorf (56/150),0,132.2,P Luis Severino P Steven Matz 3B Manny Machado OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Nick Markakis SS Dansby Swanson C Yan Gomes 1B Miguel Cabrera,,,
2970,772729601,SlowQueen (11/150),0,132.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey 2B Joe Panik SS Brandon Crawford OF Hunter Pence 3B Kelby Tomlinson,,,
2970,772779733,youdacao (135/150),0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge OF J.D. Martinez OF Brett Gardner 2B Ian Kinsler C Alex Avila SS Didi Gregorius 1B Miguel Cabrera 3B Nicholas Castellanos,,,
2970,772801252,dustinhall81,0,132.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge 2B José Ramírez OF J.D. Martinez SS Francisco Lindor C Buster Posey OF Bradley Zimmer 3B Kyle Seager 1B Miguel Cabrera,,,
2970,772829690,rayofhope (147/150),0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado OF Brett Gardner 2B Ian Kinsler OF Aaron Hicks SS Didi Gregorius 1B Miguel Cabrera C John Hicks,,,
2970,772868425,crystalkali (102/150),0,132.2,P Jake Arrieta P Hyun-Jin Ryu 3B José Ramírez SS Francisco Lindor 1B Carlos Santana 2B Jason Kipnis OF Seth Smith OF Mitch Haniger C Willson Contreras OF Nick Markakis,,,
2970,772883320,arun22183 (4/4),0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez 2B Starlin Castro 1B Matt Adams OF Matt Kemp OF Nick Markakis SS Dansby Swanson 3B Nicholas Castellanos,,,
2970,772893293,JRoz09 (30/40),0,132.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant SS Jean Segura 2B Jason Kipnis OF Matt Kemp OF Austin Jackson C Buster Posey OF Albert Almora Jr.,,,
2970,772977758,petteytheft89 (29/150),0,132.2,P Luis Severino P Daniel Norris 3B Manny Machado 1B Matt Adams OF Austin Slater 2B Joe Panik SS Dansby Swanson C Nick Hundley OF Hunter Pence OF Gorkys Hernández,,,
2970,772986123,moklovin (131/150),0,132.2,P Luis Severino P Daniel Norris 3B Kris Bryant 2B Ian Happ OF Seth Smith C Willson Contreras 1B Miguel Cabrera SS Javier Báez OF Albert Almora Jr. OF Hunter Pence,,,
2970,773000782,wbb1708,0,132.2,P Luis Severino P Steven Matz OF Aaron Judge 1B Matt Adams OF Yoenis Céspedes SS Didi Gregorius OF Curtis Granderson 3B Logan Forsythe 2B Kiké Hernández C Travis d'Arnaud,,,
2970,773006141,anilprao88 (114/150),0,132.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Mark Trumbo OF Ender Inciarte OF Seth Smith 2B Brandon Phillips C Willson Contreras SS Javier Báez,,,
2970,773006150,anilprao88 (123/150),0,132.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey 2B Joe Panik SS Brandon Crawford OF Hunter Pence 3B Kelby Tomlinson,,,
2970,773006159,anilprao88 (132/150),0,132.2,P Luis Severino P Steven Matz 3B Manny Machado OF Mark Trumbo OF Seth Smith 1B Buster Posey 2B Joe Panik C Welington Castillo OF Hunter Pence SS Kelby Tomlinson,,,
2970,773013315,bric75 (73/100),0,132.2,P Luis Severino P Steven Matz 1B Matt Adams 2B Jason Kipnis OF Ender Inciarte OF Matt Kemp C Buster Posey OF Nick Markakis SS Dansby Swanson 3B Wilmer Flores,,,
2970,773017424,tomjk321 (10/150),0,132.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey 2B Joe Panik SS Brandon Crawford OF Hunter Pence 3B Kelby Tomlinson,,,
2970,773025599,RajDiesel,0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado 1B Matt Holliday SS Jean Segura OF Matt Kemp 2B Brandon Phillips OF Nick Markakis C Kurt Suzuki,,,
2970,773038618,shipper21 (7/150),0,132.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge 3B José Ramírez 1B Matt Adams OF Chris Taylor OF Matt Kemp 2B Brandon Phillips SS Dansby Swanson C Kurt Suzuki,,,
2970,773048153,polzi101,0,132.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge OF J.D. Martinez 3B Manny Machado OF Brett Gardner 1B Matt Holliday 2B Brandon Phillips C Willson Contreras SS Andrelton Simmons,,,
2970,773050163,luckyluchian0 (5/14),0,132.2,P Jake Arrieta P Hyun-Jin Ryu 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant OF Nelson Cruz OF Austin Jackson C Kurt Suzuki SS Erik González OF Daniel Robertson,,,
2970,773054335,windchimesRrude (135/150),0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 2B Jonathan Schoop 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey SS Dansby Swanson 3B Johan Camargo,,,
2970,773072635,Fuzzyaki22,0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge OF J.D. Martinez 1B Matt Adams 3B Justin Turner C Buster Posey OF Yasiel Puig SS Didi Gregorius 2B Logan Forsythe,,,
2970,773081561,I-ENJOY-TOAST (17/62),0,132.2,P Luis Severino P Steven Matz 3B Manny Machado OF Aaron Hicks OF Matt Kemp 2B Brandon Phillips OF Nick Markakis SS Dansby Swanson 1B Miguel Cabrera C Kurt Suzuki,,,
2970,773097648,mattness,0,132.2,P Hyun-Jin Ryu OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez 3B Kris Bryant SS Francisco Lindor 2B Jason Kipnis OF Matt Kemp OF Nick Markakis P Andrew Moore,,,
2970,773100256,cubsfan333 (83/112),0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 1B Matt Adams SS Jean Segura OF Ian Happ OF Matt Kemp 2B Brandon Phillips C Alex Avila 3B Johan Camargo,,,
2970,773102113,maxxbulldog,0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Cody Bellinger 1B Anthony Rizzo C Gary Sánchez OF Aaron Hicks 2B Ian Happ SS Addison Russell 3B Nicholas Castellanos OF Alex Presley,,,
2970,773103216,Roy-Hobbles,0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge C Gary Sánchez OF J.D. Martinez OF Ben Gamel 2B Ian Happ 3B Yunel Escobar 1B Miguel Cabrera SS JT Riddle,,,
2970,773105266,JJSkittles (6/10),0,132.2,P Jake Arrieta P Mike Clevinger 3B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Nick Markakis C Kurt Suzuki,,,
2970,773112476,invertedcheese (14/150),0,132.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey 2B Joe Panik SS Brandon Crawford OF Hunter Pence 3B Kelby Tomlinson,,,
2970,773114027,capnbucko (19/150),0,132.2,P Luis Severino P Steven Matz 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Matt Kemp C Buster Posey OF Hunter Pence SS Kelby Tomlinson OF Gorkys Hernández,,,
2970,773114309,CalistogaTrue,0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B José Ramírez 2B Jonathan Schoop OF Aaron Hicks OF Austin Jackson 1B Miguel Cabrera SS Rubén Tejada C Kurt Suzuki,,,
2970,773127852,txsr123 (5/21),0,132.2,P Luis Severino P Daniel Norris 1B Cody Bellinger C Buster Posey 2B Joe Panik 3B Nicholas Castellanos OF Kiké Hernández OF Hunter Pence SS Kelby Tomlinson OF Alex Presley,,,
2970,773132982,Mirage88 (79/150),0,132.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF J.D. Martinez 2B Chris Taylor OF Justin Upton SS Addison Russell C Willson Contreras OF Albert Almora Jr.,,,
2970,773138653,RoXMvPRoY2007,0,132.2,P Jake Arrieta P Hyun-Jin Ryu 1B Cody Bellinger OF Aaron Hicks 2B Chris Taylor OF Mark Trumbo OF Ender Inciarte C Buster Posey SS Addison Russell 3B Kelby Tomlinson,,,
2970,773142595,darcmaniluk (144/150),0,132.2,P Luis Severino P Steven Matz 1B Anthony Rizzo 3B Kris Bryant C Buster Posey 2B Javier Báez OF Albert Almora Jr. OF Hunter Pence SS Kelby Tomlinson OF Gorkys Hernández,,,
2970,773148598,Chicago17,0,132.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Manny Machado OF Matt Kemp 2B Brandon Phillips SS Addison Russell OF Yasiel Puig C Martín Maldonado,,,
2970,773152714,squirrelpatroldk (94/150),0,132.2,P Luis Severino P Steven Matz OF Nelson Cruz SS Jean Segura OF Ender Inciarte 2B Robinson Canó 3B Kyle Seager OF Nick Markakis C Kurt Suzuki 1B Danny Valencia,,,
3007,772660874,WillyJ1024,0,132.15,P Jake Arrieta P Matt Cain OF Aaron Judge OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor 2B Ian Happ C Nick Hundley OF Hunter Pence,,,
3007,773049783,flanman6 (3/3),0,132.15,P Matt Cain OF Aaron Judge OF Cody Bellinger 2B José Ramírez 1B Edwin Encarnación C Gary Sánchez 3B Kris Bryant SS Francisco Lindor OF Cameron Maybin P Andrew Moore,,,
3007,773091230,packone (3/4),0,132.15,P Jake Arrieta P Matt Cain OF Aaron Judge 1B Anthony Rizzo OF J.D. Martinez 3B Manny Machado 2B Ian Kinsler OF Aaron Hicks C Buster Posey SS Dansby Swanson,,,
3007,773136416,BJKCFP (2/5),0,132.15,P Jake Arrieta P Matt Cain OF Aaron Judge 2B José Ramírez 3B Kris Bryant OF J.D. Martinez OF Nelson Cruz SS Jean Segura C Buster Posey 1B Danny Valencia,,,
3011,772977794,petteytheft89 (65/150),0,131.95,P Steven Matz P Wade Miley 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Giancarlo Stanton OF Seth Smith C Willson Contreras SS Javier Báez,,,
3011,773137291,ribeye33,0,131.95,P Daniel Norris P Wade Miley OF Aaron Judge 3B Kris Bryant SS Francisco Lindor 1B Matt Adams 2B Chris Taylor OF Ender Inciarte OF Christian Yelich C Buster Posey,,,
3013,772779743,youdacao (145/150),0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge OF J.D. Martinez OF Brett Gardner 2B Ian Kinsler SS Didi Gregorius 1B Miguel Cabrera 3B Nicholas Castellanos C Austin Barnes,,,
3013,772811407,edwells10,0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Ian Kinsler OF Justin Upton SS Brandon Crawford OF Kiké Hernández C John Hicks,,,
3013,772852310,BLAYTONN (1/2),0,131.9,P Jaime García OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF J.D. Martinez 2B Starlin Castro SS Jean Segura OF Ender Inciarte C Buster Posey P Andrew Moore,,,
3013,772932421,johnnybigtoe,0,131.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo OF Brett Gardner 2B Ian Kinsler OF Aaron Hicks OF Ender Inciarte SS Addison Russell C Willson Contreras 3B Ronald Torreyes,,,
3013,772952088,rikkidee (92/150),0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge 3B Manny Machado 2B Jonathan Schoop 1B Matt Adams OF Matt Kemp OF Nick Markakis SS Dansby Swanson C Kurt Suzuki,,,
3013,772960826,ThatStunna (68/92),0,131.9,P Jake Arrieta P Jaime García 3B Kris Bryant SS Francisco Lindor 1B Carlos Santana 2B Jason Kipnis OF Ender Inciarte OF Austin Jackson OF Nick Markakis C Yan Gomes,,,
3013,772994766,fallfromgrace (128/150),0,131.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor C Willson Contreras OF Nick Markakis 2B Javier Báez OF Mark Zagunis,,,
3013,773029520,mbolt1 (13/20),0,131.9,P Jake Arrieta P Jaime García 3B José Ramírez SS Francisco Lindor 1B Carlos Santana OF Ender Inciarte 2B Brandon Phillips OF Austin Jackson OF Nick Markakis C Yan Gomes,,,
3013,773033558,doublebait,0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge OF J.D. Martinez 2B Jason Kipnis OF Ender Inciarte SS Addison Russell C Willson Contreras 1B Luis Valbuena 3B Yunel Escobar,,,
3013,773049725,Wenlonglu,0,131.9,P Jake Arrieta P Jaime García 3B Kris Bryant SS Francisco Lindor 2B Chris Taylor 1B Carlos Santana OF Giancarlo Stanton OF Austin Jackson C Willson Contreras OF Nick Markakis,,,
3013,773068143,STR888TFLUSH,0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge 3B José Ramírez C Gary Sánchez 1B Matt Adams OF Matt Kemp OF Nick Markakis SS Gavin Cecchini 2B Cliff Pennington,,,
3013,773079645,BakDesba (1/4),0,131.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Nelson Cruz SS Addison Russell OF Nick Markakis 2B Javier Báez OF Albert Almora Jr.,,,
3013,773080160,BakDesba (2/4),0,131.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Nelson Cruz SS Addison Russell OF Nick Markakis 2B Javier Báez OF Albert Almora Jr.,,,
3013,773103040,FantasyGuruDrew (9/50),0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge C Gary Sánchez 2B Robinson Canó OF Yoenis Céspedes OF Justin Upton SS Addison Russell 3B Kyle Seager 1B Danny Valencia,,,
3013,773111444,Djstevefog,0,131.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jonathan Schoop OF Cameron Maybin C Mike Zunino OF Curtis Granderson OF Nick Markakis,,,
3013,773119244,jrass2103,0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge C Gary Sánchez 3B Kris Bryant OF J.D. Martinez OF Cameron Maybin 1B Miguel Cabrera 2B Javier Báez SS José Iglesias,,,
3013,773120832,grantb327 (1/2),0,131.9,P Jake Arrieta P Jaime García OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez OF Cameron Maybin SS Addison Russell 2B Logan Forsythe OF Albert Almora Jr. 3B Nicholas Castellanos,,,
3013,773143630,BakDesba (3/4),0,131.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Nelson Cruz SS Addison Russell OF Nick Markakis 2B Javier Báez OF Albert Almora Jr.,,,
