"","Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent"
"227","WR","Eric Weems (7852256)","Eric Weems",7852256,3000,"ATL@LA","ATL","Eric","Weems","LA"
"228","RB","Fozzy Whittaker (7852248)","Fozzy Whittaker",7852248,3000,"SD@CAR","CAR","Fozzy","Whittaker","SD"
"229","WR","Freddie Martino (7852389)","Freddie Martino",7852389,3000,"NO@TB","TB","Freddie","Martino","NO"
"230","RB","George Farmer (7852250)","George Farmer",7852250,3000,"SEA@GB","SEA","George","Farmer","GB"
"231","WR","Geremy Davis (7852387)","Geremy Davis",7852387,3000,"SD@CAR","SD","Geremy","Davis","CAR"
"232","WR","Geronimo Allison (7852313)","Geronimo Allison",7852313,3000,"SEA@GB","GB","Geronimo","Allison","SEA"
"233","WR","Isaiah Burse (7852388)","Isaiah Burse",7852388,3000,"SD@CAR","SD","Isaiah","Burse","CAR"
"234","WR","Jaelen Strong (7852310)","Jaelen Strong",7852310,3000,"HOU@IND","HOU","Jaelen","Strong","IND"
"235","WR","Jake Lampman (7852277)","Jake Lampman",7852277,3000,"NO@TB","NO","Jake","Lampman","TB"
"236","WR","Jakeem Grant (7852332)","Jakeem Grant",7852332,3000,"ARI@MIA","MIA","Jakeem","Grant","ARI"
"237","WR","James Wright (7852316)","James Wright",7852316,3000,"CIN@CLE","CIN","James","Wright","CLE"
"238","RB","Jay Prosch (7852181)","Jay Prosch",7852181,3000,"HOU@IND","HOU","Jay","Prosch","IND"
"239","WR","Jeff Janis (7852312)","Jeff Janis",7852312,3000,"SEA@GB","GB","Jeff","Janis","SEA"
"240","WR","Jeremy Butler (7852392)","Jeremy Butler",7852392,3000,"SD@CAR","SD","Jeremy","Butler","CAR"
"241","WR","Jermaine Kearse (7852396)","Jermaine Kearse",7852396,3000,"SEA@GB","SEA","Jermaine","Kearse","GB"
"242","RB","Jerome Felton (7852210)","Jerome Felton",7852210,3000,"PIT@BUF","BUF","Jerome","Felton","PIT"
"243","RB","Joe Kerridge (7852184)","Joe Kerridge",7852184,3000,"SEA@GB","GB","Joe","Kerridge","SEA"
"244","RB","John Kuhn (7852148)","John Kuhn",7852148,3000,"NO@TB","NO","John","Kuhn","TB"
"245","RB","Jonathan Grimes (7852177)","Jonathan Grimes",7852177,3000,"HOU@IND","HOU","Jonathan","Grimes","IND"
"246","RB","Jonathan Williams (7852218)","Jonathan Williams",7852218,3000,"PIT@BUF","BUF","Jonathan","Williams","PIT"
"247","WR","Jordan Norwood (7852289)","Jordan Norwood",7852289,3000,"DEN@TEN","DEN","Jordan","Norwood","TEN"
"248","WR","Jordan Taylor (7852297)","Jordan Taylor",7852297,3000,"DEN@TEN","DEN","Jordan","Taylor","TEN"
"249","WR","Justin Hardy (7852262)","Justin Hardy",7852262,3000,"ATL@LA","ATL","Justin","Hardy","LA"
"250","WR","Justin Hunter (7852352)","Justin Hunter",7852352,3000,"PIT@BUF","BUF","Justin","Hunter","PIT"
"251","RB","Juwan Thompson (7852170)","Juwan Thompson",7852170,3000,"DEN@TEN","DEN","Juwan","Thompson","TEN"
"252","RB","Ka'Deem Carey (7852205)","Ka'Deem Carey",7852205,3000,"CHI@DET","CHI","Ka'Deem","Carey","DET"
"253","WR","Keith Mumphery (7852304)","Keith Mumphery",7852304,3000,"HOU@IND","HOU","Keith","Mumphery","IND"
"254","RB","Kenyan Drake (7852199)","Kenyan Drake",7852199,3000,"ARI@MIA","MIA","Kenyan","Drake","ARI"
"255","RB","Kerwynn Williams (7852231)","Kerwynn Williams",7852231,3000,"ARI@MIA","ARI","Kerwynn","Williams","MIA"
"256","WR","Leonte Carroo (7852335)","Leonte Carroo",7852335,3000,"ARI@MIA","MIA","Leonte","Carroo","ARI"
"257","RB","Mack Brown (7852234)","Mack Brown",7852234,3000,"WAS@PHI","WAS","Mack","Brown","PHI"
"258","RB","Malcolm Brown (7852165)","Malcolm Brown",7852165,3000,"ATL@LA","LA","Malcolm","Brown","ATL"
"259","RB","Marcus Murphy (7852152)","Marcus Murphy",7852152,3000,"NO@TB","NO","Marcus","Murphy","TB"
"260","WR","Marlon Brown (7852295)","Marlon Brown",7852295,3000,"DEN@TEN","DEN","Marlon","Brown","TEN"
"261","WR","Marquis Bundy (7852382)","Marquis Bundy",7852382,3000,"ARI@MIA","ARI","Marquis","Bundy","MIA"
"262","WR","Maurice Harris (7852380)","Maurice Harris",7852380,3000,"WAS@PHI","WAS","Maurice","Harris","PHI"
"263","RB","Mike Davis (7852207)","Mike Davis",7852207,3000,"NYJ@SF","SF","Mike","Davis","NYJ"
"264","WR","Mike Thomas (7852288)","Mike Thomas",7852288,3000,"ATL@LA","LA","Mike","Thomas","ATL"
"265","RB","Mike Tolbert (7852246)","Mike Tolbert",7852246,3000,"SD@CAR","CAR","Mike","Tolbert","SD"
"266","RB","Patrick DiMarco (7852139)","Patrick DiMarco",7852139,3000,"ATL@LA","ATL","Patrick","DiMarco","LA"
"267","RB","Paul Lasike (7852206)","Paul Lasike",7852206,3000,"CHI@DET","CHI","Paul","Lasike","DET"
"268","WR","Paul Richardson (7852398)","Paul Richardson",7852398,3000,"SEA@GB","SEA","Paul","Richardson","GB"
"269","RB","Peyton Barber (7852245)","Peyton Barber",7852245,3000,"NO@TB","TB","Peyton","Barber","NO"
"270","WR","Pharoh Cooper (7852287)","Pharoh Cooper",7852287,3000,"ATL@LA","LA","Pharoh","Cooper","ATL"
"271","WR","Rashad Ross (7852378)","Rashad Ross",7852378,3000,"WAS@PHI","WAS","Rashad","Ross","PHI"
"272","RB","Reggie Bush (7852209)","Reggie Bush",7852209,3000,"PIT@BUF","BUF","Reggie","Bush","PIT"
"273","WR","Rod Streater (7852341)","Rod Streater",7852341,3000,"NYJ@SF","SF","Rod","Streater","NYJ"
"274","WR","Roger Lewis (7852370)","Roger Lewis",7852370,3000,"DAL@NYG","NYG","Roger","Lewis","DAL"
"275","RB","Ronnie Hillman (7852241)","Ronnie Hillman",7852241,3000,"SD@CAR","SD","Ronnie","Hillman","CAR"
"276","RB","Roosevelt Nix (7852226)","Roosevelt Nix",7852226,3000,"PIT@BUF","PIT","Roosevelt","Nix","BUF"
"277","WR","Ryan Grant (7852376)","Ryan Grant",7852376,3000,"WAS@PHI","WAS","Ryan","Grant","PHI"
"278","WR","Sammie Coates (7852367)","Sammie Coates",7852367,3000,"PIT@BUF","PIT","Sammie","Coates","BUF"
"279","RB","Shaun Draughn (7852201)","Shaun Draughn",7852201,3000,"NYJ@SF","SF","Shaun","Draughn","NYJ"
"280","RB","Stepfan Taylor (7852230)","Stepfan Taylor",7852230,3000,"ARI@MIA","ARI","Stepfan","Taylor","MIA"
"281","WR","Tanner McEvoy (7852400)","Tanner McEvoy",7852400,3000,"SEA@GB","SEA","Tanner","McEvoy","GB"
"282","WR","Tavarres King (7852364)","Tavarres King",7852364,3000,"DAL@NYG","NYG","Tavarres","King","DAL"
"283","RB","Terron Ward (7852142)","Terron Ward",7852142,3000,"ATL@LA","ATL","Terron","Ward","LA"
"284","WR","Tommylee Lewis (7852275)","Tommylee Lewis",7852275,3000,"NO@TB","NO","Tommylee","Lewis","TB"
"285","RB","Travaris Cadet (7852149)","Travaris Cadet",7852149,3000,"NO@TB","NO","Travaris","Cadet","TB"
"286","WR","Trevor Davis (7852309)","Trevor Davis",7852309,3000,"SEA@GB","GB","Trevor","Davis","SEA"
"287","RB","Troymaine Pope (7852253)","Troymaine Pope",7852253,3000,"SEA@GB","SEA","Troymaine","Pope","GB"
"288","RB","Tyler Ervin (7852182)","Tyler Ervin",7852182,3000,"HOU@IND","HOU","Tyler","Ervin","IND"
"289","TE","Vance McDonald (7852459)","Vance McDonald",7852459,3000,"NYJ@SF","SF","Vance","McDonald","NYJ"
"290","RB","Will Tukuafu (7852249)","Will Tukuafu",7852249,3000,"SEA@GB","SEA","Will","Tukuafu","GB"
"291","RB","Zach Zenner (7852154)","Zach Zenner",7852154,3000,"CHI@DET","DET","Zach","Zenner","CHI"
"292","DST","Seahawks  (7852880)","Seahawks ",7852880,3000,"SEA@GB","SEA","Seahawks","","GB"
"293","TE","Hunter Henry (7852489)","Hunter Henry",7852489,2900,"SD@CAR","SD","Hunter","Henry","CAR"
"294","DST","Eagles  (7852867)","Eagles ",7852867,2900,"WAS@PHI","PHI","Eagles","","WAS"
"295","DST","Panthers  (7852881)","Panthers ",7852881,2900,"SD@CAR","CAR","Panthers","","SD"
"296","TE","Julius Thomas (7852428)","Julius Thomas",7852428,2800,"MIN@JAX","JAX","Julius","Thomas","MIN"
"297","TE","Lance Kendricks (7852420)","Lance Kendricks",7852420,2800,"ATL@LA","LA","Lance","Kendricks","ATL"
"298","TE","Will Tye (7852471)","Will Tye",7852471,2800,"DAL@NYG","NYG","Will","Tye","DAL"
"299","DST","Steelers  (7852875)","Steelers ",7852875,2800,"PIT@BUF","PIT","Steelers","","BUF"
"300","DST","Texans  (7852864)","Texans ",7852864,2800,"HOU@IND","HOU","Texans","","IND"
"301","TE","Jared Cook (7852433)","Jared Cook",7852433,2700,"SEA@GB","GB","Jared","Cook","SEA"
"302","DST","Redskins  (7852877)","Redskins ",7852877,2700,"WAS@PHI","WAS","Redskins","","PHI"
"303","TE","Charles Clay (7852464)","Charles Clay",7852464,2600,"PIT@BUF","BUF","Charles","Clay","PIT"
"304","TE","Richard Rodgers (7852437)","Richard Rodgers",7852437,2600,"SEA@GB","GB","Richard","Rodgers","SEA"
"305","DST","49ers  (7852871)","49ers ",7852871,2600,"NYJ@SF","SF","49ers","","NYJ"
"306","DST","Chargers  (7852878)","Chargers ",7852878,2600,"SD@CAR","SD","Chargers","","CAR"
"307","DST","Dolphins  (7852868)","Dolphins ",7852868,2600,"ARI@MIA","MIA","Dolphins","","ARI"
"308","DST","Giants  (7852874)","Giants ",7852874,2600,"DAL@NYG","NYG","Giants","","DAL"
"309","DST","Packers  (7852865)","Packers ",7852865,2600,"SEA@GB","GB","Packers","","SEA"
"310","TE","A.J. Derby (7852427)","A.J. Derby",7852427,2500,"DEN@TEN","DEN","A.J.","Derby","TEN"
"311","TE","Alan Cross (7852488)","Alan Cross",7852488,2500,"NO@TB","TB","Alan","Cross","NO"
"312","TE","Alex Ellis (7852431)","Alex Ellis",7852431,2500,"MIN@JAX","JAX","Alex","Ellis","MIN"
"313","TE","Asante Cleveland (7852487)","Asante Cleveland",7852487,2500,"SD@CAR","SD","Asante","Cleveland","CAR"
"314","TE","Austin Hooper (7852411)","Austin Hooper",7852411,2500,"ATL@LA","ATL","Austin","Hooper","LA"
"315","TE","Ben Braunecker (7852463)","Ben Braunecker",7852463,2500,"CHI@DET","CHI","Ben","Braunecker","DET"
"316","TE","Ben Koyack (7852432)","Ben Koyack",7852432,2500,"MIN@JAX","JAX","Ben","Koyack","MIN"
"317","TE","Blake Bell (7852460)","Blake Bell",7852460,2500,"NYJ@SF","SF","Blake","Bell","NYJ"
"318","TE","Brandon Myers (7852482)","Brandon Myers",7852482,2500,"NO@TB","TB","Brandon","Myers","NO"
"319","TE","Brandon Pettigrew (7852412)","Brandon Pettigrew",7852412,2500,"CHI@DET","DET","Brandon","Pettigrew","CHI"
"320","TE","Brandon Williams (7852494)","Brandon Williams",7852494,2500,"SEA@GB","SEA","Brandon","Williams","GB"
"321","TE","Brent Celek (7852439)","Brent Celek",7852439,2500,"WAS@PHI","PHI","Brent","Celek","WAS"
"322","TE","C.J. Uzomah (7852446)","C.J. Uzomah",7852446,2500,"CIN@CLE","CIN","C.J.","Uzomah","CLE"
"323","TE","Chris Manhertz (7852495)","Chris Manhertz",7852495,2500,"SD@CAR","CAR","Chris","Manhertz","SD"
"324","TE","Clay Harbor (7852413)","Clay Harbor",7852413,2500,"CHI@DET","DET","Clay","Harbor","CHI"
"325","TE","Cory Harkey (7852422)","Cory Harkey",7852422,2500,"ATL@LA","LA","Cory","Harkey","ATL"
"326","TE","Daniel Brown (7852462)","Daniel Brown",7852462,2500,"CHI@DET","CHI","Daniel","Brown","DET"
"327","TE","Darren Fells (7852476)","Darren Fells",7852476,2500,"ARI@MIA","ARI","Darren","Fells","MIA"
"328","TE","David Johnson (7852468)","David Johnson",7852468,2500,"PIT@BUF","PIT","David","Johnson","BUF"
"329","TE","Derek Carrier (7852479)","Derek Carrier",7852479,2500,"WAS@PHI","WAS","Derek","Carrier","PHI"
"330","TE","Dion Sims (7852449)","Dion Sims",7852449,2500,"ARI@MIA","MIA","Dion","Sims","ARI"
"331","TE","Dominique Jones (7852453)","Dominique Jones",7852453,2500,"ARI@MIA","MIA","Dominique","Jones","ARI"
"332","TE","Ed Dickson (7852492)","Ed Dickson",7852492,2500,"SD@CAR","CAR","Ed","Dickson","SD"
"333","TE","Garrett Celek (7852458)","Garrett Celek",7852458,2500,"NYJ@SF","SF","Garrett","Celek","NYJ"
"334","TE","Hakeem Valles (7852480)","Hakeem Valles",7852480,2500,"ARI@MIA","ARI","Hakeem","Valles","MIA"
"335","TE","Je'Ron Hamm (7852461)","Je'Ron Hamm",7852461,2500,"NYJ@SF","SF","Je'Ron","Hamm","NYJ"
"336","TE","Jeff Heuerman (7852430)","Jeff Heuerman",7852430,2500,"DEN@TEN","DEN","Jeff","Heuerman","TEN"
"337","TE","Jerell Adams (7852474)","Jerell Adams",7852474,2500,"DAL@NYG","NYG","Jerell","Adams","DAL"
"338","TE","Jermaine Gresham (7852477)","Jermaine Gresham",7852477,2500,"ARI@MIA","ARI","Jermaine","Gresham","MIA"
"339","TE","Jesse James (7852473)","Jesse James",7852473,2500,"PIT@BUF","PIT","Jesse","James","BUF"
"340","TE","John Phillips (7852414)","John Phillips",7852414,2500,"NO@TB","NO","John","Phillips","TB"
"341","TE","Josh Hill (7852417)","Josh Hill",7852417,2500,"NO@TB","NO","Josh","Hill","TB"
"342","TE","Joshua Perkins (7852410)","Joshua Perkins",7852410,2500,"ATL@LA","ATL","Joshua","Perkins","LA"
"343","TE","Larry Donnell (7852469)","Larry Donnell",7852469,2500,"DAL@NYG","NYG","Larry","Donnell","DAL"
"344","TE","Levine Toilolo (7852406)","Levine Toilolo",7852406,2500,"ATL@LA","ATL","Levine","Toilolo","LA"
"345","TE","Logan Paulsen (7852455)","Logan Paulsen",7852455,2500,"CHI@DET","CHI","Logan","Paulsen","DET"
"346","TE","Luke Stocker (7852484)","Luke Stocker",7852484,2500,"NO@TB","TB","Luke","Stocker","NO"
"347","TE","Luke Willson (7852493)","Luke Willson",7852493,2500,"SEA@GB","SEA","Luke","Willson","GB"
"348","TE","MarQueis Gray (7852448)","MarQueis Gray",7852448,2500,"ARI@MIA","MIA","MarQueis","Gray","ARI"
"349","TE","Matthew Mulligan (7852415)","Matthew Mulligan",7852415,2500,"CHI@DET","DET","Matthew","Mulligan","CHI"
"350","TE","Neal Sterling (7852429)","Neal Sterling",7852429,2500,"MIN@JAX","JAX","Neal","Sterling","MIN"
"351","TE","Nick O'Leary (7852467)","Nick O'Leary",7852467,2500,"PIT@BUF","BUF","Nick","O'Leary","PIT"
"352","TE","Nick Vannett (7852496)","Nick Vannett",7852496,2500,"SEA@GB","SEA","Nick","Vannett","GB"
"353","TE","Ryan Griffin (7852434)","Ryan Griffin",7852434,2500,"HOU@IND","HOU","Ryan","Griffin","IND"
"354","TE","Ryan Hewitt (7852441)","Ryan Hewitt",7852441,2500,"CIN@CLE","CIN","Ryan","Hewitt","CLE"
"355","TE","Sean McGrath (7852485)","Sean McGrath",7852485,2500,"SD@CAR","SD","Sean","McGrath","CAR"
"356","TE","Stephen Anderson (7852436)","Stephen Anderson",7852436,2500,"HOU@IND","HOU","Stephen","Anderson","IND"
"357","TE","Temarrick Hemingway (7852425)","Temarrick Hemingway",7852425,2500,"ATL@LA","LA","Temarrick","Hemingway","ATL"
"358","TE","Thomas Duarte (7852454)","Thomas Duarte",7852454,2500,"ARI@MIA","MIA","Thomas","Duarte","ARI"
"359","TE","Trey Burton (7852443)","Trey Burton",7852443,2500,"WAS@PHI","PHI","Trey","Burton","WAS"
"360","TE","Tyler Higbee (7852424)","Tyler Higbee",7852424,2500,"ATL@LA","LA","Tyler","Higbee","ATL"
"361","TE","Tyler Kroft (7852445)","Tyler Kroft",7852445,2500,"CIN@CLE","CIN","Tyler","Kroft","CLE"
"362","TE","Virgil Green (7852426)","Virgil Green",7852426,2500,"DEN@TEN","DEN","Virgil","Green","TEN"
"363","TE","Xavier Grimble (7852472)","Xavier Grimble",7852472,2500,"PIT@BUF","PIT","Xavier","Grimble","BUF"
"364","DST","Bills  (7852872)","Bills ",7852872,2500,"PIT@BUF","BUF","Bills","","PIT"
"365","DST","Jaguars  (7852863)","Jaguars ",7852863,2500,"MIN@JAX","JAX","Jaguars","","MIN"
"366","DST","Rams  (7852860)","Rams ",7852860,2500,"ATL@LA","LA","Rams","","ATL"
"367","DST","Buccaneers  (7852879)","Buccaneers ",7852879,2400,"NO@TB","TB","Buccaneers","","NO"
"368","DST","Saints  (7852859)","Saints ",7852859,2400,"NO@TB","NO","Saints","","TB"
"369","DST","Bears  (7852870)","Bears ",7852870,2300,"CHI@DET","CHI","Bears","","DET"
