"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Actual","Projection_reg","Projection_reg_split","RankTargets","RollingTargetPctg","ValueWR"
"TE","Delanie Walker (7976060)","Delanie Walker",7976060,4300,"Ten@Jax 01:00PM ET","Ten","Delanie","Walker","Jax",13.66,10.5,0,11.5191211574549,11.9223571226421,2,0.195505617977528,0
"RB","Alfred Blue (7975894)","Alfred Blue",7975894,4300,"Cin@Hou 08:25PM ET","Hou","Alfred","Blue","Cin",3.46,3.7,0,3.4602645780125,3.58110444404784,10,0.0155642023346304,0
"WR","DeVante Parker (7975908)","DeVante Parker",7975908,4200,"Mia@Buf 01:00PM ET","Mia","DeVante","Parker","Buf",10.75,10.7,0,10.3359110297478,10.6970498724778,2,0.178048780487805,1
"RB","Jacquizz Rodgers (7975808)","Jacquizz Rodgers",7975808,4200,"TB@NO 04:25PM ET","TB","Jacquizz","Rodgers","NO",0,0,0,0,0,9,0.0275049115913556,0
"WR","Chris Hogan (7975929)","Chris Hogan",7975929,4200,"NYJ@NE 01:00PM ET","NE","Chris","Hogan","NYJ",10.33,9.2,0,9.36788894376868,9.69546888722852,4,0.103112840466926,1
"RB","Dion Lewis (7975818)","Dion Lewis",7975818,4100,"NYJ@NE 01:00PM ET","NE","Dion","Lewis","NYJ",10.71,12.6,0,11.3089961381132,11.703661470347,8,0.0408560311284047,0
"TE","Martellus Bennett (7976054)","Martellus Bennett",7976054,4100,"NYJ@NE 01:00PM ET","NE","Martellus","Bennett","NYJ",9.9,8.7,0,8.91690705119813,9.2287471627757,3,0.140077821011673,0
"RB","Isaiah Crowell (7975844)","Isaiah Crowell",7975844,4100,"SD@Cle 01:00PM ET","Cle","Isaiah","Crowell","SD",10.58,13.1,0,11.5122111210628,11.9138232576261,6,0.0907258064516129,0
"WR","Aldrick Robinson (7975985)","Aldrick Robinson",7975985,4100,"Atl@Car 01:00PM ET","Atl","Aldrick","Robinson","Car",5.35,1.3,0,3.04496285196181,3.15233658021887,6,0.0628930817610063,0
"WR","Tyler Boyd (7976036)","Tyler Boyd",7976036,4100,"Cin@Hou 08:25PM ET","Cin","Tyler","Boyd","Hou",8.13,8,0,7.76876141867564,8.04022602243653,3,0.14859437751004,0
"RB","Tim Hightower (7975803)","Tim Hightower",7975803,4000,"TB@NO 04:25PM ET","NO","Tim","Hightower","TB",9.26,10.5,0,9.57238115329024,9.90652904484847,8,0.0423011844331641,0
"WR","Quincy Enunwa (7975928)","Quincy Enunwa",7975928,4000,"NYJ@NE 01:00PM ET","NYJ","Quincy","Enunwa","NE",9.3,8.7,0,8.65144250517567,8.95386151580384,2,0.187122736418511,1
"RB","Jerick McKinnon (7975837)","Jerick McKinnon",7975837,4000,"Min@GB 01:00PM ET","Min","Jerick","McKinnon","GB",8.05,8.8,0,8.15053782787979,8.43512715343706,5,0.087890625,0
"WR","Randall Cobb (7975950)","Randall Cobb",7975950,4000,"Min@GB 01:00PM ET","GB","Randall","Cobb","Min",9.36,10.2,0,9.46018586354131,9.79051111286999,3,0.160940325497288,1
"RB","Jeremy Langford (7975851)","Jeremy Langford",7975851,4000,"Was@Chi 01:00PM ET","Chi","Jeremy","Langford","Was",1.91,3.1,0,2.46160240594914,2.54731877642295,9,0.044921875,0
"WR","Tavon Austin (7976021)","Tavon Austin",7976021,4000,"SF@LA 04:25PM ET","LA","Tavon","Austin","SF",9.37,10.9,0,9.82963549439793,10.1727010220917,2,0.193018480492813,1
"RB","Damien Williams (7975800)","Damien Williams",7975800,3900,"Mia@Buf 01:00PM ET","Mia","Damien","Williams","Buf",2.65,5.5,0,4.04052372539825,4.18100205947858,6,0.0609756097560976,0
"WR","Kenny Stills (7975902)","Kenny Stills",7975902,3900,"Mia@Buf 01:00PM ET","Mia","Kenny","Stills","Buf",9.24,6.6,0,7.52982038530469,7.79354750579011,3,0.158536585365854,1
"TE","Cameron Brate (7976052)","Cameron Brate",7976052,3900,"TB@NO 04:25PM ET","TB","Cameron","Brate","NO",13.1,10.1,0,11.0627684068304,11.45002091017,2,0.163064833005894,0
"WR","Allen Hurns (7975940)","Allen Hurns",7975940,3900,"Ten@Jax 01:00PM ET","Jax","Allen","Hurns","Ten",0,10,0,5.21464602508924,5.39440688245974,3,0.138297872340426,1
"WR","Cordarrelle Patterson (7975953)","Cordarrelle Patterson",7975953,3900,"Min@GB 01:00PM ET","Min","Cordarrelle","Patterson","GB",8.84,7.3,0,7.71786924304596,7.98789888958105,4,0.130859375,1
"WR","Corey Coleman (7975968)","Corey Coleman",7975968,3900,"SD@Cle 01:00PM ET","Cle","Corey","Coleman","SD",7.86,11.8,0,9.63086786249945,9.96640209663389,4,0.120967741935484,1
"WR","Phillip Dorsett (7976000)","Phillip Dorsett",7976000,3900,"Ind@Oak 04:05PM ET","Ind","Phillip","Dorsett","Oak",7.09,8.1,0,7.36076933248761,7.6177016365099,3,0.10377358490566,0
"WR","John Brown (7976010)","John Brown",7976010,3900,"Ari@Sea 04:25PM ET","Ari","John","Brown","Sea",9.14,8.6,0,8.52850549931879,8.82661460778675,3,0.132947976878613,1
"RB","DuJuan Harris (7975885)","DuJuan Harris",7975885,3900,"SF@LA 04:25PM ET","SF","DuJuan","Harris","LA",0,1.1,0,0.573611062759817,0.593384757070571,11,0.0207373271889401,0
"WR","Will Fuller V (7976037)","Will Fuller V",7976037,3900,"Cin@Hou 08:25PM ET","Hou","Will","Fuller V","Cin",0,0,0,0,0,0,0,0
"RB","Charles Sims (7975809)","Charles Sims",7975809,3800,"TB@NO 04:25PM ET","TB","Charles","Sims","NO",9.53,7.8,0,8.28388577222625,8.57373772772168,7,0.0530451866404715,0
"RB","James White (7975819)","James White",7975819,3800,"NYJ@NE 01:00PM ET","NE","James","White","NYJ",7.32,7.9,0,7.35823782129444,7.61518633019991,2,0.167315175097276,0
"RB","T.J. Yeldon (7975830)","T.J. Yeldon",7975830,3800,"Ten@Jax 01:00PM ET","Jax","T.J.","Yeldon","Ten",9.87,10,0,9.58153780715861,9.91627577514688,4,0.125886524822695,0
"RB","Cameron Artis-Payne (7975864)","Cameron Artis-Payne",7975864,3800,"Atl@Car 01:00PM ET","Car","Cameron","Artis-Payne","Atl",0,0,0,0,0,11,0.00217864923747277,0
"WR","Adam Humphries (7975917)","Adam Humphries",7975917,3700,"TB@NO 04:25PM ET","TB","Adam","Humphries","NO",10.82,10,0,10.0018566716942,10.3515113828523,3,0.145383104125737,1
"RB","Chris Thompson (7975849)","Chris Thompson",7975849,3700,"Was@Chi 01:00PM ET","Was","Chris","Thompson","Chi",8.1,8.8,0,8.17265987338166,8.45803429068471,6,0.0903732809430255,0
"TE","C.J. Fiedorowicz (7976119)","C.J. Fiedorowicz",7976119,3700,"Cin@Hou 08:25PM ET","Hou","C.J.","Fiedorowicz","Cin",9.73,10.3,0,9.67603546050604,10.0139679973272,3,0.14591439688716,0
"WR","Michael Floyd (7975927)","Michael Floyd",7975927,3600,"NYJ@NE 01:00PM ET","NE","Michael","Floyd","NYJ",4.03,0,0,1.78303686745081,1.84631526216101,0,0,0
"RB","Chris Ivory (7975824)","Chris Ivory",7975824,3600,"Ten@Jax 01:00PM ET","Jax","Chris","Ivory","Ten",6.65,7.1,0,6.64463072956222,6.87667814048456,7,0.0390070921985816,0
"RB","Robert Turbin (7975867)","Robert Turbin",7975867,3600,"Ind@Oak 04:05PM ET","Ind","Robert","Turbin","Oak",4.68,5.2,0,4.78223939202154,4.94919962525959,7,0.0547169811320755,0
"RB","Jalen Richard (7975873)","Jalen Richard",7975873,3600,"Ind@Oak 04:05PM ET","Oak","Jalen","Richard","Ind",5.15,6.8,0,5.82452998375341,6.02763181658111,6,0.0649819494584837,0
"RB","Christine Michael (7975836)","Christine Michael",7975836,3500,"Min@GB 01:00PM ET","GB","Christine","Michael","Min",4.48,4.8,0,4.48516536901049,4.64179480097058,0,0,0
"RB","Duke Johnson Jr. (7975847)","Duke Johnson Jr.",7975847,3500,"SD@Cle 01:00PM ET","Cle","Duke","Johnson","SD",8.85,8.7,0,8.45234409565883,8.74769728057494,2,0.151209677419355,0
"TE","Hunter Henry (7976080)","Hunter Henry",7976080,3500,"SD@Cle 01:00PM ET","SD","Hunter","Henry","Cle",9.57,6.4,0,7.57153296511525,7.83684647397544,6,0.101030927835052,0
"WR","Deonte Thompson (7975973)","Deonte Thompson",7975973,3500,"Was@Chi 01:00PM ET","Chi","Deonte","Thompson","Was",7.27,5.8,0,6.24104011052382,6.45945374763571,8,0.06640625,1
"RB","Andre Ellington (7975875)","Andre Ellington",7975875,3500,"Ari@Sea 04:25PM ET","Ari","Andre","Ellington","Sea",2.73,2.7,0,2.61581811117626,2.7072195519861,8,0.0327552986512524,0
"WR","Jeremy Kerley (7976020)","Jeremy Kerley",7976020,3500,"SF@LA 04:25PM ET","SF","Jeremy","Kerley","LA",10.02,10.9,0,10.1172220859223,10.4704938063112,1,0.225806451612903,1
"RB","Rex Burkhead (7975892)","Rex Burkhead",7975892,3500,"Cin@Hou 08:25PM ET","Cin","Rex","Burkhead","Hou",5.87,6.4,0,5.93450159797679,6.14171831764895,9,0.0301204819277108,0
"WR","Robert Woods (7975903)","Robert Woods",7975903,3400,"Mia@Buf 01:00PM ET","Buf","Robert","Woods","Mia",8.31,7.4,0,7.53552202097702,7.7990273035805,2,0.171149144254279,1
"WR","Russell Shepard (7975911)","Russell Shepard",7975911,3400,"TB@NO 04:25PM ET","TB","Russell","Shepard","NO",4.05,4.4,0,4.08632993669083,4.22901714534236,5,0.0589390962671906,1
"WR","Charles Johnson (7975948)","Charles Johnson",7975948,3400,"Min@GB 01:00PM ET","Min","Charles","Johnson","GB",4.28,1.7,0,2.78013691922534,2.87790011841744,6,0.064453125,0
"RB","Ronnie Hillman (7975841)","Ronnie Hillman",7975841,3400,"SD@Cle 01:00PM ET","SD","Ronnie","Hillman","Cle",7.17,1.6,0,4.0066446889826,4.14798858250731,0,0,0
"WR","Devin Funchess (7975994)","Devin Funchess",7975994,3400,"Atl@Car 01:00PM ET","Car","Devin","Funchess","Atl",6.02,6.3,0,5.94872127423151,6.15649566056732,4,0.119825708061002,0
"WR","Torrey Smith (7976019)","Torrey Smith",7976019,3400,"SF@LA 04:25PM ET","SF","Torrey","Smith","LA",5.89,8.5,0,7.03842608144628,7.28370661786456,3,0.119815668202765,0
"WR","Danny Amendola (7975925)","Danny Amendola",7975925,3300,"NYJ@NE 01:00PM ET","NE","Danny","Amendola","NYJ",0,0,0,0,0,7,0.0583657587548638,1
"RB","DeAndre Washington (7975871)","DeAndre Washington",7975871,3300,"Ind@Oak 04:05PM ET","Oak","DeAndre","Washington","Ind",0,0,0,0,0,8,0.036101083032491,0
"WR","Brian Quick (7976018)","Brian Quick",7976018,3300,"SF@LA 04:25PM ET","LA","Brian","Quick","SF",8.2,6.4,0,6.96538891836398,7.20919091338969,4,0.141683778234086,1
"TE","Ryan Griffin (7976115)","Ryan Griffin",7976115,3300,"Cin@Hou 08:25PM ET","Hou","Ryan","Griffin","Cin",6.95,5.9,0,6.15160547956274,6.36679213807532,4,0.138132295719844,0
"TE","Charles Clay (7976039)","Charles Clay",7976039,3200,"Mia@Buf 01:00PM ET","Buf","Charles","Clay","Mia",9.16,8,0,8.22447555601419,8.51211304973822,1,0.185819070904645,0
"WR","Tajae Sharpe (7975946)","Tajae Sharpe",7975946,3200,"Ten@Jax 01:00PM ET","Ten","Tajae","Sharpe","Jax",7,7.5,0,7.00807088907889,7.25280437651653,3,0.186516853932584,0
"RB","Matt Jones (7975855)","Matt Jones",7975855,3200,"Was@Chi 01:00PM ET","Was","Matt","Jones","Chi",0,0,0,0,0,9,0.0216110019646365,0
"WR","Joshua Bellamy (7975977)","Joshua Bellamy",7975977,3200,"Was@Chi 01:00PM ET","Chi","Joshua","Bellamy","Was",0,0,0,0,0,0,0,0
"WR","Quinton Patton (7976023)","Quinton Patton",7976023,3200,"SF@LA 04:25PM ET","SF","Quinton","Patton","LA",0,0,0,0,0,2,0.147465437788018,1
"WR","Marquise Goodwin (7975900)","Marquise Goodwin",7975900,3100,"Mia@Buf 01:00PM ET","Buf","Marquise","Goodwin","Mia",7.4,5.6,0,6.1942645083269,6.41112416683042,3,0.141809290953545,1
"RB","Travaris Cadet (7975806)","Travaris Cadet",7975806,3100,"TB@NO 04:25PM ET","NO","Travaris","Cadet","TB",5.99,1.2,0,3.27597857413487,3.39160386816426,5,0.0862944162436548,0
"TE","Coby Fleener (7976051)","Coby Fleener",7976051,3100,"TB@NO 04:25PM ET","NO","Coby","Fleener","TB",8.54,9.4,0,8.68021263530348,8.98328151141166,4,0.120135363790186,0
"WR","Kendall Wright (7975939)","Kendall Wright",7975939,3100,"Ten@Jax 01:00PM ET","Ten","Kendall","Wright","Jax",6.16,6.9,0,6.3235417631421,6.54430005780834,5,0.0853932584269663,1
"RB","James Starks (7975833)","James Starks",7975833,3100,"Min@GB 01:00PM ET","GB","James","Starks","Min",3.44,0,0,1.52199673052873,1.57601104263868,7,0.0452079566003617,0
"RB","Matt Asiata (7975834)","Matt Asiata",7975834,3100,"Min@GB 01:00PM ET","Min","Matt","Asiata","GB",4.07,1.3,0,2.47863848711391,2.5659138666789,7,0.0625,0
"WR","Justin Hardy (7975990)","Justin Hardy",7975990,3100,"Atl@Car 01:00PM ET","Atl","Justin","Hardy","Car",4.52,3,0,3.56422672089592,3.68912727192595,9,0.0524109014675052,0
"RB","Reggie Bush (7975795)","Reggie Bush",7975795,3000,"Mia@Buf 01:00PM ET","Buf","Reggie","Bush","Mia",0,2.2,0,1.14722212551963,1.18676951414114,9,0.0293398533007335,0
"RB","Jerome Felton (7975796)","Jerome Felton",7975796,3000,"Mia@Buf 01:00PM ET","Buf","Jerome","Felton","Mia",0,0,0,0,0,0,0,0
"RB","Jonathan Williams (7975801)","Jonathan Williams",7975801,3000,"Mia@Buf 01:00PM ET","Buf","Jonathan","Williams","Mia",0,0,0,0,0,15,0.00488997555012225,0
"RB","Kenyan Drake (7975802)","Kenyan Drake",7975802,3000,"Mia@Buf 01:00PM ET","Mia","Kenyan","Drake","Buf",0,1.4,0,0.730050443512494,0.755216963544364,10,0.024390243902439,0
"WR","Brandon Tate (7975899)","Brandon Tate",7975899,3000,"Mia@Buf 01:00PM ET","Buf","Brandon","Tate","Mia",0,0,0,0,0,10,0.0268948655256724,0
"WR","Justin Hunter (7975901)","Justin Hunter",7975901,3000,"Mia@Buf 01:00PM ET","Buf","Justin","Hunter","Mia",6.01,2.5,0,3.96273137559722,4.10203961778309,7,0.0562347188264059,0
"WR","Rashawn Scott (7975905)","Rashawn Scott",7975905,3000,"Mia@Buf 01:00PM ET","Mia","Rashawn","Scott","Buf",0,0,0,0,0,0,0,0
"WR","Dezmin Lewis (7975906)","Dezmin Lewis",7975906,3000,"Mia@Buf 01:00PM ET","Buf","Dezmin","Lewis","Mia",0,0,0,0,0,17,0.00244498777506112,0
"WR","Jakeem Grant (7975909)","Jakeem Grant",7975909,3000,"Mia@Buf 01:00PM ET","Mia","Jakeem","Grant","Buf",0,0,0,0,0,13,0.0024390243902439,0
"WR","Leonte Carroo (7975910)","Leonte Carroo",7975910,3000,"Mia@Buf 01:00PM ET","Mia","Leonte","Carroo","Buf",1.69,0,0,0.747725137963245,0.774261238970746,12,0.0121951219512195,0
"RB","John Kuhn (7975804)","John Kuhn",7975804,3000,"TB@NO 04:25PM ET","NO","John","Kuhn","TB",2.48,2.2,0,2.24447558241244,2.32296352162484,0,0,0
"RB","Marcus Murphy (7975810)","Marcus Murphy",7975810,3000,"TB@NO 04:25PM ET","NO","Marcus","Murphy","TB",0,0,0,0,0,14,0.00169204737732657,0
"RB","Daniel Lasco (7975811)","Daniel Lasco",7975811,3000,"TB@NO 04:25PM ET","NO","Daniel","Lasco","TB",0,0,0,0,0,12,0.00676818950930626,0
"RB","Peyton Barber (7975812)","Peyton Barber",7975812,3000,"TB@NO 04:25PM ET","TB","Peyton","Barber","NO",0,0,0,0,0,13,0.0137524557956778,0
"WR","Josh Huff (7975912)","Josh Huff",7975912,3000,"TB@NO 04:25PM ET","TB","Josh","Huff","NO",0,0,0,0,0,15,0.00589390962671906,0
"WR","Brandon Coleman (7975913)","Brandon Coleman",7975913,3000,"TB@NO 04:25PM ET","NO","Brandon","Coleman","TB",4.94,1.3,0,2.86356207884647,2.9644980547881,7,0.0575296108291032,0
"WR","Freddie Martino (7975914)","Freddie Martino",7975914,3000,"TB@NO 04:25PM ET","TB","Freddie","Martino","NO",2.92,5.1,0,3.95139693010479,4.08892432531753,11,0.0196463654223969,0
"WR","Tommylee Lewis (7975919)","Tommylee Lewis",7975919,3000,"TB@NO 04:25PM ET","NO","Tommylee","Lewis","TB",0,0,0,0,0,11,0.0186125211505922,0
"WR","Jake Lampman (7975921)","Jake Lampman",7975921,3000,"TB@NO 04:25PM ET","NO","Jake","Lampman","TB",0,0,0,0,0,0,0,0
"WR","Donteea Dye (7975922)","Donteea Dye",7975922,3000,"TB@NO 04:25PM ET","TB","Donteea","Dye","NO",0,0,0,0,0,0,0,0
"RB","James Develin (7975814)","James Develin",7975814,3000,"NYJ@NE 01:00PM ET","NE","James","Develin","NYJ",0,0,0,0,0,0,0,0
"RB","Brandon Bolden (7975817)","Brandon Bolden",7975817,3000,"NYJ@NE 01:00PM ET","NE","Brandon","Bolden","NYJ",0,0,0,0,0,11,0.00778210116731518,0
"RB","Brandon Wilds (7975820)","Brandon Wilds",7975820,3000,"NYJ@NE 01:00PM ET","NYJ","Brandon","Wilds","NE",0,1.1,0,0.573611062759817,0.593384757070571,0,0,0
"RB","D.J. Foster (7975821)","D.J. Foster",7975821,3000,"NYJ@NE 01:00PM ET","NE","D.J.","Foster","NYJ",0,0,0,0,0,12,0.00389105058365759,0
"RB","Khiry Robinson (7975822)","Khiry Robinson",7975822,3000,"NYJ@NE 01:00PM ET","NYJ","Khiry","Robinson","NE",0,0,0,0,0,0,0,0
"WR","Matthew Slater (7975924)","Matthew Slater",7975924,3000,"NYJ@NE 01:00PM ET","NE","Matthew","Slater","NYJ",0,0,0,0,0,13,0.00194552529182879,0
"WR","Charone Peake (7975930)","Charone Peake",7975930,3000,"NYJ@NE 01:00PM ET","NYJ","Charone","Peake","NE",3.43,4.3,0,3.75987011221673,3.89102457464683,6,0.0523138832997988,0
"WR","Devin Smith (7975931)","Devin Smith",7975931,3000,"NYJ@NE 01:00PM ET","NYJ","Devin","Smith","NE",0,0,0,0,0,0,0,0
"WR","Jalin Marshall (7975934)","Jalin Marshall",7975934,3000,"NYJ@NE 01:00PM ET","NYJ","Jalin","Marshall","NE",0,0,0,0,0,8,0.0402414486921529,0
"RB","Denard Robinson (7975825)","Denard Robinson",7975825,3000,"Ten@Jax 01:00PM ET","Jax","Denard","Robinson","Ten",0,1,0,0.521464602508924,0.539440688245974,13,0.00709219858156028,0
"RB","Jalston Fowler (7975826)","Jalston Fowler",7975826,3000,"Ten@Jax 01:00PM ET","Ten","Jalston","Fowler","Jax",0,0,0,0,0,0,0,0
"RB","Corey Grant (7975827)","Corey Grant",7975827,3000,"Ten@Jax 01:00PM ET","Jax","Corey","Grant","Ten",0,0,0,0,0,15,0.00354609929078014,0
"RB","Antonio Andrews (7975828)","Antonio Andrews",7975828,3000,"Ten@Jax 01:00PM ET","Ten","Antonio","Andrews","Jax",0,0,0,0,0,0,0,0
"RB","Bronson Hill (7975829)","Bronson Hill",7975829,3000,"Ten@Jax 01:00PM ET","Jax","Bronson","Hill","Ten",0,0,0,0,0,0,0,0
"WR","Harry Douglas (7975935)","Harry Douglas",7975935,3000,"Ten@Jax 01:00PM ET","Ten","Harry","Douglas","Jax",2.63,0,0,1.16361959339842,1.20491541922666,7,0.0382022471910112,0
"WR","Marc Mariani (7975936)","Marc Mariani",7975936,3000,"Ten@Jax 01:00PM ET","Ten","Marc","Mariani","Jax",0,0,0,0,0,0,0,0
"WR","Bryan Walters (7975937)","Bryan Walters",7975937,3000,"Ten@Jax 01:00PM ET","Jax","Bryan","Walters","Ten",6.55,1.8,0,3.83662424526118,3.97182821828558,8,0.0336879432624113,0
"WR","Arrelious Benn (7975938)","Arrelious Benn",7975938,3000,"Ten@Jax 01:00PM ET","Jax","Arrelious","Benn","Ten",0,1.8,0,0.938636284516063,0.970993238842753,11,0.0177304964539007,0
"WR","Tre McBride (7975942)","Tre McBride",7975942,3000,"Ten@Jax 01:00PM ET","Ten","Tre","McBride","Jax",0,0,0,0,0,0,0,0
"WR","Shane Wynn (7975944)","Shane Wynn",7975944,3000,"Ten@Jax 01:00PM ET","Jax","Shane","Wynn","Ten",0,0,0,0,0,14,0.00531914893617021,0
"RB","Zach Line (7975835)","Zach Line",7975835,3000,"Min@GB 01:00PM ET","Min","Zach","Line","GB",0,0,0,0,0,0,0,0
"RB","Aaron Ripkowski (7975839)","Aaron Ripkowski",7975839,3000,"Min@GB 01:00PM ET","GB","Aaron","Ripkowski","Min",0,1.8,0,0.938636284516063,0.970993238842753,0,0,0
"RB","Joe Kerridge (7975840)","Joe Kerridge",7975840,3000,"Min@GB 01:00PM ET","GB","Joe","Kerridge","Min",0,0,0,0,0,0,0,0
"WR","Jarius Wright (7975949)","Jarius Wright",7975949,3000,"Min@GB 01:00PM ET","Min","Jarius","Wright","GB",0,0,0,0,0,9,0.015625,0
"WR","Trevor Davis (7975952)","Trevor Davis",7975952,3000,"Min@GB 01:00PM ET","GB","Trevor","Davis","Min",0,0,0,0,0,11,0.0144665461121157,0
"WR","Laquon Treadwell (7975956)","Laquon Treadwell",7975956,3000,"Min@GB 01:00PM ET","Min","Laquon","Treadwell","GB",0,0,0,0,0,11,0.005859375,0
"WR","Jeff Janis (7975957)","Jeff Janis",7975957,3000,"Min@GB 01:00PM ET","GB","Jeff","Janis","Min",2.22,1.2,0,1.60797634329379,1.66440571969106,8,0.0325497287522604,0
"WR","Geronimo Allison (7975958)","Geronimo Allison",7975958,3000,"Min@GB 01:00PM ET","GB","Geronimo","Allison","Min",0,0,0,0,0,9,0.0162748643761302,0
"TE","Jared Cook (7976067)","Jared Cook",7976067,3000,"Min@GB 01:00PM ET","GB","Jared","Cook","Min",8.36,6.2,0,6.93188654346819,7.17460561493299,6,0.0723327305605787,0
"RB","Derek Watt (7975843)","Derek Watt",7975843,3000,"SD@Cle 01:00PM ET","SD","Derek","Watt","Cle",0,0,0,0,0,0,0,0
"RB","George Atkinson III (7975846)","George Atkinson III",7975846,3000,"SD@Cle 01:00PM ET","Cle","George","Atkinson III","SD",0,0,0,0,0,0,0,0
"RB","Darius Jackson (7975848)","Darius Jackson",7975848,3000,"SD@Cle 01:00PM ET","Cle","Darius","Jackson","SD",0,0,0,0,0,0,0,0
"WR","Andrew Hawkins (7975959)","Andrew Hawkins",7975959,3000,"SD@Cle 01:00PM ET","Cle","Andrew","Hawkins","SD",4.92,5.4,0,4.99271813093231,5.16704202169753,5,0.0987903225806452,1
"WR","Geremy Davis (7975963)","Geremy Davis",7975963,3000,"SD@Cle 01:00PM ET","SD","Geremy","Davis","Cle",0,0,0,0,0,0,0,0
"WR","Isaiah Burse (7975964)","Isaiah Burse",7975964,3000,"SD@Cle 01:00PM ET","SD","Isaiah","Burse","Cle",0,0,0,0,0,14,0.00206185567010309,0
"WR","Jeremy Butler (7975965)","Jeremy Butler",7975965,3000,"SD@Cle 01:00PM ET","SD","Jeremy","Butler","Cle",0,1.3,0,0.677903983261601,0.701272894719766,12,0.00412371134020619,0
"WR","Ricardo Louis (7975967)","Ricardo Louis",7975967,3000,"SD@Cle 01:00PM ET","Cle","Ricardo","Louis","SD",1.82,0,0,0.80524245626811,0.833819795814649,7,0.0645161290322581,0
"WR","Rashard Higgins (7975969)","Rashard Higgins",7975969,3000,"SD@Cle 01:00PM ET","Cle","Rashard","Higgins","SD",0,1.6,0,0.834343364014279,0.863105101193558,8,0.0221774193548387,0
"WR","Mario Alford (7975970)","Mario Alford",7975970,3000,"SD@Cle 01:00PM ET","Cle","Mario","Alford","SD",0,0,0,0,0,0,0,0
"RB","Mack Brown (7975850)","Mack Brown",7975850,3000,"Was@Chi 01:00PM ET","Was","Mack","Brown","Chi",0,0,0,0,0,0,0,0
"RB","Ka'Deem Carey (7975852)","Ka'Deem Carey",7975852,3000,"Was@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Was",1.23,2.5,0,1.84786382561834,1.91211729690725,13,0.013671875,0
"RB","Paul Lasike (7975854)","Paul Lasike",7975854,3000,"Was@Chi 01:00PM ET","Chi","Paul","Lasike","Was",0,0,0,0,0,0,0,0
"WR","Eddie Royal (7975971)","Eddie Royal",7975971,3000,"Was@Chi 01:00PM ET","Chi","Eddie","Royal","Was",0,0,0,0,0,5,0.087890625,1
"WR","Ryan Grant (7975975)","Ryan Grant",7975975,3000,"Was@Chi 01:00PM ET","Was","Ryan","Grant","Chi",0,2.4,0,1.25151504602142,1.29465765179034,7,0.0353634577603143,0
"WR","Rashad Ross (7975979)","Rashad Ross",7975979,3000,"Was@Chi 01:00PM ET","Was","Rashad","Ross","Chi",0,0,0,0,0,13,0.00392927308447937,0
"WR","Maurice Harris (7975981)","Maurice Harris",7975981,3000,"Was@Chi 01:00PM ET","Was","Maurice","Harris","Chi",0,0,0,0,0,10,0.0176817288801572,0
"WR","Daniel Braverman (7975982)","Daniel Braverman",7975982,3000,"Was@Chi 01:00PM ET","Chi","Daniel","Braverman","Was",0,0,0,0,0,14,0.00390625,0
"TE","Vernon Davis (7976081)","Vernon Davis",7976081,3000,"Was@Chi 01:00PM ET","Was","Vernon","Davis","Chi",7.34,4.2,0,5.43766761021217,5.62841863858887,5,0.0923379174852652,0
"RB","Mike Tolbert (7975857)","Mike Tolbert",7975857,3000,"Atl@Car 01:00PM ET","Car","Mike","Tolbert","Atl",1.62,1.7,0,1.6032440985258,1.65924041684218,0,0,0
"RB","Fozzy Whittaker (7975859)","Fozzy Whittaker",7975859,3000,"Atl@Car 01:00PM ET","Car","Fozzy","Whittaker","Atl",4.43,4.1,0,4.09801810175237,4.24127918195074,6,0.0675381263616558,0
"RB","Patrick DiMarco (7975860)","Patrick DiMarco",7975860,3000,"Atl@Car 01:00PM ET","Atl","Patrick","DiMarco","Car",0,0,0,0,0,0,0,0
"RB","Terron Ward (7975861)","Terron Ward",7975861,3000,"Atl@Car 01:00PM ET","Atl","Terron","Ward","Car",0,0,0,0,0,13,0.00419287211740042,0
"WR","Eric Weems (7975983)","Eric Weems",7975983,3000,"Atl@Car 01:00PM ET","Atl","Eric","Weems","Car",0,0,0,0,0,0,0,0
"WR","Brenton Bersin (7975987)","Brenton Bersin",7975987,3000,"Atl@Car 01:00PM ET","Car","Brenton","Bersin","Atl",0,0,0,0,0,10,0.00435729847494553,0
"WR","Nick Williams (7975989)","Nick Williams",7975989,3000,"Atl@Car 01:00PM ET","Atl","Nick","Williams","Car",0,0,0,0,0,12,0.010482180293501,0
"WR","Corey Brown (7975991)","Corey Brown",7975991,3000,"Atl@Car 01:00PM ET","Car","Corey","Brown","Atl",0,3.4,0,1.77297964853034,1.83409834003631,5,0.0958605664488017,0
"WR","J.D. McKissic (7975993)","J.D. McKissic",7975993,3000,"Atl@Car 01:00PM ET","Atl","J.D.","McKissic","Car",0,0,0,0,0,0,0,0
"RB","Taiwan Jones (7975866)","Taiwan Jones",7975866,3000,"Ind@Oak 04:05PM ET","Oak","Taiwan","Jones","Ind",0,2.5,0,1.30366150627231,1.34860172061493,12,0.0072202166064982,0
"RB","Jordan Todman (7975868)","Jordan Todman",7975868,3000,"Ind@Oak 04:05PM ET","Ind","Jordan","Todman","Oak",0,0,0,0,0,13,0.00188679245283019,0
