"Player","Pos","Team","Opp","Def.v.Pos","Salary","Floor","Ceiling","X2015.Avg","FC.Proj","My.Proj","Exposure","Consistency","Value","Actual.Score","Actual.Val"
"Rod Streater","WR","SF","@ MIA","23rd",3000,0,11.4,1.8,0,0,100,0,0,8.6,2.9
"Chris Harper","WR","SF","@ MIA","23rd",3000,0,2.2,0.2,0,0,100,61,0,5.2,1.7
"Leonte Carroo","WR","MIA","vs SF","18th",3000,0,0,NA,0,0,100,0,0,8.5,2.8
"Vance McDonald","TE","SF","@ MIA","23rd",3000,1.5,19.5,5.8,7.47,7.47,100,35,2.5,10,3.3
"Jordan Norwood","WR","DEN","vs KC","20th",3000,2.2,8.8,4.3,4.43,4.43,100,51,1.5,-1,NA
"Bennie Fowler","WR","DEN","vs KC","20th",3000,0,5.2,2.6,0,0,100,7,0,14.6,4.9
"Jordan Taylor","WR","DEN","vs KC","20th",3000,0,0,NA,0,0,100,0,0,7.6,2.5
"Malcolm Mitchell","WR","NE","@ NYJ","11th",3000,2.2,13.2,NA,8.77,8.77,100,0,2.9,21.2,7.1
"Robby Anderson","WR","NYJ","vs NE","1st",3000,1.9,11.1,NA,7.41,7.41,100,0,2.5,4.4,1.5
"Fozzy Whittaker","RB","CAR","@ OAK","2nd",3000,0.2,11.6,2.5,4.05,4.05,100,40,1.4,1.4,0.5
"Andre Holmes","WR","OAK","vs CAR","13th",3000,0,19,4.5,4.61,4.61,100,0,1.5,0,NA
"Corey Philly Brown","WR","CAR","@ OAK","2nd",3000,0,15.5,7.4,4.7,4.7,100,0,1.6,NA,NA
"Seth Roberts","WR","OAK","vs CAR","13th",3000,0.8,23.9,7.2,8.49,8.49,100,1,2.8,14.1,4.7
"Johnny Holton","WR","OAK","vs CAR","13th",3000,0,0,NA,0,0,100,0,0,4,1.3
"Raiders","DST","OAK","vs CAR","7th",3000,3.5,15.5,6.7,7.51,7.51,100,25,2.5,13,4.3
"Jalin Marshall","WR","NYJ","vs NE","1st",3000,1.1,6.3,NA,4.23,4.23,100,0,1.4,2.6,0.9
"James Wright","WR","CIN","@ BAL","6th",3000,0,5.6,NA,0,0,100,0,0,5.3,1.8
"Maurice Harris","WR","WAS","@ DAL","30th",3000,0,0,NA,0,0,100,0,0,3.1,1
"Jordan Todman","RB","IND","vs PIT","26th",3000,0,9.8,0.6,0,0,100,0,0,3.7,1.2
"Lions","DST","DET","vs MIN","29th",3000,1.9,18.1,5.9,7.34,7.34,100,16,2.4,6,2
"Charles Johnson","WR","MIN","@ DET","14th",3000,0,11.8,3.6,0,0,100,0,0,3.2,1.1
"Andre Roberts","WR","DET","vs MIN","16th",3000,0,7.2,3.8,0,0,100,0,0,3.9,1.3
"Cobi Hamilton","WR","PIT","@ IND","15th",3000,1.4,8.2,NA,5.47,5.47,100,0,1.8,1.5,0.5
"Darrius Heyward-Bey","WR","PIT","@ IND","15th",3000,0,14.6,5.9,4.58,4.58,100,17,1.5,NA,NA
"Kamar Aiken","WR","BAL","vs CIN","10th",3000,0,19.7,12.6,5.27,5.27,100,0,1.8,5,1.7
"Denard Robinson","RB","JAC","@ BUF","29th",3000,0,13.2,5.7,0,0,100,0,0,3.9,1.3
"Marquess Wilson","WR","CHI","vs TEN","21st",3000,0.5,18.4,7.6,6.45,6.45,100,0,2.2,29.5,9.8
"Deonte Thompson","WR","CHI","vs TEN","21st",3000,0,4.8,1.7,0,0,100,0,0,15.4,5.1
"Kyle Juszczyk","RB","BAL","vs CIN","31st",3000,0.8,4.8,NA,3.22,3.22,100,0,1.1,NA,NA
"Rex Burkhead","RB","CIN","@ BAL","7th",3000,2.2,10.3,2.1,4.87,4.87,100,0,1.6,6.8,2.3
"Walt Powell","WR","BUF","vs JAC","8th",3000,6.2,7.4,0,6.64,6.64,100,91,2.2,1.1,0.4
"Justin Hunter","WR","BUF","vs JAC","8th",3000,1.5,15.6,6,6.24,6.24,100,24,2.1,8.6,2.9
"Harry Douglas","WR","TEN","@ CHI","12th",3000,0,12,6.3,0,0,100,0,0,8,2.7
"Vernon Davis","TE","WAS","@ DAL","15th",2900,0.8,15.4,6,5.65,5.65,100,42,1.9,11.8,4.1
"Cowboys","DST","DAL","vs WAS","11th",2900,1.9,15.7,4.6,6.47,6.47,100,4,2.2,0,NA
"Hunter Henry","TE","SD","@ HOU","14th",2900,1.6,9.6,NA,6.43,6.43,100,0,2.2,10,3.4
"Falcons","DST","ATL","vs ARI","27th",2900,0.4,19.9,5.7,6.94,6.94,100,0,2.4,5,1.7
"Austin Hooper","TE","ATL","vs ARI","1st",2800,1.5,9.1,NA,6.07,6.07,100,0,2.2,2.8,1
"Saints","DST","NO","vs LA","31st",2800,3.4,17.5,4.6,8.08,8.08,100,0,2.9,7,2.5
"Titans","DST","TEN","@ CHI","30th",2800,6.4,18.4,5.1,10.37,10.37,100,27,3.7,4,1.4
"Bengals","DST","CIN","@ BAL","23rd",2800,1.9,17.5,8.6,7.09,7.09,100,0,2.5,7,2.5
"Packers","DST","GB","@ PHI","14th",2800,0,20.2,7.3,6.19,6.19,100,0,2.2,10,3.6
"Jack Doyle","TE","IND","vs PIT","8th",2800,3.8,13.4,3.2,7.05,7.05,100,68,2.5,4.5,1.6
"Steelers","DST","PIT","@ IND","17th",2800,2,19.1,9.3,7.68,7.68,100,2,2.7,11,3.9
"Jesse James","TE","PIT","@ IND","32nd",2700,2.6,11,4.3,5.39,5.39,100,61,2,0,NA
"Cardinals","DST","ARI","@ ATL","10th",2700,0,23.6,10.4,7.22,7.22,100,11,2.7,1,0.4
"Chargers","DST","SD","@ HOU","21st",2700,1.7,16.7,4.8,6.7,6.7,100,36,2.5,13,4.8
"Charles Clay","TE","BUF","vs JAC","13th",2700,2.9,21.5,9.6,9.07,9.07,100,5,3.4,3.7,1.4
"Bears","DST","CHI","vs TEN","8th",2700,0.7,15.7,4.5,5.68,5.68,100,15,2.1,0,NA
"Richard Rodgers","TE","GB","@ PHI","4th",2600,0,17.6,10.2,4.17,4.17,100,0,1.6,0,NA
"Ladarius Green","TE","PIT","@ IND","32nd",2600,0.4,16.6,8.3,5.78,5.78,100,0,2.2,8.7,3.3
"Virgil Green","TE","DEN","vs KC","9th",2600,1.7,12.2,3.2,5.17,5.17,100,46,2,NA,NA
"Dwayne Allen","TE","IND","vs PIT","8th",2600,1.9,18.7,2.8,7.51,7.51,100,16,2.9,9.9,3.8
"Panthers","DST","CAR","@ OAK","25th",2600,0,22.6,10.3,5.96,5.96,100,0,2.3,5,1.9
"Texans","DST","HOU","vs SD","5th",2600,2.1,22.2,9.4,8.77,8.77,100,0,3.4,3,1.2
"Garrett Celek","TE","SF","@ MIA","23rd",2600,0.1,13,5.6,4.43,4.43,100,23,1.7,8.9,3.4
"Brandon Bostick","TE","NYJ","vs NE","3rd",2500,0,0,NA,0,0,100,0,0,3.4,1.4
"Jets","DST","NYJ","vs NE","28th",2500,1,14.8,7.1,5.61,5.61,100,10,2.2,0,NA
"Ed Dickson","TE","CAR","@ OAK","5th",2500,0.5,9.2,2.9,3.41,3.41,100,22,1.4,NA,NA
"Mychal Rivera","TE","OAK","vs CAR","21st",2500,0,16,4.7,2.78,2.78,100,0,1.1,3.3,1.3
"Clive Walford","TE","OAK","vs CAR","21st",2500,2.1,12.9,5.3,5.66,5.66,100,37,2.3,13.3,5.3
"Jared Cook","TE","GB","@ PHI","4th",2500,2.3,17.3,5.5,7.32,7.32,100,44,2.9,1.7,0.7
"Redskins","DST","WAS","@ DAL","4th",2500,0.8,14.2,7.6,5.25,5.25,100,38,2.1,0,NA
"Erik Swoope","TE","IND","vs PIT","8th",2500,0.7,4.3,NA,2.87,2.87,100,0,1.1,4.5,1.8
"Trey Burton","TE","PHI","vs GB","18th",2500,0.7,8.8,2.8,3.38,3.38,100,39,1.4,4,1.6
"Luke Willson","TE","SEA","@ TB","27th",2500,0,16.8,3.4,4.19,4.19,100,0,1.7,2.1,0.8
"Rhett Ellison","TE","MIN","@ DET","16th",2500,0.2,8.3,2.7,2.91,2.91,100,10,1.2,3.1,1.2
"Crockett Gillmore","TE","BAL","vs CIN","30th",2500,0,15.5,10.1,3.27,3.27,100,0,1.3,NA,NA
"Darren Waller","TE","BAL","vs CIN","30th",2500,0,2.2,1.3,0,0,100,83,0,3.4,1.4
"Jermaine Gresham","TE","ARI","@ ATL","6th",2500,0.6,16.2,3.6,5.81,5.81,100,0,2.3,14.5,5.8
"Logan Paulsen","TE","CHI","vs TEN","25th",2500,1.1,8.3,NA,3.47,3.47,100,0,1.4,0,NA
"Neal Sterling","TE","JAC","@ BUF","29th",2500,0.5,3.1,NA,2.06,2.06,100,0,0.8,3.6,1.4
"Ben Koyack","TE","JAC","@ BUF","29th",2500,1.2,7.4,NA,4.9,4.9,100,0,2,4.3,1.7
"Seth DeValve","TE","CLE","vs NYG","28th",2500,0,0,NA,0,0,100,0,0,6.9,2.8
"MarQueis Gray","TE","MIA","vs SF","17th",2500,0.1,8.8,1.2,3.03,3.03,100,26,1.2,3.2,1.3
"Dion Sims","TE","MIA","vs SF","17th",2500,0,11.2,3,3.65,3.65,100,0,1.5,15.3,6.1
"Dominique Jones","TE","MIA","vs SF","17th",2500,0.9,5.2,NA,3.46,3.46,100,0,1.4,NA,NA
"Ryan Griffin","TE","HOU","vs SD","20th",2500,0.8,12.8,6.3,4.81,4.81,100,34,1.9,7.6,3
"Stephen Anderson","TE","HOU","vs SD","20th",2500,0.8,4.8,NA,3.18,3.18,100,0,1.3,1.8,0.7
"Jerell Adams","TE","NYG","@ CLE","31st",2500,0.9,5.6,NA,3.74,3.74,100,0,1.5,NA,NA
"Josh Hill","TE","NO","vs LA","11th",2500,0,12.6,3.1,3.99,3.99,100,0,1.6,13.4,5.4
"Colts","DST","IND","vs PIT","9th",2400,0.5,15.8,7.6,5.58,5.58,100,0,2.3,-1,NA
"Jaguars","DST","JAC","@ BUF","1st",2400,0,18.9,5.6,5.47,5.47,100,0,2.3,4,1.7
"Rams","DST","LA","@ NO","2nd",2400,0,22.6,8.4,6.95,6.95,100,0,2.9,0,NA
"49ers","DST","SF","@ MIA","13th",2400,0.5,16,4.3,5.65,5.65,100,0,2.4,1,0.4
"Buccaneers","DST","TB","vs SEA","32nd",2300,1.3,16.9,6.4,6.52,6.52,100,25,2.8,19,8.3
"Browns","DST","CLE","vs NYG","6th",2200,0,17.3,5.3,5.68,5.68,100,0,2.6,3,1.4
