"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg_split","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Temp.Name","CompletionsRolling","TargetsRolling","TDsRolling","RankCompletions","RankTDs"
"RB","Kerwynn Williams (7769976)","Kerwynn Williams",7769976,3000,"Ari@Min 01:00PM ET","Ari","Kerwynn","Williams","Min",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Williams, Kerwynn",NA,NA,NA,NA,NA
"WR","Charles Johnson (7770095)","Charles Johnson",7770095,3000,"Ari@Min 01:00PM ET","Min","Charles","Johnson","Ari",2.05,1.6,6,0.0630914826498423,0,1.79869913644206,1.5,3.5,NA,9,1.2,NA,NA,NA,1.9,NA,"Johnson, Charles",7,20,0,7,5
"WR","Jarius Wright (7770097)","Jarius Wright",7770097,3000,"Ari@Min 01:00PM ET","Min","Jarius","Wright","Ari",0,0,8,0.0189274447949527,0,0,NA,NA,NA,NA,7.2,NA,NA,NA,NA,1.9,"Wright, Jarius",6,6,0,8,5
"WR","Brittan Golden (7770100)","Brittan Golden",7770100,3000,"Ari@Min 01:00PM ET","Ari","Brittan","Golden","Min",0,0,11,0.0078125,0,0,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,"Golden, Brittan",2,3,0,10,7
"WR","Chris Hubert (7770103)","Chris Hubert",7770103,3000,"Ari@Min 01:00PM ET","Ari","Chris","Hubert","Min",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hubert, Chris",NA,NA,NA,NA,NA
"WR","Laquon Treadwell (7770105)","Laquon Treadwell",7770105,3000,"Ari@Min 01:00PM ET","Min","Laquon","Treadwell","Ari",0,0,12,0.00315457413249211,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,"Treadwell, Laquon",1,1,0,11,5
"RB","Chase Reynolds (7769980)","Chase Reynolds",7769980,3000,"Mia@LA 04:05PM ET","LA","Chase","Reynolds","Mia",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reynolds, Chase",NA,NA,NA,NA,NA
"RB","Malcolm Brown (7769983)","Malcolm Brown",7769983,3000,"Mia@LA 04:05PM ET","LA","Malcolm","Brown","Mia",0,0,9,0.00634920634920635,0,0,2.3,NA,NA,NA,3.8,NA,NA,NA,NA,NA,"Brown, Malcolm",2,2,0,8,5
"RB","Kenyan Drake (7769985)","Kenyan Drake",7769985,3000,"Mia@LA 04:05PM ET","Mia","Kenyan","Drake","LA",0,2.3,11,0.030188679245283,0,1.22710453986032,NA,9.8,6.8,1.5,4,NA,NA,NA,7.6,0.9,"Drake, Kenyan",7,8,0,8,8
"WR","Jakeem Grant (7770112)","Jakeem Grant",7770112,3000,"Mia@LA 04:05PM ET","Mia","Jakeem","Grant","LA",1.78,0,13,0.00377358490566038,0,0.820589721118046,NA,NA,NA,NA,6,NA,NA,NA,NA,-1,"Grant, Jakeem",0,1,0,14,8
"WR","Bradley Marquez (7770113)","Bradley Marquez",7770113,3000,"Mia@LA 04:05PM ET","LA","Bradley","Marquez","Mia",1.13,0,8,0.0158730158730159,0,0.520936171271568,NA,NA,2.2,NA,0.2,2.3,NA,NA,NA,NA,"Marquez, Bradley",2,5,0,8,5
"WR","Nelson Spruce (7770114)","Nelson Spruce",7770114,3000,"Mia@LA 04:05PM ET","LA","Nelson","Spruce","Mia",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spruce, Nelson",NA,NA,NA,NA,NA
"WR","Leonte Carroo (7770115)","Leonte Carroo",7770115,3000,"Mia@LA 04:05PM ET","Mia","Leonte","Carroo","LA",0,0,12,0.0113207547169811,0,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carroo, Leonte",2,3,0,12,8
"WR","Pharoh Cooper (7770116)","Pharoh Cooper",7770116,3000,"Mia@LA 04:05PM ET","LA","Pharoh","Cooper","Mia",0,1.5,9,0.00634920634920635,0,0.800285569474122,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,"Cooper, Pharoh",2,2,0,8,5
"WR","Mike Thomas (7770117)","Mike Thomas",7770117,3000,"Mia@LA 04:05PM ET","LA","Mike","Thomas","Mia",0,0,9,0.00634920634920635,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thomas, Mike",0,2,0,11,5
"TE","Lance Kendricks (7770213)","Lance Kendricks",7770213,3000,"Mia@LA 04:05PM ET","LA","Lance","Kendricks","Mia",9.68,8.5,3,0.177777777777778,1,8.99748442575936,3.5,10.1,NA,10.2,4.4,14.4,12.5,NA,16,1,"Kendricks, Lance",35,56,1,3,4
"RB","James Develin (7769988)","James Develin",7769988,3000,"NE@SF 04:25PM ET","NE","James","Develin","SF",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Develin, James",NA,NA,NA,NA,NA
"RB","Brandon Bolden (7769991)","Brandon Bolden",7769991,3000,"NE@SF 04:25PM ET","NE","Brandon","Bolden","SF",0,1.7,9,0.0131578947368421,0,0.906990312070671,0.4,NA,NA,3.5,NA,NA,NA,NA,NA,NA,"Bolden, Brandon",2,4,0,9,7
"RB","D.J. Foster (7769995)","D.J. Foster",7769995,3000,"NE@SF 04:25PM ET","NE","D.J.","Foster","SF",0,0,10,0.00657894736842105,0,0,NA,1.9,NA,NA,1.7,NA,NA,NA,NA,NA,"Foster, D.J.",1,2,0,10,7
"WR","Matthew Slater (7770118)","Matthew Slater",7770118,3000,"NE@SF 04:25PM ET","NE","Matthew","Slater","SF",0,0,11,0.00328947368421053,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Slater, Matthew",0,1,0,12,7
"WR","Rod Streater (7770123)","Rod Streater",7770123,3000,"NE@SF 04:25PM ET","SF","Rod","Streater","NE",5.38,6.8,8,0.0321428571428571,0,6.10817063008891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Streater, Rod",4,9,0,9,6
"WR","Quinton Patton (7770125)","Quinton Patton",7770125,3000,"NE@SF 04:25PM ET","SF","Quinton","Patton","NE",11.45,10,2,0.178571428571429,0,10.6137496617385,11,5.5,1.8,2.3,3.6,9.2,4.3,NA,19.6,8.2,"Patton, Quinton",29,50,0,2,6
"WR","Malcolm Mitchell (7770126)","Malcolm Mitchell",7770126,3000,"NE@SF 04:25PM ET","NE","Malcolm","Mitchell","SF",5.14,7.1,7,0.0460526315789474,0,6.15758643327119,5.3,2.5,3.7,NA,2.7,NA,NA,NA,NA,2.3,"Mitchell, Malcolm",7,14,0,7,7
"WR","Chris Harper (7770127)","Chris Harper",7770127,3000,"NE@SF 04:25PM ET","SF","Chris","Harper","NE",0,0,13,0.00357142857142857,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harper, Chris",0,1,0,14,6
"WR","Aaron Burbridge (7770128)","Aaron Burbridge",7770128,3000,"NE@SF 04:25PM ET","SF","Aaron","Burbridge","NE",0,4.6,10,0.025,0,2.45420907972064,NA,NA,NA,1.5,NA,NA,1.5,NA,NA,NA,"Burbridge, Aaron",2,7,0,11,6
"RB","Will Tukuafu (7769998)","Will Tukuafu",7769998,3000,"Phi@Sea 04:25PM ET","Sea","Will","Tukuafu","Phi",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tukuafu, Will",NA,NA,NA,NA,NA
"RB","Kenjon Barner (7770000)","Kenjon Barner",7770000,3000,"Phi@Sea 04:25PM ET","Phi","Kenjon","Barner","Sea",0,0,11,0.00328947368421053,0,0,4.2,0.2,10.2,NA,NA,0.6,NA,2.4,6.3,NA,"Barner, Kenjon",1,1,0,10,7
"RB","Alex Collins (7770005)","Alex Collins",7770005,3000,"Phi@Sea 04:25PM ET","Sea","Alex","Collins","Phi",0,1,9,0.0106007067137809,0,0.533523712982748,NA,NA,5.1,0.1,NA,8.1,0.2,NA,NA,0.2,"Collins, Alex",3,3,0,9,4
"WR","Jermaine Kearse (7770130)","Jermaine Kearse",7770130,3000,"Phi@Sea 04:25PM ET","Sea","Jermaine","Kearse","Phi",6.37,8.9,3,0.166077738515901,0,7.68496583404193,10.7,3.1,3.1,5.3,NA,6.5,8.1,9.7,5.6,4.6,"Kearse, Jermaine",28,47,0,3,4
"WR","Paul Richardson (7770132)","Paul Richardson",7770132,3000,"Phi@Sea 04:25PM ET","Sea","Paul","Richardson","Phi",2.68,3.7,5,0.0671378091872792,0,3.20953237432626,2.1,6.5,NA,3.7,NA,NA,2,5.3,2.5,7.2,"Richardson, Paul",11,19,0,6,4
"WR","Tanner McEvoy (7770133)","Tanner McEvoy",7770133,3000,"Phi@Sea 04:25PM ET","Sea","Tanner","McEvoy","Phi",0,0,9,0.0106007067137809,0,0,NA,NA,NA,11.2,NA,2.7,2,1.7,NA,NA,"McEvoy, Tanner",3,3,1,9,3
"WR","Dorial Green-Beckham (7770135)","Dorial Green-Beckham",7770135,3000,"Phi@Sea 04:25PM ET","Phi","Dorial","Green-Beckham","Sea",5.73,3.8,4,0.128289473684211,0,4.66895140259646,NA,3.8,6.3,NA,7.3,3.3,8.8,10.5,NA,NA,"Green-Beckham, Dorial",20,39,1,5,2
"WR","Bryce Treggs (7770136)","Bryce Treggs",7770136,3000,"Phi@Sea 04:25PM ET","Phi","Bryce","Treggs","Sea",5.46,3.8,9,0.0131578947368421,0,4.54447992804485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Treggs, Bryce",2,4,0,9,7
"WR","Nelson Agholor (7770137)","Nelson Agholor",7770137,3000,"Phi@Sea 04:25PM ET","Phi","Nelson","Agholor","Sea",6.48,7.5,2,0.164473684210526,0,6.98874323660934,15.7,8.2,5.1,NA,5.2,6.4,3,5.5,8.1,2.7,"Agholor, Nelson",27,50,1,4,2
"RB","Mack Brown (7770008)","Mack Brown",7770008,3000,"GB@Was 08:30PM ET","Was","Mack","Brown","GB",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown, Mack",NA,NA,NA,NA,NA
"RB","Aaron Ripkowski (7770010)","Aaron Ripkowski",7770010,3000,"GB@Was 08:30PM ET","GB","Aaron","Ripkowski","Was",0,1.9,NA,NA,0,1.01369505466722,NA,NA,NA,NA,1.7,1.2,2.6,4.3,1.7,NA,"Ripkowski, Aaron",NA,NA,NA,NA,NA
"RB","Joe Kerridge (7770011)","Joe Kerridge",7770011,3000,"GB@Was 08:30PM ET","GB","Joe","Kerridge","Was",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kerridge, Joe",NA,NA,NA,NA,NA
"RB","Don Jackson (7770013)","Don Jackson",7770013,3000,"GB@Was 08:30PM ET","GB","Don","Jackson","Was",0,0,14,0.00518134715025907,0,0,NA,NA,NA,NA,NA,NA,NA,1,1.6,NA,"Jackson, Don",0,2,0,15,9
"WR","Ryan Grant (7770142)","Ryan Grant",7770142,3000,"GB@Was 08:30PM ET","Was","Ryan","Grant","GB",2.16,2.1,7,0.0356164383561644,0,2.11617159367668,NA,1.5,NA,NA,NA,NA,1.5,2.7,NA,NA,"Grant, Ryan",4,13,0,8,8
"WR","Rashad Ross (7770143)","Rashad Ross",7770143,3000,"GB@Was 08:30PM ET","Was","Rashad","Ross","GB",0,1.4,13,0.00547945205479452,0,0.746933198175847,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,"Ross, Rashad",1,2,0,13,8
"WR","Maurice Harris (7770146)","Maurice Harris",7770146,3000,"GB@Was 08:30PM ET","Was","Maurice","Harris","GB",0,0,10,0.0136986301369863,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,"Harris, Maurice",3,5,0,9,8
"WR","Trevor Davis (7770148)","Trevor Davis",7770148,3000,"GB@Was 08:30PM ET","GB","Trevor","Davis","Was",0,0,9,0.0207253886010363,0,0,NA,NA,NA,NA,NA,NA,NA,11.4,NA,-1,"Davis, Trevor",3,8,1,12,4
"WR","Jeff Janis (7770149)","Jeff Janis",7770149,3000,"GB@Was 08:30PM ET","GB","Jeff","Janis","Was",2.4,0,6,0.0414507772020725,0,1.10641310712545,NA,NA,NA,NA,NA,3.4,2.9,13,3.5,NA,"Janis, Jeff",9,16,1,6,4
"WR","Geronimo Allison (7770150)","Geronimo Allison",7770150,3000,"GB@Was 08:30PM ET","GB","Geronimo","Allison","Was",0,0,10,0.0181347150259067,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,"Allison, Geronimo",3,7,1,12,4
"TE","Dwayne Allen (7770175)","Dwayne Allen",7770175,2900,"Ten@Ind 01:00PM ET","Ind","Dwayne","Allen","Ten",7.9,7.2,5,0.0875706214689266,1,7.48331387776374,17.3,4.5,6.5,4,17,1.9,NA,NA,2.5,NA,"Allen, Dwayne",19,31,2,6,5
"TE","Vernon Davis (7770236)","Vernon Davis",7770236,2800,"GB@Was 08:30PM ET","Was","Vernon","Davis","GB",6.14,3.9,6,0.0849315068493151,1,4.91131601302867,3,10.1,NA,1.8,4.5,13,13.9,14.3,NA,15.6,"Davis, Vernon",27,31,2,6,3
"TE","Will Tye (7770202)","Will Tye",7770202,2700,"Chi@NYG 01:00PM ET","NYG","Will","Tye","Chi",8.28,6.3,4,0.105849582172702,0,7.17832461137413,4.6,3,4.4,8.3,5.7,3.5,3.4,NA,7.3,10.3,"Tye, Will",27,38,0,3,7
"TE","Vance McDonald (7770225)","Vance McDonald",7770225,2700,"NE@SF 04:25PM ET","SF","Vance","McDonald","NE",8.25,6.5,5,0.0928571428571429,1,7.27119919013161,9.4,14.5,2.4,NA,NA,4.5,3.4,NA,17.4,9,"McDonald, Vance",15,26,3,5,1
"TE","Richard Rodgers (7770240)","Richard Rodgers",7770240,2700,"GB@Was 08:30PM ET","GB","Richard","Rodgers","Was",6.43,3.7,4,0.0880829015544041,0,4.93830285420978,3.2,4.5,8.9,NA,1.6,3.5,1.7,NA,12.4,6.7,"Rodgers, Richard",19,34,1,5,4
"TE","Charles Clay (7770181)","Charles Clay",7770181,2600,"Buf@Cin 01:00PM ET","Buf","Charles","Clay","Cin",7.58,9.9,2,0.181159420289855,1,8.77630615520043,6,7.7,NA,9.7,12.3,10.2,4.9,2.6,3.9,NA,"Clay, Charles",31,50,0,2,7
"TE","Garrett Celek (7770224)","Garrett Celek",7770224,2600,"NE@SF 04:25PM ET","SF","Garrett","Celek","NE",3.62,4.4,4,0.103571428571429,0,4.01634410703832,2.5,2.2,5.5,12.9,1.4,NA,1.4,NA,11.6,NA,"Celek, Garrett",16,29,0,4,6
"TE","David Johnson (7770152)","David Johnson",7770152,2500,"Pit@Cle 01:00PM ET","Pit","David","Johnson","Cle",0,0,11,0.0187667560321716,0,0,NA,1.5,NA,3.6,NA,NA,1.5,NA,2.5,1.2,"Johnson, David",5,7,0,10,11
"TE","Ladarius Green (7770153)","Ladarius Green",7770153,2500,"Pit@Cle 01:00PM ET","Pit","Ladarius","Green","Cle",7.76,5.4,12,0.0107238605898123,0,6.45843042981248,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Green, Ladarius",3,4,0,12,11
"TE","Xavier Grimble (7770154)","Xavier Grimble",7770154,2500,"Pit@Cle 01:00PM ET","Pit","Xavier","Grimble","Cle",0,0,7,0.0509383378016086,0,0,NA,10.6,NA,2.9,3.3,2.1,3.4,NA,2,1.5,"Grimble, Xavier",10,19,1,7,6
"TE","Randall Telfer (7770155)","Randall Telfer",7770155,2500,"Pit@Cle 01:00PM ET","Cle","Randall","Telfer","Pit",0,1.1,9,0.0142857142857143,0,0.586876084281023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,"Telfer, Randall",1,5,0,10,6
"TE","Seth DeValve (7770156)","Seth DeValve",7770156,2500,"Pit@Cle 01:00PM ET","Cle","Seth","DeValve","Pit",0,1.1,11,0.00571428571428571,0,0.586876084281023,NA,NA,NA,NA,NA,NA,NA,1.5,NA,9.5,"DeValve, Seth",2,2,1,9,4
"TE","Danny Vitale (7770158)","Danny Vitale",7770158,2500,"Pit@Cle 01:00PM ET","Cle","Danny","Vitale","Pit",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vitale, Danny",NA,NA,NA,NA,NA
"TE","Gavin Escobar (7770161)","Gavin Escobar",7770161,2500,"Bal@Dal 01:00PM ET","Dal","Gavin","Escobar","Bal",1.96,0,12,0.00346020761245675,0,0.903570704152455,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,"Escobar, Gavin",1,1,1,12,5
"TE","Crockett Gillmore (7770162)","Crockett Gillmore",7770162,2500,"Bal@Dal 01:00PM ET","Bal","Crockett","Gillmore","Dal",0,0,8,0.0368421052631579,0,0,1.5,3.2,NA,3.6,12.8,NA,NA,NA,NA,NA,"Gillmore, Crockett",8,14,1,9,4
"TE","Darren Waller (7770163)","Darren Waller",7770163,2500,"Bal@Dal 01:00PM ET","Bal","Darren","Waller","Dal",0,3.4,12,0.0131578947368421,0,1.81398062414134,NA,NA,NA,NA,NA,NA,NA,NA,3.7,9.4,"Waller, Darren",4,5,1,11,4
"TE","Geoff Swaim (7770164)","Geoff Swaim",7770164,2500,"Bal@Dal 01:00PM ET","Dal","Geoff","Swaim","Bal",0,0,7,0.0311418685121107,0,0,3.1,4.9,NA,NA,NA,NA,NA,1.8,3.1,NA,"Swaim, Geoff",6,9,0,7,8
"TE","Marcedes Lewis (7770165)","Marcedes Lewis",7770165,2500,"Jax@Det 01:00PM ET","Jax","Marcedes","Lewis","Det",3.7,2.8,6,0.0714285714285714,0,3.1995866031701,6.8,9.7,5,2.2,NA,NA,2.1,6.3,4.3,2.9,"Lewis, Marcedes",18,28,1,6,4
"TE","Clay Harbor (7770166)","Clay Harbor",7770166,2500,"Jax@Det 01:00PM ET","Det","Clay","Harbor","Jax",0,1.7,9,0.00903614457831325,0,0.906990312070671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harbor, Clay",3,3,0,9,8
"TE","Matthew Mulligan (7770167)","Matthew Mulligan",7770167,2500,"Jax@Det 01:00PM ET","Det","Matthew","Mulligan","Jax",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mulligan, Matthew",NA,NA,NA,NA,NA
"TE","Neal Sterling (7770169)","Neal Sterling",7770169,2500,"Jax@Det 01:00PM ET","Jax","Neal","Sterling","Det",0,0,12,0.00510204081632653,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"Sterling, Neal",1,2,0,12,9
"TE","Ben Koyack (7770171)","Ben Koyack",7770171,2500,"Jax@Det 01:00PM ET","Jax","Ben","Koyack","Det",0,0,9,0.0204081632653061,0,0,NA,NA,NA,NA,NA,NA,NA,9.1,NA,6.5,"Koyack, Ben",8,8,0,8,9
"TE","Anthony Fasano (7770172)","Anthony Fasano",7770172,2500,"Ten@Ind 01:00PM ET","Ten","Anthony","Fasano","Ind",1.97,0,7,0.0364741641337386,0,0.908180758765477,NA,1.1,NA,NA,2,8.5,2,NA,1.9,7.9,"Fasano, Anthony",6,12,2,8,5
"TE","Beau Brinkley (7770174)","Beau Brinkley",7770174,2500,"Ten@Ind 01:00PM ET","Ten","Beau","Brinkley","Ind",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brinkley, Beau",NA,NA,NA,NA,NA
"TE","Erik Swoope (7770177)","Erik Swoope",7770177,2500,"Ten@Ind 01:00PM ET","Ind","Erik","Swoope","Ten",0,0,10,0.0367231638418079,0,0,NA,NA,NA,NA,NA,6.2,7.1,5,1.7,NA,"Swoope, Erik",7,13,0,10,7
"TE","Jace Amaro (7770178)","Jace Amaro",7770178,2500,"Ten@Ind 01:00PM ET","Ten","Jace","Amaro","Ind",0,0,11,0.0121580547112462,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amaro, Jace",3,4,0,11,10
"TE","Phillip Supernaw (7770179)","Phillip Supernaw",7770179,2500,"Ten@Ind 01:00PM ET","Ten","Phillip","Supernaw","Ind",0,0,10,0.0182370820668693,0,0,NA,1.7,NA,NA,NA,4.5,NA,4,NA,NA,"Supernaw, Phillip",4,6,1,10,7
"TE","Clark Harris (7770180)","Clark Harris",7770180,2500,"Buf@Cin 01:00PM ET","Cin","Clark","Harris","Buf",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harris, Clark",NA,NA,NA,NA,NA
"TE","Ryan Hewitt (7770182)","Ryan Hewitt",7770182,2500,"Buf@Cin 01:00PM ET","Cin","Ryan","Hewitt","Buf",0,0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hewitt, Ryan",0,0,0,12,5
"TE","Gerald Christian (7770184)","Gerald Christian",7770184,2500,"Buf@Cin 01:00PM ET","Buf","Gerald","Christian","Cin",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christian, Gerald",NA,NA,NA,NA,NA
"TE","Tyler Kroft (7770185)","Tyler Kroft",7770185,2500,"Buf@Cin 01:00PM ET","Cin","Tyler","Kroft","Buf",2.21,1.1,8,0.0336391437308868,0,1.60569815375905,NA,6.5,NA,NA,5.9,3.9,1.3,1.6,NA,NA,"Kroft, Tyler",10,11,0,7,5
"TE","C.J. Uzomah (7770186)","C.J. Uzomah",7770186,2500,"Buf@Cin 01:00PM ET","Cin","C.J.","Uzomah","Buf",0,0,5,0.0886850152905199,0,0,7.9,3.9,5.1,8.5,9.3,1.6,NA,NA,NA,NA,"Uzomah, C.J.",17,29,0,5,5
"TE","Nick O'Leary (7770187)","Nick O'Leary",7770187,2500,"Buf@Cin 01:00PM ET","Buf","Nick","O'Leary","Cin",2.86,1.6,NA,NA,0,2.1721135600969,NA,NA,3.8,4,NA,4.9,1.7,4,NA,NA,"O'Leary, Nick",NA,NA,NA,NA,NA
"TE","Brandon Myers (7770188)","Brandon Myers",7770188,2500,"TB@KC 01:00PM ET","TB","Brandon","Myers","KC",0,0,9,0.0198300283286119,0,0,7.4,NA,1.7,NA,2.2,NA,NA,NA,2,1.6,"Myers, Brandon",5,7,1,9,4
"TE","Andrew DePaola (7770189)","Andrew DePaola",7770189,2500,"TB@KC 01:00PM ET","TB","Andrew","DePaola","KC",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DePaola, Andrew",NA,NA,NA,NA,NA
"TE","Luke Stocker (7770190)","Luke Stocker",7770190,2500,"TB@KC 01:00PM ET","TB","Luke","Stocker","KC",0,0,13,0.0113314447592068,0,0,NA,NA,NA,NA,NA,NA,NA,2.8,NA,2.1,"Stocker, Luke",3,4,0,13,8
"TE","James Winchester (7770192)","James Winchester",7770192,2500,"TB@KC 01:00PM ET","KC","James","Winchester","TB",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Winchester, James",NA,NA,NA,NA,NA
"TE","James O'Shaughnessy (7770193)","James O'Shaughnessy",7770193,2500,"TB@KC 01:00PM ET","KC","James","O'Shaughnessy","TB",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"O'Shaughnessy, James",NA,NA,NA,NA,NA
"TE","Ross Travis (7770195)","Ross Travis",7770195,2500,"TB@KC 01:00PM ET","KC","Ross","Travis","TB",0,0,9,0.0182370820668693,0,0,NA,NA,3,NA,NA,NA,NA,NA,NA,1.5,"Travis, Ross",3,6,0,10,6
"TE","Demetrius Harris (7770196)","Demetrius Harris",7770196,2500,"TB@KC 01:00PM ET","KC","Demetrius","Harris","TB",2.32,1.2,8,0.0577507598784195,0,1.70976112580057,4,NA,9.4,2.2,NA,2.1,2,4.3,NA,NA,"Harris, Demetrius",10,19,0,8,6
"TE","Alan Cross (7770197)","Alan Cross",7770197,2500,"TB@KC 01:00PM ET","TB","Alan","Cross","KC",0,0,NA,NA,0,0,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,"Cross, Alan",NA,NA,NA,NA,NA
"TE","Logan Paulsen (7770199)","Logan Paulsen",7770199,2500,"Chi@NYG 01:00PM ET","Chi","Logan","Paulsen","NYG",0,0,9,0.0215384615384615,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Paulsen, Logan",3,7,0,10,6
"TE","Patrick Scales (7770200)","Patrick Scales",7770200,2500,"Chi@NYG 01:00PM ET","Chi","Patrick","Scales","NYG",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scales, Patrick",NA,NA,NA,NA,NA
"TE","Larry Donnell (7770201)","Larry Donnell",7770201,2500,"Chi@NYG 01:00PM ET","NYG","Larry","Donnell","Chi",4.62,0,6,0.0584958217270195,0,2.1298452312165,8.5,6.4,4.1,NA,NA,9.4,0.8,NA,NA,NA,"Donnell, Larry",15,21,1,6,4
"TE","Daniel Brown (7770203)","Daniel Brown",7770203,2500,"Chi@NYG 01:00PM ET","Chi","Daniel","Brown","NYG",0,0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brown, Daniel",0,0,0,14,6
"TE","Ben Braunecker (7770204)","Ben Braunecker",7770204,2500,"Chi@NYG 01:00PM ET","Chi","Ben","Braunecker","NYG",0,0,12,0.00307692307692308,0,0,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,"Braunecker, Ben",1,1,0,11,6
"TE","Jerell Adams (7770205)","Jerell Adams",7770205,2500,"Chi@NYG 01:00PM ET","NYG","Jerell","Adams","Chi",0,3.8,10,0.0278551532033426,0,2.02739010933444,NA,NA,NA,NA,4.7,NA,1.5,NA,5.4,10.8,"Adams, Jerell",9,10,1,8,4
"TE","Darren Fells (7770206)","Darren Fells",7770206,2500,"Ari@Min 01:00PM ET","Ari","Darren","Fells","Min",2.76,1.5,8,0.0364583333333333,0,2.07266064266839,NA,7.1,3.5,2.7,NA,1.8,NA,NA,NA,NA,"Fells, Darren",10,14,0,8,7
"TE","Jermaine Gresham (7770207)","Jermaine Gresham",7770207,2500,"Ari@Min 01:00PM ET","Ari","Jermaine","Gresham","Min",2.22,4.6,6,0.0651041666666667,0,3.47764120381169,8.1,NA,NA,NA,1.4,2.4,3.5,6.2,NA,7.7,"Gresham, Jermaine",15,25,0,6,7
"TE","Rhett Ellison (7770208)","Rhett Ellison",7770208,2500,"Ari@Min 01:00PM ET","Min","Rhett","Ellison","Ari",1.62,1.6,9,0.0157728706624606,0,1.60046678808208,NA,NA,2.8,1.2,NA,NA,NA,NA,7.5,2.8,"Ellison, Rhett",5,5,0,9,5
"TE","Kevin McDermott (7770209)","Kevin McDermott",7770209,2500,"Ari@Min 01:00PM ET","Min","Kevin","McDermott","Ari",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McDermott, Kevin",NA,NA,NA,NA,NA
"TE","David Morgan (7770211)","David Morgan",7770211,2500,"Ari@Min 01:00PM ET","Min","David","Morgan","Ari",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Morgan, David",NA,NA,NA,NA,NA
"TE","Hakeem Valles (7770212)","Hakeem Valles",7770212,2500,"Ari@Min 01:00PM ET","Ari","Hakeem","Valles","Min",0,0,12,0.00520833333333333,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valles, Hakeem",0,2,0,13,7
"TE","Cory Harkey (7770214)","Cory Harkey",7770214,2500,"Mia@LA 04:05PM ET","LA","Cory","Harkey","Mia",0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Harkey, Cory",NA,NA,NA,NA,NA
