"","Position","Name","Salary","GameInfo","Projection","Team","FirstName","LastName","Opponent"
"248","WR","Harry Douglas",3400,"Min@Ten 01:00PM ET",6.25,"Ten","Harry","Douglas","Min"
"249","TE","Martellus Bennett",3400,"NE@Ari 08:30PM ET",10.445,"NE","Martellus","Bennett","Ari"
"250","WR","Dontrelle Inman",3400,"SD@KC 01:00PM ET",7.186,"SD","Dontrelle","Inman","KC"
"251","TE","Charles Clay",3400,"Buf@Bal 01:00PM ET",9.6,"Buf","Charles","Clay","Bal"
"252","WR","Kendall Wright",3400,"Min@Ten 01:00PM ET",9.95,"Ten","Kendall","Wright","Min"
"253","WR","Jaron Brown",3400,"NE@Ari 08:30PM ET",1.889,"Ari","Jaron","Brown","NE"
"254","WR","Kenny Bell",3400,"TB@Atl 01:00PM ET",0,"TB","Kenny","Bell","Atl"
"255","RB","Kenneth Dixon",3400,"Buf@Bal 01:00PM ET",0,"Bal","Kenneth","Dixon","Buf"
"256","DST","Eagles ",3300,"Cle@Phi 01:00PM ET",8.25,"Phi","Eagles","","Cle"
"257","RB","Matt Asiata",3300,"Min@Ten 01:00PM ET",2.688,"Min","Matt","Asiata","Ten"
"258","WR","Leonard Hankerson",3300,"Buf@Bal 01:00PM ET",7.97,"Buf","Leonard","Hankerson","Bal"
"259","WR","Terrance Williams",3300,"NYG@Dal 04:25PM ET",9.813,"Dal","Terrance","Williams","NYG"
"260","WR","Rueben Randle",3300,"Cle@Phi 01:00PM ET",11.731,"Phi","Rueben","Randle","Cle"
"261","WR","Jared Abbrederis",3300,"GB@Jax 01:00PM ET",2.917,"GB","Jared","Abbrederis","Jax"
"262","TE","Will Tye",3300,"NYG@Dal 04:25PM ET",8.108,"NYG","Will","Tye","Dal"
"263","WR","Rishard Matthews",3300,"Min@Ten 01:00PM ET",12.691,"Ten","Rishard","Matthews","Min"
"264","WR","Cecil Shorts III",3300,"Chi@Hou 01:00PM ET",9.37,"Hou","Cecil","Shorts III","Chi"
"265","DST","Texans ",3200,"Chi@Hou 01:00PM ET",9.118,"Hou","Texans","","Chi"
"266","WR","Eddie Royal",3200,"Chi@Hou 01:00PM ET",7.411,"Chi","Eddie","Royal","Hou"
"267","WR","Hakeem Nicks",3200,"Oak@NO 01:00PM ET",2.067,"NO","Hakeem","Nicks","Oak"
"268","WR","Cole Beasley",3200,"NYG@Dal 04:25PM ET",8.538,"Dal","Cole","Beasley","NYG"
"269","TE","Dwayne Allen",3200,"Det@Ind 04:25PM ET",2.538,"Ind","Dwayne","Allen","Det"
"270","WR","Kenny Stills",3200,"Mia@Sea 04:05PM ET",5.563,"Mia","Kenny","Stills","Sea"
"271","WR","J.J. Nelson",3200,"NE@Ari 08:30PM ET",4.862,"Ari","J.J.","Nelson","NE"
"272","WR","Andre Holmes",3200,"Oak@NO 01:00PM ET",3.631,"Oak","Andre","Holmes","NO"
"273","RB","Karlos Williams",3200,"Buf@Bal 01:00PM ET",11.936,"Buf","Karlos","Williams","Bal"
"274","RB","Paul Perkins",3200,"NYG@Dal 04:25PM ET",0,"NYG","Paul","Perkins","Dal"
"275","WR","Leonte Carroo",3200,"Mia@Sea 04:05PM ET",0,"Mia","Leonte","Carroo","Sea"
"276","RB","Lorenzo Taliaferro",3200,"Buf@Bal 01:00PM ET",6.2,"Bal","Lorenzo","Taliaferro","Buf"
"277","DST","Vikings ",3100,"Min@Ten 01:00PM ET",8.765,"Min","Vikings","","Ten"
"278","WR","Stevie Johnson",3100,"SD@KC 01:00PM ET",11.27,"SD","Stevie","Johnson","KC"
"279","RB","Jacquizz Rodgers",3100,"Chi@Hou 01:00PM ET",1.22,"Chi","Jacquizz","Rodgers","Hou"
"280","RB","Knile Davis",3100,"SD@KC 01:00PM ET",1.881,"KC","Knile","Davis","SD"
"281","RB","Kyle Juszczyk",3100,"Buf@Bal 01:00PM ET",6.088,"Bal","Kyle","Juszczyk","Buf"
"282","RB","Denard Robinson",3100,"GB@Jax 01:00PM ET",5.308,"Jax","Denard","Robinson","GB"
"283","WR","Justin Hardy",3100,"TB@Atl 01:00PM ET",4.489,"Atl","Justin","Hardy","TB"
"284","WR","Marqise Lee",3100,"GB@Jax 01:00PM ET",4.39,"Jax","Marqise","Lee","GB"
"285","TE","Richard Rodgers",3100,"GB@Jax 01:00PM ET",9.761,"GB","Richard","Rodgers","Jax"
"286","RB","Alex Collins",3100,"Mia@Sea 04:05PM ET",0,"Sea","Alex","Collins","Mia"
"287","DST","Bengals ",3000,"Cin@NYJ 01:00PM ET",8.765,"Cin","Bengals","","NYJ"
"288","WR","Nate Washington",3000,"NE@Ari 08:30PM ET",9.607,"NE","Nate","Washington","Ari"
"289","WR","Andre Caldwell",3000,"Det@Ind 04:25PM ET",2.056,"Det","Andre","Caldwell","Ind"
"290","WR","Eric Weems",3000,"TB@Atl 01:00PM ET",0.156,"Atl","Eric","Weems","TB"
"291","WR","Matthew Slater",3000,"NE@Ari 08:30PM ET",0,"NE","Matthew","Slater","Ari"
"292","RB","Jerome Felton",3000,"Buf@Bal 01:00PM ET",0.15,"Buf","Jerome","Felton","Bal"
"293","RB","Cedric Peerman",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Cedric","Peerman","NYJ"
"294","WR","Marlon Moore",3000,"Cle@Phi 01:00PM ET",1.507,"Cle","Marlon","Moore","Phi"
"295","WR","Brandon Tate",3000,"Cin@NYJ 01:00PM ET",0.818,"Cin","Brandon","Tate","NYJ"
"296","RB","Darrel Young",3000,"Chi@Hou 01:00PM ET",0.541,"Chi","Darrel","Young","Hou"
"297","WR","Louis Murphy",3000,"TB@Atl 01:00PM ET",4.967,"TB","Louis","Murphy","Atl"
"298","RB","Donald Brown",3000,"NE@Ari 08:30PM ET",4.57,"NE","Donald","Brown","Ari"
"299","WR","Dobson Collins",3000,"Buf@Bal 01:00PM ET",0,"Bal","Dobson","Collins","Buf"
"300","WR","Kyle Williams",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Kyle","Williams","Cin"
"301","WR","Greg Salas",3000,"Buf@Bal 01:00PM ET",3.55,"Buf","Greg","Salas","Bal"
"302","RB","Marcel Reece",3000,"Oak@NO 01:00PM ET",5.233,"Oak","Marcel","Reece","NO"
"303","WR","Marc Mariani",3000,"Chi@Hou 01:00PM ET",3.188,"Chi","Marc","Mariani","Hou"
"304","WR","Bryan Walters",3000,"GB@Jax 01:00PM ET",6.8,"Jax","Bryan","Walters","GB"
"305","WR","Andre Roberts",3000,"Det@Ind 04:25PM ET",3.389,"Det","Andre","Roberts","Ind"
"306","WR","Jeremy Ross",3000,"Cin@NYJ 01:00PM ET",1.364,"NYJ","Jeremy","Ross","Cin"
"307","RB","Dexter McCluster",3000,"Min@Ten 01:00PM ET",8.518,"Ten","Dexter","McCluster","Min"
"308","WR","Mike Williams",3000,"SD@KC 01:00PM ET",0,"KC","Mike","Williams","SD"
"309","RB","James Develin",3000,"NE@Ari 08:30PM ET",0,"NE","James","Develin","Ari"
"310","WR","Arrelious Benn",3000,"GB@Jax 01:00PM ET",0,"Jax","Arrelious","Benn","GB"
"311","WR","Marcus Easley",3000,"Buf@Bal 01:00PM ET",0.985,"Buf","Marcus","Easley","Bal"
"312","RB","Stevan Ridley",3000,"Det@Ind 04:25PM ET",1.422,"Det","Stevan","Ridley","Ind"
"313","RB","Taiwan Jones",3000,"Oak@NO 01:00PM ET",2.5,"Oak","Taiwan","Jones","NO"
"314","WR","Charles Johnson",3000,"Min@Ten 01:00PM ET",1.973,"Min","Charles","Johnson","Ten"
"315","WR","Deonte Thompson",3000,"Chi@Hou 01:00PM ET",1.443,"Chi","Deonte","Thompson","Hou"
"316","RB","Daniel Herron",3000,"Buf@Bal 01:00PM ET",2.16,"Buf","Daniel","Herron","Bal"
"317","TE","Jordan Cameron",3000,"Mia@Sea 04:05PM ET",5.725,"Mia","Jordan","Cameron","Sea"
"318","WR","Greg Little",3000,"Buf@Bal 01:00PM ET",0,"Buf","Greg","Little","Bal"
"319","RB","Joe Banyard",3000,"GB@Jax 01:00PM ET",0,"Jax","Joe","Banyard","GB"
"320","WR","Jeremy Kerley",3000,"Det@Ind 04:25PM ET",2.7,"Det","Jeremy","Kerley","Ind"
"321","RB","Robert Hughes",3000,"Cle@Phi 01:00PM ET",0,"Cle","Robert","Hughes","Phi"
"322","RB","Travaris Cadet",3000,"Oak@NO 01:00PM ET",6.6,"NO","Travaris","Cadet","Oak"
"323","WR","Nathan Palmer",3000,"Oak@NO 01:00PM ET",0,"Oak","Nathan","Palmer","NO"
"324","WR","Kashif Moore",3000,"SD@KC 01:00PM ET",0,"KC","Kashif","Moore","SD"
"325","RB","Anthony Sherman",3000,"SD@KC 01:00PM ET",0.544,"KC","Anthony","Sherman","SD"
"326","WR","Aldrick Robinson",3000,"TB@Atl 01:00PM ET",0,"Atl","Aldrick","Robinson","TB"
"327","RB","Robert Turbin",3000,"Det@Ind 04:25PM ET",3.52,"Ind","Robert","Turbin","Det"
"328","RB","Will Johnson",3000,"NYG@Dal 04:25PM ET",0.724,"NYG","Will","Johnson","Dal"
"329","RB","Bobby Rainey",3000,"NYG@Dal 04:25PM ET",0.338,"NYG","Bobby","Rainey","Dal"
"330","RB","Patrick DiMarco",3000,"TB@Atl 01:00PM ET",2.25,"Atl","Patrick","DiMarco","TB"
"331","RB","Isaiah Pead",3000,"Mia@Sea 04:05PM ET",-0.35,"Mia","Isaiah","Pead","Sea"
"332","RB","George Winn",3000,"Det@Ind 04:25PM ET",0.014,"Det","George","Winn","Ind"
"333","WR","Tavarres King",3000,"NYG@Dal 04:25PM ET",0,"NYG","Tavarres","King","Dal"
"334","RB","Austin Johnson",3000,"Oak@NO 01:00PM ET",1.49,"NO","Austin","Johnson","Oak"
"335","WR","Terrelle Pryor",3000,"Cle@Phi 01:00PM ET",1.7,"Cle","Terrelle","Pryor","Phi"
"336","RB","Kenjon Barner",3000,"Cle@Phi 01:00PM ET",2.055,"Phi","Kenjon","Barner","Cle"
"337","WR","Brice Butler",3000,"NYG@Dal 04:25PM ET",5.4,"Dal","Brice","Butler","NYG"
"338","RB","Zach Line",3000,"Min@Ten 01:00PM ET",2.188,"Min","Zach","Line","Ten"
"339","WR","Griff Whalen",3000,"Mia@Sea 04:05PM ET",3.107,"Mia","Griff","Whalen","Sea"
"340","RB","Jonathan Grimes",3000,"Chi@Hou 01:00PM ET",6.013,"Hou","Jonathan","Grimes","Chi"
"341","WR","Frankie Hammond Jr.",3000,"SD@KC 01:00PM ET",0.136,"KC","Frankie","Hammond Jr.","SD"
"342","WR","T.J. Graham",3000,"Cle@Phi 01:00PM ET",1.6,"Phi","T.J.","Graham","Cle"
"343","WR","Chris Givens",3000,"Cle@Phi 01:00PM ET",4.207,"Phi","Chris","Givens","Cle"
"344","RB","Glenn Winston",3000,"Cle@Phi 01:00PM ET",-0.6,"Cle","Glenn","Winston","Phi"
"345","WR","Keshawn Martin",3000,"NE@Ari 08:30PM ET",6.382,"NE","Keshawn","Martin","Ari"
"346","WR","Myles White",3000,"NYG@Dal 04:25PM ET",1.817,"NYG","Myles","White","Dal"
"347","WR","Troy Stoudermire",3000,"Min@Ten 01:00PM ET",0,"Min","Troy","Stoudermire","Ten"
"348","WR","Jarrett Boykin",3000,"Buf@Bal 01:00PM ET",0,"Buf","Jarrett","Boykin","Bal"
"349","WR","B.J. Daniels",3000,"Chi@Hou 01:00PM ET",0.585,"Chi","B.J.","Daniels","Hou"
"350","RB","Jordan Todman",3000,"Det@Ind 04:25PM ET",0.715,"Ind","Jordan","Todman","Det"
"351","WR","Jarius Wright",3000,"Min@Ten 01:00PM ET",4.824,"Min","Jarius","Wright","Ten"
"352","RB","Brandon Bolden",3000,"NE@Ari 08:30PM ET",4.5,"NE","Brandon","Bolden","Ari"
"353","RB","Lance Dunbar",3000,"NYG@Dal 04:25PM ET",13.05,"Dal","Lance","Dunbar","NYG"
"354","RB","Jonas Gray",3000,"GB@Jax 01:00PM ET",4.025,"Jax","Jonas","Gray","GB"
"355","TE","Kyle Rudolph",3000,"Min@Ten 01:00PM ET",7.935,"Min","Kyle","Rudolph","Ten"
"356","WR","Russell Shepard",3000,"TB@Atl 01:00PM ET",0.908,"TB","Russell","Shepard","Atl"
"357","WR","Josh Boyce",3000,"Det@Ind 04:25PM ET",0,"Ind","Josh","Boyce","Det"
"358","RB","Matthew Tucker",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Matthew","Tucker","Cin"
"359","RB","Mike James",3000,"TB@Atl 01:00PM ET",0,"TB","Mike","James","Atl"
"360","RB","Tommy Bohanon",3000,"Cin@NYJ 01:00PM ET",0.613,"NYJ","Tommy","Bohanon","Cin"
"361","RB","Rex Burkhead",3000,"Cin@NYJ 01:00PM ET",1.571,"Cin","Rex","Burkhead","NYJ"
"362","WR","Michael Campanaro",3000,"Buf@Bal 01:00PM ET",4.05,"Bal","Michael","Campanaro","Buf"
"363","RB","Nikita Whitlock",3000,"NYG@Dal 04:25PM ET",0,"NYG","Nikita","Whitlock","Dal"
"364","WR","Damian Copeland",3000,"Det@Ind 04:25PM ET",0,"Det","Damian","Copeland","Ind"
"365","RB","Tyler Gaffney",3000,"NE@Ari 08:30PM ET",0,"NE","Tyler","Gaffney","Ari"
"366","RB","Stepfan Taylor",3000,"NE@Ari 08:30PM ET",0.4,"Ari","Stepfan","Taylor","NE"
"367","WR","Tony Washington",3000,"GB@Jax 01:00PM ET",0.2,"Jax","Tony","Washington","GB"
"368","RB","Branden Oliver",3000,"SD@KC 01:00PM ET",4.375,"SD","Branden","Oliver","KC"
"369","RB","Cameron Marshall",3000,"Mia@Sea 04:05PM ET",0,"Sea","Cameron","Marshall","Mia"
"370","WR","Marquise Goodwin",3000,"Buf@Bal 01:00PM ET",2.2,"Buf","Marquise","Goodwin","Bal"
"371","WR","Mitch Mathews",3000,"SD@KC 01:00PM ET",0,"KC","Mitch","Mathews","SD"
"372","RB","Kerwynn Williams",3000,"NE@Ari 08:30PM ET",3.8,"Ari","Kerwynn","Williams","NE"
"373","WR","Andre Debose",3000,"Det@Ind 04:25PM ET",0,"Ind","Andre","Debose","Det"
"374","WR","Shaq Evans",3000,"GB@Jax 01:00PM ET",0,"Jax","Shaq","Evans","GB"
"375","WR","Rodney Smith",3000,"NYG@Dal 04:25PM ET",0,"Dal","Rodney","Smith","NYG"
"376","WR","Ed Williams",3000,"GB@Jax 01:00PM ET",0,"GB","Ed","Williams","Jax"
"377","WR","Josh Lenz",3000,"Chi@Hou 01:00PM ET",0,"Hou","Josh","Lenz","Chi"
"378","WR","Nick Williams",3000,"TB@Atl 01:00PM ET",3.207,"Atl","Nick","Williams","TB"
"379","WR","Devin Street",3000,"NYG@Dal 04:25PM ET",1.56,"Dal","Devin","Street","NYG"
"380","WR","Chris Matthews",3000,"Buf@Bal 01:00PM ET",2.623,"Bal","Chris","Matthews","Buf"
"381","WR","Aaron Dobson",3000,"NE@Ari 08:30PM ET",3.388,"NE","Aaron","Dobson","Ari"
"382","RB","Bernard Pierce",3000,"Cin@NYJ 01:00PM ET",0.686,"NYJ","Bernard","Pierce","Cin"
"383","RB","Daniel Thomas",3000,"Mia@Sea 04:05PM ET",0,"Mia","Daniel","Thomas","Sea"
"384","WR","Terrell Sinkfield",3000,"Min@Ten 01:00PM ET",0,"Min","Terrell","Sinkfield","Ten"
"385","RB","Dominique Williams",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Dominique","Williams","Cin"
"386","WR","A.J. Cruz",3000,"Mia@Sea 04:05PM ET",0,"Mia","A.J.","Cruz","Sea"
"387","WR","Kadron Boone",3000,"NYG@Dal 04:25PM ET",0,"NYG","Kadron","Boone","Dal"
"388","WR","James Wright",3000,"Cin@NYJ 01:00PM ET",0,"Cin","James","Wright","NYJ"
"389","RB","Storm Johnson",3000,"TB@Atl 01:00PM ET",0,"TB","Storm","Johnson","Atl"
"390","WR","Justin Hunter",3000,"Min@Ten 01:00PM ET",6.044,"Ten","Justin","Hunter","Min"
"391","RB","Rajion Neal",3000,"Cle@Phi 01:00PM ET",0,"Cle","Rajion","Neal","Phi"
"392","RB","Trey Millard",3000,"SD@KC 01:00PM ET",0,"KC","Trey","Millard","SD"
"393","RB","Jay Prosch",3000,"Chi@Hou 01:00PM ET",0.206,"Hou","Jay","Prosch","Chi"
"394","RB","Jalston Fowler",3000,"Min@Ten 01:00PM ET",1.419,"Ten","Jalston","Fowler","Min"
"395","RB","Jeff Luc",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Jeff","Luc","NYJ"
"396","WR","TJ Jones",3000,"Det@Ind 04:25PM ET",2.79,"Det","TJ","Jones","Ind"
"397","WR","Kenbrell Thompkins",3000,"Cin@NYJ 01:00PM ET",4.786,"NYJ","Kenbrell","Thompkins","Cin"
"398","RB","Joey Iosefa",3000,"NE@Ari 08:30PM ET",2.55,"NE","Joey","Iosefa","Ari"
"399","WR","Kain Colter",3000,"Buf@Bal 01:00PM ET",0,"Buf","Kain","Colter","Bal"
"400","WR","Rashad Lawrence",3000,"GB@Jax 01:00PM ET",0,"Jax","Rashad","Lawrence","GB"
"401","RB","Orleans Darkwa",3000,"NYG@Dal 04:25PM ET",1.713,"NYG","Orleans","Darkwa","Dal"
"402","WR","Rod Streater",3000,"SD@KC 01:00PM ET",1.8,"KC","Rod","Streater","SD"
"403","WR","Jamel Johnson",3000,"GB@Jax 01:00PM ET",0,"GB","Jamel","Johnson","Jax"
"404","WR","R.J. Harris",3000,"Oak@NO 01:00PM ET",0,"NO","R.J.","Harris","Oak"
"405","WR","Michael Bennett",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Michael","Bennett","NYJ"
"406","RB","Marcus Murphy",3000,"Oak@NO 01:00PM ET",0.385,"NO","Marcus","Murphy","Oak"
"407","RB","Andre Williams",3000,"NYG@Dal 04:25PM ET",2.213,"NYG","Andre","Williams","Dal"
"408","TE","Clive Walford",3000,"Oak@NO 01:00PM ET",4.931,"Oak","Clive","Walford","NO"
"409","RB","Rod Smith",3000,"NYG@Dal 04:25PM ET",0.191,"Dal","Rod","Smith","NYG"
"410","WR","Joshua Bellamy",3000,"Chi@Hou 01:00PM ET",3.338,"Chi","Joshua","Bellamy","Hou"
"411","RB","Senorise Perry",3000,"Chi@Hou 01:00PM ET",0,"Chi","Senorise","Perry","Hou"
"412","WR","Jordan Leslie",3000,"TB@Atl 01:00PM ET",0,"Atl","Jordan","Leslie","TB"
"413","WR","Neal Sterling",3000,"GB@Jax 01:00PM ET",0,"Jax","Neal","Sterling","GB"
"414","WR","Walt Powell",3000,"Buf@Bal 01:00PM ET",0,"Buf","Walt","Powell","Bal"
"415","WR","Javontee Herndon",3000,"SD@KC 01:00PM ET",5.475,"SD","Javontee","Herndon","KC"
"416","RB","Malcolm Johnson",3000,"Cle@Phi 01:00PM ET",0.458,"Cle","Malcolm","Johnson","Phi"
"417","WR","Jonathan Krause",3000,"TB@Atl 01:00PM ET",1.55,"TB","Jonathan","Krause","Atl"
"418","WR","Josh Huff",3000,"Cle@Phi 01:00PM ET",5.08,"Phi","Josh","Huff","Cle"
"419","RB","Soma Vainuku",3000,"Chi@Hou 01:00PM ET",0,"Hou","Soma","Vainuku","Chi"
"420","WR","Andrew Turzilli",3000,"Min@Ten 01:00PM ET",1.5,"Ten","Andrew","Turzilli","Min"
"421","WR","Brandon Coleman",3000,"Oak@NO 01:00PM ET",5.463,"NO","Brandon","Coleman","Oak"
"422","RB","Sam Bergen",3000,"Min@Ten 01:00PM ET",0,"Ten","Sam","Bergen","Min"
"423","RB","Michael Burton",3000,"Det@Ind 04:25PM ET",1.006,"Det","Michael","Burton","Ind"
"424","RB","Corey Grant",3000,"GB@Jax 01:00PM ET",0.417,"Jax","Corey","Grant","GB"
"425","WR","Kaelin Clay",3000,"Buf@Bal 01:00PM ET",0.857,"Bal","Kaelin","Clay","Buf"
"426","WR","Antwan Goodley",3000,"Mia@Sea 04:05PM ET",0,"Sea","Antwan","Goodley","Mia"
"427","WR","Matt Hazel",3000,"Mia@Sea 04:05PM ET",0,"Mia","Matt","Hazel","Sea"
"428","WR","Keith Mumphery",3000,"Chi@Hou 01:00PM ET",1.582,"Hou","Keith","Mumphery","Chi"
"429","WR","Da'Ron Brown",3000,"SD@KC 01:00PM ET",0,"KC","Da'Ron","Brown","SD"
"430","WR","Kevin Smith",3000,"Mia@Sea 04:05PM ET",1.267,"Sea","Kevin","Smith","Mia"
"431","WR","Corey Fuller",3000,"Det@Ind 04:25PM ET",0.883,"Det","Corey","Fuller","Ind"
"432","WR","Jake Kumerow",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Jake","Kumerow","NYJ"
"433","WR","Geremy Davis",3000,"NYG@Dal 04:25PM ET",0.41,"NYG","Geremy","Davis","Dal"
"434","RB","David Fluellen",3000,"Min@Ten 01:00PM ET",0,"Ten","David","Fluellen","Min"
"435","WR","Bernard Reedy",3000,"TB@Atl 01:00PM ET",0,"TB","Bernard","Reedy","Atl"
"436","RB","Jamize Olawale",3000,"Oak@NO 01:00PM ET",2.457,"Oak","Jamize","Olawale","NO"
"437","WR","Paul Richardson",3000,"Mia@Sea 04:05PM ET",5,"Sea","Paul","Richardson","Mia"
"438","WR","Douglas McNeil III",3000,"Mia@Sea 04:05PM ET",0,"Sea","Douglas","McNeil III","Mia"
"439","WR","Daniel Brown",3000,"Buf@Bal 01:00PM ET",2.067,"Bal","Daniel","Brown","Buf"
"440","WR","Reggie Bell",3000,"Oak@NO 01:00PM ET",0,"NO","Reggie","Bell","Oak"
"441","WR","Isaiah Burse",3000,"SD@KC 01:00PM ET",0,"SD","Isaiah","Burse","KC"
"442","WR","Freddie Martino",3000,"TB@Atl 01:00PM ET",0,"TB","Freddie","Martino","Atl"
"443","WR","Cameron Meredith",3000,"Chi@Hou 01:00PM ET",2.091,"Chi","Cameron","Meredith","Hou"
"444","RB","Antonio Andrews",3000,"Min@Ten 01:00PM ET",8.074,"Ten","Antonio","Andrews","Min"
"445","RB","Zach Zenner",3000,"Det@Ind 04:25PM ET",1.517,"Det","Zach","Zenner","Ind"
"446","RB","Kenny Hilliard",3000,"Chi@Hou 01:00PM ET",0,"Hou","Kenny","Hilliard","Chi"
"447","WR","Paul Turner",3000,"Cle@Phi 01:00PM ET",0,"Phi","Paul","Turner","Cle"
"448","RB","Dreamius Smith",3000,"SD@KC 01:00PM ET",0,"SD","Dreamius","Smith","KC"
"449","RB","Terron Ward",3000,"TB@Atl 01:00PM ET",2.446,"Atl","Terron","Ward","TB"
"450","RB","David Cobb",3000,"Min@Ten 01:00PM ET",3.057,"Ten","David","Cobb","Min"
"451","RB","Blake Renaud",3000,"Min@Ten 01:00PM ET",0,"Min","Blake","Renaud","Ten"
"452","WR","Titus Davis",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Titus","Davis","Cin"
"453","WR","Quan Bray",3000,"Det@Ind 04:25PM ET",0,"Ind","Quan","Bray","Det"
"454","WR","Braxton Miller",3000,"Chi@Hou 01:00PM ET",0,"Hou","Braxton","Miller","Chi"
"455","WR","Tre McBride",3000,"Min@Ten 01:00PM ET",1.371,"Ten","Tre","McBride","Min"
"456","WR","Jared Dangerfield",3000,"Oak@NO 01:00PM ET",0,"NO","Jared","Dangerfield","Oak"
"457","WR","Rashawn Scott",3000,"Mia@Sea 04:05PM ET",0,"Mia","Rashawn","Scott","Sea"
"458","WR","David Watford",3000,"Cle@Phi 01:00PM ET",0,"Phi","David","Watford","Cle"
"459","WR","Gary Chambers",3000,"Buf@Bal 01:00PM ET",0,"Buf","Gary","Chambers","Bal"
"460","WR","Amir Carlisle",3000,"NE@Ari 08:30PM ET",0,"Ari","Amir","Carlisle","NE"
"461","RB","Tre Madden",3000,"Mia@Sea 04:05PM ET",0,"Sea","Tre","Madden","Mia"
"462","WR","Quenton Bundrage",3000,"Chi@Hou 01:00PM ET",0,"Hou","Quenton","Bundrage","Chi"
"463","RB","Kevin Monangai",3000,"Min@Ten 01:00PM ET",0,"Min","Kevin","Monangai","Ten"
"464","WR","Dezmin Lewis",3000,"Buf@Bal 01:00PM ET",0,"Buf","Dezmin","Lewis","Bal"
"465","RB","Gus Johnson",3000,"TB@Atl 01:00PM ET",0,"Atl","Gus","Johnson","TB"
"466","WR","Adam Humphries",3000,"TB@Atl 01:00PM ET",4.538,"TB","Adam","Humphries","Atl"
"467","WR","Charone Peake",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Charone","Peake","Cin"
"468","RB","Tyler Ervin",3000,"Chi@Hou 01:00PM ET",0,"Hou","Tyler","Ervin","Chi"
"469","WR","Xavier Rush",3000,"Cle@Phi 01:00PM ET",0,"Phi","Xavier","Rush","Cle"
"470","RB","Bronson Hill",3000,"Cin@NYJ 01:00PM ET",0,"Cin","Bronson","Hill","NYJ"
"471","WR","Jamal Robinson",3000,"GB@Jax 01:00PM ET",0,"Jax","Jamal","Robinson","GB"
"472","WR","Jaxon Shipley",3000,"NE@Ari 08:30PM ET",0,"Ari","Jaxon","Shipley","NE"
"473","WR","Deshon Foxx",3000,"Mia@Sea 04:05PM ET",0,"Sea","Deshon","Foxx","Mia"
"474","WR","Marken Michel",3000,"Min@Ten 01:00PM ET",0,"Min","Marken","Michel","Ten"
"475","WR","K.J. Brent",3000,"Oak@NO 01:00PM ET",0,"Oak","K.J.","Brent","NO"
"476","WR","Tanner McEvoy",3000,"Mia@Sea 04:05PM ET",0,"Sea","Tanner","McEvoy","Mia"
"477","RB","Brandon Wilds",3000,"TB@Atl 01:00PM ET",0,"Atl","Brandon","Wilds","TB"
"478","WR","Devin Lucien",3000,"NE@Ari 08:30PM ET",0,"NE","Devin","Lucien","Ari"
"479","RB","Aaron Ripkowski",3000,"GB@Jax 01:00PM ET",0.165,"GB","Aaron","Ripkowski","Jax"
"480","WR","David Glidden",3000,"TB@Atl 01:00PM ET",0,"Atl","David","Glidden","TB"
"481","WR","Jakeem Grant",3000,"Mia@Sea 04:05PM ET",0,"Mia","Jakeem","Grant","Sea"
"482","RB","James Wilder Jr.",3000,"Buf@Bal 01:00PM ET",0,"Buf","James","Wilder Jr.","Bal"
"483","WR","Marcus Leak",3000,"Det@Ind 04:25PM ET",0,"Ind","Marcus","Leak","Det"
"484","RB","Brandon Ross",3000,"GB@Jax 01:00PM ET",0,"GB","Brandon","Ross","Jax"
"485","RB","Romar Morris",3000,"Cin@NYJ 01:00PM ET",0,"NYJ","Romar","Morris","Cin"
"486","WR","Darius Jennings",3000,"Cle@Phi 01:00PM ET",6.425,"Cle","Darius","Jennings","Phi"
"487","WR","Devin Smith",3000,"Cin@NYJ 01:00PM ET",2.55,"NYJ","Devin","Smith","Cin"
"488","WR","Evan Spencer",3000,"TB@Atl 01:00PM ET",0,"TB","Evan","Spencer","Atl"
"489","RB","Brandon Cottom",3000,"Mia@Sea 04:05PM ET",0,"Sea","Brandon","Cottom","Mia"
"490","RB","Akeem Hunt",3000,"Chi@Hou 01:00PM ET",2.438,"Hou","Akeem","Hunt","Chi"
"491","RB","Raheem Mostert",3000,"Cle@Phi 01:00PM ET",-0.091,"Cle","Raheem","Mostert","Phi"
"492","RB","Derek Watt",3000,"SD@KC 01:00PM ET",0,"SD","Derek","Watt","KC"
"493","WR","Chris Moore",3000,"Buf@Bal 01:00PM ET",0,"Bal","Chris","Moore","Buf"
"494","RB","Elijhaa Penny",3000,"NE@Ari 08:30PM ET",0,"Ari","Elijhaa","Penny","NE"
"495","WR","Andre Davis",3000,"TB@Atl 01:00PM ET",0,"TB","Andre","Davis","Atl"
"496","WR","Malcolm Mitchell",3000,"NE@Ari 08:30PM ET",0,"NE","Malcolm","Mitchell","Ari"
"497","WR","Marvin Hall",3000,"Oak@NO 01:00PM ET",0,"Oak","Marvin","Hall","NO"
