"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg"
"RB","Charles Sims (7395451)","Charles Sims",7395451,4400,"TB@Ari 04:05PM ET","TB","Charles","Sims","Ari",10.3,9.8,11.57,9.8,6,0.0967741935483871,NA
"WR","Travis Benjamin (7395601)","Travis Benjamin",7395601,4400,"Jax@SD 04:25PM ET","SD","Travis","Benjamin","Jax",14.66,15,12.68,15,1,0.230769230769231,NA
"TE","Julius Thomas (7395720)","Julius Thomas",7395720,4400,"Jax@SD 04:25PM ET","Jax","Julius","Thomas","SD",11.69,10.7,11.29,10.7,3,0.128205128205128,NA
"WR","Phillip Dorsett (7395627)","Phillip Dorsett",7395627,4400,"Ind@Den 04:25PM ET","Ind","Phillip","Dorsett","Den",7.74,8.9,9.59,8.9,3,0.130434782608696,NA
"WR","Devin Funchess (7395497)","Devin Funchess",7395497,4300,"SF@Car 01:00PM ET","Car","Devin","Funchess","SF",9.24,10,7.66,10,3,0.125,NA
"TE","Jason Witten (7395651)","Jason Witten",7395651,4300,"Dal@Was 01:00PM ET","Dal","Jason","Witten","Was",13.75,11.9,11.24,11.9,1,0.311111111111111,NA
"RB","Jeremy Hill (7395387)","Jeremy Hill",7395387,4300,"Cin@Pit 01:00PM ET","Cin","Jeremy","Hill","Pit",11.79,8.9,10.82,8.9,7,0,NA
"WR","Victor Cruz (7395521)","Victor Cruz",7395521,4300,"NO@NYG 01:00PM ET","NYG","Victor","Cruz","NO",11.26,8.2,10.07,8.2,3,0.142857142857143,NA
"RB","Theo Riddick (7395421)","Theo Riddick",7395421,4300,"Ten@Det 01:00PM ET","Det","Theo","Riddick","Ten",12.42,12.5,14.77,12.5,3,0.131578947368421,NA
"WR","Steve Smith Sr. (7395564)","Steve Smith",7395564,4300,"Bal@Cle 01:00PM ET","Bal","Steve","Smith","Cle",13.3,11.9,11.06,11.9,1,0.258064516129032,NA
"WR","Pierre Garcon (7395501)","Pierre Garcon",7395501,4200,"Dal@Was 01:00PM ET","Was","Pierre","Garcon","Dal",10.2,9.3,9.66,9.3,4,0.142857142857143,NA
"RB","Giovani Bernard (7395384)","Giovani Bernard",7395384,4200,"Cin@Pit 01:00PM ET","Cin","Giovani","Bernard","Pit",10.91,12.1,12.83,12.1,3,0.133333333333333,NA
"WR","Will Fuller (7395552)","Will Fuller",7395552,4200,"KC@Hou 01:00PM ET","Hou","Will","Fuller","KC",13.62,12.1,11.58,12.1,1,0.314285714285714,NA
"WR","Davante Adams (7395637)","Davante Adams",7395637,4200,"GB@Min 08:30PM ET","GB","Davante","Adams","Min",8.8,7.2,7.23,7.2,3,0.189189189189189,NA
"WR","Eli Rogers (7395517)","Eli Rogers",7395517,4100,"Cin@Pit 01:00PM ET","Pit","Eli","Rogers","Cin",12.12,11.3,10.34,11.3,4,0.166666666666667,NA
"WR","Tajae Sharpe (7395563)","Tajae Sharpe",7395563,4100,"Ten@Det 01:00PM ET","Ten","Tajae","Sharpe","Det",14.32,14.2,11.49,14.2,1,0.275,NA
"RB","Chris Ivory (7395454)","Chris Ivory",7395454,4100,"Jax@SD 04:25PM ET","Jax","Chris","Ivory","SD",0,0,7.16,0,8,0,NA
"WR","Brandon LaFell (7395511)","Brandon LaFell",7395511,4000,"Cin@Pit 01:00PM ET","Cin","Brandon","LaFell","Pit",10.15,8.3,8.86,0,3,0.133333333333333,NA
"WR","Michael Thomas (7395529)","Michael Thomas",7395529,4000,"NO@NYG 01:00PM ET","NO","Michael","Thomas","NYG",8.94,11.6,10.26,14.4042513971973,4,0.166666666666667,NA
"RB","LeGarrette Blount (7395403)","LeGarrette Blount",7395403,4000,"Mia@NE 01:00PM ET","NE","LeGarrette","Blount","Mia",13.67,14,13.56,13.281806803259,8,0,NA
"RB","James White (7395405)","James White",7395405,4000,"Mia@NE 01:00PM ET","NE","James","White","Mia",11.33,13.3,12.39,6.70279979209476,2,0.194444444444444,NA
"TE","Gary Barnidge (7395696)","Gary Barnidge",7395696,4000,"Bal@Cle 01:00PM ET","Cle","Gary","Barnidge","Bal",13.48,10.4,13.31,9.8249033793753,5,0.0769230769230769,NA
"WR","Vincent Jackson (7395588)","Vincent Jackson",7395588,4000,"TB@Ari 04:05PM ET","TB","Vincent","Jackson","Ari",11.31,12.1,11.12,13.3564209442054,2,0.193548387096774,NA
"RB","James Starks (7395481)","James Starks",7395481,4000,"GB@Min 08:30PM ET","GB","James","Starks","Min",7.73,6.3,8.54,6.12846503827356,7,0.027027027027027,NA
"WR","Ted Ginn Jr. (7395488)","Ted Ginn",7395488,3900,"SF@Car 01:00PM ET","Car","Ted","Ginn","SF",6.77,7.6,5.82,6.80267773304361,6,0.03125,NA
"RB","Rob Kelley (7395377)","Rob Kelley",7395377,3900,"Dal@Was 01:00PM ET","Was","Rob","Kelley","Dal",0,4.3,0,4.3,10,0,NA
"TE","Coby Fleener (7395665)","Coby Fleener",7395665,3900,"NO@NYG 01:00PM ET","NO","Coby","Fleener","NYG",10.7,11.4,11.2,15.6442140761322,5,0.0952380952380952,NA
"WR","Kamar Aiken (7395568)","Kamar Aiken",7395568,3900,"Bal@Cle 01:00PM ET","Bal","Kamar","Aiken","Cle",7.38,10,10.07,7.59156233162777,4,0.0967741935483871,NA
"RB","Andre Ellington (7395449)","Andre Ellington",7395449,3900,"TB@Ari 04:05PM ET","Ari","Andre","Ellington","TB",3.6,3.7,5.39,4.24743512338766,6,0.0512820512820513,NA
"WR","Quinton Patton (7395494)","Quinton Patton",7395494,3800,"SF@Car 01:00PM ET","SF","Quinton","Patton","Car",7.31,6.8,8.16,4.29882787309459,3,0.153846153846154,NA
"RB","Tim Hightower (7395388)","Tim Hightower",7395388,3800,"NO@NYG 01:00PM ET","NO","Tim","Hightower","NYG",4.25,4.6,6.47,3.49963174588917,7,0.0238095238095238,NA
"RB","Shane Vereen (7395393)","Shane Vereen",7395393,3800,"NO@NYG 01:00PM ET","NYG","Shane","Vereen","NO",9.96,11.9,12.74,6.14198921040087,2,0.178571428571429,NA
"WR","Danny Amendola (7395533)","Danny Amendola",7395533,3800,"Mia@NE 01:00PM ET","NE","Danny","Amendola","Mia",5.13,5,5.62,6.22836174647258,3,0.138888888888889,NA
"RB","Derrick Henry (7395428)","Derrick Henry",7395428,3800,"Ten@Det 01:00PM ET","Ten","Derrick","Henry","Det",7.65,7.3,7.8,6.54112234389231,7,0.05,NA
"WR","Seth Roberts (7395617)","Seth Roberts",7395617,3800,"Atl@Oak 04:25PM ET","Oak","Seth","Roberts","Atl",7.94,5.1,8.22,5.72943673623174,4,0.0975609756097561,NA
"RB","Shaun Draughn (7395366)","Shaun Draughn",7395366,3700,"SF@Car 01:00PM ET","SF","Shaun","Draughn","Car",6.56,5.5,7.3,4.25959080731767,7,0.0512820512820513,NA
"RB","Chris Thompson (7395374)","Chris Thompson",7395374,3700,"Dal@Was 01:00PM ET","Was","Chris","Thompson","Dal",8.99,6.5,11.37,6.91765444475601,5,0.0476190476190476,NA
"WR","Sammie Coates (7395516)","Sammie Coates",7395516,3700,"Cin@Pit 01:00PM ET","Pit","Sammie","Coates","Cin",6.61,4.4,7.47,0,5,0.0833333333333333,NA
"RB","Jay Ajayi (7395406)","Jay Ajayi",7395406,3700,"Mia@NE 01:00PM ET","Mia","Jay","Ajayi","NE",0,0,5.03,0,7,0,NA
"RB","Benny Cunningham (7395439)","Benny Cunningham",7395439,3700,"Sea@LA 04:05PM ET","LA","Benny","Cunningham","Sea",3.88,4.4,5.37,3.57737451334592,7,0.0294117647058824,NA
"RB","C.J. Prosise (7395445)","C.J. Prosise",7395445,3700,"Sea@LA 04:05PM ET","Sea","C.J.","Prosise","LA",0,0,4.65,0,8,0.0232558139534884,NA
"WR","Kenny Britt (7395576)","Kenny Britt",7395576,3700,"Sea@LA 04:05PM ET","LA","Kenny","Britt","Sea",7.52,8.2,7.41,9.01616628065092,2,0.176470588235294,NA
"RB","Chris Johnson (7395447)","Chris Johnson",7395447,3700,"TB@Ari 04:05PM ET","Ari","Chris","Johnson","TB",0,2.6,5.95,0,9,0,NA
"WR","Tyrell Williams (7395608)","Tyrell Williams",7395608,3700,"Jax@SD 04:25PM ET","SD","Tyrell","Williams","Jax",10.44,12.2,12.22,8.77385740001204,4,0.128205128205128,NA
"RB","Jerick McKinnon (7395485)","Jerick McKinnon",7395485,3700,"GB@Min 08:30PM ET","Min","Jerick","McKinnon","GB",4.9,7.4,7.61,7.24874290310298,5,0.0588235294117647,NA
"RB","Alfred Morris (7395372)","Alfred Morris",7395372,3600,"Dal@Was 01:00PM ET","Dal","Alfred","Morris","Was",4.97,4,4.88,5.00349972239809,8,0.0222222222222222,NA
"WR","Jamison Crowder (7395508)","Jamison Crowder",7395508,3600,"Dal@Was 01:00PM ET","Was","Jamison","Crowder","Dal",10.69,10.8,7.61,12.9759514810329,3,0.214285714285714,NA
"WR","Darrius Heyward-Bey (7395510)","Darrius Heyward-Bey",7395510,3600,"Cin@Pit 01:00PM ET","Pit","Darrius","Heyward-Bey","Cin",0,3.1,3.88,8.26675564514453,6,0,NA
"WR","Dontrelle Inman (7395600)","Dontrelle Inman",7395600,3600,"Jax@SD 04:25PM ET","SD","Dontrelle","Inman","Jax",6.69,8.9,8.95,0,6,0.0769230769230769,NA
"RB","Jalen Richard (7395470)","Jalen Richard",7395470,3600,"Atl@Oak 04:25PM ET","Oak","Jalen","Richard","Atl",0,2.2,7.08,2.48519981070019,5,0.0731707317073171,NA
"TE","Dwayne Allen (7395733)","Dwayne Allen",7395733,3600,"Ind@Den 04:25PM ET","Ind","Dwayne","Allen","Den",11.28,9,7.79,6.08285672097421,3,0.130434782608696,NA
"RB","Fitzgerald Toussaint (7395383)","Fitzgerald Toussaint",7395383,3500,"Cin@Pit 01:00PM ET","Pit","Fitzgerald","Toussaint","Cin",3.56,4.2,5.28,4.2,6,0,NA
"WR","Tyler Boyd (7395520)","Tyler Boyd",7395520,3500,"Cin@Pit 01:00PM ET","Cin","Tyler","Boyd","Pit",8.4,8.7,8.44,10.8918731978854,5,0.1,NA
"WR","Chris Hogan (7395537)","Chris Hogan",7395537,3500,"Mia@NE 01:00PM ET","NE","Chris","Hogan","Mia",9.87,9.7,9.94,7.83628824869335,3,0.138888888888889,NA
"RB","Charcandrick West (7395419)","Charcandrick West",7395419,3500,"KC@Hou 01:00PM ET","KC","Charcandrick","West","Hou",7.36,7.2,6.14,7.29967850110175,4,0.133333333333333,NA
"WR","Chris Conley (7395547)","Chris Conley",7395547,3500,"KC@Hou 01:00PM ET","KC","Chris","Conley","Hou",7.24,6.1,6.36,4.18690055308709,2,0.155555555555556,NA
"TE","Eric Ebron (7395691)","Eric Ebron",7395691,3500,"Ten@Det 01:00PM ET","Det","Eric","Ebron","Ten",11.36,10,10.84,11.7976734982676,3,0.131578947368421,NA
"WR","Terrelle Pryor (7395569)","Terrelle Pryor",7395569,3500,"Bal@Cle 01:00PM ET","Cle","Terrelle","Pryor","Bal",10.12,10.6,9.37,9.18417814722833,1,0.269230769230769,NA
"WR","Jermaine Kearse (7395579)","Jermaine Kearse",7395579,3500,"Sea@LA 04:05PM ET","Sea","Jermaine","Kearse","LA",9.47,8.4,9.41,11.4162149015353,3,0.162790697674419,NA
"WR","Laquon Treadwell (7395642)","Laquon Treadwell",7395642,3500,"GB@Min 08:30PM ET","Min","Laquon","Treadwell","GB",3.26,1.6,5.18,1.6,8,0,NA
"TE","Jesse James (7395664)","Jesse James",7395664,3400,"Cin@Pit 01:00PM ET","Pit","Jesse","James","Cin",10.3,8.2,10.09,5.20952493272546,3,0.194444444444444,NA
"WR","Kenny Stills (7395536)","Kenny Stills",7395536,3400,"Mia@NE 01:00PM ET","Mia","Kenny","Stills","NE",9.67,10.4,8.06,0.91547963598458,2,0.185185185185185,NA
"RB","Alfred Blue (7395415)","Alfred Blue",7395415,3400,"KC@Hou 01:00PM ET","Hou","Alfred","Blue","KC",2.4,1.6,3.59,1.98886007758828,9,0,NA
"WR","Andre Johnson (7395554)","Andre Johnson",7395554,3400,"Ten@Det 01:00PM ET","Ten","Andre","Johnson","Det",6.21,6,5.28,4.92769798134608,2,0.175,NA
"RB","DeAndre Washington (7395469)","DeAndre Washington",7395469,3400,"Atl@Oak 04:25PM ET","Oak","DeAndre","Washington","Atl",4.22,4.2,7.2,4.36052582372668,8,0.024390243902439,NA
"WR","Terrance Williams (7395503)","Terrance Williams",7395503,3300,"Dal@Was 01:00PM ET","Dal","Terrance","Williams","Was",8.36,7.9,7.74,8.15167448750089,4,0.111111111111111,NA
"WR","Dwayne Harris (7395522)","Dwayne Harris",7395522,3300,"NO@NYG 01:00PM ET","NYG","Dwayne","Harris","NO",0,2.4,3.54,2.4,0,0,NA
"WR","Jaelen Strong (7395551)","Jaelen Strong",7395551,3300,"KC@Hou 01:00PM ET","Hou","Jaelen","Strong","KC",0,3.7,3.65,2.67329950410214,9,0,NA
"WR","Rishard Matthews (7395562)","Rishard Matthews",7395562,3300,"Ten@Det 01:00PM ET","Ten","Rishard","Matthews","Det",8.18,13.2,9.25,9.00488049336871,5,0.1,NA
"RB","Terrance West (7395432)","Terrance West",7395432,3300,"Bal@Cle 01:00PM ET","Bal","Terrance","West","Cle",9.21,9.4,10.53,8.25982254826274,6,0.0645161290322581,NA
"WR","Brian Quick (7395577)","Brian Quick",7395577,3300,"Sea@LA 04:05PM ET","LA","Brian","Quick","Sea",4.04,3.6,3.45,0.776985739316634,3,0.147058823529412,NA
"WR","Pharoh Cooper (7395586)","Pharoh Cooper",7395586,3300,"Sea@LA 04:05PM ET","LA","Pharoh","Cooper","Sea",0,0,4.07,0,9,0,NA
"WR","Jaron Brown (7395591)","Jaron Brown",7395591,3300,"TB@Ari 04:05PM ET","Ari","Jaron","Brown","TB",3.73,2.7,2.99,0,6,0.0512820512820513,NA
"RB","Josh Ferguson (7395476)","Josh Ferguson",7395476,3300,"Ind@Den 04:25PM ET","Ind","Josh","Ferguson","Den",0,3.1,3.39,1.92568352791751,7,0.0434782608695652,NA
"WR","Jeff Janis (7395643)","Jeff Janis",7395643,3300,"GB@Min 08:30PM ET","GB","Jeff","Janis","Min",0,1,3.18,1,10,0,NA
"WR","Cole Beasley (7395504)","Cole Beasley",7395504,3200,"Dal@Was 01:00PM ET","Dal","Cole","Beasley","Was",10.95,7.8,7.11,5.45161663065392,2,0.266666666666667,NA
"RB","Paul Perkins (7395399)","Paul Perkins",7395399,3200,"NO@NYG 01:00PM ET","NYG","Paul","Perkins","NO",0,0,0,0,8,0,NA
"WR","Leonte Carroo (7395542)","Leonte Carroo",7395542,3200,"Mia@NE 01:00PM ET","Mia","Leonte","Carroo","NE",4.98,2.8,6.11,2.8,5,0.0740740740740741,NA
"WR","Albert Wilson (7395544)","Albert Wilson",7395544,3200,"KC@Hou 01:00PM ET","KC","Albert","Wilson","Hou",7.19,5.3,4.88,4.25358174891629,6,0.111111111111111,NA
"WR","Breshad Perriman (7395571)","Breshad Perriman",7395571,3200,"Bal@Cle 01:00PM ET","Bal","Breshad","Perriman","Cle",7.03,7.1,7.4,6.00019481472304,6,0.0645161290322581,NA
"TE","Jimmy Graham (7395701)","Jimmy Graham",7395701,3200,"Sea@LA 04:05PM ET","Sea","Jimmy","Graham","LA",10.45,6.7,6.85,15.1110241200248,8,0.0232558139534884,NA
"WR","Adam Thielen (7395641)","Adam Thielen",7395641,3200,"GB@Min 08:30PM ET","Min","Adam","Thielen","GB",8.62,6.9,4.49,0,4,0.147058823529412,NA
"WR","Harry Douglas (7395556)","Harry Douglas",7395556,3100,"Ten@Det 01:00PM ET","Ten","Harry","Douglas","Det",5.92,2.1,3.43,2.60721937677012,5,0.1,NA
"RB","Javorius Allen (7395433)","Javorius Allen",7395433,3100,"Bal@Cle 01:00PM ET","Bal","Javorius","Allen","Cle",0,5.6,0,4.94671291254339,10,0,NA
"WR","Andrew Hawkins (7395566)","Andrew Hawkins",7395566,3100,"Bal@Cle 01:00PM ET","Cle","Andrew","Hawkins","Bal",7.72,6.3,6.15,8.18366411641509,4,0.115384615384615,NA
"WR","Adam Humphries (7395597)","Adam Humphries",7395597,3100,"TB@Ari 04:05PM ET","TB","Adam","Humphries","Ari",5.8,1.3,4.66,10.308470067986,3,0.161290322580645,NA
"RB","Denard Robinson (7395456)","Denard Robinson",7395456,3100,"Jax@SD 04:25PM ET","Jax","Denard","Robinson","SD",4.7,4.3,0,4.3,8,0,NA
"WR","Marqise Lee (7395605)","Marqise Lee",7395605,3100,"Jax@SD 04:25PM ET","Jax","Marqise","Lee","SD",5.3,3.2,4.73,4.46059821664515,5,0.0769230769230769,NA
"WR","Rashad Greene (7395606)","Rashad Greene",7395606,3100,"Jax@SD 04:25PM ET","Jax","Rashad","Greene","SD",5.2,5.1,4.22,5.1,6,0.0512820512820513,NA
"RB","Jamize Olawale (7395466)","Jamize Olawale",7395466,3100,"Atl@Oak 04:25PM ET","Oak","Jamize","Olawale","Atl",0,0,3.37,0,10,0,NA
"TE","Kyle Rudolph (7395740)","Kyle Rudolph",7395740,3100,"GB@Min 08:30PM ET","Min","Kyle","Rudolph","GB",8.9,7.6,8.88,8.4109269119288,1,0.264705882352941,NA
"RB","Mike Tolbert (7395364)","Mike Tolbert",7395364,3000,"SF@Car 01:00PM ET","Car","Mike","Tolbert","SF",3.66,4.2,4.17,4.2,6,0.03125,NA
"RB","Fozzy Whittaker (7395367)","Fozzy Whittaker",7395367,3000,"SF@Car 01:00PM ET","Car","Fozzy","Whittaker","SF",3.22,1.6,5.64,0,6,0.03125,NA
"RB","DuJuan Harris (7395368)","DuJuan Harris",7395368,3000,"SF@Car 01:00PM ET","SF","DuJuan","Harris","Car",0,0,0,0,9,0,NA
"RB","Mike Davis (7395370)","Mike Davis",7395370,3000,"SF@Car 01:00PM ET","SF","Mike","Davis","Car",0,1.4,0,1.4,9,0,NA
"RB","Cameron Artis-Payne (7395371)","Cameron Artis-Payne",7395371,3000,"SF@Car 01:00PM ET","Car","Cameron","Artis-Payne","SF",0,2.5,0,0,9,0,NA
"WR","Jeremy Kerley (7395490)","Jeremy Kerley",7395490,3000,"SF@Car 01:00PM ET","SF","Jeremy","Kerley","Car",11.1,8.1,5.52,1.61163586441161,1,0.333333333333333,NA
"WR","Brenton Bersin (7395491)","Brenton Bersin",7395491,3000,"SF@Car 01:00PM ET","Car","Brenton","Bersin","SF",0,0,0,0,9,0,NA
"WR","Rod Streater (7395492)","Rod Streater",7395492,3000,"SF@Car 01:00PM ET","SF","Rod","Streater","Car",2.61,3.5,0,3.5,9,0,NA
"WR","Corey Brown (7395493)","Corey Brown",7395493,3000,"SF@Car 01:00PM ET","Car","Corey","Brown","SF",0,3.6,0,3.6,4,0.0625,NA
"WR","Damiere Byrd (7395495)","Damiere Byrd",7395495,3000,"SF@Car 01:00PM ET","Car","Damiere","Byrd","SF",0,0,0,0,0,0,NA
"WR","Aaron Burbridge (7395498)","Aaron Burbridge",7395498,3000,"SF@Car 01:00PM ET","SF","Aaron","Burbridge","Car",0,1.4,0,1.4,9,0,NA
"TE","Vance McDonald (7395648)","Vance McDonald",7395648,3000,"SF@Car 01:00PM ET","SF","Vance","McDonald","Car",5.29,6.4,7.33,4.07629985338334,5,0.0769230769230769,NA
"RB","Lance Dunbar (7395373)","Lance Dunbar",7395373,3000,"Dal@Was 01:00PM ET","Dal","Lance","Dunbar","Was",8.1,0,3.8,0,5,0.0444444444444444,NA
"RB","Rod Smith (7395375)","Rod Smith",7395375,3000,"Dal@Was 01:00PM ET","Dal","Rod","Smith","Was",0,0,0,0,0,0,NA
"RB","Keith Smith (7395376)","Keith Smith",7395376,3000,"Dal@Was 01:00PM ET","Dal","Keith","Smith","Was",0,0,0,0,10,0,NA
"RB","Darius Jackson (7395378)","Darius Jackson",7395378,3000,"Dal@Was 01:00PM ET","Dal","Darius","Jackson","Was",0,1.2,0,1.2,0,0,NA
"WR","Brice Butler (7395502)","Brice Butler",7395502,3000,"Dal@Was 01:00PM ET","Dal","Brice","Butler","Was",0,1.3,3.14,0.650713671493184,5,0.0444444444444444,NA
"WR","Ryan Grant (7395505)","Ryan Grant",7395505,3000,"Dal@Was 01:00PM ET","Was","Ryan","Grant","Dal",0,0,0,0,6,0.0238095238095238,NA
"WR","Josh Doctson (7395506)","Josh Doctson",7395506,3000,"Dal@Was 01:00PM ET","Was","Josh","Doctson","Dal",3.63,5.7,5.22,5.7,6,0.0238095238095238,NA
"WR","Rashad Ross (7395507)","Rashad Ross",7395507,3000,"Dal@Was 01:00PM ET","Was","Rashad","Ross","Dal",0,0,0,0,10,0,NA
"WR","Lucky Whitehead (7395509)","Lucky Whitehead",7395509,3000,"Dal@Was 01:00PM ET","Dal","Lucky","Whitehead","Was",0,0,0,0,10,0,NA
"RB","Rex Burkhead (7395382)","Rex Burkhead",7395382,3000,"Cin@Pit 01:00PM ET","Cin","Rex","Burkhead","Pit",0,1.7,0,1.7,7,0,NA
"RB","Roosevelt Nix (7395385)","Roosevelt Nix",7395385,3000,"Cin@Pit 01:00PM ET","Pit","Roosevelt","Nix","Cin",0,0,0,0,0,0,NA
"RB","Daryl Richardson (7395386)","Daryl Richardson",7395386,3000,"Cin@Pit 01:00PM ET","Pit","Daryl","Richardson","Cin",0,2.7,0,2.7,0,0,NA
"WR","James Wright (7395515)","James Wright",7395515,3000,"Cin@Pit 01:00PM ET","Cin","James","Wright","Pit",3.07,0,3.55,0,6,0.0333333333333333,NA
"WR","Alex Erickson (7395518)","Alex Erickson",7395518,3000,"Cin@Pit 01:00PM ET","Cin","Alex","Erickson","Pit",0,0,0,0,7,0,NA
"WR","Cody Core (7395519)","Cody Core",7395519,3000,"Cin@Pit 01:00PM ET","Cin","Cody","Core","Pit",0,0,0,0,0,0,NA
"RB","John Kuhn (7395390)","John Kuhn",7395390,3000,"NO@NYG 01:00PM ET","NO","John","Kuhn","NYG",1.81,0,0,0,7,0.0238095238095238,NA
"RB","C.J. Spiller (7395391)","C.J. Spiller",7395391,3000,"NO@NYG 01:00PM ET","NO","C.J.","Spiller","NYG",0,0,0,0,0,0,NA
"RB","Travaris Cadet (7395392)","Travaris Cadet",7395392,3000,"NO@NYG 01:00PM ET","NO","Travaris","Cadet","NYG",9.52,6.4,3.39,0,3,0.19047619047619,NA
"RB","Bobby Rainey (7395394)","Bobby Rainey",7395394,3000,"NO@NYG 01:00PM ET","NYG","Bobby","Rainey","NO",0,0,0,0.563851882364034,8,0,NA
"RB","Orleans Darkwa (7395396)","Orleans Darkwa",7395396,3000,"NO@NYG 01:00PM ET","NYG","Orleans","Darkwa","NO",0,2.2,0,1.34855626964689,8,0,NA
"RB","Marcus Murphy (7395397)","Marcus Murphy",7395397,3000,"NO@NYG 01:00PM ET","NO","Marcus","Murphy","NYG",0,0,0,0,0,0,NA
"RB","Daniel Lasco (7395398)","Daniel Lasco",7395398,3000,"NO@NYG 01:00PM ET","NO","Daniel","Lasco","NYG",0,1.1,0,1.1,9,0,NA
"WR","Tavarres King (7395523)","Tavarres King",7395523,3000,"NO@NYG 01:00PM ET","NYG","Tavarres","King","NO",0,0,0,0,8,0,NA
"WR","Brandon Coleman (7395524)","Brandon Coleman",7395524,3000,"NO@NYG 01:00PM ET","NO","Brandon","Coleman","NYG",0,1.2,2.32,1.25643035869043,9,0,NA
"WR","Tommylee Lewis (7395528)","Tommylee Lewis",7395528,3000,"NO@NYG 01:00PM ET","NO","Tommylee","Lewis","NYG",0,0,0,0,9,0,NA
"WR","Roger Lewis (7395531)","Roger Lewis",7395531,3000,"NO@NYG 01:00PM ET","NYG","Roger","Lewis","NO",0,0,0,0,8,0,NA
"RB","James Develin (7395401)","James Develin",7395401,3000,"Mia@NE 01:00PM ET","NE","James","Develin","Mia",0,0,0,0,0,0,NA
"RB","Isaiah Pead (7395402)","Isaiah Pead",7395402,3000,"Mia@NE 01:00PM ET","Mia","Isaiah","Pead","NE",2.64,0,0,0,7,0,NA
"RB","Brandon Bolden (7395404)","Brandon Bolden",7395404,3000,"Mia@NE 01:00PM ET","NE","Brandon","Bolden","Mia",0,2.3,0,2.3,8,0,NA
"RB","D.J. Foster (7395407)","D.J. Foster",7395407,3000,"Mia@NE 01:00PM ET","NE","D.J.","Foster","Mia",0,0,0,0,8,0,NA
"RB","Damien Williams (7395408)","Damien Williams",7395408,3000,"Mia@NE 01:00PM ET","Mia","Damien","Williams","NE",3.77,2.6,6.53,4.07784660773496,5,0.0740740740740741,NA
"RB","Kenyan Drake (7395409)","Kenyan Drake",7395409,3000,"Mia@NE 01:00PM ET","Mia","Kenyan","Drake","NE",0,1.8,2.21,2.78241601185856,7,0,NA
"WR","Matthew Slater (7395532)","Matthew Slater",7395532,3000,"Mia@NE 01:00PM ET","NE","Matthew","Slater","Mia",0,0,0,0,8,0,NA
"WR","Justin Hunter (7395535)","Justin Hunter",7395535,3000,"Mia@NE 01:00PM ET","Mia","Justin","Hunter","NE",0,1.1,0,1.1,9,0,NA
"WR","Jakeem Grant (7395540)","Jakeem Grant",7395540,3000,"Mia@NE 01:00PM ET","Mia","Jakeem","Grant","NE",0,0,0,0,7,0,NA
"WR","Malcolm Mitchell (7395541)","Malcolm Mitchell",7395541,3000,"Mia@NE 01:00PM ET","NE","Malcolm","Mitchell","Mia",6.82,3.1,3.45,4.04400237071305,3,0.138888888888889,NA
"RB","Anthony Sherman (7395411)","Anthony Sherman",7395411,3000,"KC@Hou 01:00PM ET","KC","Anthony","Sherman","Hou",0,0,0,0,11,0,NA
"RB","Jonathan Grimes (7395412)","Jonathan Grimes",7395412,3000,"KC@Hou 01:00PM ET","Hou","Jonathan","Grimes","KC",0,0,0,0,9,0,NA
"RB","Knile Davis (7395413)","Knile Davis",7395413,3000,"KC@Hou 01:00PM ET","KC","Knile","Davis","Hou",0,1.4,0,1.4,11,0,NA
"RB","Jay Prosch (7395417)","Jay Prosch",7395417,3000,"KC@Hou 01:00PM ET","Hou","Jay","Prosch","KC",0,0,0,0,9,0,NA
"RB","Tyler Ervin (7395418)","Tyler Ervin",7395418,3000,"KC@Hou 01:00PM ET","Hou","Tyler","Ervin","KC",0,4.2,3.12,4.2,6,0.0571428571428571,NA
"WR","Keith Mumphery (7395545)","Keith Mumphery",7395545,3000,"KC@Hou 01:00PM ET","Hou","Keith","Mumphery","KC",0,0,0,0,0,0,NA
"WR","Braxton Miller (7395548)","Braxton Miller",7395548,3000,"KC@Hou 01:00PM ET","Hou","Braxton","Miller","KC",5.89,4.8,6.58,4.69768555350252,4,0.0857142857142857,NA
"WR","De'Anthony Thomas (7395549)","De'Anthony Thomas",7395549,3000,"KC@Hou 01:00PM ET","KC","De'Anthony","Thomas","Hou",0,0,0,0,11,0,NA
"WR","Demarcus Robinson (7395550)","Demarcus Robinson",7395550,3000,"KC@Hou 01:00PM ET","KC","Demarcus","Robinson","Hou",0,0,0,0,0,0,NA
"WR","Tyreek Hill (7395553)","Tyreek Hill",7395553,3000,"KC@Hou 01:00PM ET","KC","Tyreek","Hill","Hou",2.87,0,0,0,8,0.0222222222222222,NA
"RB","Jalston Fowler (7395422)","Jalston Fowler",7395422,3000,"Ten@Det 01:00PM ET","Ten","Jalston","Fowler","Det",0,0,0,0,8,0,NA
"RB","Michael Burton (7395423)","Michael Burton",7395423,3000,"Ten@Det 01:00PM ET","Det","Michael","Burton","Ten",0,0,0,0,0,0,NA
"RB","Antonio Andrews (7395424)","Antonio Andrews",7395424,3000,"Ten@Det 01:00PM ET","Ten","Antonio","Andrews","Det",0,0,0,0,0,0,NA
"RB","Zach Zenner (7395425)","Zach Zenner",7395425,3000,"Ten@Det 01:00PM ET","Det","Zach","Zenner","Ten",0,0,0,0,9,0,NA
