"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","ValueWR","RankTargets","RollingTargetPctg"
"WR","Brandon LaFell (7977097)","Brandon LaFell",7977097,4800,"Cin@Hou 08:25PM ET","Cin","Brandon","LaFell","Hou",12.13,12.4,1,2,0.182730923694779
"TE","Tyler Eifert (7977221)","Tyler Eifert",7977221,4800,"Cin@Hou 08:25PM ET","Cin","Tyler","Eifert","Hou",0,0,0,5,0.0943775100401606
"WR","Mike Wallace (7977109)","Mike Wallace",7977109,4800,"Bal@Pit 04:30PM ET","Bal","Mike","Wallace","Pit",12.2,12.6,1,1,0.186851211072664
"WR","Cameron Meredith (7977046)","Cameron Meredith",7977046,4700,"Was@Chi 01:00PM ET","Chi","Cameron","Meredith","Was",11.46,12.3,1,1,0.169921875
"RB","C.J. Prosise (7976920)","C.J. Prosise",7976920,4700,"Ari@Sea 04:25PM ET","Sea","C.J.","Prosise","Ari",0,0,0,6,0.044543429844098
"WR","Sterling Shepard (7975689)","Sterling Shepard",7975689,4600,"NYG@Phi 08:25PM ET","NYG","Sterling","Shepard","Phi",11.34,11.9,1,2,0.173333333333333
"WR","Allen Robinson (7977013)","Allen Robinson",7977013,4600,"Ten@Jax 01:00PM ET","Jax","Allen","Robinson","Ten",12.44,13.3,1,1,0.23758865248227
"RB","Adrian Peterson (7976872)","Adrian Peterson",7976872,4600,"Min@GB 01:00PM ET","Min","Adrian","Peterson","GB",0,0,0,10,0.01171875
"WR","Adam Thielen (7977023)","Adam Thielen",7977023,4600,"Min@GB 01:00PM ET","Min","Adam","Thielen","GB",11.21,12.7,1,3,0.15234375
"RB","Mike Gillislee (7976838)","Mike Gillislee",7976838,4500,"Mia@Buf 01:00PM ET","Buf","Mike","Gillislee","Mia",6.66,3.6,0,10,0.0268948655256724
"WR","Ted Ginn Jr. (7977052)","Ted Ginn Jr.",7977052,4500,"Atl@Car 01:00PM ET","Car","Ted","Ginn","Atl",10.59,9.9,0,3,0.156862745098039
"TE","Jimmy Graham (7977205)","Jimmy Graham",7977205,4500,"Ari@Sea 04:25PM ET","Sea","Jimmy","Graham","Ari",12.48,10,0,2,0.191536748329621
"RB","Rashad Jennings (7975673)","Rashad Jennings",7975673,4400,"NYG@Phi 08:25PM ET","NYG","Rashad","Jennings","Phi",11.2,13.3,0,5,0.0685714285714286
"RB","Mark Ingram (7976847)","Mark Ingram",7976847,4400,"TB@NO 04:25PM ET","NO","Mark","Ingram","TB",12.5,13.2,0,6,0.0795262267343486
"TE","Antonio Gates (7977177)","Antonio Gates",7977177,4400,"SD@Cle 01:00PM ET","SD","Antonio","Gates","Cle",12.8,11.5,0,4,0.14639175257732
"WR","J.J. Nelson (7977079)","J.J. Nelson",7977079,4400,"Ari@Sea 04:25PM ET","Ari","J.J.","Nelson","Sea",11.18,11.8,1,4,0.109826589595376
"RB","Terrance West (7976944)","Terrance West",7976944,4400,"Bal@Pit 04:30PM ET","Bal","Terrance","West","Pit",9.51,6.8,0,7,0.0674740484429066
"WR","Jeremy Maclin (7977121)","Jeremy Maclin",7977121,4400,"Den@KC 08:30PM ET","KC","Jeremy","Maclin","Den",9.31,10.7,0,4,0.134575569358178
"WR","Marqise Lee (7977011)","Marqise Lee",7977011,4300,"Ten@Jax 01:00PM ET","Jax","Marqise","Lee","Ten",12.06,12,1,2,0.164893617021277
"TE","Delanie Walker (7977164)","Delanie Walker",7977164,4300,"Ten@Jax 01:00PM ET","Ten","Delanie","Walker","Jax",13.66,10.5,0,2,0.195505617977528
"RB","Alfred Blue (7976934)","Alfred Blue",7976934,4300,"Cin@Hou 08:25PM ET","Hou","Alfred","Blue","Cin",9.7,10.6,0,10,0.0155642023346304
"RB","Fitzgerald Toussaint (7976941)","Fitzgerald Toussaint",7976941,4300,"Bal@Pit 04:30PM ET","Pit","Fitzgerald","Toussaint","Bal",0,0,0,13,0.00184842883548983
"WR","DeVante Parker (7976976)","DeVante Parker",7976976,4200,"Mia@Buf 01:00PM ET","Mia","DeVante","Parker","Buf",10.75,10.7,1,2,0.178048780487805
"RB","Jacquizz Rodgers (7976848)","Jacquizz Rodgers",7976848,4200,"TB@NO 04:25PM ET","TB","Jacquizz","Rodgers","NO",0,0,0,9,0.0275049115913556
"WR","Chris Hogan (7976997)","Chris Hogan",7976997,4200,"NYJ@NE 01:00PM ET","NE","Chris","Hogan","NYJ",10.33,9.1,1,4,0.103112840466926
"RB","Kenneth Dixon (7976947)","Kenneth Dixon",7976947,4200,"Bal@Pit 04:30PM ET","Bal","Kenneth","Dixon","Pit",10.19,10.7,0,8,0.0570934256055363
"WR","Marvin Jones Jr. (7977139)","Marvin Jones Jr.",7977139,4200,"Det@Dal 08:30PM ET","Det","Marvin","Jones","Dal",9.82,12.6,0,2,0.193050193050193
"RB","Dion Lewis (7976858)","Dion Lewis",7976858,4100,"NYJ@NE 01:00PM ET","NE","Dion","Lewis","NYJ",10.71,12.7,0,8,0.0408560311284047
"TE","Martellus Bennett (7977158)","Martellus Bennett",7977158,4100,"NYJ@NE 01:00PM ET","NE","Martellus","Bennett","NYJ",9.9,8.6,0,3,0.140077821011673
"RB","Isaiah Crowell (7976884)","Isaiah Crowell",7976884,4100,"SD@Cle 01:00PM ET","Cle","Isaiah","Crowell","SD",10.58,12.8,0,6,0.0907258064516129
"WR","Aldrick Robinson (7977053)","Aldrick Robinson",7977053,4100,"Atl@Car 01:00PM ET","Atl","Aldrick","Robinson","Car",5.35,1.3,0,6,0.0628930817610063
"WR","Tyler Boyd (7977104)","Tyler Boyd",7977104,4100,"Cin@Hou 08:25PM ET","Cin","Tyler","Boyd","Hou",10.51,11.2,0,3,0.14859437751004
"RB","Charcandrick West (7976955)","Charcandrick West",7976955,4100,"Den@KC 08:30PM ET","KC","Charcandrick","West","Den",4.86,5.1,0,7,0.062111801242236
"WR","Anquan Boldin (7977132)","Anquan Boldin",7977132,4100,"Det@Dal 08:30PM ET","Det","Anquan","Boldin","Dal",10.26,13.2,1,3,0.166023166023166
"RB","Ryan Mathews (7975676)","Ryan Mathews",7975676,4000,"NYG@Phi 08:25PM ET","Phi","Ryan","Mathews","NYG",9.36,0,0,8,0.0243445692883895
"RB","Tim Hightower (7976843)","Tim Hightower",7976843,4000,"TB@NO 04:25PM ET","NO","Tim","Hightower","TB",9.26,10.6,0,8,0.0423011844331641
"WR","Quincy Enunwa (7976996)","Quincy Enunwa",7976996,4000,"NYJ@NE 01:00PM ET","NYJ","Quincy","Enunwa","NE",9.3,8.7,1,2,0.187122736418511
"RB","Jerick McKinnon (7976877)","Jerick McKinnon",7976877,4000,"Min@GB 01:00PM ET","Min","Jerick","McKinnon","GB",10.35,11.4,0,5,0.087890625
"WR","Randall Cobb (7977018)","Randall Cobb",7977018,4000,"Min@GB 01:00PM ET","GB","Randall","Cobb","Min",0,0,1,3,0.160940325497288
"RB","Jeremy Langford (7976891)","Jeremy Langford",7976891,4000,"Was@Chi 01:00PM ET","Chi","Jeremy","Langford","Was",1.91,3.1,0,9,0.044921875
"WR","Tavon Austin (7977089)","Tavon Austin",7977089,4000,"SF@LA 04:25PM ET","LA","Tavon","Austin","SF",9.37,11.2,1,2,0.193018480492813
"RB","Jamaal Charles (7976949)","Jamaal Charles",7976949,4000,"Den@KC 08:30PM ET","KC","Jamaal","Charles","Den",0,0,0,14,0.0062111801242236
"RB","Darren Sproles (7975672)","Darren Sproles",7975672,3900,"NYG@Phi 08:25PM ET","Phi","Darren","Sproles","NYG",9.09,10.3,0,5,0.121722846441948
"RB","Damien Williams (7976840)","Damien Williams",7976840,3900,"Mia@Buf 01:00PM ET","Mia","Damien","Williams","Buf",2.65,5.5,0,6,0.0609756097560976
"WR","Kenny Stills (7976970)","Kenny Stills",7976970,3900,"Mia@Buf 01:00PM ET","Mia","Kenny","Stills","Buf",9.24,6.6,1,3,0.158536585365854
"TE","Cameron Brate (7977156)","Cameron Brate",7977156,3900,"TB@NO 04:25PM ET","TB","Cameron","Brate","NO",13.1,10.1,0,2,0.163064833005894
"WR","Allen Hurns (7977008)","Allen Hurns",7977008,3900,"Ten@Jax 01:00PM ET","Jax","Allen","Hurns","Ten",0,0,1,3,0.138297872340426
"WR","Cordarrelle Patterson (7977021)","Cordarrelle Patterson",7977021,3900,"Min@GB 01:00PM ET","Min","Cordarrelle","Patterson","GB",8.84,7.3,1,4,0.130859375
"WR","Corey Coleman (7977036)","Corey Coleman",7977036,3900,"SD@Cle 01:00PM ET","Cle","Corey","Coleman","SD",7.86,11.8,1,4,0.120967741935484
"WR","Phillip Dorsett (7977068)","Phillip Dorsett",7977068,3900,"Ind@Oak 04:05PM ET","Ind","Phillip","Dorsett","Oak",7.09,8,0,3,0.10377358490566
"WR","John Brown (7977078)","John Brown",7977078,3900,"Ari@Sea 04:25PM ET","Ari","John","Brown","Sea",9.14,8.6,1,3,0.132947976878613
"RB","DuJuan Harris (7976925)","DuJuan Harris",7976925,3900,"SF@LA 04:25PM ET","SF","DuJuan","Harris","LA",0,1.1,0,11,0.0207373271889401
"WR","Will Fuller V (7977105)","Will Fuller V",7977105,3900,"Cin@Hou 08:25PM ET","Hou","Will","Fuller V","Cin",0,0,0,0,0
"RB","Charles Sims (7976849)","Charles Sims",7976849,3800,"TB@NO 04:25PM ET","TB","Charles","Sims","NO",9.53,7.9,0,7,0.0530451866404715
"RB","James White (7976859)","James White",7976859,3800,"NYJ@NE 01:00PM ET","NE","James","White","NYJ",7.32,7.9,0,2,0.167315175097276
"RB","T.J. Yeldon (7976870)","T.J. Yeldon",7976870,3800,"Ten@Jax 01:00PM ET","Jax","T.J.","Yeldon","Ten",9.87,10.7,0,4,0.125886524822695
"RB","Cameron Artis-Payne (7976904)","Cameron Artis-Payne",7976904,3800,"Atl@Car 01:00PM ET","Car","Cameron","Artis-Payne","Atl",0,0,0,11,0.00217864923747277
"WR","Eli Rogers (7977116)","Eli Rogers",7977116,3800,"Bal@Pit 04:30PM ET","Pit","Eli","Rogers","Bal",9.26,9.2,1,3,0.101663585951941
"TE","Ladarius Green (7977229)","Ladarius Green",7977229,3800,"Bal@Pit 04:30PM ET","Pit","Ladarius","Green","Bal",0,0,0,6,0.0609981515711645
"WR","Adam Humphries (7976985)","Adam Humphries",7976985,3700,"TB@NO 04:25PM ET","TB","Adam","Humphries","NO",10.82,10,1,3,0.145383104125737
"RB","Chris Thompson (7976889)","Chris Thompson",7976889,3700,"Was@Chi 01:00PM ET","Was","Chris","Thompson","Chi",8.1,9,0,6,0.0903732809430255
"TE","C.J. Fiedorowicz (7977223)","C.J. Fiedorowicz",7977223,3700,"Cin@Hou 08:25PM ET","Hou","C.J.","Fiedorowicz","Cin",9.73,10.3,0,3,0.14591439688716
"RB","Devontae Booker (7976954)","Devontae Booker",7976954,3700,"Den@KC 08:30PM ET","Den","Devontae","Booker","KC",6.69,10.3,0,3,0.0678642714570858
"RB","Kenjon Barner (7975677)","Kenjon Barner",7975677,3600,"NYG@Phi 08:25PM ET","Phi","Kenjon","Barner","NYG",0,0,0,9,0.0224719101123595
"WR","Michael Floyd (7976995)","Michael Floyd",7976995,3600,"NYJ@NE 01:00PM ET","NE","Michael","Floyd","NYJ",4.03,0,0,0,0
"RB","Chris Ivory (7976864)","Chris Ivory",7976864,3600,"Ten@Jax 01:00PM ET","Jax","Chris","Ivory","Ten",6.65,7.5,0,7,0.0390070921985816
"RB","Robert Turbin (7976907)","Robert Turbin",7976907,3600,"Ind@Oak 04:05PM ET","Ind","Robert","Turbin","Oak",4.68,5.4,0,7,0.0547169811320755
"RB","Jalen Richard (7976913)","Jalen Richard",7976913,3600,"Ind@Oak 04:05PM ET","Oak","Jalen","Richard","Ind",5.15,6.9,0,6,0.0649819494584837
"RB","Justin Forsett (7976948)","Justin Forsett",7976948,3600,"Den@KC 08:30PM ET","Den","Justin","Forsett","KC",9.37,11.7,0,10,0.0179640718562874
"TE","Eric Ebron (7977248)","Eric Ebron",7977248,3600,"Det@Dal 08:30PM ET","Det","Eric","Ebron","Dal",9.43,11.1,0,4,0.133204633204633
"RB","Shane Vereen (7975674)","Shane Vereen",7975674,3500,"NYG@Phi 08:25PM ET","NYG","Shane","Vereen","Phi",0,0,0,7,0.04
"WR","Dorial Green-Beckham (7975686)","Dorial Green-Beckham",7975686,3500,"NYG@Phi 08:25PM ET","Phi","Dorial","Green-Beckham","NYG",8.77,8,0,3,0.131086142322097
"RB","Christine Michael (7976876)","Christine Michael",7976876,3500,"Min@GB 01:00PM ET","GB","Christine","Michael","Min",4.48,5.2,0,0,0
"RB","Duke Johnson Jr. (7976887)","Duke Johnson Jr.",7976887,3500,"SD@Cle 01:00PM ET","Cle","Duke","Johnson","SD",8.85,8.7,0,2,0.151209677419355
"TE","Hunter Henry (7977184)","Hunter Henry",7977184,3500,"SD@Cle 01:00PM ET","SD","Hunter","Henry","Cle",9.15,6.8,0,6,0.101030927835052
"WR","Deonte Thompson (7977041)","Deonte Thompson",7977041,3500,"Was@Chi 01:00PM ET","Chi","Deonte","Thompson","Was",7.27,5.8,1,8,0.06640625
"RB","Andre Ellington (7976915)","Andre Ellington",7976915,3500,"Ari@Sea 04:25PM ET","Ari","Andre","Ellington","Sea",2.73,2.7,0,8,0.0327552986512524
"WR","Jeremy Kerley (7977088)","Jeremy Kerley",7977088,3500,"SF@LA 04:25PM ET","SF","Jeremy","Kerley","LA",10.02,11,1,1,0.225806451612903
"RB","Rex Burkhead (7976932)","Rex Burkhead",7976932,3500,"Cin@Hou 08:25PM ET","Cin","Rex","Burkhead","Hou",5.87,7,0,9,0.0301204819277108
"RB","Darren McFadden (7976956)","Darren McFadden",7976956,3500,"Det@Dal 08:30PM ET","Dal","Darren","McFadden","Det",3.49,3.6,0,13,0.00225225225225225
"WR","Robert Woods (7976971)","Robert Woods",7976971,3400,"Mia@Buf 01:00PM ET","Buf","Robert","Woods","Mia",8.31,7.4,1,2,0.171149144254279
"WR","Russell Shepard (7976979)","Russell Shepard",7976979,3400,"TB@NO 04:25PM ET","TB","Russell","Shepard","NO",4.05,4.4,1,5,0.0589390962671906
"WR","Charles Johnson (7977016)","Charles Johnson",7977016,3400,"Min@GB 01:00PM ET","Min","Charles","Johnson","GB",4.28,1.7,0,6,0.064453125
"RB","Ronnie Hillman (7976881)","Ronnie Hillman",7976881,3400,"SD@Cle 01:00PM ET","SD","Ronnie","Hillman","Cle",7.17,6.4,0,0,0
"WR","Devin Funchess (7977062)","Devin Funchess",7977062,3400,"Atl@Car 01:00PM ET","Car","Devin","Funchess","Atl",6.02,6.3,0,4,0.119825708061002
"WR","Torrey Smith (7977087)","Torrey Smith",7977087,3400,"SF@LA 04:25PM ET","SF","Torrey","Smith","LA",0,0,0,3,0.119815668202765
"RB","Dwayne Washington (7976965)","Dwayne Washington",7976965,3400,"Det@Dal 08:30PM ET","Det","Dwayne","Washington","Dal",9.07,12.1,0,8,0.0250965250965251
"TE","Jason Witten (7977243)","Jason Witten",7977243,3400,"Det@Dal 08:30PM ET","Dal","Jason","Witten","Det",10.38,9.5,0,2,0.207207207207207
"WR","Victor Cruz (7975680)","Victor Cruz",7975680,3300,"NYG@Phi 08:25PM ET","NYG","Victor","Cruz","Phi",6.64,7.4,0,3,0.106666666666667
"WR","Danny Amendola (7976993)","Danny Amendola",7976993,3300,"NYJ@NE 01:00PM ET","NE","Danny","Amendola","NYJ",0,0,1,7,0.0583657587548638
"RB","DeAndre Washington (7976911)","DeAndre Washington",7976911,3300,"Ind@Oak 04:05PM ET","Oak","DeAndre","Washington","Ind",0,0,0,8,0.036101083032491
"WR","Brian Quick (7977086)","Brian Quick",7977086,3300,"SF@LA 04:25PM ET","LA","Brian","Quick","SF",8.2,6.7,1,4,0.141683778234086
"TE","Ryan Griffin (7977219)","Ryan Griffin",7977219,3300,"Cin@Hou 08:25PM ET","Hou","Ryan","Griffin","Cin",6.95,5.9,0,4,0.138132295719844
"RB","Paul Perkins (7975679)","Paul Perkins",7975679,3200,"NYG@Phi 08:25PM ET","NYG","Paul","Perkins","Phi",7.94,8.1,0,7,0.04
"TE","Charles Clay (7977143)","Charles Clay",7977143,3200,"Mia@Buf 01:00PM ET","Buf","Charles","Clay","Mia",9.16,8,0,1,0.185819070904645
"WR","Tajae Sharpe (7977014)","Tajae Sharpe",7977014,3200,"Ten@Jax 01:00PM ET","Ten","Tajae","Sharpe","Jax",7,7.5,0,3,0.186516853932584
"RB","Matt Jones (7976895)","Matt Jones",7976895,3200,"Was@Chi 01:00PM ET","Was","Matt","Jones","Chi",0,0,0,9,0.0216110019646365
"WR","Joshua Bellamy (7977045)","Joshua Bellamy",7977045,3200,"Was@Chi 01:00PM ET","Chi","Joshua","Bellamy","Was",0,0,0,0,0
"WR","Quinton Patton (7977091)","Quinton Patton",7977091,3200,"SF@LA 04:25PM ET","SF","Quinton","Patton","LA",0,0,1,2,0.147465437788018
"RB","Zach Zenner (7976963)","Zach Zenner",7976963,3200,"Det@Dal 08:30PM ET","Det","Zach","Zenner","Dal",6.1,9.4,0,0,0
"WR","Terrance Williams (7977137)","Terrance Williams",7977137,3200,"Det@Dal 08:30PM ET","Dal","Terrance","Williams","Det",6.99,7.5,1,4,0.123873873873874
"WR","Paul Turner (7975685)","Paul Turner",7975685,3100,"NYG@Phi 08:25PM ET","Phi","Paul","Turner","NYG",4.56,0,0,11,0.0187265917602996
"WR","Marquise Goodwin (7976968)","Marquise Goodwin",7976968,3100,"Mia@Buf 01:00PM ET","Buf","Marquise","Goodwin","Mia",7.4,5.6,1,3,0.141809290953545
"RB","Travaris Cadet (7976846)","Travaris Cadet",7976846,3100,"TB@NO 04:25PM ET","NO","Travaris","Cadet","TB",5.99,1.2,0,5,0.0862944162436548
"TE","Coby Fleener (7977155)","Coby Fleener",7977155,3100,"TB@NO 04:25PM ET","NO","Coby","Fleener","TB",8.54,9.4,0,4,0.120135363790186
"WR","Kendall Wright (7977007)","Kendall Wright",7977007,3100,"Ten@Jax 01:00PM ET","Ten","Kendall","Wright","Jax",6.16,6.9,1,5,0.0853932584269663
"RB","James Starks (7976873)","James Starks",7976873,3100,"Min@GB 01:00PM ET","GB","James","Starks","Min",0,0,0,7,0.0452079566003617
"RB","Matt Asiata (7976874)","Matt Asiata",7976874,3100,"Min@GB 01:00PM ET","Min","Matt","Asiata","GB",4.07,7.6,0,7,0.0625
"WR","Justin Hardy (7977058)","Justin Hardy",7977058,3100,"Atl@Car 01:00PM ET","Atl","Justin","Hardy","Car",4.52,3,0,9,0.0524109014675052
"RB","Bobby Rainey (7975675)","Bobby Rainey",7975675,3000,"NYG@Phi 08:25PM ET","NYG","Bobby","Rainey","Phi",0,0,0,6,0.0438095238095238
"RB","Byron Marshall (7975678)","Byron Marshall",7975678,3000,"NYG@Phi 08:25PM ET","Phi","Byron","Marshall","NYG",3.68,2.3,0,0,0
"WR","Dwayne Harris (7975681)","Dwayne Harris",7975681,3000,"NYG@Phi 08:25PM ET","NYG","Dwayne","Harris","Phi",0,0,0,14,0.00380952380952381
"WR","Tavarres King (7975682)","Tavarres King",7975682,3000,"NYG@Phi 08:25PM ET","NYG","Tavarres","King","Phi",0,0,0,13,0.00571428571428571
"WR","Bryce Treggs (7975687)","Bryce Treggs",7975687,3000,"NYG@Phi 08:25PM ET","Phi","Bryce","Treggs","NYG",0,1.9,0,12,0.0149812734082397
"WR","Nelson Agholor (7975688)","Nelson Agholor",7975688,3000,"NYG@Phi 08:25PM ET","Phi","Nelson","Agholor","NYG",5.23,4.8,0,4,0.127340823970037
"WR","Roger Lewis (7975690)","Roger Lewis",7975690,3000,"NYG@Phi 08:25PM ET","NYG","Roger","Lewis","Phi",3.13,1.1,0,11,0.0342857142857143
"RB","Reggie Bush (7976835)","Reggie Bush",7976835,3000,"Mia@Buf 01:00PM ET","Buf","Reggie","Bush","Mia",0,2.5,0,9,0.0293398533007335
"RB","Jerome Felton (7976836)","Jerome Felton",7976836,3000,"Mia@Buf 01:00PM ET","Buf","Jerome","Felton","Mia",0,0,0,0,0
"RB","Jonathan Williams (7976841)","Jonathan Williams",7976841,3000,"Mia@Buf 01:00PM ET","Buf","Jonathan","Williams","Mia",0,0,0,15,0.00488997555012225
"RB","Kenyan Drake (7976842)","Kenyan Drake",7976842,3000,"Mia@Buf 01:00PM ET","Mia","Kenyan","Drake","Buf",0,1.4,0,10,0.024390243902439
"WR","Brandon Tate (7976967)","Brandon Tate",7976967,3000,"Mia@Buf 01:00PM ET","Buf","Brandon","Tate","Mia",0,0,0,10,0.0268948655256724
"WR","Justin Hunter (7976969)","Justin Hunter",7976969,3000,"Mia@Buf 01:00PM ET","Buf","Justin","Hunter","Mia",6.01,2.5,0,7,0.0562347188264059
"WR","Rashawn Scott (7976973)","Rashawn Scott",7976973,3000,"Mia@Buf 01:00PM ET","Mia","Rashawn","Scott","Buf",0,0,0,0,0
"WR","Dezmin Lewis (7976974)","Dezmin Lewis",7976974,3000,"Mia@Buf 01:00PM ET","Buf","Dezmin","Lewis","Mia",0,0,0,17,0.00244498777506112
"WR","Jakeem Grant (7976977)","Jakeem Grant",7976977,3000,"Mia@Buf 01:00PM ET","Mia","Jakeem","Grant","Buf",0,0,0,13,0.0024390243902439
"WR","Leonte Carroo (7976978)","Leonte Carroo",7976978,3000,"Mia@Buf 01:00PM ET","Mia","Leonte","Carroo","Buf",1.69,0,0,12,0.0121951219512195
"RB","John Kuhn (7976844)","John Kuhn",7976844,3000,"TB@NO 04:25PM ET","NO","John","Kuhn","TB",2.48,2.2,0,0,0
"RB","Marcus Murphy (7976850)","Marcus Murphy",7976850,3000,"TB@NO 04:25PM ET","NO","Marcus","Murphy","TB",0,0,0,14,0.00169204737732657
"RB","Daniel Lasco (7976851)","Daniel Lasco",7976851,3000,"TB@NO 04:25PM ET","NO","Daniel","Lasco","TB",0,0,0,12,0.00676818950930626
"RB","Peyton Barber (7976852)","Peyton Barber",7976852,3000,"TB@NO 04:25PM ET","TB","Peyton","Barber","NO",0,0,0,13,0.0137524557956778
"WR","Josh Huff (7976980)","Josh Huff",7976980,3000,"TB@NO 04:25PM ET","TB","Josh","Huff","NO",0,0,0,15,0.00589390962671906
"WR","Brandon Coleman (7976981)","Brandon Coleman",7976981,3000,"TB@NO 04:25PM ET","NO","Brandon","Coleman","TB",4.94,1.3,0,7,0.0575296108291032
"WR","Freddie Martino (7976982)","Freddie Martino",7976982,3000,"TB@NO 04:25PM ET","TB","Freddie","Martino","NO",2.92,5.1,0,11,0.0196463654223969
"WR","Tommylee Lewis (7976987)","Tommylee Lewis",7976987,3000,"TB@NO 04:25PM ET","NO","Tommylee","Lewis","TB",0,0,0,11,0.0186125211505922
"WR","Jake Lampman (7976989)","Jake Lampman",7976989,3000,"TB@NO 04:25PM ET","NO","Jake","Lampman","TB",0,0,0,0,0
"WR","Donteea Dye (7976990)","Donteea Dye",7976990,3000,"TB@NO 04:25PM ET","TB","Donteea","Dye","NO",0,0,0,0,0
"RB","James Develin (7976854)","James Develin",7976854,3000,"NYJ@NE 01:00PM ET","NE","James","Develin","NYJ",0,0,0,0,0
"RB","Brandon Bolden (7976857)","Brandon Bolden",7976857,3000,"NYJ@NE 01:00PM ET","NE","Brandon","Bolden","NYJ",0,0,0,11,0.00778210116731518
"RB","Brandon Wilds (7976860)","Brandon Wilds",7976860,3000,"NYJ@NE 01:00PM ET","NYJ","Brandon","Wilds","NE",0,4.4,0,0,0
"RB","D.J. Foster (7976861)","D.J. Foster",7976861,3000,"NYJ@NE 01:00PM ET","NE","D.J.","Foster","NYJ",0,0,0,12,0.00389105058365759
"RB","Khiry Robinson (7976862)","Khiry Robinson",7976862,3000,"NYJ@NE 01:00PM ET","NYJ","Khiry","Robinson","NE",1.61,0,0,0,0
"WR","Matthew Slater (7976992)","Matthew Slater",7976992,3000,"NYJ@NE 01:00PM ET","NE","Matthew","Slater","NYJ",0,0,0,13,0.00194552529182879
"WR","Charone Peake (7976998)","Charone Peake",7976998,3000,"NYJ@NE 01:00PM ET","NYJ","Charone","Peake","NE",3.43,4.3,0,6,0.0523138832997988
"WR","Devin Smith (7976999)","Devin Smith",7976999,3000,"NYJ@NE 01:00PM ET","NYJ","Devin","Smith","NE",0,0,0,0,0
"WR","Jalin Marshall (7977002)","Jalin Marshall",7977002,3000,"NYJ@NE 01:00PM ET","NYJ","Jalin","Marshall","NE",0,0,0,8,0.0402414486921529
"RB","Denard Robinson (7976865)","Denard Robinson",7976865,3000,"Ten@Jax 01:00PM ET","Jax","Denard","Robinson","Ten",0,0,0,13,0.00709219858156028
"RB","Jalston Fowler (7976866)","Jalston Fowler",7976866,3000,"Ten@Jax 01:00PM ET","Ten","Jalston","Fowler","Jax",0,0,0,0,0
"RB","Corey Grant (7976867)","Corey Grant",7976867,3000,"Ten@Jax 01:00PM ET","Jax","Corey","Grant","Ten",0,0,0,15,0.00354609929078014
"RB","Antonio Andrews (7976868)","Antonio Andrews",7976868,3000,"Ten@Jax 01:00PM ET","Ten","Antonio","Andrews","Jax",0,0,0,0,0
"RB","Bronson Hill (7976869)","Bronson Hill",7976869,3000,"Ten@Jax 01:00PM ET","Jax","Bronson","Hill","Ten",0,0,0,0,0
"WR","Harry Douglas (7977003)","Harry Douglas",7977003,3000,"Ten@Jax 01:00PM ET","Ten","Harry","Douglas","Jax",2.63,0,0,7,0.0382022471910112
"WR","Marc Mariani (7977004)","Marc Mariani",7977004,3000,"Ten@Jax 01:00PM ET","Ten","Marc","Mariani","Jax",0,0,0,0,0
"WR","Bryan Walters (7977005)","Bryan Walters",7977005,3000,"Ten@Jax 01:00PM ET","Jax","Bryan","Walters","Ten",6.55,10.5,0,8,0.0336879432624113
"WR","Arrelious Benn (7977006)","Arrelious Benn",7977006,3000,"Ten@Jax 01:00PM ET","Jax","Arrelious","Benn","Ten",0,0,0,11,0.0177304964539007
"WR","Tre McBride (7977010)","Tre McBride",7977010,3000,"Ten@Jax 01:00PM ET","Ten","Tre","McBride","Jax",0,0,0,0,0
"WR","Shane Wynn (7977012)","Shane Wynn",7977012,3000,"Ten@Jax 01:00PM ET","Jax","Shane","Wynn","Ten",0,0,0,14,0.00531914893617021
"RB","Zach Line (7976875)","Zach Line",7976875,3000,"Min@GB 01:00PM ET","Min","Zach","Line","GB",0,0,0,0,0
"RB","Aaron Ripkowski (7976879)","Aaron Ripkowski",7976879,3000,"Min@GB 01:00PM ET","GB","Aaron","Ripkowski","Min",0,1.9,0,0,0
"RB","Joe Kerridge (7976880)","Joe Kerridge",7976880,3000,"Min@GB 01:00PM ET","GB","Joe","Kerridge","Min",0,0,0,0,0
"WR","Jarius Wright (7977017)","Jarius Wright",7977017,3000,"Min@GB 01:00PM ET","Min","Jarius","Wright","GB",0,0,0,9,0.015625
"WR","Trevor Davis (7977020)","Trevor Davis",7977020,3000,"Min@GB 01:00PM ET","GB","Trevor","Davis","Min",0,0,0,11,0.0144665461121157
"WR","Laquon Treadwell (7977024)","Laquon Treadwell",7977024,3000,"Min@GB 01:00PM ET","Min","Laquon","Treadwell","GB",0,0,0,11,0.005859375
"WR","Jeff Janis (7977025)","Jeff Janis",7977025,3000,"Min@GB 01:00PM ET","GB","Jeff","Janis","Min",6.67,6.9,0,8,0.0325497287522604
"WR","Geronimo Allison (7977026)","Geronimo Allison",7977026,3000,"Min@GB 01:00PM ET","GB","Geronimo","Allison","Min",3.3,0,0,9,0.0162748643761302
"TE","Jared Cook (7977171)","Jared Cook",7977171,3000,"Min@GB 01:00PM ET","GB","Jared","Cook","Min",8.36,6.1,0,6,0.0723327305605787
"RB","Derek Watt (7976883)","Derek Watt",7976883,3000,"SD@Cle 01:00PM ET","SD","Derek","Watt","Cle",0,0,0,0,0
