Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
834,773106414,LaBete_DU_GEVAUDANz (2/33),0,140.55,P Luis Severino P Hyun-Jin Ryu 3B Manny Machado OF Mark Trumbo 1B Buster Posey C Willson Contreras 2B Joe Panik SS Brandon Crawford OF Nick Markakis OF Hunter Pence,,,
834,773138680,charbarj41 (2/3),0,140.55,P Luis Severino P Hyun-Jin Ryu OF Aaron Judge 2B Ian Kinsler OF Matt Kemp SS Addison Russell C Willson Contreras 1B Miguel Cabrera 3B Kelby Tomlinson OF Alex Presley,,,
838,772777292,Awesemo (83/150),0,140.3,P Jake Arrieta 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Nelson Cruz 2B Jason Kipnis OF Austin Jackson C Willson Contreras P Andrew Moore,,,
838,772902983,bellaedward4eva (86/150),0,140.3,P Jake Arrieta OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación 2B Jason Kipnis OF Ian Happ OF Matt Kemp C Willson Contreras SS Javier Báez P Andrew Moore,,,
838,773095329,sscales8,0,140.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor OF Mark Trumbo 2B Ian Happ OF Matt Kemp C Nick Hundley P Andrew Moore,,,
841,772777218,Awesemo (9/150),0,140.2,P Luis Severino P Steven Matz 3B Kris Bryant OF Nelson Cruz SS Jean Segura C Willson Contreras OF Nick Markakis 1B Miguel Cabrera 2B Javier Báez OF Mark Zagunis,,,
841,772777310,Awesemo (101/150),0,140.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF Aaron Hicks OF Ender Inciarte C Buster Posey SS Didi Gregorius 1B Chris Carter 2B Logan Forsythe,,,
841,772777331,Awesemo (122/150),0,140.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Matt Kemp C Willson Contreras OF Nick Markakis 2B Javier Báez,,,
841,772779578,youdacao (130/150),0,140.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Aaron Hicks SS Didi Gregorius 1B Miguel Cabrera C John Hicks,,,
841,772868241,crystalkali (58/140),0,140.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 2B José Ramírez 1B Matt Adams SS Jean Segura OF Matt Kemp OF Nick Markakis C Kurt Suzuki 3B Logan Forsythe,,,
841,772986518,TeeJayOrTj (1/70),0,140.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado SS Francisco Lindor 1B Matt Adams OF Matt Kemp C Buster Posey 2B Logan Forsythe OF Hunter Pence,,,
841,773008133,tomjk321 (47/150),0,140.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Dee Gordon C Buster Posey OF Nick Markakis SS Dansby Swanson 3B Kelby Tomlinson,,,
841,773026617,bigdogbull,0,140.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge 3B José Ramírez OF Brett Gardner SS Francisco Lindor 1B Carlos Santana OF Austin Jackson C J.T. Realmuto 2B Erik González,,,
841,773050058,luckyluchian0 (4/14),0,140.2,P Jake Arrieta P Hyun-Jin Ryu 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner OF Austin Jackson C Kurt Suzuki SS Erik González OF Daniel Robertson,,,
841,773076449,reshi,0,140.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado SS Francisco Lindor 1B Matt Adams OF Matt Kemp C Buster Posey 2B Logan Forsythe OF Hunter Pence,,,
841,773144463,DollarBillW (118/150),0,140.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge OF Brett Gardner 2B Starlin Castro OF Aaron Hicks C Buster Posey 1B Albert Pujols 3B Yunel Escobar SS Andrelton Simmons,,,
852,772777249,Awesemo (40/150),0,139.9,P Jake Arrieta P Jaime García 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Nelson Cruz 2B Robinson Canó OF Mitch Haniger C Willson Contreras 1B Danny Valencia,,,
852,772779499,youdacao (51/150),0,139.9,P Jake Arrieta P Jaime García OF Aaron Judge 3B Kris Bryant OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Mitch Haniger 1B Danny Valencia C John Hicks,,,
852,772845947,tinderella (50/100),0,139.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Willson Contreras OF Nick Markakis SS Dansby Swanson,,,
852,773052132,foreveryoung12,0,139.9,P Jake Arrieta P Jaime García 3B Kris Bryant OF J.D. Martinez 2B Starlin Castro 1B Matt Holliday OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,,
852,773052184,mjchan89,0,139.9,P Jake Arrieta P Jaime García OF Cody Bellinger 3B Kris Bryant 1B Matt Adams OF Matt Kemp 2B Brandon Phillips SS Didi Gregorius OF Nick Markakis C Kurt Suzuki,,,
852,773123241,mattfarrell8 (2/10),0,139.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks OF Seth Smith OF Mitch Haniger SS Addison Russell C Willson Contreras 2B Logan Forsythe,,,
852,773134566,Truluck32,0,139.9,P Jake Arrieta P Jaime García OF Aaron Judge OF Cody Bellinger OF Brett Gardner 2B Dee Gordon C Buster Posey 3B Yunel Escobar 1B Miguel Cabrera SS Ronald Torreyes,,,
852,773154962,hfillion (2/3),0,139.9,P Jake Arrieta P Jaime García OF Aaron Judge 1B Anthony Rizzo OF Brett Gardner SS Addison Russell C Willson Contreras 3B Kyle Seager OF Curtis Granderson 2B Logan Forsythe,,,
860,772777240,Awesemo (31/150),0,139.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado OF Brett Gardner OF Matt Kemp 2B Brandon Phillips C Alex Avila OF Nick Markakis SS Dansby Swanson,,,
860,772964014,ChipotleAddict (52/150),0,139.85,P Jake Arrieta P Steven Matz OF Nelson Cruz 1B Matt Adams OF Ben Gamel 2B Robinson Canó OF Mitch Haniger SS Dansby Swanson C Kurt Suzuki 3B Johan Camargo,,,
860,772984150,kperkins017 (1/2),0,139.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 2B Ian Happ C Willson Contreras OF Alex Presley,,,
860,772992643,kperkins017 (2/2),0,139.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 2B Ian Happ C Willson Contreras OF Alex Presley,,,
860,772993414,papagates (52/150),0,139.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Robinson Canó OF Mitch Haniger C Mike Zunino SS Javier Báez OF Mark Zagunis,,,
860,773005949,anilprao88 (22/100),0,139.85,P Jake Arrieta P Daniel Norris OF Aaron Judge 1B Anthony Rizzo OF Mark Trumbo OF Seth Smith C Buster Posey 2B Joe Panik SS Brandon Crawford 3B Kelby Tomlinson,,,
860,773006003,anilprao88 (76/100),0,139.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor 2B Jason Kipnis OF Ender Inciarte OF Austin Jackson OF Nick Markakis C Yan Gomes,,,
860,773034907,JADIEGEORGIA (3/11),0,139.85,P Jake Arrieta P Daniel Norris 2B José Ramírez 1B Edwin Encarnación SS Francisco Lindor OF Cameron Maybin OF Eric Young Jr. C Welington Castillo 3B Yunel Escobar OF Nick Markakis,,,
860,772747172,elite3200 (2/4),0,139.85,P Steven Matz OF Aaron Judge C Gary Sánchez 3B Kris Bryant OF Brett Gardner SS Francisco Lindor 2B Jonathan Schoop 1B Matt Adams OF Aaron Hicks P Andrew Moore,,,
860,772993453,papagates (91/150),0,139.85,P Steven Matz 2B José Ramírez 1B Edwin Encarnación OF Austin Jackson OF Kole Calhoun OF Cameron Maybin 3B Luis Valbuena C Yan Gomes SS Erik González P Andrew Moore,,,
860,772996347,goforit1018 (1/5),0,139.85,P Daniel Norris OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Aaron Hicks 2B Ian Happ C Welington Castillo P Andrew Moore,,,
871,772845981,tinderella (84/100),0,139.8,P Jaime García P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz SS Jean Segura OF Ian Happ 2B Robinson Canó OF Mitch Haniger C Willson Contreras,,,
871,773003076,lvbeers,0,139.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Edwin Encarnación 3B Kris Bryant OF J.D. Martinez 2B Ian Happ OF Cameron Maybin C J.T. Realmuto SS Kelby Tomlinson,,,
871,773013165,bric75 (23/100),0,139.8,P Jaime García P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant 2B Jonathan Schoop OF Mark Trumbo OF Ian Happ OF Seth Smith SS Addison Russell C Willson Contreras,,,
874,773137578,rippedkilt,0,139.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant 2B Starlin Castro OF Nelson Cruz 1B Matt Adams OF Matt Kemp C Buster Posey SS Didi Gregorius,,,
874,773139928,maxgruber (17/17),0,139.75,P Hyun-Jin Ryu P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey OF Austin Slater 2B Joe Panik SS Brandon Crawford 3B Kelby Tomlinson,,,
876,772818101,wreston (1/2),0,139.65,P Luis Severino 2B José Ramírez SS Francisco Lindor 1B Matt Adams OF Ender Inciarte OF Austin Jackson OF Nick Markakis C Kurt Suzuki 3B Johan Camargo P Andrew Moore,,,
876,772868294,crystalkali (111/140),0,139.65,P Luis Severino OF Aaron Judge 1B Edwin Encarnación 2B Jason Kipnis OF Austin Jackson OF Nick Markakis C Yan Gomes SS Erik González 3B Logan Forsythe P Andrew Moore,,,
876,772979381,RexGrossman (116/150),0,139.65,P Luis Severino 3B José Ramírez SS Francisco Lindor 1B Matt Adams OF Matt Kemp OF Austin Jackson OF Nick Markakis C Yan Gomes 2B Erik González P Andrew Moore,,,
876,772982698,ehafner (37/150),0,139.65,P Luis Severino P Jake Arrieta OF Ender Inciarte 2B Brandon Phillips 1B Buster Posey SS Brandon Crawford OF Nick Markakis C Kurt Suzuki OF Hunter Pence 3B Kelby Tomlinson,,,
876,773012649,BeeeJaaay (1/3),0,139.65,P Luis Severino OF Aaron Judge 2B José Ramírez 1B Matt Adams OF Matt Kemp OF Nick Markakis SS Dansby Swanson C Kurt Suzuki 3B Kelby Tomlinson P Andrew Moore,,,
876,773054567,goblue313 (1/4),0,139.65,P Luis Severino 3B Kris Bryant SS Francisco Lindor 1B Matt Adams OF Aaron Hicks OF Matt Kemp C Willson Contreras OF Nick Markakis 2B Javier Báez P Andrew Moore,,,
882,772891111,WickC1260,0,139.55,P Luis Severino P Mike Clevinger 3B Kris Bryant SS Jean Segura OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Willson Contreras OF Nick Markakis 1B Danny Valencia,,,
882,773039157,nbalive99,0,139.55,P Luis Severino P Hyun-Jin Ryu OF Aaron Judge OF Nelson Cruz C Buster Posey SS Addison Russell 1B Miguel Cabrera 2B Logan Forsythe OF Hunter Pence 3B Wilmer Flores,,,
884,772779535,youdacao (87/150),0,139.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Dee Gordon SS Addison Russell C Willson Contreras,,,
884,772829498,rayofhope (21/66),0,139.45,P Jaime García P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Dee Gordon SS Addison Russell C Willson Contreras,,,
884,772835228,greeny10 (2/3),0,139.45,P Jaime García P Steven Matz OF Aaron Judge OF J.D. Martinez 3B Manny Machado SS Francisco Lindor 1B Trey Mancini 2B Robinson Canó C Welington Castillo OF Nick Markakis,,,
887,773084881,juanshen (11/60),0,139.4,P Daniel Norris P Steven Matz OF J.D. Martinez 2B Ian Kinsler OF Justin Upton C Buster Posey 1B Miguel Cabrera 3B Nicholas Castellanos OF Hunter Pence SS Kelby Tomlinson,,,
887,773084917,juanshen (47/60),0,139.4,P Daniel Norris P Steven Matz 3B Manny Machado 1B Trey Mancini OF Mark Trumbo 2B Ian Happ OF Seth Smith SS Addison Russell C Willson Contreras OF Mark Zagunis,,,
887,773096855,maxgruber (3/17),0,139.4,P Daniel Norris P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey OF Austin Slater 2B Joe Panik SS Brandon Crawford 3B Kelby Tomlinson,,,
890,772865285,arthurolague,0,139.3,P Jake Arrieta 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor 2B Ian Happ OF Ender Inciarte OF Matt Kemp OF Yoenis Céspedes C Willson Contreras P Andrew Moore,,,
891,773084643,bigern33,0,139.25,P Luis Severino P Jaime García 3B Kris Bryant OF J.D. Martinez 2B Ian Happ SS Addison Russell C Willson Contreras 1B Miguel Cabrera OF Mark Zagunis OF Alex Presley,,,
892,772777289,Awesemo (80/150),0,139.2,P Luis Severino P Steven Matz 3B Kris Bryant 2B Jason Kipnis OF Ender Inciarte C Willson Contreras OF Nick Markakis 1B Miguel Cabrera SS Javier Báez OF Albert Almora Jr.,,,
892,773005941,anilprao88 (14/100),0,139.2,P Luis Severino P Daniel Norris 3B Kris Bryant OF Ian Happ OF Justin Upton C Alex Avila SS Addison Russell 1B Miguel Cabrera 2B Javier Báez OF Alex Presley,,,
892,773005948,anilprao88 (21/100),0,139.2,P Luis Severino P Steven Matz 3B Kris Bryant OF Ian Happ OF Justin Upton 2B Dee Gordon C Willson Contreras 1B Miguel Cabrera SS Javier Báez OF Hunter Pence,,,
892,773013234,bric75 (92/100),0,139.2,P Luis Severino P Steven Matz 3B Kris Bryant OF Giancarlo Stanton OF Matt Kemp SS Addison Russell C Willson Contreras 1B Miguel Cabrera 2B Javier Báez OF Hunter Pence,,,
896,772980153,lealeacub (2/4),0,138.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor 2B Starlin Castro OF Ian Happ OF Cameron Maybin C Austin Barnes OF Daniel Robertson,,,
896,772982662,ehafner (1/150),0,138.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Willson Contreras OF Nick Markakis SS Javier Báez,,,
896,772994631,fallfromgrace (88/95),0,138.9,P Jaime García OF Aaron Judge 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant SS Francisco Lindor OF Ender Inciarte OF Nick Markakis C Yan Gomes P Andrew Moore,,,
896,773039877,MTD34 (1/3),0,138.9,P Jaime García OF Aaron Judge 1B Edwin Encarnación C Gary Sánchez 3B Manny Machado OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Nick Markakis P Andrew Moore,,,
896,773096436,Nutz,0,138.9,P Jaime García OF Aaron Judge OF Cody Bellinger 3B José Ramírez OF Brett Gardner 2B Jonathan Schoop 1B Matt Adams SS Addison Russell C Mike Zunino P Andrew Moore,,,
901,772777248,Awesemo (39/150),0,138.85,P Jake Arrieta P Steven Matz C Gary Sánchez 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 2B Jason Kipnis SS Didi Gregorius OF Nick Markakis 1B Miguel Cabrera,,,
901,772777304,Awesemo (95/150),0,138.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Manny Machado OF Brett Gardner 2B Starlin Castro OF Aaron Hicks C Willson Contreras 1B Miguel Cabrera SS Kelby Tomlinson,,,
901,772779518,youdacao (70/150),0,138.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado SS Francisco Lindor OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips OF Nick Markakis C Kurt Suzuki,,,
901,772896346,suidmach (39/50),0,138.85,P Jake Arrieta P Steven Matz OF Aaron Judge OF Brett Gardner 2B Starlin Castro 1B Matt Holliday OF Cameron Maybin C Willson Contreras SS Didi Gregorius 3B Yunel Escobar,,,
901,772964061,ChipotleAddict (99/150),0,138.85,P Jake Arrieta P Steven Matz SS Jean Segura 2B Robinson Canó OF Mitch Haniger OF Kole Calhoun OF Cameron Maybin 1B Albert Pujols C Mike Zunino 3B Luis Valbuena,,,
901,772985278,cubsflan,0,138.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 2B Robinson Canó OF Matt Kemp C Welington Castillo OF Mark Zagunis,,,
901,772985339,auntsnapple,0,138.85,P Jake Arrieta P Daniel Norris OF Aaron Judge OF J.D. Martinez 2B Ian Kinsler SS Jean Segura OF Justin Upton C Willson Contreras 1B Miguel Cabrera 3B Nicholas Castellanos,,,
901,772993392,papagates (30/150),0,138.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 2B Ian Happ OF Kole Calhoun OF Cameron Maybin C Willson Contreras 3B Luis Valbuena OF Eric Young Jr. SS Javier Báez,,,
901,773008087,tomjk321 (15/150),0,138.85,P Jake Arrieta P Daniel Norris 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp OF Yoenis Céspedes SS Addison Russell C Willson Contreras 2B Javier Báez,,,
901,773008127,tomjk321 (41/150),0,138.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación OF Nelson Cruz SS Jean Segura 2B Robinson Canó OF Mitch Haniger C Buster Posey OF Kole Calhoun 3B Kyle Seager,,,
901,773028459,Elway98 (1/2),0,138.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B José Ramírez 1B Edwin Encarnación OF Brett Gardner OF Austin Slater SS Erik González 2B Javier Báez C John Hicks,,,
901,773040879,bglezerman (1/5),0,138.85,P Jake Arrieta P Daniel Norris OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF J.D. Martinez 2B Ian Happ C Willson Contreras SS José Iglesias OF Alex Presley,,,
901,773057254,parker1473,0,138.85,P Jake Arrieta P Steven Matz OF Aaron Judge 1B Anthony Rizzo OF Nelson Cruz 2B Jason Kipnis OF Mitch Haniger SS Addison Russell C Willson Contreras 3B Wilmer Flores,,,
901,773096727,jjames1989 (4/4),0,138.85,P Jake Arrieta P Daniel Norris OF Aaron Judge 3B Kris Bryant OF Chris Taylor 1B Matt Holliday C Alex Avila SS Addison Russell 2B Logan Forsythe OF Hunter Pence,,,
901,773017313,tomjk321 (78/150),0,138.85,P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz SS Jean Segura OF Ender Inciarte 2B Robinson Canó OF Mitch Haniger C Mike Zunino P Andrew Moore,,,
901,773088026,DavidSlepkow,0,138.85,P Daniel Norris OF Aaron Judge 3B José Ramírez OF Brett Gardner 2B Starlin Castro 1B Matt Holliday C Buster Posey OF Cameron Maybin SS Brandon Crawford P Andrew Moore,,,
917,773039513,REDCOAT85 (77/150),0,138.8,P Jaime García P Hyun-Jin Ryu OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant 2B Jason Kipnis OF Ian Happ OF Cameron Maybin C Willson Contreras SS Javier Báez,,,
917,773061855,TeeJayOrTj (33/70),0,138.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte 2B Dee Gordon SS Addison Russell C Willson Contreras OF Mark Zagunis,,,
919,772777350,Awesemo (141/150),0,138.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Carlos Santana 2B Jason Kipnis C Buster Posey SS Didi Gregorius,,,
919,773128986,markcpro (1/18),0,138.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks SS Jean Segura 2B Ian Happ C Willson Contreras OF Albert Almora Jr.,,,
921,772777210,Awesemo (1/150),0,138.65,P Luis Severino P Jake Arrieta OF Ender Inciarte OF Matt Kemp C Buster Posey 2B Joe Panik 1B Miguel Cabrera 3B Logan Forsythe OF Hunter Pence SS Kelby Tomlinson,,,
921,772777267,Awesemo (58/150),0,138.65,P Luis Severino SS Francisco Lindor OF Nelson Cruz 1B Carlos Santana 2B Jason Kipnis OF Austin Jackson C Buster Posey OF Nick Markakis 3B Logan Forsythe P Andrew Moore,,,
921,772777305,Awesemo (96/150),0,138.65,P Luis Severino P Jake Arrieta 1B Edwin Encarnación 3B Justin Turner OF Nick Markakis 2B Logan Forsythe OF Kiké Hernández OF Hunter Pence C Austin Barnes SS Kelby Tomlinson,,,
921,772982788,ehafner (127/150),0,138.65,P Luis Severino P Jake Arrieta 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey SS Dansby Swanson OF Hunter Pence 3B Kelby Tomlinson OF Gorkys Hernández,,,
921,773021361,mitchbaba,0,138.65,P Luis Severino C Gary Sánchez 3B Manny Machado 1B Matt Adams OF Matt Kemp OF Yoenis Céspedes SS Addison Russell OF Nick Markakis 2B Javier Báez P Andrew Moore,,,
921,773028384,dafong,0,138.65,P Luis Severino 3B Manny Machado 1B Matt Adams SS Jean Segura OF Seth Smith OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Hunter Pence P Andrew Moore,,,
921,773106947,MattyD250,0,138.65,P Luis Severino 2B José Ramírez 3B Kris Bryant SS Francisco Lindor OF Ian Happ C Willson Contreras 1B Chris Carter OF Hunter Pence OF Mark Zagunis P Andrew Moore,,,
928,772845969,tinderella (72/100),0,138.55,P Luis Severino P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte 2B Brandon Phillips OF Nick Markakis C Kurt Suzuki SS Javier Báez OF Mark Zagunis,,,
928,772982695,ehafner (34/150),0,138.55,P Luis Severino P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte 2B Brandon Phillips OF Nick Markakis C Kurt Suzuki SS Javier Báez OF Mark Zagunis,,,
930,772982697,ehafner (36/150),0,138.45,P Jaime García P Steven Matz 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Matt Kemp OF Nick Markakis C Kurt Suzuki SS Javier Báez,,,
930,773050698,drumm035 (3/4),0,138.45,P Jaime García P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler OF Ender Inciarte OF Matt Kemp C Alex Avila SS Addison Russell,,,
932,772881093,Jthayesjr (1/5),0,138.3,P Jake Arrieta 1B Anthony Rizzo 3B Kris Bryant OF Mark Trumbo 2B Ian Happ OF Ender Inciarte OF Matt Kemp C Willson Contreras SS Dansby Swanson P Andrew Moore,,,
932,772980948,poohdini,0,138.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Manny Machado SS Francisco Lindor 2B Ian Happ OF Matt Kemp OF Yoenis Céspedes C Willson Contreras P Andrew Moore,,,
932,772993503,papagates (141/150),0,138.3,P Jake Arrieta 2B José Ramírez OF Yoenis Céspedes C Buster Posey OF Austin Slater OF Curtis Granderson 1B Lucas Duda SS Kelby Tomlinson 3B Wilmer Flores P Andrew Moore,,,
932,773085596,hardhat13,0,138.3,P Jake Arrieta OF Aaron Judge 1B Cody Bellinger OF Brett Gardner OF Ben Gamel SS Jean Segura 2B Robinson Canó C Mike Zunino 3B Kyle Seager P Andrew Moore,,,
936,773038793,Ga7or,0,138.25,P Luis Severino P Jaime García 2B Robinson Canó OF Yoenis Céspedes OF Justin Upton SS Addison Russell 3B José Reyes OF Nick Markakis C Yan Gomes 1B Miguel Cabrera,,,
937,772777262,Awesemo (53/150),0,138.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Manny Machado OF Brett Gardner OF Aaron Hicks C Buster Posey SS Didi Gregorius 1B Miguel Cabrera 2B Logan Forsythe,,,
937,772809526,solly275,0,138.2,P Hyun-Jin Ryu OF Aaron Judge OF Cody Bellinger 2B José Ramírez 3B Justin Turner SS Jean Segura OF Giancarlo Stanton C Buster Posey 1B Albert Pujols P Andrew Moore,,,
937,772903014,bellaedward4eva (117/150),0,138.2,P Luis Severino P Steven Matz OF Aaron Judge OF Aaron Hicks 1B Matt Holliday C Buster Posey 2B Joe Panik SS Kelby Tomlinson 3B Ronald Torreyes OF Gorkys Hernández,,,
937,772994462,stevoj,0,138.2,P Mike Clevinger OF Aaron Judge OF Cody Bellinger 2B José Ramírez 1B Edwin Encarnación OF Brett Gardner SS Francisco Lindor 3B Justin Turner C Willson Contreras P Andrew Moore,,,
937,773045683,1013stingray (2/3),0,138.2,P Jake Arrieta P Mike Clevinger OF Cody Bellinger 3B Manny Machado OF Brett Gardner SS Francisco Lindor 2B Starlin Castro 1B Carlos Santana C Willson Contreras OF Nick Markakis,,,
937,773090717,PhoneSurgeons,0,138.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Matt Kemp SS Addison Russell 2B Javier Báez OF Albert Almora Jr.,,,
937,773095886,maxgruber (1/17),0,138.2,P Luis Severino P Steven Matz 1B Matt Adams OF Ender Inciarte OF Matt Kemp C Buster Posey OF Austin Slater 2B Joe Panik SS Brandon Crawford 3B Kelby Tomlinson,,,
937,773124776,mmancuso14,0,138.2,P Jake Arrieta P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant SS Francisco Lindor 2B Jason Kipnis OF Ian Happ OF Ender Inciarte OF Kole Calhoun C Willson Contreras,,,
937,773149901,btwice80 (16/25),0,138.2,P Jake Arrieta P Mike Clevinger OF Aaron Judge C Gary Sánchez OF Brett Gardner 2B Starlin Castro 1B Matt Holliday OF Austin Jackson SS Addison Russell 3B Logan Forsythe,,,
946,773073546,kelhockey,0,138.05,P Hyun-Jin Ryu P Matt Cain OF Aaron Judge 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 2B Ian Happ SS Addison Russell,,,
947,772977923,petteytheft89 (25/70),0,137.95,P Steven Matz P Wade Miley OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Brandon Phillips C Buster Posey SS Didi Gregorius,,,
948,772948306,jressle (2/2),0,137.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Manny Machado 2B Jonathan Schoop OF Ian Happ OF Seth Smith SS Addison Russell C Willson Contreras OF Albert Almora Jr.,,,
948,772979352,RexGrossman (87/150),0,137.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Manny Machado OF Mark Trumbo OF Ian Happ OF Seth Smith SS Addison Russell C Willson Contreras 2B Javier Báez,,,
948,772979373,RexGrossman (108/150),0,137.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Jay Bruce OF Matt Kemp OF Yoenis Céspedes SS Addison Russell C Travis d'Arnaud,,,
948,773054084,madoublet98 (6/101),0,137.9,P Jake Arrieta P Jaime García 1B Edwin Encarnación 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Willson Contreras OF Nick Markakis SS Javier Báez,,,
948,773057587,cusk3587 (1/2),0,137.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Matt Kemp OF Cameron Maybin OF Yasiel Puig C Willson Contreras SS Andrelton Simmons,,,
