Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,%Drafted,FPTS
105,773130581,ineedmoney23 (5/6),0,173.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant SS Francisco Lindor 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Martín Maldonado,1.06%,0
105,773149900,btwice80 (15/25),0,173.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant SS Francisco Lindor 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Andrelton Simmons,0.99%,9
108,772777354,Awesemo (145/150),0,172.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Manny Machado 1B Carlos Santana OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis SS Dansby Swanson,,Albert Pujols,0.99%,12
108,772970671,DaddyCarvedHim (8/10),0,172.85,P Jake Arrieta P Steven Matz OF Aaron Judge OF J.D. Martinez 3B Manny Machado 2B Ian Kinsler OF Ian Happ C Willson Contreras 1B Miguel Cabrera SS Javier Báez,,Gorkys Hernández,0.94%,16
108,772902900,bellaedward4eva (3/150),0,172.85,P Steven Matz 3B Kris Bryant 1B Matt Adams OF Ian Happ OF Ender Inciarte OF Matt Kemp SS Addison Russell C Kurt Suzuki 2B Javier Báez P Andrew Moore,,Nick Hundley,0.88%,8
111,773133274,joshjosephs7 (5/7),0,172.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,Yunel Escobar,0.72%,16
112,772903006,bellaedward4eva (109/150),0,172.75,P Steven Matz P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant 2B Jason Kipnis OF Ian Happ OF Austin Jackson C Willson Contreras SS Erik González,,Craig Gentry,0.69%,9
113,772868206,crystalkali (23/140),0,172.65,P Luis Severino 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Seth Smith SS Addison Russell C Willson Contreras OF Nick Markakis 2B Logan Forsythe P Andrew Moore,,Cliff Pennington,0.59%,19
114,773005976,anilprao88 (49/100),0,172.2,P Luis Severino P Steven Matz 3B Manny Machado 1B Matt Adams OF Ender Inciarte C Buster Posey 2B Joe Panik OF Nick Markakis OF Hunter Pence SS Kelby Tomlinson,,Eric Young Jr.,0.38%,3
114,773049246,GOPACKGO18,0,172.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant 1B Matt Adams SS Jean Segura OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Michael Conforto,0.37%,0
116,772993462,papagates (100/150),0,171.85,P Steven Matz 3B Kris Bryant OF Kole Calhoun OF Cameron Maybin SS Addison Russell C Willson Contreras 1B Albert Pujols 2B Javier Báez OF Mark Zagunis P Andrew Moore,,Corey Seager,0.16%,0
117,772976933,mpasqurell (4/6),0,171.75,P Daniel Norris P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Ian Happ OF Justin Upton SS Addison Russell C Willson Contreras,,Adam Jones,0.15%,0
118,773008155,tomjk321 (61/150),0,171.4,P Daniel Norris P Steven Matz 3B Kris Bryant 1B Matt Adams OF Ender Inciarte C Buster Posey OF Austin Slater 2B Joe Panik OF Hunter Pence SS Kelby Tomlinson,,T.J. Rivera,0.13%,0
119,773142841,Molars (3/3),0,171.3,P Jake Arrieta OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz 2B Ian Happ OF Matt Kemp SS Addison Russell C Willson Contreras P Andrew Moore,,Yasmani Grandal,0.10%,0
119,773158973,Phitchy87,0,171.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner OF Aaron Hicks SS Addison Russell C Willson Contreras 2B Javier Báez P Andrew Moore,,Brandon Belt,0.06%,16
121,772982670,ehafner (9/150),0,170.9,P Jake Arrieta P Jaime García 3B Kris Bryant 1B Matt Adams OF Ian Happ OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras,,René Rivera,0.06%,0
121,773144423,DollarBillW (78/150),0,170.9,P Jake Arrieta P Jaime García 3B Kris Bryant 1B Matt Adams OF Ian Happ OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras,,Denard Span,0.04%,5
121,773156399,n553887 (5/6),0,170.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Ian Happ SS Addison Russell C Willson Contreras OF Nick Markakis OF Franklin Gutierrez,,Taylor Motter,0.04%,0
124,772963997,ChipotleAddict (35/150),0,170.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks SS Addison Russell C Willson Contreras 1B Chris Carter 2B Javier Báez,,D.J. Peterson,0.04%,0
124,773039499,REDCOAT85 (63/150),0,170.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Mitch Haniger OF Cameron Maybin C Willson Contreras SS Javier Báez,,Tyler Flowers,0.03%,0
126,773061858,TeeJayOrTj (36/70),0,170.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ OF Matt Kemp 2B Dee Gordon SS Addison Russell C Willson Contreras,,Dixon Machado,0.03%,0
127,772746545,jking1114,0,170.65,P Luis Severino C Gary Sánchez 3B Kris Bryant 1B Matt Adams OF Ian Happ SS Addison Russell OF Nick Markakis 2B Javier Báez OF Albert Almora Jr. P Andrew Moore,,Jarrod Dyson,0.03%,0
128,772915740,SlowQueen (3/8),0,170.4,P Daniel Norris P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras,,Lonnie Chisenhall,0.03%,0
128,772982578,RipeAvocado (5/83),0,170.4,P Daniel Norris P Steven Matz OF Aaron Judge 3B Kris Bryant 2B Starlin Castro OF Aaron Hicks OF Ian Happ SS Addison Russell C Willson Contreras 1B Chris Carter,,David Washington,0.03%,0
128,773011298,slickrick1357,0,170.4,P Daniel Norris P Steven Matz OF Aaron Judge 3B Kris Bryant 2B Starlin Castro 1B Matt Adams OF Aaron Hicks SS Addison Russell OF Austin Slater C Willson Contreras,,Carlos Ruiz,0.03%,0
131,772873988,bcalicore (69/150),0,170.3,P Jake Arrieta OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks SS Addison Russell C Willson Contreras 1B Chris Carter 2B Javier Báez P Andrew Moore,,Seth Lugo,0.01%,0
132,773140798,goodboyruslan,0,170.2,P Jake Arrieta P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner OF Nelson Cruz 2B Ian Happ OF Ender Inciarte SS Addison Russell C Willson Contreras,,Ricky Nolasco,0.01%,0
133,773131136,jesus3110 (2/2),0,169.85,P Jake Arrieta P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz OF Ben Gamel C Buster Posey SS Javier Báez 2B Cliff Pennington,,Orlando Calixte,0.01%,0
134,772902901,bellaedward4eva (4/150),0,169.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Ian Happ SS Addison Russell C Willson Contreras,,Emilio Bonifacio,0.01%,0
134,773112066,Dinkpiece (1/3),0,169.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Ian Happ SS Addison Russell C Willson Contreras,,Alex Wood,0.01%,0
136,772982738,ehafner (77/150),0,169.65,P Luis Severino 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis OF Albert Almora Jr. P Andrew Moore,,Kyle Schwarber,0.01%,0
137,773048760,Oukusfbos (3/3),0,169.55,P Luis Severino P Mike Clevinger OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey SS Addison Russell OF Nick Markakis 3B Nicholas Castellanos,,Brett Eibner,0.01%,0
138,773005964,anilprao88 (37/100),0,169.2,P Luis Severino P Steven Matz 3B Kris Bryant 1B Matt Adams OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis 2B Javier Báez OF Mark Zagunis,,Danny Santana,0.01%,7
138,773025738,RamstoL.A2015,0,169.2,P Jake Arrieta P Hyun-Jin Ryu 1B Edwin Encarnación 3B Kris Bryant 2B Jonathan Schoop OF Kole Calhoun OF Cameron Maybin SS Addison Russell OF Austin Slater C Willson Contreras,,Andrew Romine,0.01%,0
138,773076158,TLee1016 (2/5),0,169.2,P Jake Arrieta P Mike Clevinger OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz OF Ian Happ SS Addison Russell C Willson Contreras 2B Logan Forsythe,,Aroldis Chapman,0.01%,0
141,773008128,tomjk321 (42/150),0,168.85,P Jake Arrieta P Steven Matz 3B Manny Machado 1B Matt Adams SS Jean Segura OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,Chase Headley,0.01%,0
142,772902997,bellaedward4eva (100/150),0,168.65,P Luis Severino 3B Kris Bryant 1B Matt Adams OF Ian Happ OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Albert Almora Jr. P Andrew Moore,,Danny Espinosa,0.01%,0
142,773047057,dobbertjay,0,168.65,P Luis Severino OF Aaron Judge 3B Manny Machado 1B Matt Adams 2B Ian Happ OF Marcell Ozuna OF Nick Markakis C J.T. Realmuto SS Kelby Tomlinson P Andrew Moore,,Mikie Mahtook,0.01%,0
144,773108956,dertonian (1/2),0,168.4,P Daniel Norris P Steven Matz OF Aaron Judge 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler 1B Matt Adams C Alex Avila SS Addison Russell OF Albert Almora Jr.,,Scott Van Slyke,0.01%,0
145,773125716,Dudly1963,0,168.2,P Mike Clevinger OF Aaron Judge 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 2B Ian Happ SS Addison Russell P Andrew Moore,,Tommy La Stella,0.01%,0
146,772777245,Awesemo (36/150),0,167.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks 2B Jason Kipnis OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,Chris Hatcher,0.01%,-0.2
146,772970673,DaddyCarvedHim (10/10),0,167.85,P Jake Arrieta P Steven Matz 3B Kris Bryant OF Brett Gardner OF Nelson Cruz OF Aaron Hicks 2B Ian Happ 1B Alex Avila SS Addison Russell C Willson Contreras,,Chase Utley,0.01%,0
146,772982686,ehafner (25/150),0,167.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Matt Kemp C Willson Contreras OF Nick Markakis SS Dansby Swanson,,JaCoby Jones,0.01%,0
146,773039544,REDCOAT85 (108/150),0,167.85,P Jake Arrieta P Steven Matz 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ OF Matt Kemp 2B Brandon Phillips OF Austin Jackson C Willson Contreras SS Javier Báez,,,
150,773054089,madoublet98 (11/101),0,167.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras,,,
151,772982796,ehafner (135/150),0,167.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant 1B Matt Adams 2B Ian Happ OF Ender Inciarte OF Matt Kemp C Willson Contreras OF Nick Markakis SS Javier Báez,,,
151,773059262,Mr_Miyagi_of_FF,0,167.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,,
151,773131538,Jv5k (9/11),0,167.2,P Luis Severino P Steven Matz 3B Kris Bryant 2B Ian Happ OF Ender Inciarte 1B Buster Posey SS Addison Russell OF Albert Almora Jr. C Nick Hundley OF Hunter Pence,,,
151,773141981,dokcash (5/7),0,167.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz 1B Matt Adams OF Matt Kemp 2B Brandon Phillips C Buster Posey OF Nick Markakis,,,
155,773105749,Gysbers,0,166.9,P Jaime García OF Aaron Judge 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant SS Francisco Lindor 2B Robinson Canó OF Marcell Ozuna OF Nick Markakis P Andrew Moore,,,
156,772777220,Awesemo (11/150),0,166.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Manny Machado 2B Ian Kinsler OF Ender Inciarte OF Matt Kemp C Buster Posey OF Nick Markakis SS Dansby Swanson,,,
156,772777274,Awesemo (65/150),0,166.85,P Jake Arrieta P Steven Matz 3B Manny Machado OF Brett Gardner SS Francisco Lindor 1B Carlos Santana 2B Jason Kipnis OF Austin Jackson C Buster Posey OF Nick Markakis,,,
158,772873973,bcalicore (54/150),0,166.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant OF Aaron Hicks 1B Matt Holliday 2B Ian Happ OF Mitch Haniger SS Addison Russell C Willson Contreras,,,
158,772997433,kearny (1/5),0,166.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF J.D. Martinez OF Ian Happ C Alex Avila SS Addison Russell 2B Javier Báez,,,
160,773034042,Jimpie,0,166.45,P Jaime García P Steven Matz OF Aaron Judge C Gary Sánchez 3B Manny Machado 1B Matt Adams 2B Ian Happ OF Matt Kemp SS Addison Russell OF Nick Markakis,,,
161,773017318,tomjk321 (83/150),0,166.4,P Daniel Norris P Steven Matz 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Matt Kemp C Buster Posey SS Addison Russell OF Albert Almora Jr.,,,
162,772777244,Awesemo (35/150),0,166.2,P Luis Severino P Steven Matz 3B Kris Bryant 1B Matt Holliday OF Ender Inciarte C Buster Posey 2B Joe Panik OF Nick Markakis OF Hunter Pence SS Kelby Tomlinson,,,
162,773005972,anilprao88 (45/100),0,166.2,P Jake Arrieta P Hyun-Jin Ryu 3B Kris Bryant SS Francisco Lindor 1B Matt Adams 2B Ian Happ OF Ender Inciarte OF Matt Kemp C Willson Contreras OF Nick Markakis,,,
162,773006007,anilprao88 (80/100),0,166.2,P Luis Severino P Daniel Norris 3B Manny Machado 1B Matt Adams C Buster Posey OF Austin Slater 2B Joe Panik OF Nick Markakis OF Hunter Pence SS Kelby Tomlinson,,,
162,773105456,emaz_83 (2/3),0,166.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant 2B Ian Kinsler OF Ender Inciarte OF Matt Kemp SS Addison Russell C Mike Zunino OF Nick Markakis,,,
162,773131976,catcountry21 (7/9),0,166.2,P Jake Arrieta P Mike Clevinger 1B Anthony Rizzo C Gary Sánchez 3B Kris Bryant OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips SS Addison Russell OF Nick Markakis,,,
167,772845924,tinderella (27/100),0,165.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Matt Kemp SS Addison Russell OF Nick Markakis C Kurt Suzuki,,,
167,772979271,RexGrossman (6/150),0,165.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Kole Calhoun OF Cameron Maybin SS Addison Russell C Willson Contreras OF Eric Young Jr.,,,
167,773007754,RunHotSports (2/2),0,165.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Ender Inciarte OF Matt Kemp SS Addison Russell OF Nick Markakis C Kurt Suzuki,,,
170,773061854,TeeJayOrTj (32/70),0,165.85,P Jake Arrieta P Steven Matz OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Matt Kemp SS Addison Russell C Willson Contreras 2B Javier Báez OF Hunter Pence,,,
170,773118288,PigskinABlanket (3/5),0,165.85,P Jake Arrieta P Steven Matz 3B Kris Bryant OF J.D. Martinez 2B Ian Kinsler 1B Matt Adams OF Matt Kemp OF Justin Upton C Alex Avila SS Addison Russell,,,
172,773090487,Deputydawg212 (1/2),0,165.8,P Jaime García P Mike Clevinger OF Aaron Judge OF Cody Bellinger 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ SS Addison Russell C Willson Contreras OF Hunter Pence,,,
173,772994628,fallfromgrace (85/95),0,165.3,P Jake Arrieta OF Aaron Judge C Gary Sánchez 3B Kris Bryant OF Brett Gardner SS Francisco Lindor 2B Brandon Phillips 1B Chris Carter OF Nick Markakis P Andrew Moore,,,
174,772845899,tinderella (2/100),0,165.2,P Jake Arrieta P Mike Clevinger 1B Anthony Rizzo 3B Kris Bryant OF Nelson Cruz SS Jean Segura OF Ian Happ 2B Robinson Canó OF Mitch Haniger C Willson Contreras,,,
174,773005937,anilprao88 (10/100),0,165.2,P Luis Severino P Steven Matz 3B Manny Machado 1B Matt Adams OF Matt Kemp C Buster Posey 2B Joe Panik OF Nick Markakis OF Hunter Pence SS Kelby Tomlinson,,,
174,773054149,madoublet98 (71/101),0,165.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Ender Inciarte OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis 2B Javier Báez,,,
174,773144388,DollarBillW (43/150),0,165.2,P Luis Severino P Steven Matz 3B Kris Bryant 2B Ian Happ 1B Buster Posey OF Austin Slater C Willson Contreras SS José Reyes OF Hunter Pence OF Gorkys Hernández,,,
178,772777290,Awesemo (81/150),0,164.85,P Jake Arrieta P Steven Matz 1B Edwin Encarnación 3B Kris Bryant SS Francisco Lindor OF Nelson Cruz C Buster Posey OF Austin Slater 2B Joe Panik OF Hunter Pence,,,
178,773119104,Rockem73,0,164.85,P Jake Arrieta P Steven Matz OF Aaron Judge 3B Kris Bryant OF J.D. Martinez 2B Jason Kipnis OF Matt Kemp SS Addison Russell 1B Miguel Cabrera C Kurt Suzuki,,,
180,773151031,Dinger1369 (4/6),0,164.8,P Jaime García P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Ian Happ OF Ender Inciarte SS Addison Russell C Willson Contreras 2B Erik González,,,
181,773128991,markcpro (6/18),0,164.75,P Hyun-Jin Ryu P Steven Matz OF Aaron Judge 3B Kris Bryant 2B Jonathan Schoop OF Aaron Hicks 1B Matt Holliday OF Ian Happ SS Addison Russell C Willson Contreras,,,
182,773006026,anilprao88 (99/100),0,164.65,P Luis Severino P Jake Arrieta 1B Matt Adams 2B Brandon Phillips C Buster Posey OF Nick Markakis SS Dansby Swanson OF Hunter Pence 3B Kelby Tomlinson OF Gorkys Hernández,,,
182,773029673,mace76,0,164.65,P Luis Severino P Jake Arrieta OF Matt Kemp 2B Brandon Phillips SS Addison Russell C Willson Contreras OF Nick Markakis 1B Miguel Cabrera 3B Nicholas Castellanos OF Mark Zagunis,,,
184,772964047,ChipotleAddict (85/150),0,164.3,P Jake Arrieta OF Aaron Judge C Gary Sánchez 3B Kris Bryant OF Brett Gardner SS Jean Segura 2B Robinson Canó OF Mitch Haniger 1B Danny Valencia P Andrew Moore,,,
185,772868268,crystalkali (85/140),0,164.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Seth Smith SS Addison Russell C Willson Contreras 2B Javier Báez OF Hyun Soo Kim,,,
185,772868322,crystalkali (139/140),0,164.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner OF Ian Happ OF Seth Smith SS Addison Russell C Welington Castillo 2B Javier Báez,,,
185,772870486,katecyruz,0,164.2,P Jake Arrieta P Hyun-Jin Ryu OF Aaron Judge 3B Kris Bryant OF J.D. Martinez OF Cameron Maybin SS Addison Russell C Mike Zunino 2B Logan Forsythe 1B Danny Valencia,,,
188,773084926,juanshen (56/60),0,163.95,P Steven Matz P Wade Miley 3B Manny Machado 1B Matt Adams 2B Brandon Phillips C Buster Posey OF Austin Slater OF Nick Markakis SS Dansby Swanson OF Hunter Pence,,,
189,773054099,madoublet98 (21/101),0,163.9,P Jake Arrieta P Jaime García 3B Kris Bryant 2B Jonathan Schoop 1B Matt Adams OF Ender Inciarte OF Matt Kemp SS Addison Russell C Willson Contreras OF Nick Markakis,,,
190,772951927,rikkidee (31/75),0,163.85,P Jake Arrieta P Steven Matz 3B Kris Bryant 1B Matt Adams OF Ender Inciarte OF Matt Kemp 2B Brandon Phillips C Buster Posey SS Dansby Swanson OF Hunter Pence,,,
190,773144378,DollarBillW (33/150),0,163.85,P Jake Arrieta P Steven Matz 3B José Ramírez 1B Edwin Encarnación 2B Jason Kipnis OF Ian Happ OF Austin Jackson SS Addison Russell C Willson Contreras OF Albert Almora Jr.,,,
192,772874032,bcalicore (113/150),0,163.75,P Hyun-Jin Ryu P Steven Matz 2B José Ramírez 1B Edwin Encarnación 3B Kris Bryant OF Ian Happ OF Austin Jackson SS Addison Russell C Yan Gomes OF Albert Almora Jr.,,,
192,773098346,Suggit (3/3),0,163.75,P Luis Severino P Wade Miley 3B Kris Bryant OF J.D. Martinez OF Ian Happ C Alex Avila SS Addison Russell 2B Joe Panik 1B Miguel Cabrera OF Hunter Pence,,,
194,772993459,papagates (97/150),0,163.65,P Luis Severino 3B Kris Bryant 2B Ian Happ OF Jay Bruce OF Yoenis Céspedes SS Addison Russell OF Curtis Granderson 1B Lucas Duda C Travis d'Arnaud P Andrew Moore,,,
194,773089798,bertag3 (2/4),0,163.65,P Luis Severino 1B Anthony Rizzo 3B Kris Bryant 2B Ian Happ OF Jay Bruce C Buster Posey SS Addison Russell OF Albert Almora Jr. OF Hunter Pence P Andrew Moore,,,
196,772987217,TheVault (3/3),0,163.3,P Jake Arrieta OF Aaron Judge 1B Anthony Rizzo 3B Kris Bryant OF Brett Gardner 2B Starlin Castro OF Ian Happ C Willson Contreras SS Javier Báez P Andrew Moore,,,
197,772982807,ehafner (146/150),0,163.2,P Luis Severino P Steven Matz 3B Kris Bryant 1B Matt Adams OF Ender Inciarte SS Addison Russell OF Nick Markakis C Kurt Suzuki 2B Javier Báez OF Albert Almora Jr.,,,
197,773068229,fantasyfever (7/9),0,163.2,P Luis Severino P Daniel Norris OF J.D. Martinez 2B Ian Kinsler OF Justin Upton SS Addison Russell OF Nick Markakis 1B Miguel Cabrera 3B Nicholas Castellanos C Austin Barnes,,,
197,773102058,tour0030,0,163.2,P Hyun-Jin Ryu OF Aaron Judge 2B José Ramírez 3B Kris Bryant OF Brett Gardner SS Francisco Lindor OF Nelson Cruz 1B Matt Adams C Buster Posey P Andrew Moore,,,
197,773149059,twisted44 (2/2),0,163.2,P Jake Arrieta P Hyun-Jin Ryu 1B Edwin Encarnación C Gary Sánchez 3B Kris Bryant OF Brett Gardner 2B Ian Kinsler SS Addison Russell OF Guillermo Heredia OF Gorkys Hernández,,,
197,773155884,emill1 (4/4),0,163.2,P Jake Arrieta P Hyun-Jin Ryu 1B Anthony Rizzo 3B Kris Bryant SS Jean Segura 2B Ian Happ OF Ender Inciarte OF Austin Jackson OF Nick Markakis C Yan Gomes,,,
202,773002691,cdirck,0,162.9,P Jake Arrieta P Jaime García 1B Anthony Rizzo 3B Kris Bryant OF Aaron Hicks 2B Ian Happ C Buster Posey OF Kole Calhoun SS Addison Russell OF Hunter Pence,,,
203,772846313,boozinbuffalo,0,162.75,P Daniel Norris P Mike Clevinger OF Aaron Judge 3B Kris Bryant OF Brett Gardner OF Aaron Hicks 1B Matt Holliday 2B Ian Happ SS Addison Russell C Willson Contreras,,,
204,773008117,tomjk321 (31/150),0,162.65,P Luis Severino 3B Kris Bryant 1B Matt Adams OF Matt Kemp C Buster Posey OF Austin Slater 2B Joe Panik OF Hunter Pence SS Kelby Tomlinson P Andrew Moore,,,
204,773071580,Nasbyn,0,162.65,P Luis Severino 3B Kris Bryant 1B Trey Mancini OF Mark Trumbo 2B Robinson Canó OF Matt Kemp SS Addison Russell C Welington Castillo OF Nick Markakis P Andrew Moore,,,
