"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Actual","Projection_reg","Projection_reg_split","ValueWR"
"WR","Will Fuller (1000000)","Will Fuller",4500,4500,"HOU@IND","Hou","Will","Fuller","Ind",10.52,13.95,3,0.15261959,4.2,9.50409917692668,9.89675684052431,1
"TE","Delanie Walker (1000000)","Delanie Walker",4400,4400,"DEN@TEN","Ten","Delanie","Walker","Den",13.8,10.4,2,0.187817259,5.8,11.5289164246092,12.0014680707506,0
"WR","Corey Coleman (1000000)","Corey Coleman",4400,4400,"CIN@CLE","Cle","Corey","Coleman","Cin",12.57,12,5,0.102505695,5.7,11.8190574692775,12.3092116115584,1
"RB","Alfred Blue (1000000)","Alfred Blue",4400,4400,"HOU@IND","Hou","Alfred","Blue","Ind",4.43,3.4,10,0.013667426,6.5,3.73299287999613,3.88614107822792,0
"RB","Darren Sproles (1000000)","Darren Sproles",4400,4400,"WAS@PHI","Phi","Darren","Sproles","Was",10.5,9.6,4,0.13963964,12,9.65168973947861,10.0511088609211,0
"RB","Fitzgerald Toussaint (1000000)","Fitzgerald Toussaint",4300,4300,"PIT@BUF","Pit","Fitzgerald","Toussaint","Buf",3.42,0,13,0.002123142,0.6,1.51314791232799,1.56934534938328,0
"WR","Taylor Gabriel (1000000)","Taylor Gabriel",4300,4300,"ATL@LA","Atl","Taylor","Gabriel","LA",0,12.3,4,0.08056872,17.2,6.41401461085977,6.70470862179138,0
"RB","Rob Kelley (1000000)","Rob Kelley",4200,4200,"WAS@PHI","Was","Rob","Kelley","Phi",0,12.1,9,0.020491803,16.8,6.30972169035798,6.59568896940453,0
"WR","Pierre Garcon (1000000)","Pierre Garcon",4200,4200,"WAS@PHI","Was","Pierre","Garcon","Phi",11.6,13.1,1,0.182377049,16.9,11.963500849301,12.463712977785,1
"WR","Mohamed Sanu (1000000)","Mohamed Sanu",4200,4200,"ATL@LA","Atl","Mohamed","Sanu","LA",11.65,0,2,0.177725118,0,5.15443660193598,5.34586939190504,1
"RB","Jeremy Langford (1000000)","Jeremy Langford",4100,4100,"CHI@DET","Chi","Jeremy","Langford","Det",11.37,4.2,8,0.048387097,1.5,7.22070447766298,7.50679767745953,0
"WR","Travis Benjamin (1000000)","Travis Benjamin",4100,4100,"SD@CAR","SD","Travis","Benjamin","Car",10.28,8.9,3,0.158018868,-0.2,9.18932751751413,9.56858803754828,1
"TE","Cameron Brate (1000000)","Cameron Brate",4100,4100,"NO@TB","TB","Cameron","Brate","NO",6.74,10.4,2,0.15625,8.7,8.40528359974504,8.76182533196521,0
"RB","Kapri Bibbs (1000000)","Kapri Bibbs",4000,4000,"DEN@TEN","Den","Kapri","Bibbs","Ten",0,0,12,0.009803922,0,0,0,0
"WR","Ted Ginn Jr. (1000000)","Ted Ginn",4000,4000,"SD@CAR","Car","Ted","Ginn","SD",7.85,9.1,3,0.157407407,0,8.21848902662498,8.56254652063648,1
"WR","Cameron Meredith (1000000)","Cameron Meredith",4000,4000,"CHI@DET","Chi","Cameron","Meredith","Det",0,12.5,2,0.149769585,19.2,6.51830753136155,6.81372827417823,1
"TE","Kyle Rudolph (1000000)","Kyle Rudolph",4000,4000,"MIN@JAX","Min","Kyle","Rudolph","Jax",8.39,10.3,2,0.218894009,16,9.0831646410559,9.46445580591285,0
"RB","Benny Cunningham (1000000)","Benny Cunningham",4000,4000,"ATL@LA","LA","Benny","Cunningham","Atl",4.98,0,6,0.051470588,0,2.20335573198637,2.28518708769846,0
"RB","Tevin Coleman (1000000)","Tevin Coleman",4000,4000,"ATL@LA","Atl","Tevin","Coleman","LA",6.8,8.9,5,0.071090047,19.5,7.6496331505839,7.97171031361441,0
"RB","Shane Vereen (1000000)","Shane Vereen",4000,4000,"DAL@NYG","NYG","Shane","Vereen","Dal",9.89,7.6,10,0.029978587,2,8.33887157933794,8.68099986245494,0
"RB","Charles Sims (1000000)","Charles Sims",4000,4000,"NO@TB","TB","Charles","Sims","NO",10.45,4.8,7,0.040178571,8,7.12653760193391,7.4116935581778,0
"RB","Ryan Mathews (1000000)","Ryan Mathews",4000,4000,"WAS@PHI","Phi","Ryan","Mathews","Was",14.74,6.4,9,0.024774775,6,9.85895247000873,10.2524155576394,0
"WR","Robert Woods (1000000)","Robert Woods",3900,3900,"PIT@BUF","Buf","Robert","Woods","Pit",10.44,7.2,1,0.179271709,3.9,8.37362823885495,8.71534065772826,1
"RB","Damien Williams (1000000)","Damien Williams",3900,3900,"ARI@MIA","Mia","Damien","Williams","Ari",3.21,4.8,6,0.059620596,8.8,3.92326541326296,4.08945369574068,0
"WR","Michael Floyd (1000000)","Michael Floyd",3900,3900,"ARI@MIA","Ari","Michael","Floyd","Mia",13.76,11.2,0,0,3.8,11.9283904702149,12.4191917639309,0
"RB","Isaiah Crowell (1000000)","Isaiah Crowell",3900,3900,"CIN@CLE","Cle","Isaiah","Crowell","Cin",8.57,12.9,6,0.093394077,15.8,10.5186119713858,10.9643084105937,0
"TE","C.J. Fiedorowicz (1000000)","C.J. Fiedorowicz",3900,3900,"HOU@IND","Hou","C.J.","Fiedorowicz","Ind",3.32,9,2,0.154897494,6.2,6.16208524390456,6.42934241587397,0
"TE","Ladarius Green (1000000)","Ladarius Green",3900,3900,"PIT@BUF","Pit","Ladarius","Green","Buf",0,9.3,8,0.042462845,4.5,4.84962080333299,5.06941383598861,0
"RB","DuJuan Harris (1000000)","DuJuan Harris",3900,3900,"NYJ@SF","SF","DuJuan","Harris","NYJ",0,2.3,10,0.024,0,1.19936858577053,1.25372600244879,0
"WR","Tavon Austin (1000000)","Tavon Austin",3900,3900,"ATL@LA","LA","Tavon","Austin","Atl",12.32,12.1,2,0.191176471,15.9,11.760593702019,12.2490032104578,1
"WR","Ty Montgomery (1000000)","Ty Montgomery",3900,3900,"SEA@GB","GB","Ty","Montgomery","Sea",0,7.6,0,0,17.6,3.96313097906782,4.14274679070037,1
"RB","Wendell Smallwood (1000000)","Wendell Smallwood",3800,3800,"WAS@PHI","Phi","Wendell","Smallwood","Was",0,5.2,7,0.027027027,0.3,2.71161593304641,2.83451096205815,0
"WR","John Brown (1000000)","John Brown",3800,3800,"ARI@MIA","Ari","John","Brown","Mia",13.3,7.8,3,0.141573034,0,9.95188800306734,10.3547761351333,1
"RB","Cameron Artis-Payne (1000000)","Cameron Artis-Payne",3800,3800,"SD@CAR","Car","Cameron","Artis-Payne","SD",0,0,11,0.002314815,0,0,0,0
"WR","Eli Rogers (1000000)","Eli Rogers",3800,3800,"PIT@BUF","Pit","Eli","Rogers","Buf",8.73,8.9,4,0.097664544,5,8.50354410695613,8.85733502832486,1
"WR","Marquess Wilson (1000000)","Marquess Wilson",3800,3800,"CHI@DET","Chi","Marquess","Wilson","Det",0,0,10,0.036866359,0,0,0,1
"TE","Eric Ebron (1000000)","Eric Ebron",3800,3800,"CHI@DET","Det","Eric","Ebron","Chi",9.86,10.5,5,0.126696833,7.2,9.83784569931269,10.248018634789,0
"RB","T.J. Yeldon (1000000)","T.J. Yeldon",3800,3800,"MIN@JAX","Jax","T.J.","Yeldon","Min",13.57,14.8,4,0.109090909,16,13.7215992663399,14.2943596541508,0
"RB","James Starks (1000000)","James Starks",3800,3800,"SEA@GB","GB","James","Starks","Sea",7.85,6.6,7,0.050403226,0.3,6.91482752035267,7.19980086580083,0
"RB","Paul Perkins (1000000)","Paul Perkins",3800,3800,"DAL@NYG","NYG","Paul","Perkins","Dal",0,2.4,8,0.040685225,5.5,1.25151504602142,1.30823582864222,0
"TE","Antonio Gates (1000000)","Antonio Gates",3800,3800,"SD@CAR","SD","Antonio","Gates","Car",11.85,12,4,0.143867925,11.1,11.5005000140506,11.9788231169514,0
"WR","Adam Humphries (1000000)","Adam Humphries",3700,3700,"NO@TB","TB","Adam","Humphries","NO",6.64,0,2,0.15625,0,2.93780764264849,3.04691611693128,1
"RB","Chris Thompson (1000000)","Chris Thompson",3700,3700,"WAS@PHI","Was","Chris","Thompson","Phi",6.53,8.3,5,0.092213115,9.8,7.21729534336844,7.52075567097623,0
"WR","Paul Turner (1000000)","Paul Turner",3700,3700,"WAS@PHI","Phi","Paul","Turner","Was",0,5.2,10,0.018018018,2.6,2.71161593304641,2.83451096205815,0
"WR","Kenny Stills (1000000)","Kenny Stills",3700,3700,"ARI@MIA","Mia","Kenny","Stills","Ari",9.97,6.8,3,0.151761518,21.7,7.95709517013379,8.28163108564165,1
"RB","Kenneth Farrow (1000000)","Kenneth Farrow",3700,3700,"SD@CAR","SD","Kenneth","Farrow","Car",0,2.1,10,0.007075472,13.8,1.09507566526874,1.14470635006194,0
"RB","Chris Ivory (1000000)","Chris Ivory",3700,3700,"MIN@JAX","Jax","Chris","Ivory","Min",0,0,7,0.042424242,0,0,0,0
"WR","Marqise Lee (1000000)","Marqise Lee",3700,3700,"MIN@JAX","Jax","Marqise","Lee","Min",4.97,11.4,2,0.163636364,19.3,8.14362779148773,8.49471854465725,1
"WR","Tyler Lockett (1000000)","Tyler Lockett",3700,3700,"SEA@GB","Sea","Tyler","Lockett","GB",12.75,9.4,4,0.139534884,9.6,10.542888866561,10.9745532541811,1
"TE","Coby Fleener (1000000)","Coby Fleener",3700,3700,"NO@TB","NO","Coby","Fleener","TB",14.87,9,4,0.131474104,1.6,11.2722777548368,11.7293245168614,0
"WR","Dorial Green-Beckham (1000000)","Dorial Green-Beckham",3600,3600,"WAS@PHI","Phi","Dorial","Green-Beckham","Was",8.47,0,3,0.148648649,0,3.74747450801697,3.88665354072409,0
"RB","Jerick McKinnon (1000000)","Jerick McKinnon",3600,3600,"MIN@JAX","Min","Jerick","McKinnon","Jax",5.03,12.5,5,0.069124424,12.9,8.74378530884979,9.12185900733552,0
"WR","Cordarrelle Patterson (1000000)","Cordarrelle Patterson",3600,3600,"MIN@JAX","Min","Cordarrelle","Patterson","Jax",0,5.2,4,0.126728111,4.8,2.71161593304641,2.83451096205815,1
"RB","Kenjon Barner (1000000)","Kenjon Barner",3600,3600,"WAS@PHI","Phi","Kenjon","Barner","Was",0,1.1,12,0.015765766,0,0.573611062759817,0.599608088127685,0
"WR","J.J. Nelson (1000000)","J.J. Nelson",3600,3600,"ARI@MIA","Ari","J.J.","Nelson","Mia",0,9.5,4,0.098876404,19.4,4.95391372383478,5.17843348837546,1
"WR","Russell Shepard (1000000)","Russell Shepard",3500,3500,"NO@TB","TB","Russell","Shepard","NO",0,6.8,6,0.053571429,2.7,3.54595929706068,3.70666818115296,1
"TE","Vernon Davis (1000000)","Vernon Davis",3500,3500,"WAS@PHI","Was","Vernon","Davis","Phi",2.11,2.9,5,0.092213115,1.1,2.44579766745484,2.54900679797155,0
"RB","Andre Ellington (1000000)","Andre Ellington",3500,3500,"ARI@MIA","Ari","Andre","Ellington","Mia",5.16,2.9,7,0.035955056,0,3.79524244306898,3.94856917095957,0
"RB","Rex Burkhead (1000000)","Rex Burkhead",3500,3500,"CIN@CLE","Cin","Rex","Burkhead","Cle",0,7.7,10,0.022371365,6.1,4.01527743931872,4.19725661689379,0
"RB","Duke Johnson (1000000)","Duke Johnson",3500,3500,"CIN@CLE","Cle","Duke","Johnson","Cin",11.19,10.4,2,0.150341686,5.5,10.3741456494116,10.8038097778002,0
"RB","Dwayne Washington (1000000)","Dwayne Washington",3500,3500,"CHI@DET","Det","Dwayne","Washington","Chi",0,11.1,8,0.015837104,8.4,5.78825708784906,6.05059070747027,0
"WR","Josh Bellamy (1000000)","Josh Bellamy",3500,3500,"CHI@DET","Chi","Josh","Bellamy","Det",2.9,9.3,7,0.059907834,7.5,6.13269944244152,6.40014527260016,0
"WR","Torrey Smith (1000000)","Torrey Smith",3500,3500,"NYJ@SF","SF","Torrey","Smith","NYJ",12.14,8,3,0.136,0,9.54294946792571,9.93150321287554,0
"WR","Tajae Sharpe (1000000)","Tajae Sharpe",3400,3400,"DEN@TEN","Ten","Tajae","Sharpe","Den",11.83,8.1,1,0.195431472,0,9.457939246065,9.84376243722429,0
"WR","Marquise Goodwin (1000000)","Marquise Goodwin",3400,3400,"PIT@BUF","Buf","Marquise","Goodwin","Pit",0,5.8,3,0.148459384,0,3.02449469455176,3.1615699192187,1
"WR","Allen Hurns (1000000)","Allen Hurns",3400,3400,"MIN@JAX","Jax","Allen","Hurns","Min",13.08,0,3,0.157575758,0,5.78712710328949,6.00205765202729,1
"WR","Jeremy Kerley (1000000)","Jeremy Kerley",3400,3400,"NYJ@SF","SF","Jeremy","Kerley","NYJ",9.5,10.3,1,0.218666667,10,9.57427405119744,9.97380473509865,1
"RB","Matt Jones (1000000)","Matt Jones",3400,3400,"WAS@PHI","Was","Matt","Jones","Phi",10.56,0,8,0.022540984,0,4.67217600999519,4.84569792090277,0
"WR","Kendall Wright (1000000)","Kendall Wright",3300,3300,"DEN@TEN","Ten","Kendall","Wright","Den",0,5.6,5,0.091370558,0,2.92020177404997,3.05255026683185,1
"TE","Gary Barnidge (1000000)","Gary Barnidge",3300,3300,"CIN@CLE","Cle","Gary","Barnidge","Cin",12.98,7.8,2,0.150341686,5.7,9.81030691185536,10.2079368041969,0
"RB","Robert Turbin (1000000)","Robert Turbin",3300,3300,"HOU@IND","Ind","Robert","Turbin","Hou",3.09,5,9,0.043859649,8.3,3.97446542456026,4.14340859902636,0
"RB","Matt Asiata (1000000)","Matt Asiata",3300,3300,"MIN@JAX","Min","Matt","Asiata","Jax",0,9.3,6,0.066820276,12.1,4.84962080333299,5.06941383598861,0
"RB","Christine Michael (1000000)","Christine Michael",3300,3300,"SEA@GB","GB","Christine","Michael","Sea",12.44,2.4,0,0,3.6,6.75547996688696,7.01661481879662,0
"WR","Victor Cruz (1000000)","Victor Cruz",3300,3300,"DAL@NYG","NYG","Victor","Cruz","Dal",7.73,8.6,3,0.109207709,1.4,7.90466381616603,8.23493264056818,0
"WR","Devin Funchess (1000000)","Devin Funchess",3300,3300,"SD@CAR","Car","Devin","Funchess","SD",9.46,6.5,4,0.115740741,11.3,7.57501092526203,7.88407642338141,0
"WR","Percy Harvin (1000000)","Percy Harvin",3200,3200,"PIT@BUF","Buf","Percy","Harvin","Pit",0,0,14,0.011204482,0,0,0,0
"WR","Nelson Agholor (1000000)","Nelson Agholor",3200,3200,"WAS@PHI","Phi","Nelson","Agholor","Was",7.36,6.7,5,0.130630631,4.2,6.75017793468523,7.02946296649782,0
"WR","T.J. Jones (1000000)","T.J. Jones",3200,3200,"CHI@DET","Det","T.J.","Jones","Chi",0,0,9,0.011312217,0,0,0,0
"WR","Phillip Dorsett (1000000)","Phillip Dorsett",3200,3200,"HOU@IND","Ind","Phillip","Dorsett","Hou",10.9,7,4,0.098684211,4.9,8.47285813697038,8.81740254356255,0
"RB","Denard Robinson (1000000)","Denard Robinson",3200,3200,"MIN@JAX","Jax","Denard","Robinson","Min",3.63,0,13,0.008080808,0,1.60606050343585,1.66570866031033,0
"WR","Quinton Patton (1000000)","Quinton Patton",3200,3200,"NYJ@SF","SF","Quinton","Patton","NYJ",9.97,10,2,0.149333333,7.1,9.62578189816235,10.0259455238313,1
"WR","Terrance Williams (1000000)","Terrance Williams",3200,3200,"DAL@NYG","Dal","Terrance","Williams","NYG",9.18,8.2,4,0.12195122,18.6,8.33761729471672,8.68225905410026,0
"WR","Eddie Royal (1000000)","Eddie Royal",3100,3100,"CHI@DET","Chi","Eddie","Royal","Det",6.9,0,4,0.103686636,0,3.05284227925822,3.16622307331715,1
"WR","Brian Quick (1000000)","Brian Quick",3100,3100,"ATL@LA","LA","Brian","Quick","Atl",4.43,7.9,4,0.144607843,2,6.07958359128628,6.33908325693209,1
"TE","Jason Witten (1000000)","Jason Witten",3100,3100,"DAL@NYG","Dal","Jason","Witten","NYG",12.15,10.9,2,0.203252033,6.6,11.059621224302,11.5168769015767,0
"RB","Reggie Bush (1000000)","Reggie Bush",3000,3000,"PIT@BUF","Buf","Reggie","Bush","Pit",4.57,2.3,8,0.033613445,0.4,3.22132354464155,3.35077519738493,0
"RB","Jerome Felton (1000000)","Jerome Felton",3000,3000,"PIT@BUF","Buf","Jerome","Felton","Pit",0,0,0,0,0,0,0,0
"RB","Roosevelt Nix (1000000)","Roosevelt Nix",3000,3000,"PIT@BUF","Pit","Roosevelt","Nix","Buf",0,0,0,0,0,0,0,0
"RB","Daryl Richardson (1000000)","Daryl Richardson",3000,3000,"PIT@BUF","Pit","Daryl","Richardson","Buf",0,0,0,0,0,0,0,0
"RB","Jonathan Williams (1000000)","Jonathan Williams",3000,3000,"PIT@BUF","Buf","Jonathan","Williams","Pit",0,0,15,0.005602241,0,0,0,0
"WR","Darrius Heyward-Bey (1000000)","Darrius Heyward-Bey",3000,3000,"PIT@BUF","Pit","Darrius","Heyward-Bey","Buf",3.11,0,10,0.033970276,0,1.37599123021639,1.4270947475386,0
"WR","Brandon Tate (1000000)","Brandon Tate",3000,3000,"PIT@BUF","Buf","Brandon","Tate","Pit",3.55,0,10,0.030812325,0,1.57066523063285,1.62899882757621,0
"WR","Cobi Hamilton (1000000)","Cobi Hamilton",3000,3000,"PIT@BUF","Pit","Cobi","Hamilton","Buf",0,4.6,7,0.04670913,2.5,2.39873717154105,2.50745200489759,0
"WR","Justin Hunter (1000000)","Justin Hunter",3000,3000,"PIT@BUF","Buf","Justin","Hunter","Pit",0,2.6,7,0.056022409,0,1.3558079665232,1.41725548102907,0
"WR","Sammie Coates (1000000)","Sammie Coates",3000,3000,"PIT@BUF","Pit","Sammie","Coates","Buf",11.01,1.9,5,0.091295117,0,5.86205716427898,6.08787742770724,1
"WR","Dezmin Lewis (1000000)","Dezmin Lewis",3000,3000,"PIT@BUF","Buf","Dezmin","Lewis","Pit",0,0,17,0.00280112,0,0,0,0
"RB","Jalston Fowler (1000000)","Jalston Fowler",3000,3000,"DEN@TEN","Ten","Jalston","Fowler","Den",0,0,0,0,0,0,0,0
"RB","Juwan Thompson (1000000)","Juwan Thompson",3000,3000,"DEN@TEN","Den","Juwan","Thompson","Ten",0,1.1,0,0,0,0.573611062759817,0.599608088127685,0
"RB","David Fluellen (1000000)","David Fluellen",3000,3000,"DEN@TEN","Ten","David","Fluellen","Den",0,0,0,0,0,0,0,0
"RB","Antonio Andrews (1000000)","Antonio Andrews",3000,3000,"DEN@TEN","Ten","Antonio","Andrews","Den",0,1,0,0,0,0.521464602508924,0.545098261934259,0
"WR","Harry Douglas (1000000)","Harry Douglas",3000,3000,"DEN@TEN","Ten","Harry","Douglas","Den",7.96,0,7,0.038071066,2,3.52182964389789,3.65262835704413,0
"WR","Jordan Norwood (1000000)","Jordan Norwood",3000,3000,"DEN@TEN","Den","Jordan","Norwood","Ten",3.73,2.3,3,0.078431373,0,2.84967318021011,2.96532195367676,0
"WR","Marc Mariani (1000000)","Marc Mariani",3000,3000,"DEN@TEN","Ten","Marc","Mariani","Den",4.98,0,0,0,0,2.20335573198637,2.28518708769846,0
"WR","Bennie Fowler (1000000)","Bennie Fowler",3000,3000,"DEN@TEN","Den","Bennie","Fowler","Ten",0,0,7,0.044117647,1.5,0,0,0
"WR","Marlon Brown (1000000)","Marlon Brown",3000,3000,"DEN@TEN","Den","Marlon","Brown","Ten",0,0,0,0,0,0,0,0
"WR","Jordan Taylor (1000000)","Jordan Taylor",3000,3000,"DEN@TEN","Den","Jordan","Taylor","Ten",0,3.8,8,0.036764706,4.8,1.98156548953391,2.07137339535018,0
"WR","Tre McBride (1000000)","Tre McBride",3000,3000,"DEN@TEN","Ten","Tre","McBride","Den",0,0,0,0,0,0,0,0
"WR","Cody Latimer (1000000)","Cody Latimer",3000,3000,"DEN@TEN","Den","Cody","Latimer","Ten",3.65,1.7,11,0.014705882,2.6,2.50139914590176,2.60155316378209,0
"WR","Kalif Raymond (1000000)","Kalif Raymond",3000,3000,"DEN@TEN","Den","Kalif","Raymond","Ten",0,0,0,0,0,0,0,0
"RB","John Kuhn (1000000)","John Kuhn",3000,3000,"NO@TB","NO","John","Kuhn","TB",0,2.2,0,0,1.3,1.14722212551963,1.19921617625537,0
"RB","Travaris Cadet (1000000)","Travaris Cadet",3000,3000,"NO@TB","NO","Travaris","Cadet","TB",0,1.1,5,0.081673307,6.9,0.573611062759817,0.599608088127685,0
"RB","Marcus Murphy (1000000)","Marcus Murphy",3000,3000,"NO@TB","NO","Marcus","Murphy","TB",0,0,13,0.001992032,0,0,0,0
"RB","Daniel Lasco (1000000)","Daniel Lasco",3000,3000,"NO@TB","NO","Daniel","Lasco","TB",0,0,12,0.007968127,0,0,0,0
"RB","Peyton Barber (1000000)","Peyton Barber",3000,3000,"NO@TB","TB","Peyton","Barber","NO",0,0,12,0.015625,0,0,0,0
"WR","Brandon Coleman (1000000)","Brandon Coleman",3000,3000,"NO@TB","NO","Brandon","Coleman","TB",4.45,1.3,7,0.049800797,9.7,2.64676603292813,2.75061218634951,0
"WR","Cecil Shorts (1000000)","Cecil Shorts",3000,3000,"NO@TB","TB","Cecil","Shorts","NO",0,0,5,0.0625,0,0,0,0
"WR","Freddie Martino (1000000)","Freddie Martino",3000,3000,"NO@TB","TB","Freddie","Martino","NO",0,8.7,11,0.017857143,0,4.53674204182764,4.74235487882805,0
"WR","Tommylee Lewis (1000000)","Tommylee Lewis",3000,3000,"NO@TB","NO","Tommylee","Lewis","TB",0,0,11,0.021912351,0,0,0,0
"WR","Jake Lampman (1000000)","Jake Lampman",3000,3000,"NO@TB","NO","Jake","Lampman","TB",0,0,0,0,0,0,0,0
"RB","Mack Brown (1000000)","Mack Brown",3000,3000,"WAS@PHI","Was","Mack","Brown","Phi",0,0,0,0,0,0,0,0
"WR","Ryan Grant (1000000)","Ryan Grant",3000,3000,"WAS@PHI","Was","Ryan","Grant","Phi",0,2.3,7,0.036885246,0,1.19936858577053,1.25372600244879,0
"WR","Rashad Ross (1000000)","Rashad Ross",3000,3000,"WAS@PHI","Was","Rashad","Ross","Phi",0,0,13,0.004098361,0,0,0,0
"WR","Maurice Harris (1000000)","Maurice Harris",3000,3000,"WAS@PHI","Was","Maurice","Harris","Phi",0,0,10,0.018442623,0,0,0,0
"WR","Bryce Treggs (1000000)","Bryce Treggs",3000,3000,"WAS@PHI","Phi","Bryce","Treggs","Was",0,3.9,10,0.018018018,0,2.0337119497848,2.12588322154361,0
"RB","Stepfan Taylor (1000000)","Stepfan Taylor",3000,3000,"ARI@MIA","Ari","Stepfan","Taylor","Mia",0,0,0,0,0,0,0,0
"RB","Kerwynn Williams (1000000)","Kerwynn Williams",3000,3000,"ARI@MIA","Ari","Kerwynn","Williams","Mia",0,0,0,0,3.4,0,0,0
"RB","Kenyan Drake (1000000)","Kenyan Drake",3000,3000,"ARI@MIA","Mia","Kenyan","Drake","Ari",0,1.4,11,0.024390244,2.1,0.730050443512494,0.763137566707962,0
"WR","Rashawn Scott (1000000)","Rashawn Scott",3000,3000,"ARI@MIA","Mia","Rashawn","Scott","Ari",0,0,0,0,0,0,0,0
"WR","Jakeem Grant (1000000)","Jakeem Grant",3000,3000,"ARI@MIA","Mia","Jakeem","Grant","Ari",0,0,13,0.002710027,0,0,0,0
"WR","Brittan Golden (1000000)","Brittan Golden",3000,3000,"ARI@MIA","Ari","Brittan","Golden","Mia",0,0,9,0.013483146,7.9,0,0,0
"WR","Marquis Bundy (1000000)","Marquis Bundy",3000,3000,"ARI@MIA","Ari","Marquis","Bundy","Mia",0,0,0,0,0,0,0,0
"WR","Leonte Carroo (1000000)","Leonte Carroo",3000,3000,"ARI@MIA","Mia","Leonte","Carroo","Ari",4.4,0,12,0.013550136,0,1.94674000416466,2.01904080037615,0
"RB","Mike Tolbert (1000000)","Mike Tolbert",3000,3000,"SD@CAR","Car","Mike","Tolbert","SD",0,1.7,0,0,0,0.886489824265171,0.92666704528824,0
"RB","Fozzy Whittaker (1000000)","Fozzy Whittaker",3000,3000,"SD@CAR","Car","Fozzy","Whittaker","SD",3.82,4.1,6,0.069444444,1.5,3.82812914662954,3.9877973869843,0
"RB","Ronnie Hillman (1000000)","Ronnie Hillman",3000,3000,"SD@CAR","SD","Ronnie","Hillman","Car",0,0,0,0,0,0,0,0
"RB","Derek Watt (1000000)","Derek Watt",3000,3000,"SD@CAR","SD","Derek","Watt","Car",0,0,0,0,0,0,0,0
"WR","Brenton Bersin (1000000)","Brenton Bersin",3000,3000,"SD@CAR","Car","Brenton","Bersin","SD",0,0,10,0.00462963,0,0,0,0
"WR","Geremy Davis (1000000)","Geremy Davis",3000,3000,"SD@CAR","SD","Geremy","Davis","Car",0,0,0,0,0,0,0,0
"WR","Isaiah Burse (1000000)","Isaiah Burse",3000,3000,"SD@CAR","SD","Isaiah","Burse","Car",0,0,14,0.002358491,0,0,0,0
"WR","Corey Brown (1000000)","Corey Brown",3000,3000,"SD@CAR","Car","Corey","Brown","SD",0,4.6,5,0.094907407,2.7,2.39873717154105,2.50745200489759,0
"WR","Jeremy Butler (1000000)","Jeremy Butler",3000,3000,"SD@CAR","SD","Jeremy","Butler","Car",0,1.4,12,0.004716981,0,0.730050443512494,0.763137566707962,0
"RB","Cedric Peerman (1000000)","Cedric Peerman",3000,3000,"CIN@CLE","Cin","Cedric","Peerman","Cle",0,0,0,0,0,0,0,0
"RB","George Atkinson (1000000)","George Atkinson",3000,3000,"CIN@CLE","Cle","George","Atkinson","Cin",0,0,0,0,0,0,0,0
"WR","Andrew Hawkins (1000000)","Andrew Hawkins",3000,3000,"CIN@CLE","Cle","Andrew","Hawkins","Cin",4.83,5.6,4,0.104783599,1.4,5.05719136953073,5.26890641815385,1
"WR","James Wright (1000000)","James Wright",3000,3000,"CIN@CLE","Cin","James","Wright","Cle",0,0,8,0.042505593,0,0,0,0
"WR","Alex Erickson (1000000)","Alex Erickson",3000,3000,"CIN@CLE","Cin","Alex","Erickson","Cle",0,1.3,11,0.011185682,2.6,0.677903983261601,0.708627740514536,0
"WR","Jordan Payton (1000000)","Jordan Payton",3000,3000,"CIN@CLE","Cle","Jordan","Payton","Cin",0,0,11,0.006833713,0,0,0,0
"WR","Ricardo Louis (1000000)","Ricardo Louis",3000,3000,"CIN@CLE","Cle","Ricardo","Louis","Cin",0,1.1,7,0.072892938,0,0.573611062759817,0.599608088127685,0
"WR","Cody Core (1000000)","Cody Core",3000,3000,"CIN@CLE","Cin","Cody","Core","Cle",0,0,12,0.006711409,1.8,0,0,0
"WR","Rashard Higgins (1000000)","Rashard Higgins",3000,3000,"CIN@CLE","Cle","Rashard","Higgins","Cin",0,0,8,0.022779043,0,0,0,0
"RB","Mike Burton (1000000)","Mike Burton",3000,3000,"CHI@DET","Det","Mike","Burton","Chi",0,0,0,0,0,0,0,0
"RB","Zach Zenner (1000000)","Zach Zenner",3000,3000,"CHI@DET","Det","Zach","Zenner","Chi",4.12,7.8,0,0,6.5,5.89028044892379,6.14232282889398,0
"RB","Ka'Deem Carey (1000000)","Ka'Deem Carey",3000,3000,"CHI@DET","Chi","Ka'Deem","Carey","Det",4.37,2.4,12,0.016129032,0.2,3.18498182288496,3.31351044174308,0
"RB","Paul Lasike (1000000)","Paul Lasike",3000,3000,"CHI@DET","Chi","Paul","Lasike","Det",0,0,0,0,0,0,0,0
"WR","Andre Roberts (1000000)","Andre Roberts",3000,3000,"CHI@DET","Det","Andre","Roberts","Chi",0,1.6,6,0.047511312,0,0.834343364014279,0.872157219094814,0
"WR","Deonte Thompson (1000000)","Deonte Thompson",3000,3000,"CHI@DET","Chi","Deonte","Thompson","Det",0,10,9,0.041474654,4.8,5.21464602508924,5.45098261934259,0
"WR","Daniel Braverman (1000000)","Daniel Braverman",3000,3000,"CHI@DET","Chi","Daniel","Braverman","Det",0,0,0,0,0,0,0,0
