"Player","Pos","Team","Opp","Def.v.Pos","Salary","Floor","Ceiling","X2015.Avg","FC.Proj","My.Proj","Exposure","Consistency","Value","Actual.Score","Actual.Val"
"Austin Hooper","TE","ATL","vs GB","27th",2500,0.7,4.3,NA,2.89,2.89,100,0,1.2,9.1,3.6
"Austin Seferian-Jenkins","TE","NYJ","@ CLE","32nd",2500,0,18.6,11.7,4.41,4.41,100,0,1.8,NA,NA
"Ryan Griffin","TE","HOU","vs DET","12th",2500,0.4,12.4,6.3,4.36,4.36,100,29,1.7,6.4,2.6
"Stephen Anderson","TE","HOU","vs DET","12th",2500,0.7,4.1,NA,2.71,2.71,100,0,1.1,3.7,1.5
"Lions","DST","DET","@ HOU","30th",2500,1.1,17.3,5.9,6.46,6.46,100,0,2.6,6,2.4
"Packers","DST","GB","@ ATL","6th",2500,0,20.4,7.3,6.38,6.38,100,0,2.6,1,0.4
"Trey Burton","TE","PHI","@ DAL","28th",2500,0.9,9,2.8,3.6,3.6,100,41,1.4,1.6,0.6
"Nick O'Leary","TE","BUF","vs NE","16th",2500,0,5.8,1.6,1.39,1.39,100,24,0.6,4,1.6
"Jeff Heuerman","TE","DEN","vs SD","14th",2500,0.9,5.5,NA,3.65,3.65,100,0,1.5,NA,NA
"Darren Fells","TE","ARI","@ CAR","29th",2500,0,13.4,6.4,4.41,4.41,100,0,1.8,NA,NA
"Ed Dickson","TE","CAR","vs ARI","25th",2500,0.1,8.8,2.9,3.05,3.05,100,37,1.2,NA,NA
"Jermaine Gresham","TE","ARI","@ CAR","29th",2500,0,13.8,3.6,3.43,3.43,100,0,1.4,6.2,2.5
"Phillip Supernaw","TE","TEN","vs JAC","10th",2500,0,2.6,1.7,0,0,100,38,0,4,1.6
"Marcedes Lewis","TE","JAC","@ TEN","26th",2500,0,11.6,2.6,3.76,3.76,100,9,1.5,6.3,2.5
"Demetrius Harris","TE","KC","@ IND","8th",2500,1.4,8.6,3.4,3.8,3.8,100,0,1.5,4.3,1.7
"Mychal Rivera","TE","OAK","@ TB","2nd",2500,0,15.2,4.7,2.01,2.01,100,0,0.8,12.6,5
"Clive Walford","TE","OAK","@ TB","2nd",2500,3.7,14.5,5.3,7.34,7.34,100,43,2.9,6.1,2.4
"Josh Hill","TE","NO","vs SEA","3rd",2500,0,12.8,3.1,4.17,4.17,100,28,1.7,1.3,0.5
"Ben Koyack","TE","JAC","@ TEN","26th",2500,0,0,NA,0,0,100,0,0,9.1,3.6
"C.J. Uzomah","TE","CIN","vs WAS","11th",2500,0.9,5.4,1.4,3.57,3.57,100,0,1.4,NA,NA
"Erik Swoope","TE","IND","vs KC","15th",2500,0.5,3,NA,2.03,2.03,100,0,0.8,5,2
"Chargers","DST","SD","@ DEN","7th",2400,2.5,17.5,4.8,7.46,7.46,100,28,3.1,13,5.4
"Falcons","DST","ATL","vs GB","4th",2400,0,19.4,5.7,6.42,6.42,100,6,2.7,2,0.8
"Redskins","DST","WAS","@ CIN","8th",2400,2.2,15.7,7.6,6.69,6.69,100,36,2.8,7,2.9
"Buccaneers","DST","TB","vs OAK","17th",2300,1.1,16.7,6.4,6.29,6.29,100,16,2.7,3,1.3
"Colts","DST","IND","vs KC","27th",2200,1.6,16.9,7.6,6.71,6.71,100,0,3.1,2,0.9
"Saints","DST","NO","vs SEA","10th",2000,1.4,15.5,4.6,6.13,6.13,100,0,3.1,4,2
