"Player","Pos","Team","Opp","Def.v.Pos","Salary","Floor","Ceiling","X2015.Avg","FC.Proj","My.Proj","Exposure","Consistency","Value","Actual.Score","Actual.Val"
"Eddie Royal","WR","CHI","vs WAS","8th",3000,0,18.8,7.4,3.23,3.23,100,23,1.1,NA,NA
"Ryan Grant","WR","WAS","@ CHI","2nd",3000,0.5,13.4,5.2,4.83,4.83,100,0,1.6,5.5,1.8
"Seth Roberts","WR","OAK","vs IND","24th",3000,0.1,23.2,7.2,7.8,7.8,100,0,2.6,0,NA
"Jordan Norwood","WR","DEN","@ KC","21st",3000,1.3,7.9,4.3,3.53,3.53,100,35,1.2,2.7,0.9
"Steelers","DST","PIT","vs BAL","3rd",3000,1.7,18.8,9.3,7.37,7.37,100,11,2.5,4,1.3
"Dennis Pitta","TE","BAL","@ PIT","20th",3000,0,18.2,NA,5.65,5.65,100,36,1.9,15.5,5.2
"Breshad Perriman","WR","BAL","@ PIT","13th",3000,1.3,7.8,NA,5.22,5.22,100,0,1.7,6.2,2.1
"Sammie Coates","WR","PIT","vs BAL","16th",3000,1,6,2.1,3.98,3.98,100,0,1.3,NA,NA
"Cobi Hamilton","WR","PIT","vs BAL","16th",3000,1.1,6.5,NA,4.32,4.32,100,0,1.4,1.6,0.5
"Bennie Fowler","WR","DEN","@ KC","21st",3000,1,8.8,2.6,3.57,3.57,100,35,1.2,1.5,0.5
"Albert Wilson","WR","KC","vs DEN","1st",3000,0,15.6,6.8,5,5,100,16,1.7,1.3,0.4
"Chris Conley","WR","KC","vs DEN","1st",3000,0,14.4,4.8,4.57,4.57,100,18,1.5,3.4,1.1
"Brice Butler","WR","DAL","vs DET","6th",3000,0,11.1,7.6,3.13,3.13,100,0,1,NA,NA
"Andre Roberts","WR","DET","@ DAL","27th",3000,0.6,11.4,3.8,4.22,4.22,100,0,1.4,NA,NA
"Kamar Aiken","WR","BAL","@ PIT","13th",3000,0,19.2,12.6,4.78,4.78,100,0,1.6,0,NA
"Darrius Heyward-Bey","WR","PIT","vs BAL","16th",3000,0,14.6,5.9,4.55,4.55,100,17,1.5,NA,NA
"Aaron Burbridge","WR","SF","@ LA","29th",3000,0,0,NA,0,0,100,0,0,3.5,1.2
"Chris Harper","WR","SF","@ LA","29th",3000,3.1,6.4,0.2,4.22,4.22,100,67,1.4,1.1,0.4
"Rod Streater","WR","SF","@ LA","29th",3000,0,11.4,1.8,0,0,100,0,0,18.3,6.1
"Shaun Draughn","RB","SF","@ LA","17th",3000,0,17.5,7.1,4.34,4.34,100,0,1.4,12.5,4.2
"Brittan Golden","WR","ARI","@ SEA","22nd",3000,3.3,5.1,0.4,3.91,3.91,100,71,1.3,3.2,1.1
"Jordan Taylor","WR","DEN","@ KC","21st",3000,0.9,5.5,NA,3.65,3.65,100,0,1.2,3.6,1.2
"Jonathan Grimes","RB","HOU","vs CIN","14th",3000,0,12.8,6.6,3.16,3.16,100,0,1.1,NA,NA
"Cody Core","WR","CIN","@ HOU","9th",3000,0,0,NA,0,0,100,0,0,11.9,4
"Alex Erickson","WR","CIN","@ HOU","9th",3000,0.8,5,NA,3.31,3.31,100,0,1.1,1.5,0.5
"Akeem Hunt","RB","HOU","vs CIN","14th",3000,0,4.6,2.8,0,0,100,0,0,5.4,1.8
"Tanner McEvoy","WR","SEA","vs ARI","31st",3000,1.5,8.9,NA,5.93,5.93,100,0,2,NA,NA
"Bryce Treggs","WR","PHI","vs NYG","17th",3000,1.2,7.5,NA,4.99,4.99,100,0,1.7,0,NA
"Kenyan Drake","RB","MIA","@ BUF","31st",3000,0,0,NA,0,0,100,0,0,11.6,3.9
"Brandon Tate","WR","BUF","vs MIA","25th",3000,0,10.6,0.9,3.37,3.37,100,0,1.1,0,NA
"Justin Hunter","WR","BUF","vs MIA","25th",3000,0,14,6,4.59,4.59,100,18,1.5,NA,NA
"Roger Lewis","WR","NYG","@ PHI","32nd",3000,0.8,4.6,NA,3.07,3.07,100,0,1,0,NA
"Nelson Agholor","WR","PHI","vs NYG","17th",3000,0.9,13.2,4.3,5,5,100,29,1.7,13.2,4.4
"Jalin Marshall","WR","NYJ","@ NE","10th",3000,1,6.2,NA,4.1,4.1,100,0,1.4,NA,NA
"Corey Grant","RB","JAC","vs TEN","10th",3000,0,2.8,0.5,0,0,100,0,0,4.2,1.4
"Harry Douglas","WR","TEN","@ JAC","12th",3000,0,17.1,6.3,5.1,5.1,100,0,1.7,9.8,3.3
"Bryan Walters","WR","JAC","vs TEN","26th",3000,0,12.8,6.8,3.57,3.57,100,0,1.2,9.5,3.2
"Charone Peake","WR","NYJ","@ NE","10th",3000,0.5,3.2,NA,2.1,2.1,100,0,0.7,3.7,1.2
"Josh Huff","WR","TB","@ NO","28th",3000,0,8.6,5.4,0,0,100,0,0,4.4,1.5
"John Kuhn","RB","NO","vs TB","20th",3000,1,5.8,NA,3.84,3.84,100,0,1.3,NA,NA
"Dolphins","DST","MIA","@ BUF","9th",3000,0,22.4,5.8,6.38,6.38,100,1,2.1,1,0.3
"Brandon Coleman","WR","NO","vs TB","5th",3000,0,15.7,5.5,5.13,5.13,100,10,1.7,NA,NA
"Freddie Martino","WR","TB","@ NO","28th",3000,1.3,8.1,NA,5.37,5.37,100,0,1.8,NA,NA
"Jaguars","DST","JAC","vs TEN","15th",2900,0,19.1,5.6,5.74,5.74,100,0,2,12,4.1
"Vikings","DST","MIN","@ GB","8th",2900,0.2,18.2,8.8,6.19,6.19,100,39,2.1,0,NA
"Garrett Celek","TE","SF","@ LA","11th",2900,0,12,5.6,3.41,3.41,100,27,1.2,7.9,2.7
"Ravens","DST","BAL","@ PIT","1st",2900,0.8,15.5,5.4,5.67,5.67,100,42,2,3,1
"Lance Kendricks","TE","LA","vs SF","26th",2900,1,13,4.4,4.95,4.95,100,44,1.7,6.6,2.3
"Raiders","DST","OAK","vs IND","12th",2800,3.1,15.1,6.7,7.13,7.13,100,38,2.5,6,2.1
"Eagles","DST","PHI","vs NYG","20th",2800,0.3,24,7.5,8.24,8.24,100,7,2.9,13,4.6
"Gary Barnidge","TE","CLE","vs SD","23rd",2800,0,22.3,15.4,5.52,5.52,100,0,2,9.2,3.3
"Jack Doyle","TE","IND","@ OAK","13th",2800,2.1,11.7,3.2,5.3,5.3,100,65,1.9,9.6,3.4
"49ers","DST","SF","@ LA","31st",2800,2,17.6,4.3,7.24,7.24,100,0,2.6,8,2.9
"Cowboys","DST","DAL","vs DET","23rd",2800,2,15.8,4.6,6.58,6.58,100,18,2.4,NA,NA
"Will Tye","TE","NYG","@ PHI","5th",2800,0,16,8.1,4.55,4.55,100,0,1.6,7.3,2.6
"Lions","DST","DET","@ DAL","11th",2700,0,15.6,5.9,4.79,4.79,100,16,1.8,NA,NA
"Falcons","DST","ATL","@ CAR","18th",2700,0,19.4,5.7,6.42,6.42,100,12,2.4,7,2.6
"Erik Swoope","TE","IND","@ OAK","13th",2700,0.4,2.6,NA,1.72,1.72,100,0,0.6,5.5,2
"Buccaneers","DST","TB","@ NO","10th",2600,1.8,17.4,6.4,6.96,6.96,100,37,2.7,1,0.4
"Dion Sims","TE","MIA","@ BUF","7th",2600,0.2,11.6,3,3.95,3.95,100,42,1.5,3,1.2
"Cardinals","DST","ARI","@ SEA","32nd",2600,0,23.5,10.4,7.09,7.09,100,0,2.7,9,3.5
"Dwayne Allen","TE","IND","@ OAK","13th",2600,1.5,18.3,2.8,7.07,7.07,100,29,2.7,6.1,2.3
"Seth DeValve","TE","CLE","vs SD","23rd",2500,0.6,3.4,NA,2.29,2.29,100,0,0.9,3.1,1.2
"Clive Walford","TE","OAK","vs IND","14th",2500,0.6,11.4,5.3,4.25,4.25,100,37,1.7,10,4
"Colts","DST","IND","@ OAK","2nd",2500,0,15,7.6,4.83,4.83,100,11,1.9,2,0.8
"Jermaine Gresham","TE","ARI","@ SEA","3rd",2500,0.1,15.7,3.6,5.34,5.34,100,12,2.1,6,2.4
"Panthers","DST","CAR","vs ATL","4th",2500,0,23.8,10.3,7.16,7.16,100,0,2.9,5,2
"Austin Hooper","TE","ATL","@ CAR","17th",2500,1.3,7.6,NA,5.09,5.09,100,0,2,NA,NA
"Joshua Perkins","TE","ATL","@ CAR","17th",2500,0,0,NA,0,0,100,0,0,11.4,4.6
"Daniel Brown","TE","CHI","vs WAS","19th",2500,2.3,14.3,3.1,6.29,6.29,100,40,2.5,3.9,1.6
"Ben Braunecker","TE","CHI","vs WAS","19th",2500,0,0,NA,0,0,100,0,0,3.9,1.6
"Blake Bell","TE","SF","@ LA","11th",2500,0.7,11.2,3.7,4.22,4.22,100,0,1.7,NA,NA
"Tyler Higbee","TE","LA","vs SF","26th",2500,0.4,2.2,NA,1.48,1.48,100,0,0.6,8.5,3.4
"Jesse James","TE","PIT","vs BAL","31st",2500,0.9,9.3,4.3,3.66,3.66,100,50,1.5,8.9,3.6
"Xavier Grimble","TE","PIT","vs BAL","31st",2500,0.4,2.6,NA,1.72,1.72,100,0,0.7,9,3.6
"Demetrius Harris","TE","KC","vs DEN","16th",2500,0,4.8,3.4,0,0,100,0,0,15.7,6.3
"Jeff Heuerman","TE","DEN","@ KC","9th",2500,0.5,3,NA,2.01,2.01,100,0,0.8,6.2,2.5
"C.J. Uzomah","TE","CIN","@ HOU","4th",2500,0,0,1.4,0,0,100,0,0,7.8,3.1
"Brent Celek","TE","PHI","vs NYG","30th",2500,0,11,7.3,0,0,100,0,0,5.7,2.3
"Trey Burton","TE","PHI","vs NYG","30th",2500,0.3,8.4,2.8,3,3,100,51,1.2,1.3,0.5
"Dominique Jones","TE","MIA","@ BUF","7th",2500,1.3,7.8,NA,5.2,5.2,100,0,2.1,NA,NA
"Ben Koyack","TE","JAC","vs TEN","10th",2500,0.6,3.7,NA,2.48,2.48,100,0,1,3.2,1.3
"Richard Rodgers","TE","GB","vs MIN","6th",2500,0,15.9,10.2,2.51,2.51,100,0,1,10,4
"Neal Sterling","TE","JAC","vs TEN","10th",2500,1.1,6.6,NA,4.42,4.42,100,0,1.8,NA,NA
"Brandon Myers","TE","TB","@ NO","21st",2500,0,6,4.1,0,0,100,0,0,4.1,1.6
"John Phillips","TE","NO","vs TB","12th",2500,0,5.2,3.8,0,0,100,21,0,3.5,1.4
"Matt Lengel","TE","NE","vs NYJ","28th",2500,0,0,NA,0,0,100,0,0,8.8,3.5
"Saints","DST","NO","vs TB","17th",2400,2.4,16.6,4.6,7.15,7.15,100,0,3,6,2.5
"Jets","DST","NYJ","@ NE","14th",2300,0,13.8,7.1,4.63,4.63,100,0,2,-3,NA
"Bears","DST","CHI","vs WAS","24th",2300,1.2,16.2,4.5,6.17,6.17,100,23,2.7,-4,NA
"Browns","DST","CLE","vs SD","16th",2200,0,17.4,5.3,5.84,5.84,100,0,2.7,5,2.3
