QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Joe Flacco (7498690),Lamar Miller (7498729),Ezekiel Elliott (7498822),Julio Jones (7498881),Marquise Goodwin (7498872),Breshad Perriman (7498898),Greg Olsen (7498994),Mark Ingram (7498807),Lions  (7499388)
Philip Rivers (7498713),LeSean McCoy (7498754),C.J. Anderson (7498791),DeAndre Hopkins (7498839),Emmanuel Sanders (7498913),Tyrell Williams (7498942),Travis Kelce (7499044),Hunter Henry (7499035),Lions  (7499388)
Marcus Mariota (7498667),Charles Sims (7498789),Matt Jones (7498742),Julio Jones (7498881),Alshon Jeffery (7498907),Larry Fitzgerald (7498923),Jesse James (7499050),Tajae Sharpe (7498841),Bills  (7499381)
Matt Ryan (7498686),Le'Veon Bell (7498829),Charles Sims (7498789),Julio Jones (7498881),Willie Snead (7498939),Pierre Garcon (7498846),Eric Ebron (7499011),Tavon Austin (7498929),Titans  (7499376)
Brian Hoyer (7498697),Lamar Miller (7498729),Matt Forte (7498743),Alshon Jeffery (7498907),DeSean Jackson (7498845),Jeremy Maclin (7498955),Delanie Walker (7498966),Cole Beasley (7498949),Raiders  (7499385)
Cam Newton (7498689),Mark Ingram (7498807),James White (7498758),Julio Jones (7498881),Alshon Jeffery (7498907),Brandon Marshall (7498856),Clive Walford (7499004),Corey Brown (7498885),Patriots  (7499382)
Philip Rivers (7498713),Le'Veon Bell (7498829),LeSean McCoy (7498754),Mike Evans (7498920),DeSean Jackson (7498845),Travis Benjamin (7498937),Dennis Pitta (7499000),Pierre Garcon (7498846),Ravens  (7499386)
Blaine Gabbert (7498719),DeMarco Murray (7498727),Devonta Freeman (7498765),Antonio Brown (7498956),Julio Jones (7498881),John Brown (7498928),Dennis Pitta (7499000),Quinton Patton (7498951),Ravens  (7499386)
Drew Brees (7498711),C.J. Anderson (7498791),Jordan Howard (7498786),Alshon Jeffery (7498907),Willie Snead (7498939),Michael Crabtree (7498892),Greg Olsen (7498994),Marquise Goodwin (7498872),Raiders  (7499385)
Ben Roethlisberger (7498722),DeMarco Murray (7498727),LeSean McCoy (7498754),Antonio Brown (7498956),Michael Floyd (7498926),Tavon Austin (7498929),Jesse James (7499050),Michael Thomas (7498943),Panthers  (7499384)
Russell Wilson (7498675),Mark Ingram (7498807),Matt Jones (7498742),Amari Cooper (7498897),Doug Baldwin (7498858),Travis Benjamin (7498937),Greg Olsen (7498994),Tyrell Williams (7498942),Texans  (7499375)
Jacoby Brissett (7498683),David Johnson (7498800),Lamar Miller (7498729),Demaryius Thomas (7498914),Julian Edelman (7498871),John Brown (7498928),Coby Fleener (7499031),C.J. Anderson (7498791),Patriots  (7499382)
Philip Rivers (7498713),David Johnson (7498800),Isaiah Crowell (7498739),Larry Fitzgerald (7498923),Michael Floyd (7498926),Tyrell Williams (7498942),Rob Gronkowski (7498989),John Brown (7498928),Panthers  (7499384)
Trevor Siemian (7498703),Le'Veon Bell (7498829),Terrance West (7498774),Julio Jones (7498881),Demaryius Thomas (7498914),Jeremy Maclin (7498955),Delanie Walker (7498966),Andrew Hawkins (7498844),Seahawks  (7499380)
Matt Ryan (7498686),David Johnson (7498800),C.J. Anderson (7498791),Julio Jones (7498881),Tyrell Williams (7498942),Marquise Goodwin (7498872),Delanie Walker (7498966),Matt Jones (7498742),Jets  (7499379)
Alex Smith (7498721),Melvin Gordon (7498809),Theo Riddick (7498779),Antonio Brown (7498956),Larry Fitzgerald (7498923),Tavon Austin (7498929),Jordan Reed (7498976),Albert Wilson (7498958),Raiders  (7499385)
Ben Roethlisberger (7498722),Melvin Gordon (7498809),LeGarrette Blount (7498755),Demaryius Thomas (7498914),Doug Baldwin (7498858),John Brown (7498928),Greg Olsen (7498994),Markus Wheaton (7498957),Panthers  (7499384)
Russell Wilson (7498675),Lamar Miller (7498729),Theo Riddick (7498779),Julio Jones (7498881),DeSean Jackson (7498845),Doug Baldwin (7498858),Eric Ebron (7499011),Rishard Matthews (7498838),Bills  (7499381)
Trevor Siemian (7498703),Le'Veon Bell (7498829),Lamar Miller (7498729),Amari Cooper (7498897),Emmanuel Sanders (7498913),Vincent Jackson (7498911),Travis Kelce (7499044),Carlos Hyde (7498817),Panthers  (7499384)
Philip Rivers (7498713),David Johnson (7498800),Lamar Miller (7498729),Alshon Jeffery (7498907),Eddie Royal (7498902),Dontrelle Inman (7498935),Dennis Pitta (7499000),Melvin Gordon (7498809),Texans  (7499375)
Drew Brees (7498711),Todd Gurley (7498802),Melvin Gordon (7498809),Brandon Marshall (7498856),Willie Snead (7498939),Rishard Matthews (7498838),Jordan Reed (7498976),Zach Miller (7499006),Broncos  (7499389)
Brian Hoyer (7498697),Le'Veon Bell (7498829),Lamar Miller (7498729),DeAndre Hopkins (7498839),Mike Evans (7498920),Eddie Royal (7498902),Zach Miller (7499006),Mark Ingram (7498807),Redskins  (7499378)
Jacoby Brissett (7498683),LeSean McCoy (7498754),Charles Sims (7498789),Antonio Brown (7498956),Travis Benjamin (7498937),Tajae Sharpe (7498841),Jimmy Graham (7498980),Chris Hogan (7498875),Cardinals  (7499392)
Joe Flacco (7498690),Matt Forte (7498743),Jordan Howard (7498786),Antonio Brown (7498956),DeAndre Hopkins (7498839),Mike Wallace (7498893),Zach Miller (7499006),Pierre Garcon (7498846),Broncos  (7499389)
