Entry ID,Contest Name,Contest ID,Entry Fee,QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions,,,,,,
847897258,NFL $75K Flea Flicker (Early),45448453,$5 ,Brian Hoyer (9546170),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Marquise Goodwin (9546420),A.J. Green (9546329),Michael Thomas (9546743),Eric Ebron (9546651),Andre Ellington (9546350),Titans (9546101),,WR,Pierre Garcon (9546287),Pierre Garcon,9546287,5500,SF@ARI 04:05PM ET,SF
847897259,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Marquise Goodwin (9546420),A.J. Green (9546329),Emmanuel Sanders (9546216),Evan Engram (9546914),Bilal Powell (9546307),Bengals (9546096),,WR,Martavis Bryant (9546614),Martavis Bryant,9546614,5400,PIT@BAL 01:00PM ET,PIT
847897260,NFL $75K Flea Flicker (Early),45448453,$5 ,Jameis Winston (9546763),Ezekiel Elliott (9546843),Devonta Freeman (9546585),DeSean Jackson (9546206),Alshon Jeffery (9546416),Mike Wallace (9546249),Rob Gronkowski (9546257),Andre Ellington (9546350),Titans (9546101),,QB,Derek Anderson (9546128),Derek Anderson,9546128,5400,CAR@NE 01:00PM ET,CAR
847897261,NFL $75K Flea Flicker (Early),45448453,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Alshon Jeffery (9546416),Demaryius Thomas (9546242),Tyrell Williams (9546716),Eric Ebron (9546651),C.J. Anderson (9546679),Cowboys (9546098),,RB,Mike Gillislee (9546431),Mike Gillislee,9546431,5400,CAR@NE 01:00PM ET,NE
847897262,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Rishard Matthews (9546537),Emmanuel Sanders (9546216),Torrey Smith (9546280),Charles Clay (9546297),Devonta Freeman (9546585),49ers (9546115),,RB,Chris Carson (9546987),Chris Carson,9546987,5400,IND@SEA 08:30PM ET,SEA
847897263,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Devonta Freeman (9546585),Carlos Hyde (9546475),Mike Evans (9546599),Emmanuel Sanders (9546216),Mike Wallace (9546249),Rob Gronkowski (9546257),Bilal Powell (9546307),Lions  (9546100),,QB,Tyrod Taylor (9546282),Tyrod Taylor,9546282,5300,BUF@ATL 01:00PM ET,BUF
847897264,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Dez Bryant (9546270),Rishard Matthews (9546537),Demaryius Thomas (9546242),Eric Ebron (9546651),Bilal Powell (9546307),Cowboys (9546098),,RB,Derrick Henry (9546849),Derrick Henry,9546849,5300,TEN@HOU 01:00PM ET,TEN
847897265,NFL $75K Flea Flicker (Early),45448453,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Keenan Allen (9546533),Rishard Matthews (9546537),Mike Wallace (9546249),Charles Clay (9546297),C.J. Anderson (9546679),Titans (9546101),,WR,Devin Funchess (9546802),Devin Funchess,9546802,5300,CAR@NE 01:00PM ET,CAR
847897266,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),C.J. Anderson (9546679),Ezekiel Elliott (9546843),Mike Evans (9546599),Demaryius Thomas (9546242),Michael Thomas (9546743),Charles Clay (9546297),Andre Ellington (9546350),Chargers (9546114),,QB,Blake Bortles (9546558),Blake Bortles,9546558,5300,JAX@NYJ 01:00PM ET,JAX
847897267,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Le'Veon Bell (9546469),Devonta Freeman (9546585),Danny Amendola (9546168),Bennie Fowler (9546439),Rishard Matthews (9546537),Rob Gronkowski (9546257),Dalvin Cook (9546960),Cowboys (9546098),,WR,T.Y. Hilton (9546376),T.Y. Hilton,9546376,5300,IND@SEA 08:30PM ET,IND
847897268,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Todd Gurley II (9546790),Jeremy Maclin (9546234),Rishard Matthews (9546537),Michael Thomas (9546743),Evan Engram (9546914),Mike Wallace (9546249),Jaguars (9546119),,QB,DeShone Kizer (9546982),DeShone Kizer,9546982,5200,CIN@CLE 01:00PM ET,CLE
847897269,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Danny Amendola (9546168),Rishard Matthews (9546537),Emmanuel Sanders (9546216),Kyle Rudolph (9546380),Andre Ellington (9546350),Titans (9546101),,WR,DeSean Jackson (9546206),DeSean Jackson,9546206,5200,NYG@TB 04:05PM ET,TB
847897270,NFL $75K Flea Flicker (Early),45448453,$5 ,Tyrod Taylor (9546282),Andre Ellington (9546350),Devonta Freeman (9546585),Emmanuel Sanders (9546216),Demaryius Thomas (9546242),Michael Thomas (9546743),Rob Gronkowski (9546257),Jordan Matthews (9546519),Titans (9546101),,QB,Trevor Siemian (9546481),Trevor Siemian,9546481,5200,OAK@DEN 04:25PM ET,DEN
847897271,NFL $75K Flea Flicker (Early),45448453,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Keenan Allen (9546533),Alshon Jeffery (9546416),Jeremy Maclin (9546234),Evan Engram (9546914),Andre Ellington (9546350),Bengals (9546096),,RB,Alfred Morris (9546266),Alfred Morris,9546266,5100,LAR@DAL 01:00PM ET,DAL
847897272,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Mike Evans (9546599),Demaryius Thomas (9546242),Mike Wallace (9546249),Eric Ebron (9546651),Joe Mixon (9546946),Titans (9546101),,QB,Deshaun Watson (9546962),Deshaun Watson,9546962,5100,TEN@HOU 01:00PM ET,HOU
847897273,NFL $75K Flea Flicker (Early),45448453,$5 ,Tyrod Taylor (9546282),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Jeremy Maclin (9546234),Rishard Matthews (9546537),Michael Thomas (9546743),Rob Gronkowski (9546257),Zay Jones (9546901),Lions (9546100),,WR,John Brown (9546384),John Brown,9546384,5100,SF@ARI 04:05PM ET,ARI
847897274,NFL $75K Flea Flicker (Early),45448453,$5 ,Dak Prescott (9546579),Chris Carson (9546987),Ezekiel Elliott (9546843),Dez Bryant (9546270),Jeremy Maclin (9546234),Rishard Matthews (9546537),Rob Gronkowski (9546257),Terrance West (9546601),Jaguars (9546119),,WR,Willie Snead (9546577),Willie Snead,9546577,5000,NO@MIA 09:30AM ET,NO
847897275,NFL $75K Flea Flicker (Early),45448453,$5 ,Matthew Stafford (9546213),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Bennie Fowler (9546439),TJ Jones (9546477),Demaryius Thomas (9546242),Rob Gronkowski (9546257),C.J. Anderson (9546679),Jaguars (9546119),,RB,Tevin Coleman (9546798),Tevin Coleman,9546798,5000,BUF@ATL 01:00PM ET,ATL
847897276,NFL $75K Flea Flicker (Early),45448453,$5 ,Carson Palmer (9546133),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Larry Fitzgerald (9546159),TJ Jones (9546477),Michael Thomas (9546743),Evan Engram (9546914),Chris Carson (9546987),Jaguars (9546119),,TE,Jason Witten (9546134),Jason Witten,9546134,5000,LAR@DAL 01:00PM ET,DAL
847897277,NFL $75K Flea Flicker (Early),45448453,$5 ,Joe Flacco (9546143),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Torrey Smith (9546280),Michael Thomas (9546743),Mike Wallace (9546249),Rob Gronkowski (9546257),Chris Carson (9546987),Vikings (9546106),,QB,Case Keenum (9546248),Case Keenum,9546248,5000,DET@MIN 01:00PM ET,MIN
847897278,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Chris Carson (9546987),Ezekiel Elliott (9546843),Danny Amendola (9546168),A.J. Green (9546329),Demaryius Thomas (9546242),Jimmy Graham (9546192),Andre Ellington (9546350),Cowboys (9546098),,RB,James White (9546527),James White,9546527,5000,CAR@NE 01:00PM ET,NE
847897279,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Devonta Freeman (9546585),Joe Mixon (9546946),Dez Bryant (9546270),Jeremy Maclin (9546234),Demaryius Thomas (9546242),Rob Gronkowski (9546257),Chris Carson (9546987),Cowboys (9546098),,WR,Sterling Shepard (9546755),Sterling Shepard,9546755,5000,NYG@TB 04:05PM ET,NYG
847897280,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Dalvin Cook (9546960),Bilal Powell (9546307),Mike Evans (9546599),Alshon Jeffery (9546416),Demaryius Thomas (9546242),Rob Gronkowski (9546257),Andre Ellington (9546350),Titans (9546101),,RB,Marshawn Lynch (9546182),Marshawn Lynch,9546182,5000,OAK@DEN 04:25PM ET,OAK
847897281,NFL $75K Flea Flicker (Early),45448453,$5 ,Marcus Mariota (9546685),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Alshon Jeffery (9546416),Rishard Matthews (9546537),Mike Wallace (9546249),Evan Engram (9546914),Dalvin Cook (9546960),Cowboys (9546098),,QB,Jacoby Brissett (9546674),Jacoby Brissett,9546674,5000,IND@SEA 08:30PM ET,IND
847897282,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),C.J. Anderson (9546679),Ezekiel Elliott (9546843),Alshon Jeffery (9546416),Rishard Matthews (9546537),Emmanuel Sanders (9546216),Rob Gronkowski (9546257),Javorius Allen (9546608),Browns (9546097),,QB,Joe Flacco (9546143),Joe Flacco,9546143,4900,PIT@BAL 01:00PM ET,BAL
847897283,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Dalvin Cook (9546960),Devonta Freeman (9546585),Mike Evans (9546599),Michael Thomas (9546743),Mike Wallace (9546249),Charles Clay (9546297),Andre Ellington (9546350),Titans (9546101),,TE,Delanie Walker (9546146),Delanie Walker,9546146,4900,TEN@HOU 01:00PM ET,TEN
847897284,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Alshon Jeffery (9546416),Torrey Smith (9546280),Michael Thomas (9546743),Eric Ebron (9546651),Bilal Powell (9546307),Browns (9546097),,WR,Rishard Matthews (9546537),Rishard Matthews,9546537,4900,TEN@HOU 01:00PM ET,TEN
847897285,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Devonta Freeman (9546585),Todd Gurley II (9546790),Demaryius Thomas (9546242),Michael Thomas (9546743),Mike Wallace (9546249),Charles Clay (9546297),Chris Carson (9546987),Bengals (9546096),,WR,Danny Amendola (9546168),Danny Amendola,9546168,4900,CAR@NE 01:00PM ET,NE
847897286,NFL $75K Flea Flicker (Early),45448453,$5 ,Carson Palmer (9546133),Ezekiel Elliott (9546843),Joe Mixon (9546946),Larry Fitzgerald (9546159),Torrey Smith (9546280),Demaryius Thomas (9546242),Rob Gronkowski (9546257),Marvin Jones Jr. (9546342),Titans (9546101),,TE,Jimmy Graham (9546192),Jimmy Graham,9546192,4900,IND@SEA 08:30PM ET,SEA
847897287,NFL $75K Flea Flicker (Early),45448453,$5 ,Marcus Mariota (9546685),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Eric Decker (9546201),Alshon Jeffery (9546416),Michael Thomas (9546743),Kyle Rudolph (9546380),Andre Ellington (9546350),Cowboys (9546098),,WR,Mohamed Sanu (9546390),Mohamed Sanu,9546390,4800,BUF@ATL 01:00PM ET,ATL
847897288,NFL $75K Flea Flicker (Early),45448453,$5 ,Carson Palmer (9546133),Dalvin Cook (9546960),Ezekiel Elliott (9546843),Danny Amendola (9546168),John Brown (9546384),Alshon Jeffery (9546416),Rob Gronkowski (9546257),Andre Ellington (9546350),Cowboys (9546098),,RB,Isaiah Crowell (9546672),Isaiah Crowell,9546672,4800,CIN@CLE 01:00PM ET,CLE
847897289,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Le'Veon Bell (9546469),Chris Carson (9546987),Dez Bryant (9546270),Demaryius Thomas (9546242),Michael Thomas (9546743),Evan Engram (9546914),Marvin Jones Jr. (9546342),Jaguars (9546119),,WR,Corey Coleman (9546796),Corey Coleman,9546796,4800,CIN@CLE 01:00PM ET,CLE
847897290,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Alshon Jeffery (9546416),Jeremy Maclin (9546234),Demaryius Thomas (9546242),Jimmy Graham (9546192),Bilal Powell (9546307),Lions (9546100),,QB,Brian Hoyer (9546170),Brian Hoyer,9546170,4800,SF@ARI 04:05PM ET,SF
847897291,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Chris Carson (9546987),Ezekiel Elliott (9546843),Ted Ginn Jr. (9546166),Alshon Jeffery (9546416),Golden Tate (9546295),Rob Gronkowski (9546257),Torrey Smith (9546280),Cowboys (9546098),,RB,Javorius Allen (9546608),Javorius Allen,9546608,4700,PIT@BAL 01:00PM ET,BAL
847897292,NFL $75K Flea Flicker (Early),45448453,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Carlos Hyde (9546475),Keenan Allen (9546533),Michael Thomas (9546743),Mike Wallace (9546249),Evan Engram (9546914),Chris Carson (9546987),Cowboys (9546098),,QB,AJ McCarron (9546430),AJ McCarron,9546430,4700,CIN@CLE 01:00PM ET,CIN
847897293,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Carlos Hyde (9546475),Joe Mixon (9546946),Alshon Jeffery (9546416),Emmanuel Sanders (9546216),Michael Thomas (9546743),Rob Gronkowski (9546257),Andre Ellington (9546350),Cowboys (9546098),,TE,Greg Olsen (9546150),Greg Olsen,9546150,4700,CAR@NE 01:00PM ET,CAR
847897294,NFL $75K Flea Flicker (Early),45448453,$5 ,Deshaun Watson (9546962),Dalvin Cook (9546960),Ezekiel Elliott (9546843),Will Fuller V (9546922),Emmanuel Sanders (9546216),Demaryius Thomas (9546242),Rob Gronkowski (9546257),Andre Ellington (9546350),Jaguars (9546119),,WR,Allen Hurns (9546457),Allen Hurns,9546457,4700,JAX@NYJ 01:00PM ET,JAX
847897295,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Carlos Hyde (9546475),Jeremy Maclin (9546234),Demaryius Thomas (9546242),Mike Wallace (9546249),Rob Gronkowski (9546257),C.J. Anderson (9546679),Bengals (9546096),,QB,Chase Daniel (9546203),Chase Daniel,9546203,4600,NO@MIA 09:30AM ET,NO
847897296,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Dalvin Cook (9546960),Devonta Freeman (9546585),TJ Jones (9546477),Emmanuel Sanders (9546216),Golden Tate (9546295),Rob Gronkowski (9546257),Chris Carson (9546987),Jaguars (9546119),,RB,Mark Ingram (9546323),Mark Ingram,9546323,4600,NO@MIA 09:30AM ET,NO
847897297,NFL $75K Flea Flicker (Early),45448453,$5 ,Tyrod Taylor (9546282),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Mike Evans (9546599),Jordan Matthews (9546519),Mike Wallace (9546249),Rob Gronkowski (9546257),TJ Jones (9546477),Titans (9546101),,QB,Kevin Hogan (9546607),Kevin Hogan,9546607,4600,CIN@CLE 01:00PM ET,CLE
847897298,NFL $75K Flea Flicker (Early),45448453,$5 ,Carson Wentz (9546709),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Keenan Allen (9546533),Marvin Jones Jr. (9546342),Torrey Smith (9546280),Rob Gronkowski (9546257),Andre Ellington (9546350),Cowboys (9546098),,RB,Bilal Powell (9546307),Bilal Powell,9546307,4600,JAX@NYJ 01:00PM ET,NYJ
847897299,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Eric Decker (9546201),Marvin Jones Jr. (9546342),Emmanuel Sanders (9546216),Rob Gronkowski (9546257),Joe Mixon (9546946),Lions (9546100),,WR,Jermaine Kearse (9546335),Jermaine Kearse,9546335,4600,JAX@NYJ 01:00PM ET,NYJ
847897300,NFL $75K Flea Flicker (Early),45448453,$5 ,Philip Rivers (9546161),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),A.J. Green (9546329),Mike Wallace (9546249),Tyrell Williams (9546716),Charles Clay (9546297),Terrance West (9546601),Cowboys (9546098),,WR,Brandon Marshall (9546131),Brandon Marshall,9546131,4600,NYG@TB 04:05PM ET,NYG
847897301,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Dalvin Cook (9546960),Ezekiel Elliott (9546843),Keenan Allen (9546533),Mike Evans (9546599),Emmanuel Sanders (9546216),Eric Ebron (9546651),Andre Ellington (9546350),Cowboys (9546098),,WR,Paul Richardson (9546554),Paul Richardson,9546554,4600,IND@SEA 08:30PM ET,SEA
847897302,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Eric Decker (9546201),Ted Ginn Jr. (9546166),Alshon Jeffery (9546416),Charles Clay (9546297),Joe Mixon (9546946),Jaguars (9546119),,QB,Matt Moore (9546138),Matt Moore,9546138,4500,NO@MIA 09:30AM ET,MIA
847897303,NFL $75K Flea Flicker (Early),45448453,$5 ,Drew Brees (9546122),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Ted Ginn Jr. (9546166),TJ Jones (9546477),Emmanuel Sanders (9546216),Evan Engram (9546914),Devonta Freeman (9546585),Cowboys (9546098),,WR,Jeremy Maclin (9546234),Jeremy Maclin,9546234,4500,PIT@BAL 01:00PM ET,BAL
847897304,NFL $75K Flea Flicker (Early),45448453,$5 ,Matthew Stafford (9546213),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Mike Evans (9546599),Alshon Jeffery (9546416),Marvin Jones Jr. (9546342),Charles Clay (9546297),Javorius Allen (9546608),Cowboys (9546098),,QB,Landry Jones (9546318),Landry Jones,9546318,4500,PIT@BAL 01:00PM ET,PIT
847897305,NFL $75K Flea Flicker (Early),45448453,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Keenan Allen (9546533),Golden Tate (9546295),Mike Wallace (9546249),Rob Gronkowski (9546257),Bennie Fowler (9546439),Browns (9546097),,RB,James Conner (9546885),James Conner,9546885,4500,PIT@BAL 01:00PM ET,PIT
847897306,NFL $75K Flea Flicker (Early),45448453,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Travis Benjamin (9546360),Jeremy Maclin (9546234),Torrey Smith (9546280),Rob Gronkowski (9546257),Joe Mixon (9546946),Jaguars (9546119),,RB,Duke Johnson Jr. (9546764),Duke Johnson Jr.,9546764,4500,CIN@CLE 01:00PM ET,CLE
847897307,NFL $75K Flea Flicker (Early),45448453,$5 ,Matt Ryan (9546140),Chris Carson (9546987),Ezekiel Elliott (9546843),Alshon Jeffery (9546416),Julio Jones (9546325),Mike Wallace (9546249),Evan Engram (9546914),Andre Ellington (9546350),Jaguars (9546119),,WR,Rashard Higgins (9546879),Rashard Higgins,9546879,4500,CIN@CLE 01:00PM ET,CLE
847897308,NFL $75K Flea Flicker (Early),45448453,$5 ,Tyrod Taylor (9546282),Ezekiel Elliott (9546843),Todd Gurley II (9546790),A.J. Green (9546329),TJ Jones (9546477),Zay Jones (9546901),Rob Gronkowski (9546257),Andre Ellington (9546350),Jaguars (9546119),,RB,Darren McFadden (9546188),Darren McFadden,9546188,4500,LAR@DAL 01:00PM ET,DAL
847933516,NFL $25K Flea Flicker (Early),45742347,$5 ,Matthew Stafford (9546213),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Keenan Allen (9546533),Jordan Matthews (9546519),Golden Tate (9546295),Charles Clay (9546297),Andre Ellington (9546350),Jaguars (9546119),,WR,Cole Beasley (9546339),Cole Beasley,9546339,4500,LAR@DAL 01:00PM ET,DAL
847934712,NFL $25K Flea Flicker (Early),45742347,$5 ,Drew Brees (9546122),Devonta Freeman (9546585),Joe Mixon (9546946),Danny Amendola (9546168),Mike Evans (9546599),Torrey Smith (9546280),Rob Gronkowski (9546257),Bilal Powell (9546307),Cowboys (9546098),,QB,Cooper Rush (9546785),Cooper Rush,9546785,4500,LAR@DAL 01:00PM ET,DAL
847934717,NFL $25K Flea Flicker (Early),45742347,$5 ,Jameis Winston (9546763),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Mike Evans (9546599),Jeremy Maclin (9546234),Torrey Smith (9546280),Charles Clay (9546297),Chris Carson (9546987),Cowboys (9546098),,RB,Lamar Miller (9546433),Lamar Miller,9546433,4500,TEN@HOU 01:00PM ET,HOU
847934759,NFL $25K Flea Flicker (Early),45742347,$5 ,Philip Rivers (9546161),Dalvin Cook (9546960),Ezekiel Elliott (9546843),Keenan Allen (9546533),TJ Jones (9546477),Jordan Matthews (9546519),Rob Gronkowski (9546257),Javorius Allen (9546608),Jaguars (9546119),,RB,Theo Riddick (9546437),Theo Riddick,9546437,4500,DET@MIN 01:00PM ET,DET
847934795,NFL $25K Flea Flicker (Early),45742347,$5 ,Tyrod Taylor (9546282),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Alshon Jeffery (9546416),Zay Jones (9546901),Torrey Smith (9546280),Jimmy Graham (9546192),Devonta Freeman (9546585),Cowboys (9546098),,QB,Josh McCown (9546123),Josh McCown,9546123,4500,JAX@NYJ 01:00PM ET,NYJ
847943358,NFL $25K Flea Flicker (Early),45742347,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Dez Bryant (9546270),Ted Ginn Jr. (9546166),Jordan Matthews (9546519),Rob Gronkowski (9546257),Andre Ellington (9546350),Chargers (9546114),,WR,Marqise Lee (9546610),Marqise Lee,9546610,4500,JAX@NYJ 01:00PM ET,JAX
847943360,NFL $25K Flea Flicker (Early),45742347,$5 ,Drew Brees (9546122),Chris Carson (9546987),Ezekiel Elliott (9546843),Danny Amendola (9546168),Alshon Jeffery (9546416),Emmanuel Sanders (9546216),Charles Clay (9546297),Bilal Powell (9546307),Bengals (9546096),,QB,Cardale Jones (9546742),Cardale Jones,9546742,4500,PHI@LAC 04:05PM ET,LAC
847943419,NFL $25K Flea Flicker (Early),45742347,$5 ,Tyrod Taylor (9546282),C.J. Anderson (9546679),Le'Veon Bell (9546469),Keenan Allen (9546533),Alshon Jeffery (9546416),Jordan Matthews (9546519),Rob Gronkowski (9546257),Marvin Jones Jr. (9546342),Cowboys (9546098),,RB,Doug Martin (9546264),Doug Martin,9546264,4500,NYG@TB 04:05PM ET,TB
847943646,NFL $25K Flea Flicker (Early),45742347,$5 ,Trevor Siemian (9546481),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Eric Decker (9546201),Jeremy Maclin (9546234),Emmanuel Sanders (9546216),Evan Engram (9546914),Dalvin Cook (9546960),Jaguars (9546119),,QB,Geno Smith (9546450),Geno Smith,9546450,4500,NYG@TB 04:05PM ET,NYG
847943654,NFL $25K Flea Flicker (Early),45742347,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Danny Amendola (9546168),Jordan Matthews (9546519),Golden Tate (9546295),Eric Ebron (9546651),Dalvin Cook (9546960),Cowboys (9546098),,WR,Tyler Lockett (9546639),Tyler Lockett,9546639,4500,IND@SEA 08:30PM ET,SEA
847951890,NFL $25K Flea Flicker (Early),45742347,$5 ,Matthew Stafford (9546213),Le'Veon Bell (9546469),Ezekiel Elliott (9546843),Torrey Smith (9546280),Golden Tate (9546295),Mike Wallace (9546249),Evan Engram (9546914),Devonta Freeman (9546585),Titans (9546101),,QB,Tom Savage (9546445),Tom Savage,9546445,4400,TEN@HOU 01:00PM ET,HOU
847951896,NFL $25K Flea Flicker (Early),45742347,$5 ,Philip Rivers (9546161),Le'Veon Bell (9546469),Devonta Freeman (9546585),Alshon Jeffery (9546416),Mike Wallace (9546249),Tyrell Williams (9546716),Rob Gronkowski (9546257),Bilal Powell (9546307),Browns (9546097),,RB,Branden Oliver (9546418),Branden Oliver,9546418,4400,PHI@LAC 04:05PM ET,LAC
847951912,NFL $25K Flea Flicker (Early),45742347,$5 ,Trevor Siemian (9546481),Andre Ellington (9546350),Ezekiel Elliott (9546843),A.J. Green (9546329),Jeremy Maclin (9546234),Emmanuel Sanders (9546216),Rob Gronkowski (9546257),Jordan Matthews (9546519),Vikings (9546106),,WR,Tyrell Williams (9546716),Tyrell Williams,9546716,4400,PHI@LAC 04:05PM ET,LAC
847951924,NFL $25K Flea Flicker (Early),45742347,$5 ,Drew Brees (9546122),Ezekiel Elliott (9546843),Carlos Hyde (9546475),Danny Amendola (9546168),Bennie Fowler (9546439),Marvin Jones Jr. (9546342),Rob Gronkowski (9546257),Chris Carson (9546987),Jaguars (9546119),,QB,Ryan Fitzpatrick (9546129),Ryan Fitzpatrick,9546129,4400,NYG@TB 04:05PM ET,TB
847951997,NFL $25K Flea Flicker (Early),45742347,$5 ,Trevor Siemian (9546481),Ezekiel Elliott (9546843),Devonta Freeman (9546585),T.Y. Hilton (9546376),Alshon Jeffery (9546416),Emmanuel Sanders (9546216),Julius Thomas (9546488),Chris Carson (9546987),Titans (9546101),,RB,Jacquizz Rodgers (9546331),Jacquizz Rodgers,9546331,4400,NYG@TB 04:05PM ET,TB
847952019,NFL $25K Flea Flicker (Early),45742347,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Joe Mixon (9546946),Eric Decker (9546201),Mike Evans (9546599),Tyrell Williams (9546716),Rob Gronkowski (9546257),Javorius Allen (9546608),Cowboys (9546098),,WR,Kenny Stills (9546465),Kenny Stills,9546465,4300,NO@MIA 09:30AM ET,MIA
847952238,NFL $25K Flea Flicker (Early),45742347,$5 ,Joe Flacco (9546143),Ezekiel Elliott (9546843),Devonta Freeman (9546585),T.Y. Hilton (9546376),Jeremy Maclin (9546234),Emmanuel Sanders (9546216),Rob Gronkowski (9546257),Bilal Powell (9546307),Cowboys (9546098),,QB,Matt Schaub (9546165),Matt Schaub,9546165,4300,BUF@ATL 01:00PM ET,ATL
847959297,NFL $25K Flea Flicker (Early),45742347,$5 ,Philip Rivers (9546161),Ezekiel Elliott (9546843),Devonta Freeman (9546585),Danny Amendola (9546168),Jordan Matthews (9546519),Tyrell Williams (9546716),Rob Gronkowski (9546257),C.J. Anderson (9546679),Lions (9546100),,WR,Kenny Britt (9546244),Kenny Britt,9546244,4300,CIN@CLE 01:00PM ET,CLE
847959337,NFL $25K Flea Flicker (Early),45742347,$5 ,Drew Brees (9546122),Le'Veon Bell (9546469),Devonta Freeman (9546585),Danny Amendola (9546168),T.Y. Hilton (9546376),Mike Wallace (9546249),Rob Gronkowski (9546257),Andre Ellington (9546350),Jets (9546110),,RB,Giovani Bernard (9546479),Giovani Bernard,9546479,4300,CIN@CLE 01:00PM ET,CIN
847959348,NFL $25K Flea Flicker (Early),45742347,$5 ,Matt Ryan (9546140),Ezekiel Elliott (9546843),Devonta Freeman (9546585),T.Y. Hilton (9546376),Julio Jones (9546325),TJ Jones (9546477),Charles Clay (9546297),Andre Ellington (9546350),Cowboys (9546098),,WR,Cooper Kupp (9546812),Cooper Kupp,9546812,4300,LAR@DAL 01:00PM ET,LAR
