QB,RB,RB,WR,WR,WR,TE,FLEX,DST
Brock Osweiler (7571857),Le'Veon Bell (7571921),Carlos Hyde (7571864),A.J. Green (7572063),DeAndre Hopkins (7572107),DeVante Parker (7572055),Zach Miller (7572152),Phillip Dorsett (7572110),Panthers  (7572572)
Andrew Luck (7571856),Le'Veon Bell (7571921),Theo Riddick (7571911),Antonio Brown (7572050),Jeremy Maclin (7572071),Phillip Dorsett (7572110),Charles Clay (7572116),Brice Butler (7572094),Jaguars  (7572574)
Andy Dalton (7571834),Le'Veon Bell (7571921),Carlos Hyde (7571864),A.J. Green (7572063),Marvin Jones Jr. (7572043),Cameron Meredith (7572034),Jimmy Graham (7572192),Breshad Perriman (7572013),Steelers  (7572578)
Brian Hoyer (7571817),Le'Veon Bell (7571921),DeMarco Murray (7571874),Alshon Jeffery (7572031),Anquan Boldin (7572038),Tavon Austin (7572044),Jordan Reed (7572127),Carlos Hyde (7571864),Panthers  (7572572)
Blake Bortles (7571820),Le'Veon Bell (7571921),Mark Ingram (7571896),Marvin Jones Jr. (7572043),Allen Hurns (7572032),Tavon Austin (7572044),Jordan Reed (7572127),LeGarrette Blount (7571927),Texans  (7572587)
Andy Dalton (7571834),Le'Veon Bell (7571921),Jordan Howard (7571908),Julio Jones (7572084),A.J. Green (7572063),Eddie Royal (7572027),Richard Rodgers (7572203),Anquan Boldin (7572038),Saints  (7572571)
Matthew Stafford (7571823),Le'Veon Bell (7571921),Todd Gurley (7571915),Marvin Jones Jr. (7572043),Jarvis Landry (7572053),Tavon Austin (7572044),Jesse James (7572172),Carlos Hyde (7571864),Patriots  (7572580)
Cam Newton (7571815),Le'Veon Bell (7571921),Carlos Hyde (7571864),Julio Jones (7572084),Phillip Dorsett (7572110),Eddie Royal (7572027),Jimmy Graham (7572192),Ted Ginn Jr. (7572016),Rams  (7572576)
Andrew Luck (7571856),Le'Veon Bell (7571921),Jordan Howard (7571908),A.J. Green (7572063),Phillip Dorsett (7572110),Tavon Austin (7572044),Jordan Reed (7572127),Breshad Perriman (7572013),Redskins  (7572566)
Russell Wilson (7571846),Le'Veon Bell (7571921),DeMarco Murray (7571874),Jordan Matthews (7571984),Tyler Lockett (7572090),Brice Butler (7572094),Zach Miller (7572152),Todd Gurley (7571915),Patriots  (7572580)
Aaron Rodgers (7571848),Le'Veon Bell (7571921),LeSean McCoy (7571862),Doug Baldwin (7572082),Randall Cobb (7572097),Golden Tate (7572042),Richard Rodgers (7572203),Jamaal Charles (7571934),Lions  (7572575)
Ryan Tannehill (7571830),Le'Veon Bell (7571921),DeMarco Murray (7571874),Jordan Matthews (7571984),Doug Baldwin (7572082),Kenny Stills (7572052),Richard Rodgers (7572203),Lamar Miller (7571965),Giants  (7572569)
Alex Smith (7571838),Le'Veon Bell (7571921),LeSean McCoy (7571862),Julio Jones (7572084),A.J. Green (7572063),Kamar Aiken (7572009),Jesse James (7572172),Albert Wilson (7572072),Rams  (7572576)
Brock Osweiler (7571857),Le'Veon Bell (7571921),Todd Gurley (7571915),Jarvis Landry (7572053),Jeremy Maclin (7572071),Jaelen Strong (7572113),Travis Kelce (7572183),LeGarrette Blount (7571927),Titans  (7572568)
Joe Flacco (7571806),Le'Veon Bell (7571921),Todd Gurley (7571915),Antonio Brown (7572050),Golden Tate (7572042),Michael Thomas (7572025),Dennis Pitta (7572138),Breshad Perriman (7572013),Seahawks  (7572584)
Andy Dalton (7571834),Le'Veon Bell (7571921),Mark Ingram (7571896),Julio Jones (7572084),Jarvis Landry (7572053),Brandon LaFell (7572061),Eric Ebron (7572163),Jamaal Charles (7571934),Eagles  (7572565)
Drew Brees (7571811),Le'Veon Bell (7571921),Carlos Hyde (7571864),A.J. Green (7572063),Jarvis Landry (7572053),Michael Thomas (7572025),Dwayne Allen (7572205),Kamar Aiken (7572009),Titans  (7572568)
Tom Brady (7571833),Le'Veon Bell (7571921),James White (7571931),A.J. Green (7572063),Julian Edelman (7572062),Michael Thomas (7572025),Zach Miller (7572152),Tavon Austin (7572044),Rams  (7572576)
Colin Kaepernick (7571790),Le'Veon Bell (7571921),Todd Gurley (7571915),A.J. Green (7572063),Doug Baldwin (7572082),Jeremy Kerley (7571972),Dennis Pitta (7572138),Tavon Austin (7572044),Eagles  (7572565)
Marcus Mariota (7571805),Le'Veon Bell (7571921),LeSean McCoy (7571862),A.J. Green (7572063),Eddie Royal (7572027),Rishard Matthews (7571998),Zach Ertz (7572126),Mark Ingram (7571896),Giants  (7572569)
Ryan Tannehill (7571830),Le'Veon Bell (7571921),LeSean McCoy (7571862),Jordan Matthews (7571984),DeVante Parker (7572055),Phillip Dorsett (7572110),Dennis Pitta (7572138),Jordan Howard (7571908),Eagles  (7572565)
Drew Brees (7571811),Le'Veon Bell (7571921),Lamar Miller (7571965),Willie Snead (7572020),Jeremy Maclin (7572071),Marquise Goodwin (7571974),Clive Walford (7572187),Jordan Howard (7571908),Eagles  (7572565)
Dak Prescott (7571852),Le'Veon Bell (7571921),Lamar Miller (7571965),Jarvis Landry (7572053),Cole Beasley (7572096),Phillip Dorsett (7572110),Travis Kelce (7572183),Jordan Howard (7571908),Panthers  (7572572)
Drew Brees (7571811),Le'Veon Bell (7571921),Theo Riddick (7571911),Antonio Brown (7572050),Doug Baldwin (7572082),Michael Thomas (7572025),Richard Rodgers (7572203),Jermaine Kearse (7572085),Saints  (7572571)
Joe Flacco (7571806),Le'Veon Bell (7571921),DeMarco Murray (7571874),Doug Baldwin (7572082),Mike Wallace (7572008),Golden Tate (7572042),Zach Ertz (7572126),Carlos Hyde (7571864),Steelers  (7572578)
Dak Prescott (7571852),Le'Veon Bell (7571921),Carlos Hyde (7571864),Antonio Brown (7572050),Jordan Matthews (7571984),Golden Tate (7572042),Dwayne Allen (7572205),Brice Butler (7572094),Eagles  (7572565)
