QB,RB,RB,WR,WR,WR,TE,FLEX,DST,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
,,,,,,,,,,WR,Will Fuller V (7977105),Will Fuller V,7977105,3900,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Charles Sims (7976849),Charles Sims,7976849,3800,TB@NO 04:25PM ET,TB,
,,,,,,,,,,RB,James White (7976859),James White,7976859,3800,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,RB,T.J. Yeldon (7976870),T.J. Yeldon,7976870,3800,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Cameron Artis-Payne (7976904),Cameron Artis-Payne,7976904,3800,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,WR,Eli Rogers (7977116),Eli Rogers,7977116,3800,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,TE,Ladarius Green (7977229),Ladarius Green,7977229,3800,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,WR,Adam Humphries (7976985),Adam Humphries,7976985,3700,TB@NO 04:25PM ET,TB,
,,,,,,,,,,RB,Chris Thompson (7976889),Chris Thompson,7976889,3700,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,DST,Seahawks  (7977682),Seahawks ,7977682,3700,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,TE,C.J. Fiedorowicz (7977223),C.J. Fiedorowicz,7977223,3700,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Devontae Booker (7976954),Devontae Booker,7976954,3700,Den@KC 08:30PM ET,Den,
,,,,,,,,,,RB,Kenjon Barner (7975677),Kenjon Barner,7975677,3600,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,WR,Michael Floyd (7976995),Michael Floyd,7976995,3600,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,DST,Patriots  (7977667),Patriots ,7977667,3600,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Chris Ivory (7976864),Chris Ivory,7976864,3600,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Robert Turbin (7976907),Robert Turbin,7976907,3600,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,RB,Jalen Richard (7976913),Jalen Richard,7976913,3600,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,RB,Justin Forsett (7976948),Justin Forsett,7976948,3600,Den@KC 08:30PM ET,Den,
,,,,,,,,,,TE,Eric Ebron (7977248),Eric Ebron,7977248,3600,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,RB,Shane Vereen (7975674),Shane Vereen,7975674,3500,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,WR,Dorial Green-Beckham (7975686),Dorial Green-Beckham,7975686,3500,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,RB,Christine Michael (7976876),Christine Michael,7976876,3500,Min@GB 01:00PM ET,GB,
,,,,,,,,,,RB,Duke Johnson Jr. (7976887),Duke Johnson Jr.,7976887,3500,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,TE,Hunter Henry (7977184),Hunter Henry,7977184,3500,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,WR,Deonte Thompson (7977041),Deonte Thompson,7977041,3500,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,RB,Andre Ellington (7976915),Andre Ellington,7976915,3500,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,WR,Jeremy Kerley (7977088),Jeremy Kerley,7977088,3500,SF@LA 04:25PM ET,SF,
,,,,,,,,,,DST,Rams  (7977683),Rams ,7977683,3500,SF@LA 04:25PM ET,LA,
,,,,,,,,,,RB,Rex Burkhead (7976932),Rex Burkhead,7976932,3500,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,DST,Chiefs  (7977690),Chiefs ,7977690,3500,Den@KC 08:30PM ET,KC,
,,,,,,,,,,RB,Darren McFadden (7976956),Darren McFadden,7976956,3500,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,WR,Robert Woods (7976971),Robert Woods,7976971,3400,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Russell Shepard (7976979),Russell Shepard,7976979,3400,TB@NO 04:25PM ET,TB,
,,,,,,,,,,DST,Titans  (7977669),Titans ,7977669,3400,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,WR,Charles Johnson (7977016),Charles Johnson,7977016,3400,Min@GB 01:00PM ET,Min,
,,,,,,,,,,RB,Ronnie Hillman (7976881),Ronnie Hillman,7976881,3400,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,DST,Chargers  (7977674),Chargers ,7977674,3400,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,WR,Devin Funchess (7977062),Devin Funchess,7977062,3400,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,WR,Torrey Smith (7977087),Torrey Smith,7977087,3400,SF@LA 04:25PM ET,SF,
,,,,,,,,,,RB,Dwayne Washington (7976965),Dwayne Washington,7976965,3400,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,TE,Jason Witten (7977243),Jason Witten,7977243,3400,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,WR,Victor Cruz (7975680),Victor Cruz,7975680,3300,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,DST,Giants  (7975722),Giants ,7975722,3300,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,WR,Danny Amendola (7976993),Danny Amendola,7976993,3300,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,DST,Packers  (7977671),Packers ,7977671,3300,Min@GB 01:00PM ET,GB,
,,,,,,,,,,RB,DeAndre Washington (7976911),DeAndre Washington,7976911,3300,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,Brian Quick (7977086),Brian Quick,7977086,3300,SF@LA 04:25PM ET,LA,
,,,,,,,,,,TE,Ryan Griffin (7977219),Ryan Griffin,7977219,3300,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,DST,Broncos  (7977689),Broncos ,7977689,3300,Den@KC 08:30PM ET,Den,
,,,,,,,,,,RB,Paul Perkins (7975679),Paul Perkins,7975679,3200,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,TE,Charles Clay (7977143),Charles Clay,7977143,3200,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Tajae Sharpe (7977014),Tajae Sharpe,7977014,3200,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,RB,Matt Jones (7976895),Matt Jones,7976895,3200,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,WR,Joshua Bellamy (7977045),Joshua Bellamy,7977045,3200,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,DST,Redskins  (7977676),Redskins ,7977676,3200,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,WR,Quinton Patton (7977091),Quinton Patton,7977091,3200,SF@LA 04:25PM ET,SF,
,,,,,,,,,,DST,Bengals  (7977686),Bengals ,7977686,3200,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,RB,Zach Zenner (7976963),Zach Zenner,7976963,3200,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,WR,Terrance Williams (7977137),Terrance Williams,7977137,3200,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,WR,Paul Turner (7975685),Paul Turner,7975685,3100,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,WR,Marquise Goodwin (7976968),Marquise Goodwin,7976968,3100,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,DST,Bills  (7977663),Bills ,7977663,3100,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Travaris Cadet (7976846),Travaris Cadet,7976846,3100,TB@NO 04:25PM ET,NO,
,,,,,,,,,,TE,Coby Fleener (7977155),Coby Fleener,7977155,3100,TB@NO 04:25PM ET,NO,
,,,,,,,,,,WR,Kendall Wright (7977007),Kendall Wright,7977007,3100,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,RB,James Starks (7976873),James Starks,7976873,3100,Min@GB 01:00PM ET,GB,
,,,,,,,,,,RB,Matt Asiata (7976874),Matt Asiata,7976874,3100,Min@GB 01:00PM ET,Min,
,,,,,,,,,,WR,Justin Hardy (7977058),Justin Hardy,7977058,3100,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,DST,Texans  (7977685),Texans ,7977685,3100,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Bobby Rainey (7975675),Bobby Rainey,7975675,3000,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,RB,Byron Marshall (7975678),Byron Marshall,7975678,3000,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,WR,Dwayne Harris (7975681),Dwayne Harris,7975681,3000,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,WR,Tavarres King (7975682),Tavarres King,7975682,3000,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,WR,Bryce Treggs (7975687),Bryce Treggs,7975687,3000,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,WR,Nelson Agholor (7975688),Nelson Agholor,7975688,3000,NYG@Phi 08:25PM ET,Phi,
,,,,,,,,,,WR,Roger Lewis (7975690),Roger Lewis,7975690,3000,NYG@Phi 08:25PM ET,NYG,
,,,,,,,,,,RB,Reggie Bush (7976835),Reggie Bush,7976835,3000,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Jerome Felton (7976836),Jerome Felton,7976836,3000,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Jonathan Williams (7976841),Jonathan Williams,7976841,3000,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,RB,Kenyan Drake (7976842),Kenyan Drake,7976842,3000,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,WR,Brandon Tate (7976967),Brandon Tate,7976967,3000,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Justin Hunter (7976969),Justin Hunter,7976969,3000,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Rashawn Scott (7976973),Rashawn Scott,7976973,3000,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,WR,Dezmin Lewis (7976974),Dezmin Lewis,7976974,3000,Mia@Buf 01:00PM ET,Buf,
,,,,,,,,,,WR,Jakeem Grant (7976977),Jakeem Grant,7976977,3000,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,WR,Leonte Carroo (7976978),Leonte Carroo,7976978,3000,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,DST,Dolphins  (7977664),Dolphins ,7977664,3000,Mia@Buf 01:00PM ET,Mia,
,,,,,,,,,,RB,John Kuhn (7976844),John Kuhn,7976844,3000,TB@NO 04:25PM ET,NO,
,,,,,,,,,,RB,Marcus Murphy (7976850),Marcus Murphy,7976850,3000,TB@NO 04:25PM ET,NO,
,,,,,,,,,,RB,Daniel Lasco (7976851),Daniel Lasco,7976851,3000,TB@NO 04:25PM ET,NO,
,,,,,,,,,,RB,Peyton Barber (7976852),Peyton Barber,7976852,3000,TB@NO 04:25PM ET,TB,
,,,,,,,,,,WR,Josh Huff (7976980),Josh Huff,7976980,3000,TB@NO 04:25PM ET,TB,
,,,,,,,,,,WR,Brandon Coleman (7976981),Brandon Coleman,7976981,3000,TB@NO 04:25PM ET,NO,
,,,,,,,,,,WR,Freddie Martino (7976982),Freddie Martino,7976982,3000,TB@NO 04:25PM ET,TB,
,,,,,,,,,,WR,Tommylee Lewis (7976987),Tommylee Lewis,7976987,3000,TB@NO 04:25PM ET,NO,
,,,,,,,,,,WR,Jake Lampman (7976989),Jake Lampman,7976989,3000,TB@NO 04:25PM ET,NO,
,,,,,,,,,,WR,Donteea Dye (7976990),Donteea Dye,7976990,3000,TB@NO 04:25PM ET,TB,
,,,,,,,,,,RB,James Develin (7976854),James Develin,7976854,3000,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Brandon Bolden (7976857),Brandon Bolden,7976857,3000,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Brandon Wilds (7976860),Brandon Wilds,7976860,3000,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,RB,D.J. Foster (7976861),D.J. Foster,7976861,3000,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,RB,Khiry Robinson (7976862),Khiry Robinson,7976862,3000,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,WR,Matthew Slater (7976992),Matthew Slater,7976992,3000,NYJ@NE 01:00PM ET,NE,
,,,,,,,,,,WR,Charone Peake (7976998),Charone Peake,7976998,3000,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,WR,Devin Smith (7976999),Devin Smith,7976999,3000,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,WR,Jalin Marshall (7977002),Jalin Marshall,7977002,3000,NYJ@NE 01:00PM ET,NYJ,
,,,,,,,,,,RB,Denard Robinson (7976865),Denard Robinson,7976865,3000,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Jalston Fowler (7976866),Jalston Fowler,7976866,3000,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,RB,Corey Grant (7976867),Corey Grant,7976867,3000,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Antonio Andrews (7976868),Antonio Andrews,7976868,3000,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,RB,Bronson Hill (7976869),Bronson Hill,7976869,3000,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Harry Douglas (7977003),Harry Douglas,7977003,3000,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,WR,Marc Mariani (7977004),Marc Mariani,7977004,3000,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,WR,Bryan Walters (7977005),Bryan Walters,7977005,3000,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Arrelious Benn (7977006),Arrelious Benn,7977006,3000,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,WR,Tre McBride (7977010),Tre McBride,7977010,3000,Ten@Jax 01:00PM ET,Ten,
,,,,,,,,,,WR,Shane Wynn (7977012),Shane Wynn,7977012,3000,Ten@Jax 01:00PM ET,Jax,
,,,,,,,,,,RB,Zach Line (7976875),Zach Line,7976875,3000,Min@GB 01:00PM ET,Min,
,,,,,,,,,,RB,Aaron Ripkowski (7976879),Aaron Ripkowski,7976879,3000,Min@GB 01:00PM ET,GB,
,,,,,,,,,,RB,Joe Kerridge (7976880),Joe Kerridge,7976880,3000,Min@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Jarius Wright (7977017),Jarius Wright,7977017,3000,Min@GB 01:00PM ET,Min,
,,,,,,,,,,WR,Trevor Davis (7977020),Trevor Davis,7977020,3000,Min@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Laquon Treadwell (7977024),Laquon Treadwell,7977024,3000,Min@GB 01:00PM ET,Min,
,,,,,,,,,,WR,Jeff Janis (7977025),Jeff Janis,7977025,3000,Min@GB 01:00PM ET,GB,
,,,,,,,,,,WR,Geronimo Allison (7977026),Geronimo Allison,7977026,3000,Min@GB 01:00PM ET,GB,
,,,,,,,,,,TE,Jared Cook (7977171),Jared Cook,7977171,3000,Min@GB 01:00PM ET,GB,
,,,,,,,,,,RB,Derek Watt (7976883),Derek Watt,7976883,3000,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,RB,George Atkinson III (7976886),George Atkinson III,7976886,3000,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,RB,Darius Jackson (7976888),Darius Jackson,7976888,3000,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,WR,Andrew Hawkins (7977027),Andrew Hawkins,7977027,3000,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,WR,Geremy Davis (7977031),Geremy Davis,7977031,3000,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,WR,Isaiah Burse (7977032),Isaiah Burse,7977032,3000,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,WR,Jeremy Butler (7977033),Jeremy Butler,7977033,3000,SD@Cle 01:00PM ET,SD,
,,,,,,,,,,WR,Ricardo Louis (7977035),Ricardo Louis,7977035,3000,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,WR,Rashard Higgins (7977037),Rashard Higgins,7977037,3000,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,WR,Mario Alford (7977038),Mario Alford,7977038,3000,SD@Cle 01:00PM ET,Cle,
,,,,,,,,,,RB,Mack Brown (7976890),Mack Brown,7976890,3000,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,RB,Ka'Deem Carey (7976892),Ka'Deem Carey,7976892,3000,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,RB,Paul Lasike (7976894),Paul Lasike,7976894,3000,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Eddie Royal (7977039),Eddie Royal,7977039,3000,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,WR,Ryan Grant (7977043),Ryan Grant,7977043,3000,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,WR,Rashad Ross (7977047),Rashad Ross,7977047,3000,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,WR,Maurice Harris (7977049),Maurice Harris,7977049,3000,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,WR,Daniel Braverman (7977050),Daniel Braverman,7977050,3000,Was@Chi 01:00PM ET,Chi,
,,,,,,,,,,TE,Vernon Davis (7977185),Vernon Davis,7977185,3000,Was@Chi 01:00PM ET,Was,
,,,,,,,,,,RB,Mike Tolbert (7976897),Mike Tolbert,7976897,3000,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,RB,Fozzy Whittaker (7976899),Fozzy Whittaker,7976899,3000,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,RB,Patrick DiMarco (7976900),Patrick DiMarco,7976900,3000,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,RB,Terron Ward (7976901),Terron Ward,7976901,3000,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,WR,Eric Weems (7977051),Eric Weems,7977051,3000,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,WR,Brenton Bersin (7977055),Brenton Bersin,7977055,3000,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,WR,Nick Williams (7977057),Nick Williams,7977057,3000,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,WR,Corey Brown (7977059),Corey Brown,7977059,3000,Atl@Car 01:00PM ET,Car,
,,,,,,,,,,WR,J.D. McKissic (7977061),J.D. McKissic,7977061,3000,Atl@Car 01:00PM ET,Atl,
,,,,,,,,,,RB,Taiwan Jones (7976906),Taiwan Jones,7976906,3000,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,RB,Jordan Todman (7976908),Jordan Todman,7976908,3000,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,RB,Jamize Olawale (7976910),Jamize Olawale,7976910,3000,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,RB,Josh Ferguson (7976912),Josh Ferguson,7976912,3000,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,WR,Devin Street (7977066),Devin Street,7977066,3000,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,WR,Andre Holmes (7977067),Andre Holmes,7977067,3000,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,Chester Rogers (7977071),Chester Rogers,7977071,3000,Ind@Oak 04:05PM ET,Ind,
,,,,,,,,,,WR,Seth Roberts (7977072),Seth Roberts,7977072,3000,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,WR,Johnny Holton (7977073),Johnny Holton,7977073,3000,Ind@Oak 04:05PM ET,Oak,
,,,,,,,,,,RB,Marcel Reece (7976914),Marcel Reece,7976914,3000,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,RB,Stepfan Taylor (7976916),Stepfan Taylor,7976916,3000,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,RB,Kerwynn Williams (7976917),Kerwynn Williams,7976917,3000,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,RB,Kelvin Taylor (7976921),Kelvin Taylor,7976921,3000,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,RB,Alex Collins (7976922),Alex Collins,7976922,3000,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Jeremy Ross (7977075),Jeremy Ross,7977075,3000,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,WR,Jermaine Kearse (7977077),Jermaine Kearse,7977077,3000,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Paul Richardson (7977080),Paul Richardson,7977080,3000,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Tanner McEvoy (7977081),Tanner McEvoy,7977081,3000,Ari@Sea 04:25PM ET,Sea,
,,,,,,,,,,WR,Brittan Golden (7977083),Brittan Golden,7977083,3000,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,WR,Marquis Bundy (7977084),Marquis Bundy,7977084,3000,Ari@Sea 04:25PM ET,Ari,
,,,,,,,,,,RB,Shaun Draughn (7976923),Shaun Draughn,7976923,3000,SF@LA 04:25PM ET,SF,
,,,,,,,,,,RB,Chase Reynolds (7976924),Chase Reynolds,7976924,3000,SF@LA 04:25PM ET,LA,
,,,,,,,,,,RB,Malcolm Brown (7976927),Malcolm Brown,7976927,3000,SF@LA 04:25PM ET,LA,
,,,,,,,,,,RB,Mike Davis (7976928),Mike Davis,7976928,3000,SF@LA 04:25PM ET,SF,
,,,,,,,,,,WR,Rod Streater (7977090),Rod Streater,7977090,3000,SF@LA 04:25PM ET,SF,
,,,,,,,,,,WR,Bradley Marquez (7977092),Bradley Marquez,7977092,3000,SF@LA 04:25PM ET,LA,
,,,,,,,,,,WR,Chris Harper (7977093),Chris Harper,7977093,3000,SF@LA 04:25PM ET,SF,
,,,,,,,,,,WR,Aaron Burbridge (7977094),Aaron Burbridge,7977094,3000,SF@LA 04:25PM ET,SF,
,,,,,,,,,,WR,Pharoh Cooper (7977095),Pharoh Cooper,7977095,3000,SF@LA 04:25PM ET,LA,
,,,,,,,,,,WR,Mike Thomas (7977096),Mike Thomas,7977096,3000,SF@LA 04:25PM ET,LA,
,,,,,,,,,,RB,Cedric Peerman (7976930),Cedric Peerman,7976930,3000,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,RB,Jonathan Grimes (7976931),Jonathan Grimes,7976931,3000,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Jay Prosch (7976935),Jay Prosch,7976935,3000,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Tyler Ervin (7976936),Tyler Ervin,7976936,3000,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Akeem Hunt (7976937),Akeem Hunt,7976937,3000,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,WR,James Wright (7977099),James Wright,7977099,3000,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,WR,Keith Mumphery (7977100),Keith Mumphery,7977100,3000,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,WR,Alex Erickson (7977102),Alex Erickson,7977102,3000,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,WR,Cody Core (7977103),Cody Core,7977103,3000,Cin@Hou 08:25PM ET,Cin,
,,,,,,,,,,WR,Wendall Williams (7977106),Wendall Williams,7977106,3000,Cin@Hou 08:25PM ET,Hou,
,,,,,,,,,,RB,Kyle Juszczyk (7976940),Kyle Juszczyk,7976940,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,RB,Roosevelt Nix (7976943),Roosevelt Nix,7976943,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,RB,Javorius Allen (7976945),Javorius Allen,7976945,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,RB,Daryl Richardson (7976946),Daryl Richardson,7976946,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,WR,Darrius Heyward-Bey (7977108),Darrius Heyward-Bey,7977108,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,WR,Kamar Aiken (7977110),Kamar Aiken,7977110,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,WR,Michael Campanaro (7977112),Michael Campanaro,7977112,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,WR,Cobi Hamilton (7977113),Cobi Hamilton,7977113,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,WR,Sammie Coates (7977114),Sammie Coates,7977114,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,WR,Chris Moore (7977115),Chris Moore,7977115,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,WR,Breshad Perriman (7977117),Breshad Perriman,7977117,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,WR,Demarcus Ayers (7977118),Demarcus Ayers,7977118,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,TE,Dennis Pitta (7977227),Dennis Pitta,7977227,3000,Bal@Pit 04:30PM ET,Bal,
,,,,,,,,,,DST,Steelers  (7977687),Steelers ,7977687,3000,Bal@Pit 04:30PM ET,Pit,
,,,,,,,,,,RB,Anthony Sherman (7976950),Anthony Sherman,7976950,3000,Den@KC 08:30PM ET,KC,
,,,,,,,,,,RB,Knile Davis (7976951),Knile Davis,7976951,3000,Den@KC 08:30PM ET,KC,
,,,,,,,,,,RB,Juwan Thompson (7976953),Juwan Thompson,7976953,3000,Den@KC 08:30PM ET,Den,
,,,,,,,,,,WR,Jordan Norwood (7977119),Jordan Norwood,7977119,3000,Den@KC 08:30PM ET,Den,
,,,,,,,,,,WR,Bennie Fowler (7977123),Bennie Fowler,7977123,3000,Den@KC 08:30PM ET,Den,
,,,,,,,,,,WR,Jordan Taylor (7977124),Jordan Taylor,7977124,3000,Den@KC 08:30PM ET,Den,
,,,,,,,,,,WR,Albert Wilson (7977125),Albert Wilson,7977125,3000,Den@KC 08:30PM ET,KC,
,,,,,,,,,,WR,Chris Conley (7977126),Chris Conley,7977126,3000,Den@KC 08:30PM ET,KC,
,,,,,,,,,,WR,De'Anthony Thomas (7977127),De'Anthony Thomas,7977127,3000,Den@KC 08:30PM ET,KC,
,,,,,,,,,,WR,Cody Latimer (7977128),Cody Latimer,7977128,3000,Den@KC 08:30PM ET,Den,
,,,,,,,,,,WR,Kalif Raymond (7977129),Kalif Raymond,7977129,3000,Den@KC 08:30PM ET,Den,
,,,,,,,,,,WR,Demarcus Robinson (7977130),Demarcus Robinson,7977130,3000,Den@KC 08:30PM ET,KC,
,,,,,,,,,,RB,Lance Dunbar (7976958),Lance Dunbar,7976958,3000,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,RB,Joique Bell (7976960),Joique Bell,7976960,3000,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,RB,Michael Burton (7976961),Michael Burton,7976961,3000,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,RB,Keith Smith (7976962),Keith Smith,7976962,3000,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,WR,Andre Roberts (7977133),Andre Roberts,7977133,3000,Det@Dal 08:30PM ET,Det,
,,,,,,,,,,WR,Brice Butler (7977136),Brice Butler,7977136,3000,Det@Dal 08:30PM ET,Dal,
,,,,,,,,,,WR,TJ Jones (7977140),TJ Jones,7977140,3000,Det@Dal 08:30PM ET,Det,
