"Unique.ID","Week1","Week2","Week3","Week4","Week5","Week6","Week7","Week8","Week9","Week10","Week11","Week12","Week13","Week14","Week15","Week16","Week17","FullName","Team","Pos","mean"
"Alex Tanney@TEN@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alex Tanney","TEN","QB",NA
"Joe Callahan@GB@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe Callahan","GB","QB",NA
"Cardale Jones@BUF@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,"Cardale Jones","BUF","QB",2.7
"Christian Hackenberg@NYJ@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christian Hackenberg","NYJ","QB",NA
"Jared Goff@LA@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,18.6,8.3,12.6,5.4,6,4.8,"Jared Goff","LA","QB",8.88571428571429
"Nate Sudfeld@WAS@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nate Sudfeld","WAS","QB",NA
"Paxton Lynch@DEN@QB",NA,NA,NA,10.4,13.7,NA,NA,NA,NA,NA,NA,NA,5.3,NA,NA,NA,NA,"Paxton Lynch","DEN","QB",9.8
"Jeff Driskel@SF@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jeff Driskel","SF","QB",NA
"Sean Mannion@LA@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3,"Sean Mannion","LA","QB",-0.3
"Tavon Austin@LA@WR",5.5,10.6,21.4,2.8,15.5,5.6,22.7,NA,2.8,4.9,3.9,15.5,NA,15.9,5.7,12,3,"Tavon Austin","LA","WR",9.85333333333333
"Bryn Renner@PIT@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bryn Renner","PIT","QB",NA
"Landry Jones@PIT@QB",NA,NA,NA,NA,-0.2,-0.1,14.2,NA,NA,NA,NA,NA,-0.1,NA,NA,NA,22.1,"Landry Jones","PIT","QB",7.18
"Christian Ponder@SF@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Christian Ponder","SF","QB",NA
"Colin Kaepernick@SF@QB",NA,NA,NA,NA,NA,18.1,16.1,NA,27.2,23.9,19.4,37.1,2.2,11.6,17.4,27.1,13.2,"Colin Kaepernick","SF","QB",19.3909090909091
"Colt McCoy@WAS@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Colt McCoy","WAS","QB",NA
"Mark Sanchez@DEN@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mark Sanchez","DEN","QB",NA
"Joe Webb@CAR@QB",NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Joe Webb","CAR","QB",1.3
"Bruce Gradkowski@PIT@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bruce Gradkowski","PIT","QB",NA
"Derek Anderson@CAR@QB",NA,NA,0.1,14.9,8.5,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,"Derek Anderson","CAR","QB",5.625
"Matt Cassel@TEN@QB",NA,-0.1,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,8,9.2,"Matt Cassel","TEN","QB",4.425
"Dan Orlovsky@DET@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dan Orlovsky","DET","QB",NA
"Kellen Clemens@SD@QB",NA,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kellen Clemens","SD","QB",-0.1
"Shaun Hill@MIN@QB",10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,-0.3,"Shaun Hill","MIN","QB",3.36666666666667
"Matt Moore@MIA@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,24.4,16.2,15.2,"Matt Moore","MIA","QB",14.425
"Drew Stanton@ARI@QB",NA,0.4,NA,-0.5,12.8,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,"Drew Stanton","ARI","QB",2.48
"Matt Schaub@ATL@QB",NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,0.6,NA,NA,"Matt Schaub","ATL","QB",0.2
"Luke McCown@NO@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luke McCown","NO","QB",NA
"Brian Hoyer@CHI@QB",NA,3.1,22.4,22.8,26.8,15.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brian Hoyer","CHI","QB",15.3666666666667
"Chad Henne@JAX@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,NA,NA,NA,NA,NA,NA,"Chad Henne","JAX","QB",-0.2
"Josh Johnson@BAL@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Josh Johnson","BAL","QB",NA
"Chase Daniel@PHI@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,"Chase Daniel","PHI","QB",0.6
"Scott Tolzien@IND@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,0.1,NA,NA,NA,NA,"Scott Tolzien","IND","QB",5.45
"McLeod Bethel-Thompson@PHI@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"McLeod Bethel-Thompson","PHI","QB",NA
"Danny Woodhead@SD@RB",23,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Danny Woodhead","SD","RB",13.55
"Ryan Mallett@BAL@QB",NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.3,NA,NA,-0.1,NA,NA,NA,-0.5,"Ryan Mallett","BAL","QB",-0.125
"Kellen Moore@DAL@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kellen Moore","DAL","QB",NA
"Brandon Weeden@HOU@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brandon Weeden","HOU","QB",NA
"Austin Davis@CLE@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Austin Davis","CLE","QB",NA
"Nick Foles@KC@QB",NA,NA,NA,NA,NA,NA,NA,16.8,11.2,NA,NA,NA,NA,NA,NA,NA,NA,"Nick Foles","KC","QB",14
"Matt Simms@ATL@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Simms","ATL","QB",NA
"Ryan Griffin@TB@QB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ryan Griffin","TB","QB",NA
"Ameer Abdullah@DET@RB",23,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ameer Abdullah","DET","RB",13.4
"Torrey Smith@SF@WR",3.3,14.5,6.5,1.3,NA,16.6,2.7,NA,3.8,4.6,NA,11.4,NA,NA,NA,NA,NA,"Torrey Smith","SF","WR",7.18888888888889
"Steve Smith@BAL@WR",6.9,9.4,16.7,28.1,5.9,NA,NA,NA,10.7,17,23.9,6,11.3,9.7,12,22.9,6.4,"Steve Smith","BAL","WR",13.35
"Coby Fleener@NO@TE",1.6,4.9,26.9,4.9,NA,25.6,6.4,7.6,7.2,4.6,10.7,9.9,13.6,1.6,3,5,6.8,"Coby Fleener","NO","TE",8.76875
"Sterling Shepard@NYG@WR",13.3,22.7,18.3,7,3.4,6.5,8.2,NA,14,15.2,16,2.2,12.1,6.9,15.6,19.3,6.7,"Sterling Shepard","NYG","WR",11.7125
"Devin Funchess@CAR@WR",1.9,9.9,NA,7.6,NA,12.8,NA,6.8,3.8,14.6,5.2,3.9,6.4,11.3,NA,1.9,NA,"Devin Funchess","CAR","WR",7.175
"James Starks@GB@RB",2.3,2.9,1.8,NA,8.2,NA,NA,NA,NA,13.4,18.1,11.8,0.1,0.3,NA,NA,NA,"James Starks","GB","RB",6.54444444444444
"Giovani Bernard@CIN@RB",5,28.7,9.4,7.2,15.6,13.4,15.7,13.6,NA,6.6,11.1,NA,NA,NA,NA,NA,NA,"Giovani Bernard","CIN","RB",12.63
"Stefon Diggs@MIN@WR",20.2,36.2,8,9.6,NA,NA,3.8,21.6,22.2,32.4,9.7,NA,13.9,8.5,3.3,12.9,NA,"Stefon Diggs","MIN","WR",15.5615384615385
"Willie Snead@NO@WR",35.2,16.4,NA,3.3,NA,8.7,17.7,11.6,6.6,21.7,7.3,14.8,5.8,14.5,15.6,4.1,11.2,"Willie Snead","NO","WR",12.9666666666667
"Tyler Eifert@CIN@TE",NA,NA,NA,NA,NA,NA,1.9,28.2,NA,12.6,6.7,17.8,10.5,21.8,1.9,NA,NA,"Tyler Eifert","CIN","TE",12.675
"Kamar Aiken@BAL@WR",3.4,NA,1.5,3.9,NA,10.4,8.5,NA,1.9,3.5,6.5,5,7.1,2,9.9,NA,4.2,"Kamar Aiken","BAL","WR",5.21538461538462
"Matt Jones@WAS@RB",4.3,13.5,9.9,24.8,6.6,22.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Matt Jones","WAS","RB",11.9
"Gary Barnidge@CLE@TE",NA,7.7,13.6,12.7,12.6,8.9,12.6,7.2,5.3,1.8,10.3,2.1,NA,5.7,5.5,9.2,15,"Gary Barnidge","CLE","TE",8.68
"Jeremy Langford@CHI@RB",14.3,9.4,6.6,NA,NA,NA,NA,2.1,NA,6.6,12.8,0.5,0.2,1.5,3.2,9.3,8.7,"Jeremy Langford","CHI","RB",6.26666666666667
"Justin Forsett@BAL@RB",8.6,7.6,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Justin Forsett","BAL","RB",8.46666666666667
"Marvin Jones@DET@WR",12.5,22.8,41.5,12.4,13.7,9.3,13.4,6.3,1.5,NA,2.5,9.4,NA,10.7,7.1,2.6,12.6,"Marvin Jones","DET","WR",11.8866666666667
"Robert Woods@BUF@WR",6,2,11.1,15.9,4.6,16,NA,9,29.2,NA,7.1,NA,NA,3.9,1.5,7.3,8.3,"Robert Woods","BUF","WR",9.37692307692308
"Jerick McKinnon@MIN@RB",1.9,1.1,7.7,18.5,5.6,NA,5.8,NA,0.8,6.3,5.1,10.6,16.5,12.9,16.1,13.5,26,"Jerick McKinnon","MIN","RB",9.89333333333333
"Melvin Gordon@SD@RB",17.7,24,17.8,24.9,14.7,9.4,36.1,22.5,39.1,18.2,NA,12.9,23.8,0.5,NA,NA,NA,"Melvin Gordon","SD","RB",20.1230769230769
"Jeremy Hill@CIN@RB",9.1,8.9,21.7,7.1,1.2,5.1,30.2,14.3,NA,10.6,8.3,14.2,12.5,26.2,12.1,0.8,NA,"Jeremy Hill","CIN","RB",12.1533333333333
"Phillip Dorsett@IND@WR",13.4,4,5.7,13.7,4.6,3.2,NA,8.3,4.8,NA,6,6.1,0.7,4.9,12,1.8,9.6,"Phillip Dorsett","IND","WR",6.58666666666667
"Anquan Boldin@DET@WR",6.5,14.8,12.2,9.1,8.8,20,11.8,1.4,9,NA,9.7,19.9,8,13.9,4.3,8.3,15.7,"Anquan Boldin","DET","WR",10.8375
"Delanie Walker@TEN@TE",7.2,20.3,NA,5.4,17.6,3.1,21.4,11.8,15.2,30.4,7.6,14,NA,5.8,11.5,11.3,8.5,"Delanie Walker","TEN","TE",12.74
"Laquon Treadwell@MIN@WR",NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,"Laquon Treadwell","MIN","WR",2.5
"Vincent Jackson@TB@WR",3.8,8.4,6.7,6.8,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vincent Jackson","TB","WR",6.46
"Pierre Garcon@WAS@WR",11.1,4.5,10.9,7.9,16.6,13.7,4.2,12.7,NA,14.1,26.6,8.3,14.8,16.9,14.8,13.4,13.6,"Pierre Garcon","WAS","WR",12.75625
"Spencer Ware@KC@RB",35.9,11.5,8.3,9.6,NA,27.3,21.1,6.7,NA,10.2,10.5,11.6,20.2,7.3,12.5,10.2,NA,"Spencer Ware","KC","RB",14.4928571428571
"Charles Sims@TB@RB",13.1,5.8,24.4,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4.9,8.2,NA,"Charles Sims","TB","RB",9.84285714285714
"Rob Kelley@WAS@RB",NA,NA,0.7,0.4,1.8,5.9,8.6,14.7,NA,10.5,34.7,6.2,6.3,16.8,15.5,10.2,3.3,"Rob Kelley","WAS","RB",9.68571428571429
"Bilal Powell@NYJ@RB",6.8,1.3,12.1,14,11.1,5.2,1.8,14.9,9.1,21.9,NA,5.3,0.3,37.9,27.2,9.4,25.7,"Bilal Powell","NYJ","RB",12.75
"Zach Ertz@PHI@TE",11.8,NA,NA,NA,6.7,3.2,2.4,5.9,17.7,11.5,15.5,6.6,22.9,24.2,14,5.3,41.9,"Zach Ertz","PHI","TE",13.5428571428571
"Davante Adams@GB@WR",14,4.6,10.3,NA,19.5,5.4,41.2,19.4,14.1,24.6,7.2,31.3,2.7,23.4,4.5,14.4,23.1,"Davante Adams","GB","WR",16.23125
"Tim Hightower@NO@RB",2,0.9,1.9,1.1,NA,NA,5.4,14.2,17.2,7.5,20.6,18.5,1.9,4.9,19.8,5,8.9,"Tim Hightower","NO","RB",8.65333333333333
"Chris Ivory@JAX@RB",NA,NA,3.3,2.9,NA,11.5,7.1,2.2,13.7,6.1,16.4,12.5,NA,NA,4.4,20.4,NA,"Chris Ivory","JAX","RB",9.13636363636364
"Danny Amendola@NE@WR",7.8,20,4.3,NA,3.1,5,NA,11.9,NA,2.4,8.2,1.8,6,NA,NA,NA,NA,"Danny Amendola","NE","WR",7.05
"Mike Wallace@BAL@WR",19.2,20.1,6.9,10.7,13.3,13.7,25,NA,25.4,9.9,12.5,8.6,11.9,10.2,8,6.1,7.3,"Mike Wallace","BAL","WR",13.05
"Jay Ajayi@MIA@RB",NA,7.5,8.8,6.6,10.2,36.7,31.6,NA,25,9,11.4,12.6,14.7,7.3,5.1,30.9,10.9,"Jay Ajayi","MIA","RB",15.22
"Isaiah Crowell@CLE@RB",15.8,24.8,7.9,25.4,5,5.6,16.9,14.3,10.7,8.3,7.3,14.1,NA,15.8,2.8,21.8,21.8,"Isaiah Crowell","CLE","RB",13.64375
"Tevin Coleman@ATL@RB",16.7,15.1,29.9,6.3,29.3,2.7,14.4,NA,NA,NA,NA,9.3,4.9,19.5,8.6,22.5,14.9,"Tevin Coleman","ATL","RB",14.9307692307692
"Antonio Gates@SD@TE",5,10.5,NA,NA,12,3.6,8.8,13.3,18.5,16.3,NA,NA,7.7,11.1,2.1,23.4,16.5,"Antonio Gates","SD","TE",11.4461538461538
"Darren McFadden@DAL@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,4.9,6.7,"Darren McFadden","DAL","RB",4.46666666666667
"Eli Rogers@PIT@WR",17.9,1.9,5.2,NA,NA,7.5,NA,NA,19.3,14.2,6,5.6,2.8,5,18.5,13,12.1,"Eli Rogers","PIT","WR",9.92307692307692
"Darren Sproles@PHI@RB",5.6,6.8,27.7,NA,10.8,3.4,6.9,15.3,10.1,15.6,3.1,10.4,16.9,12,NA,14.3,6.6,"Darren Sproles","PHI","RB",11.0333333333333
"Terrance West@BAL@RB",5.8,6.7,6.3,20.3,10.9,28.3,1,NA,3.7,8.7,12.3,9.4,21.8,6.6,16.2,8.5,7.5,"Terrance West","BAL","RB",10.875
"Jason Witten@DAL@TE",15.6,8.1,4.5,11.7,7.3,8.2,NA,9.6,30.4,11.9,8.7,6.3,NA,6.6,14.1,11.3,2,"Jason Witten","DAL","TE",10.42
"Andre Ellington@ARI@RB",2.8,2.1,NA,1.4,1.9,2.5,0.7,2.6,NA,-0.1,3.3,3.9,2.5,NA,1.9,NA,4.6,"Andre Ellington","ARI","RB",2.31538461538462
"Ted Ginn@CAR@WR",3.5,6.6,9.7,3.4,0.5,11,NA,10.3,9,9.5,14.9,25.8,19.6,4.6,16.4,5.9,13.3,"Ted Ginn","CAR","WR",10.25
"Travis Benjamin@SD@WR",10.2,32.4,11.2,7.8,21.7,3.7,9.4,13.4,1.5,NA,NA,1.8,4.4,-0.2,13.6,10.5,NA,"Travis Benjamin","SD","WR",10.1
"T.J. Yeldon@JAX@RB",16.9,11.8,4.8,15.7,NA,3.6,3.8,9.6,16.5,8.9,5.2,3,11.2,16,11.2,0.5,NA,"T.J. Yeldon","JAX","RB",9.24666666666667
"Derrick Henry@TEN@RB",6.4,5.9,4.5,0.9,5.4,4.7,0.3,19.7,NA,3.1,NA,12,NA,5.7,17.8,5.5,13.8,"Derrick Henry","TEN","RB",7.55
"Michael Thomas@NO@WR",11.8,9.6,20.1,14.4,NA,18.8,26,12.3,24.3,6,11.8,34.8,8.2,NA,18.2,15.8,34.6,"Michael Thomas","NO","WR",17.78
"Quinton Patton@SF@WR",11,5.5,1.8,2.3,3.6,9.2,4.3,NA,19.6,8.2,3.7,2.2,NA,7.1,2.3,NA,NA,"Quinton Patton","SF","WR",6.21538461538462
"Chris Thompson@WAS@RB",11.9,8.8,2.6,12,8.5,9.6,18.3,9.1,NA,5.6,2.9,8.4,5.5,9.8,8.6,16.7,10.2,"Chris Thompson","WAS","RB",9.28125
"Theo Riddick@DET@RB",27.8,10.5,11.8,9.8,26.2,NA,NA,27.3,8.6,NA,16.3,10.8,12.7,NA,NA,NA,NA,"Theo Riddick","DET","RB",16.18
"Victor Cruz@NYG@WR",13.4,12.1,10,10,NA,6.1,10.5,NA,5.6,NA,5.8,4.7,NA,1.4,3.9,16.4,2.7,"Victor Cruz","NYG","WR",7.89230769230769
"Kenny Britt@LA@WR",10.7,15.4,6.8,12.2,12.5,35.6,7.3,NA,14.9,20.9,9.3,16.2,14.7,15.2,9,2.5,NA,"Kenny Britt","LA","WR",13.5466666666667
"Andre Johnson@TEN@WR",6,7.9,NA,6.3,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andre Johnson","TEN","WR",7.375
"Brandon LaFell@CIN@WR",13.1,6.9,5.2,8.4,26.8,9.3,18.3,1.6,NA,1.9,7.2,6.8,20.5,5.2,16.1,28,13.7,"Brandon LaFell","CIN","WR",11.8125
"Eric Ebron@DET@TE",15.6,9.3,11.9,8.2,NA,NA,NA,14.9,16.2,NA,16.1,NA,7.8,7.2,7.6,17.3,12.1,"Eric Ebron","DET","TE",12.0166666666667
"C.J. Prosise@SEA@RB",2.1,NA,NA,NA,NA,NA,3.7,14.3,2.5,22.3,16.1,NA,NA,NA,NA,NA,NA,"C.J. Prosise","SEA","RB",10.1666666666667
"Alfred Morris@DAL@RB",3.5,6.7,9.1,3.4,3.3,0.2,NA,0.6,5.6,2.9,0.3,1.2,1.1,NA,NA,NA,2.5,"Alfred Morris","DAL","RB",3.10769230769231
"Julius Thomas@JAX@TE",17.4,11.1,3.3,NA,NA,4.8,11,11.8,4.1,14.4,4.2,NA,NA,NA,NA,NA,NA,"Julius Thomas","JAX","TE",9.12222222222222
"Jaelen Strong@HOU@WR",NA,NA,2.5,8.1,8.9,4.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jaelen Strong","HOU","WR",5.42
"Quincy Enunwa@NYJ@WR",18.4,15.2,7.7,12,9.1,7.2,15.3,19.3,3.5,1.7,NA,24.9,2,5.9,11.4,5.2,13.1,"Quincy Enunwa","NYJ","WR",10.74375
"Mike Gillislee@BUF@RB",0.6,8.8,2,5.3,6.6,12,2,18.4,11.6,NA,7.2,NA,16.9,3.4,9.7,9.1,12,"Mike Gillislee","BUF","RB",8.37333333333333
"Shane Vereen@NYG@RB",9.1,8.6,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,"Shane Vereen","NYG","RB",8.04
"Seth Roberts@OAK@WR",9.9,5.5,10.7,10.2,4.2,5.9,8.2,15.9,6.2,NA,1.6,14.1,5.8,3.2,4.7,NA,5.6,"Seth Roberts","OAK","WR",7.44666666666667
"Jimmy Graham@SEA@TE",2.1,7.2,24,20.3,NA,14.9,10.3,6.4,33.3,8.8,13.6,11.7,18.3,2.6,4.1,12.3,10.4,"Jimmy Graham","SEA","TE",12.51875
"Andrew Hawkins@CLE@WR",-0.1,5.8,3.5,5.8,15.6,7.8,3.9,20.1,3.3,NA,3,NA,NA,1.4,4.3,3.1,5.9,"Andrew Hawkins","CLE","WR",5.95714285714286
"Jamison Crowder@WAS@WR",11.8,15.9,17.8,4.1,12.5,13.3,20.8,28.7,NA,14.4,22.2,16.8,13.2,5.7,5.4,1.3,3.6,"Jamison Crowder","WAS","WR",12.96875
"Chris Conley@KC@WR",8.3,3.5,7.4,13,NA,5.6,4.9,8.9,5.8,2.2,6.8,5.6,NA,9,3.1,3.4,9.5,"Chris Conley","KC","WR",6.46666666666667
"DeAndre Washington@OAK@RB",3.4,6.2,7.2,6.6,10.2,4.9,3.2,3.2,4.5,NA,NA,NA,NA,NA,4.4,24.7,7.7,"DeAndre Washington","OAK","RB",7.18333333333333
"Breshad Perriman@BAL@WR",4.5,5.2,4.4,5.4,3.1,7.8,2.1,NA,6.3,15.4,NA,8.4,13.9,8.2,NA,6.2,10.2,"Breshad Perriman","BAL","WR",7.22142857142857
"Will Fuller@HOU@WR",24.7,17.4,6.1,27.1,1.4,NA,6.2,3.3,NA,NA,2.7,10,10.9,4.2,7.9,6.9,5.4,"Will Fuller","HOU","WR",9.58571428571429
"Jordan Howard@CHI@RB",NA,5.1,13.2,19.2,28.3,12,2.2,33.2,NA,12,10.9,15.7,32.7,13,21.3,16.8,16.5,"Jordan Howard","CHI","RB",16.8066666666667
"Jeff Janis@GB@WR",NA,NA,NA,NA,NA,3.4,2.9,13,3.5,NA,NA,1.7,1.9,7.9,NA,1.8,NA,"Jeff Janis","GB","WR",4.5125
"Christine Michael@SEA@RB",9.1,10.6,28.1,20,NA,23.3,8.5,11.2,6.1,3.6,NA,NA,NA,NA,NA,NA,NA,"Christine Michael","SEA","RB",13.3888888888889
"Zach Miller@CHI@TE",4.4,7.3,27.8,12.1,14.3,9.6,6,15.8,NA,7.2,15.1,NA,NA,NA,NA,NA,NA,"Zach Miller","CHI","TE",11.96
"Chris Johnson@ARI@RB",0.2,11.4,0.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chris Johnson","ARI","RB",3.875
"Shaun Draughn@SF@RB",10.6,2.1,2.2,1.8,-0.1,0.2,16.3,NA,NA,NA,13.3,10.9,2,9.7,1.5,12.5,26.9,"Shaun Draughn","SF","RB",7.85
"Benny Cunningham@LA@RB",1.8,1.9,4.9,NA,NA,4.3,1.9,NA,9.2,7.7,1.4,2.2,-0.1,NA,NA,NA,NA,"Benny Cunningham","LA","RB",3.52
"Sammie Coates@PIT@WR",7.6,12.3,8,13.8,34.9,NA,1.4,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,"Sammie Coates","PIT","WR",11.5571428571429
"LeGarrette Blount@NE@RB",12,21.3,25.5,8.8,9.7,15,29.4,10.3,NA,24.9,15.4,6.7,14.8,14.9,9.1,17,11.1,"LeGarrette Blount","NE","RB",15.36875
"Marquess Wilson@CHI@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA,NA,"Marquess Wilson","CHI","WR",29.5
"Javorius Allen@BAL@RB",NA,NA,NA,4.8,2.8,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,"Javorius Allen","BAL","RB",2.63333333333333
"Tyler Boyd@CIN@WR",4.4,12.8,4.8,2,6.3,11.9,1.3,9.1,NA,3.2,17.4,11.2,10.6,14.9,3.3,4.5,7.4,"Tyler Boyd","CIN","WR",7.81875
"Dwayne Harris@NYG@WR",NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,"Dwayne Harris","NYG","WR",3.65
"Pharoh Cooper@LA@WR",NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.6,2,NA,1.8,5.2,5.1,NA,6.6,"Pharoh Cooper","LA","WR",3.37142857142857
"Darrius Heyward-Bey@PIT@WR",NA,1.7,NA,10.1,NA,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,"Darrius Heyward-Bey","PIT","WR",8.28
"C.J. Spiller@NO@RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.J. Spiller","NO","RB",NA
"Alfred Blue@HOU@RB",0.4,1.1,1.2,3.3,3.9,1.3,5.3,4.1,NA,2.3,NA,NA,6.1,6.5,1.5,19,7,"Alfred Blue","HOU","RB",4.5
"James White@NE@RB",9.4,4.9,2.4,11.2,12.9,26.6,11.2,4.9,NA,7.7,18.3,6.2,7.5,11.4,6.5,13.6,7,"James White","NE","RB",10.10625
"Albert Wilson@KC@WR",3.1,3.1,NA,10.2,NA,3.6,1.4,NA,12.7,6.5,11.9,2.6,20.3,NA,NA,1.3,5.2,"Albert Wilson","KC","WR",6.825
"Chris Hogan@NE@WR",15,9.9,1.3,NA,18.6,4.9,3.5,19.1,NA,NA,NA,11,12.3,27.6,2.8,3.2,6.7,"Chris Hogan","NE","WR",10.4538461538462
"Ty Montgomery@GB@WR",NA,NA,-0.1,NA,0.1,19.4,22.6,NA,12.1,4,7.4,3.4,7.6,17.6,33.3,NA,NA,"Ty Montgomery","GB","WR",11.5818181818182
"Jermaine Kearse@SEA@WR",10.7,3.1,3.1,5.3,NA,6.5,8.1,9.7,5.6,4.6,4.9,2.8,11.8,1.7,0,13.7,6.5,"Jermaine Kearse","SEA","WR",6.13125
"Brian Quick@LA@WR",5.3,1.8,13.3,20.9,8.1,11.1,13.2,NA,8.8,3.6,5.1,1.3,9.8,2,7.6,NA,3.5,"Brian Quick","LA","WR",7.69333333333333
"Reggie Bush@BUF@RB",-0.4,NA,NA,NA,0.3,0.6,10.4,4.6,4.2,NA,4.1,NA,0.3,0.4,NA,-0.8,NA,"Reggie Bush","BUF","RB",2.37
"James Jones@SD@WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"James Jones","SD","WR",NA
"Ben Watson@BAL@TE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ben Watson","BAL","TE",NA
"Fitzgerald Toussaint@PIT@RB",0.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,0.6,NA,NA,5.8,"Fitzgerald Toussaint","PIT","RB",2.42
"Ka'Deem Carey@CHI@RB",0.4,1.6,NA,NA,2.7,5,6.7,0.3,NA,2.5,NA,2.8,0.8,0.2,0.1,NA,NA,"Ka'Deem Carey","CHI","RB",2.1
